county_fips,median_hh_income,pct_bachelors_plus,pct_poverty
23023,87806,44.2,10.0
23025,58179,21.1,14.2
23027,72782,34.4,12.0
23029,56024,24.7,17.1
23031,88333,36.2,7.7
24001,59603,21.1,16.9
24003,124911,45.8,5.6
24005,91768,42.3,9.8
24009,133922,37.0,3.9
24011,68457,16.2,12.2
24013,118211,40.7,5.2
24015,92007,28.0,10.8
24017,122816,33.5,6.9
24019,61839,19.4,17.1
24021,122002,45.8,6.0
24023,67688,25.9,11.2
24025,112265,40.3,7.1
24027,149763,64.5,5.2
24029,80147,39.6,9.7
24031,132450,60.6,7.5
24033,101798,36.7,10.8
24035,112826,38.0,6.4
24037,119446,36.5,8.0
24039,64943,19.4,16.4
24041,84811,42.0,9.3
24043,77747,24.1,12.4
24045,76210,29.5,13.9
24047,81745,35.3,9.9
24510,62177,36.1,19.7
25001,95241,48.2,7.7
25003,76013,40.0,11.4
25005,85625,30.8,11.3
25007,125786,51.9,4.4
25009,101883,43.0,9.4
25011,74907,40.6,12.1
25013,71306,29.3,16.3
25015,87001,51.6,11.3
25017,130847,59.5,7.7
25019,139688,56.3,3.2
25021,130739,58.8,6.7
25023,114201,41.8,7.1
25025,95631,50.6,16.2
25027,95939,39.7,10.3
26001,54993,21.4,12.3
26003,61286,21.0,10.4
26005,83283,27.1,8.4
26007,53950,18.3,18.0
26009,72054,34.3,9.9
26011,58811,16.0,11.7
26013,55327,14.8,15.2
26015,77500,24.9,8.4
26017,61763,22.1,13.2
26019,74834,36.9,9.7
26021,65425,30.9,15.1
26023,63724,17.3,16.4
26025,63177,22.9,13.9
26027,70443,21.8,11.9
26029,76531,35.2,8.7
26031,62875,24.4,12.4
26033,62217,23.3,14.0
26035,49384,12.9,21.6
26037,88210,35.4,9.7
26039,60392,20.3,14.7
26041,57809,20.6,12.7
26043,65156,25.3,10.5
26045,79597,30.8,8.3
26047,78112,41.6,8.5
26049,62281,23.3,16.4
26051,55349,16.9,14.9
26053,52732,22.8,14.4
26055,81647,40.6,9.6
26057,63556,18.7,14.0
26059,64242,21.2,14.4
26061,58899,37.2,16.5
26063,58870,18.5,12.6
26065,65526,41.2,16.7
26067,75611,18.5,10.6
26069,50066,19.3,17.7
26071,55940,22.5,17.0
26073,55237,31.3,21.9
26075,66073,23.4,11.6
26077,72532,41.3,12.7
26079,68578,19.0,12.2
26081,82631,40.8,10.1
26083,52583,41.2,15.2
26085,50805,12.7,20.5
26087,77306,20.4,9.7
26089,99422,51.8,6.5
26091,70518,22.7,10.7
26093,103039,40.2,5.1
26095,54893,17.3,16.7
26097,63909,25.0,16.1
26099,77837,27.7,10.4
26101,63516,24.9,12.7
26103,65429,36.8,14.0
26105,64748,26.6,14.1
26107,60951,22.5,19.9
26109,56435,18.5,12.2
26111,77705,36.6,10.7
26113,66194,18.8,11.3
26115,77335,23.3,10.5
26117,67344,16.0,12.6
26119,49756,15.6,18.2
26121,65024,21.3,14.1
26123,63304,18.1,12.8
26125,97760,51.0,7.7
26127,62417,21.5,13.6
26129,54666,17.2,16.7
26131,54398,18.4,12.5
26133,58267,16.6,15.8
26135,49515,15.6,17.2
26137,68183,26.3,8.0
26139,90502,38.9,8.3
26141,59321,21.4,14.0
26143,55246,20.2,15.5
26145,60622,24.4,18.2
26147,71270,20.3,11.3
26149,66425,16.9,11.4
26151,58863,16.5,15.3
26153,56782,21.1,14.1
26155,67404,20.0,12.0
26157,63811,16.3,12.8
26159,68114,23.0,14.3
26161,89180,58.7,14.2
26163,60539,27.6,20.8
26165,61085,21.3,13.9
27001,60833,20.3,13.1
27003,101869,32.2,7.0
27005,71388,28.0,12.9
27007,68975,31.8,16.1
27009,74410,26.2,9.9
27011,70400,25.7,12.9
27013,74477,34.2,15.7
27015,69378,24.5,8.5
27017,80573,26.5,11.9
27019,125946,50.4,4.4
27021,68874,26.0,12.8
27023,71458,19.3,14.5
27025,99400,24.4,6.0
27027,81172,39.3,13.3
27029,64475,19.8,12.6
27031,72638,46.6,10.2
27033,72941,24.1,15.0
27035,72589,29.3,9.9
27037,106318,45.0,5.8
27039,95739,30.2,7.0
27041,79043,29.7,9.0
27043,66815,21.8,10.4
27045,77512,24.1,8.4
27047,71023,18.2,10.6
27049,84171,27.9,9.3
27051,73917,21.0,11.6
27053,97653,54.1,10.0
27055,79825,30.1,6.6
27057,71995,30.7,10.8
27059,87440,20.7,7.5
27061,68603,25.9,12.2
27063,75743,26.1,8.6
27065,71460,15.7,10.0
27067,76592,27.9,9.1
27069,76100,29.1,9.1
27071,66940,22.0,10.9
27073,74432,23.3,8.1
27075,75541,26.8,8.6
27077,77546,25.4,6.4
27079,94968,26.3,6.4
27081,69694,25.7,11.9
27083,75303,31.1,12.2
27085,80084,20.2,8.7
27087,59441,16.2,18.3
27089,72543,18.7,8.3
27091,59507,23.8,13.1
27093,75446,19.9,9.1
27095,72729,18.2,10.4
27097,69446,18.9,11.0
27099,73074,23.9,10.4
27101,74033,23.5,9.3
27103,79756,36.1,8.0
27105,66101,17.9,14.0
27107,72260,22.8,10.1
27109,95406,49.4,7.5
27111,72255,28.3,8.7
27113,77325,21.0,10.5
27115,71146,17.4,11.1
27117,69628,21.8,10.5
27119,73107,28.0,11.9
27121,76220,23.9,9.4
27123,81568,45.6,12.3
27125,77188,18.6,7.2
27127,67866,22.2,13.3
27129,70625,18.1,11.0
27131,83181,30.2,10.2
27133,71295,26.3,10.6
27135,74474,21.4,12.2
27137,70069,33.6,13.2
27139,119314,44.1,4.6
27141,105466,29.7,5.1
27143,77634,19.4,9.0
27145,77066,28.8,12.9
27147,84196,28.0,8.3
27149,75733,31.2,11.1
27151,60412,24.2,12.0
27153,67662,16.1,11.5
27155,62989,16.6,11.3
27157,82007,26.5,7.1
27159,61467,19.8,12.5
27161,76261,21.0,7.5
27163,115345,49.1,5.1
27165,71699,17.2,13.2
27167,71410,23.0,14.1
27169,70744,32.7,14.8
27171,107209,34.4,5.2
27173,74000,19.7,8.6
28001,43644,20.6,27.0
28003,51260,18.6,15.8
28005,37222,11.2,27.6
28007,51639,19.8,18.0
28009,46016,12.8,21.5
28011,39585,28.0,32.6
28013,43125,12.1,20.4
28015,59327,21.2,17.9
28017,43586,12.0,23.5
28019,50919,20.1,18.4
28021,31897,18.1,30.7
28023,46108,17.5,17.4
28025,43125,17.3,20.9
28027,37461,19.5,35.5
28029,49089,19.7,23.0
28031,45051,17.4,19.8
28033,85297,29.0,9.7
28035,53640,30.6,21.0
28037,52939,19.0,25.4
28039,59758,17.5,18.3
28041,54276,10.5,18.3
28043,48804,21.8,24.6
28045,67708,26.8,13.8
28047,59479,27.5,17.1
28049,49402,31.2,22.7
28051,32538,13.9,36.4
28053,33731,19.6,27.0
28055,31429,8.6,16.2
28057,55546,16.0,15.5
28059,66201,26.7,13.8
28061,48660,12.2,19.4
28063,38305,13.4,32.5
28065,38548,12.7,28.7
28067,52216,20.7,18.7
28069,46431,18.6,24.8
28071,67185,46.5,18.5
28073,70909,34.5,14.7
28075,50817,23.6,26.3
28077,43531,13.2,23.7
28079,50728,15.7,20.5
28081,67863,28.6,14.6
28083,35277,21.2,31.5
28085,51119,19.3,21.2
28087,53812,28.1,17.3
28089,83441,49.6,11.2
28091,45110,13.7,19.7
28093,53458,14.6,23.0
28095,51866,16.4,18.0
28097,41748,19.4,25.2
28099,57013,17.7,23.1
28101,50540,19.3,24.7
28103,33833,10.6,26.3
28105,46695,47.0,25.5
28107,45945,17.7,23.3
28109,58135,17.0,16.5
28111,49634,12.9,18.4
28113,43814,15.3,27.1
28115,51484,18.5,16.7
28117,49724,19.7,16.8
28119,32412,17.1,29.6
28121,79357,33.5,9.8
28123,48786,13.5,22.2
28125,40000,16.1,30.9
28127,56381,16.7,20.0
28129,60916,15.6,17.0
28131,61413,17.2,16.9
28133,39956,16.0,28.9
28135,37466,11.7,24.6
28137,69704,23.6,16.9
28139,52542,17.9,18.9
28141,53040,17.8,18.0
28143,39364,13.7,31.1
28145,55505,19.1,15.1
28147,48905,12.9,18.8
28149,59401,28.8,19.5
28151,42165,22.4,26.4
28153,37619,16.0,22.8
28155,58789,20.9,16.4
28157,35311,8.8,27.4
28159,53031,19.7,26.9
28161,49151,15.6,21.5
28163,39295,15.3,30.8
29001,61536,35.5,22.0
29003,75625,28.8,6.2
29005,58750,22.2,11.6
29007,59448,16.8,17.8
29009,58346,14.6,15.2
29011,51635,17.4,20.2
29013,60733,14.8,15.9
29015,52567,15.0,19.9
29017,63814,13.9,13.6
29019,72758,51.5,16.6
29021,62158,23.9,16.0
29023,49089,15.8,20.5
29025,64806,19.9,10.3
29027,74176,24.6,11.6
29029,66387,26.2,12.6
29031,68464,33.1,13.9
29033,62154,19.3,13.7
29035,50000,10.1,20.8
29037,87535,29.6,6.2
29039,48181,19.0,17.0
29041,71520,22.6,8.8
29043,83437,32.7,8.2
29045,51781,14.9,11.2
29047,88468,36.5,8.5
29049,70627,22.1,12.3
29051,74876,38.9,9.0
29053,70625,24.0,11.7
29055,57629,14.1,14.1
29057,53750,15.1,12.6
29059,53464,16.4,20.5
29061,63984,18.4,11.4
29063,69826,16.4,8.7
29065,56312,16.5,12.2
29067,45985,14.9,17.5
29069,47849,13.2,22.0
29071,73165,23.7,8.2
29073,64232,18.1,12.6
29075,55848,21.6,17.9
29077,61479,33.6,13.6
29079,51975,16.7,17.6
29081,54367,15.7,19.6
29083,57926,16.3,14.3
29085,39390,12.8,19.8
29087,61187,19.6,10.2
29089,65938,28.2,12.0
29091,50993,17.8,20.3
29093,48850,19.0,19.3
29095,68577,34.0,14.1
29097,60694,25.3,17.0
29099,82851,24.7,9.0
29101,67272,29.1,11.8
29103,57788,15.8,11.9
29105,53282,16.3,18.2
29107,80612,26.2,9.3
29109,61215,16.9,14.5
29111,59934,16.8,12.7
29113,89278,18.4,10.2
29115,61635,19.2,13.7
29117,63627,17.5,11.9
29119,52375,12.3,16.8
29121,62357,19.4,9.5
29123,54434,16.3,13.2
29125,59455,16.3,13.5
29127,62903,24.6,14.2
29129,62679,18.1,13.5
29131,56736,19.2,14.4
29133,48160,14.7,19.0
29135,65715,15.8,10.3
29137,54516,18.9,14.2
29139,65500,17.7,13.9
29141,53412,16.6,18.3
29143,51881,14.5,17.7
29145,66301,23.5,13.5
29147,59315,27.9,17.1
29149,43069,12.6,23.6
29151,76681,24.7,8.6
29153,44163,15.3,21.5
29155,40089,12.6,29.6
29157,62981,20.9,13.9
29159,60430,18.4,15.6
29161,58396,32.4,16.8
29163,54989,16.6,16.0
29165,96227,46.5,7.0
29167,59647,22.5,16.3
29169,64466,25.8,12.7
29171,63510,22.6,15.5
29173,65388,17.0,11.4
29175,53033,18.4,13.9
29177,74573,16.2,12.6
29179,45028,15.0,17.3
29181,42037,12.6,24.8
29183,104692,42.7,5.2
29185,53043,14.7,14.7
29186,66339,16.8,8.2
29187,57477,17.2,15.9
29189,82936,47.4,9.8
29195,57931,22.7,16.4
29197,61205,11.8,8.6
29199,68913,15.2,7.3
29201,62782,22.1,12.8
29203,55222,12.8,18.0
29205,51594,18.5,15.9
29207,57957,16.7,15.1
29209,63520,24.8,13.9
29211,56964,15.5,13.7
29213,56497,25.0,15.6
29215,50036,16.5,19.8
29217,52230,16.6,18.8
29219,81209,20.2,8.0
29221,56043,11.7,17.4
29223,47226,12.7,25.7
29225,71155,18.3,15.2
29227,47847,21.1,20.6
29229,47909,15.9,18.7
29510,56160,41.1,20.6
30001,61268,37.7,11.4
30003,58750,17.8,22.1
30005,64813,23.9,18.3
30007,70374,27.3,12.7
30009,80261,34.6,7.8
30011,54167,20.7,15.4
30013,67690,28.4,13.1
30015,58218,23.0,11.2
30017,70605,27.0,11.3
30019,55625,24.2,12.9
30021,71334,21.8,8.7
30023,57527,24.1,16.3
30025,76250,16.2,11.4
30027,63706,24.0,15.1
30029,73925,37.2,9.3
30031,93528,54.3,9.5
30033,69583,21.0,13.4
30035,46875,16.5,31.1
30037,58333,20.9,17.0
30039,59265,34.2,10.2
30041,52798,24.4,20.7
30043,95490,32.2,5.7
30045,59000,31.0,13.3
30047,63360,31.5,17.2
30049,78237,43.0,8.1
30051,57857,27.8,25.8
30053,47143,18.9,15.4
30055,69375,23.3,5.0
30057,75250,32.6,6.2
30059,71932,30.0,12.4
30061,63450,26.1,13.5
30063,75598,47.4,10.1
30065,58920,22.4,17.0
30067,70047,39.8,12.3
30069,60208,30.8,8.1
30071,53417,25.4,10.5
30073,52338,20.1,21.9
30075,67045,26.1,8.1
30077,66923,19.3,5.6
30079,51250,26.9,20.6
30081,71283,28.7,8.8
30083,73084,22.0,6.6
30085,57063,21.2,30.4
30087,49914,20.9,24.5
30089,57476,21.5,15.4
30091,70147,26.2,10.4
30093,61754,28.0,14.8
30095,84732,32.3,8.3
30097,77000,24.4,7.9
30099,70430,26.8,13.4
30101,57731,22.5,12.6
30103,67917,37.5,12.3
30105,71695,25.7,10.1
30107,49489,23.2,23.0
30109,67462,22.5,15.8
30111,76570,34.1,9.2
31001,68365,29.6,12.7
31003,66105,20.5,9.2
31005,76250,36.6,7.2
31007,78839,33.3,7.7
31009,69583,25.0,9.0
31011,74947,19.7,9.6
31013,68892,18.6,10.8
31015,67045,22.3,9.7
31017,54676,24.0,13.4
31019,75911,34.4,9.9
31021,63685,24.9,13.2
31023,79268,24.0,9.7
31025,91836,32.2,5.2
31027,73578,24.0,7.1
31029,68173,24.1,7.5
31031,66270,25.3,8.3
31033,60348,23.2,14.3
31035,78986,22.3,6.9
31037,82530,14.8,6.9
31039,71104,24.9,6.7
31041,67906,24.3,7.1
31043,70329,14.6,11.5
31045,56280,36.2,13.1
31047,69880,17.6,10.8
31049,70096,25.2,9.4
31051,72454,23.4,7.3
31053,74329,22.0,11.0
31055,80391,42.1,11.8
31057,58922,20.2,14.0
31059,76295,22.9,8.8
31061,60195,21.3,12.3
31063,70132,25.7,11.4
31065,61048,24.9,13.0
31067,67247,23.1,12.6
31069,41882,21.1,16.5
31071,62804,29.7,8.8
31073,77500,27.4,10.3
31075,70147,28.6,12.2
31077,63929,21.3,13.1
31079,69251,21.5,14.1
31081,83994,31.3,5.2
31083,70625,29.2,6.7
31085,69250,19.8,12.7
31087,51567,20.9,12.8
31089,68513,29.1,11.7
31091,49464,24.6,6.2
31093,76767,26.0,4.8
31095,59044,20.2,10.1
31097,57632,17.7,9.7
31099,78631,34.5,7.2
31101,60645,22.7,10.4
31103,64000,20.6,7.2
31105,56712,15.0,12.2
31107,64636,19.0,13.7
31109,74793,41.9,11.9
31111,65148,22.7,12.4
31113,74271,24.1,5.6
31115,71667,27.2,6.9
31117,58684,25.7,12.2
31119,63128,23.7,13.1
31121,68354,18.3,7.9
31123,58500,19.4,13.9
31125,65179,20.1,16.6
31127,60924,29.4,13.3
31129,73976,23.1,5.7
31131,82188,27.2,9.1
31133,62188,21.2,13.5
31135,72778,25.8,7.2
31137,68919,29.9,12.2
31139,72357,23.7,7.6
31141,71552,23.0,9.8
31143,69768,20.0,7.9
31145,63697,24.8,14.0
31147,60108,23.8,10.5
31149,58125,27.1,10.8
31151,79910,21.8,8.9
31153,103321,42.6,5.6
31155,94066,32.6,6.3
31157,63614,27.0,12.9
31159,82444,33.2,7.4
31161,60121,24.2,11.3
31163,63578,20.5,8.6
31165,53929,22.4,14.9
31167,80687,24.1,9.4
31169,66213,23.8,9.0
31171,65000,28.7,8.9
31173,69177,22.2,13.9
31175,61852,25.3,9.3
31177,94396,36.8,6.4
31179,66215,30.4,13.2
31181,64347,21.2,9.6
31183,70250,30.3,5.2
31185,77757,25.7,9.2
32001,79163,17.7,8.1
32003,76472,27.8,13.0
32005,90754,31.6,9.0
32007,86487,17.8,9.8
32009,41715,21.1,12.4
32011,70473,17.1,24.9
32013,81073,19.3,10.6
32015,89014,19.3,10.7
32017,72307,20.4,5.0
32019,80812,17.0,11.7
32021,54855,13.2,18.5
32023,60714,13.3,14.1
32027,66902,6.1,11.8
32029,93409,31.2,7.1
32031,88096,34.2,10.7
32033,72865,12.4,8.2
32510,72355,23.7,10.3
33001,92783,33.6,8.5
33003,86463,38.6,7.6
33005,83329,35.5,8.7
33007,57677,20.1,13.2
33009,88261,46.7,10.4
33011,103545,41.5,6.7
33013,97004,38.9,7.6
33015,118331,45.7,4.8
33017,88570,39.3,8.7
33019,80858,30.3,10.1
34001,78050,31.8,13.2
34003,124884,53.1,6.8
34005,108111,42.5,6.6
34007,88755,36.3,12.4
34009,91128,39.0,8.7
34011,67436,18.9,15.6
34013,80789,39.1,14.6
34015,105115,36.8,7.7
34017,91795,48.9,14.9
34019,141715,57.4,4.0
34021,100645,45.4,10.3
34023,111549,45.6,8.6
34025,124845,51.3,6.5
34027,137326,57.8,4.9
34029,89863,34.4,10.5
34031,87522,30.9,13.0
34033,79960,25.0,12.7
34035,140374,57.8,5.4
34037,116186,40.3,5.5
34039,103202,38.9,9.2
34041,100869,36.5,8.3
35001,69473,38.2,15.2
35003,49864,31.2,24.8
35005,52938,17.9,24.3
35006,50759,17.0,28.4
35007,53554,25.4,18.2
35009,57309,23.3,20.5
35011,,9.3,15.5
35013,56848,31.7,21.3
35015,78426,19.3,13.8
35017,44958,30.7,19.5
35019,42750,16.4,25.5
35021,48553,33.3,19.4
35023,48882,18.3,23.1
35025,68015,15.5,18.7
35027,53303,32.2,19.3
35028,147139,69.7,3.5
35029,36419,14.6,28.6
35031,47668,13.3,33.2
35033,53663,34.3,21.4
35035,55876,22.7,19.3
35037,41946,19.6,27.1
35039,57155,19.0,18.2
35041,52685,21.2,21.8
35043,86636,33.8,10.0
35045,55872,18.3,23.1
35047,49431,26.5,24.4
35049,79071,46.1,12.0
35051,41600,17.0,21.4
35053,36570,19.0,33.2
35055,58950,38.5,15.5
35057,57842,16.6,18.3
35059,46694,18.4,16.6
35061,58933,20.9,18.1
36001,85333,46.4,13.0
36003,62869,24.9,16.2
36005,48676,22.4,27.8
36007,62616,31.0,18.5
36009,59540,21.1,19.1
36011,67904,24.6,13.5
36013,58351,25.1,17.4
36015,63716,27.2,16.3
36017,62948,19.6,11.8
36019,71224,27.6,13.7
36021,81528,39.4,12.1
36023,70418,29.1,12.8
36025,63337,27.6,14.4
36027,99478,41.6,8.4
36029,72839,38.0,13.9
36031,71661,32.8,11.2
36033,65151,23.8,18.2
36035,66533,20.9,13.1
36037,73314,23.8,10.6
36039,77945,29.9,9.9
36041,68835,33.2,10.6
36043,68515,22.7,13.4
36045,66301,26.5,13.7
36047,80263,42.1,19.1
36049,68182,18.6,12.3
36051,74001,30.6,11.1
36053,75499,29.6,10.0
36055,76382,41.5,13.6
36057,64943,22.9,14.6
36059,146202,49.7,5.4
36061,103931,64.2,16.5
36063,69633,28.0,13.5
36065,70154,27.8,15.5
36067,76945,39.2,13.8
36069,82324,38.0,9.0
36071,97178,32.5,12.6
36073,65969,17.9,12.7
36075,69183,21.6,16.3
36077,68885,34.4,12.5
36079,126257,45.5,7.1
36081,86136,36.1,12.9
36083,87915,37.6,11.8
36085,98333,35.7,11.5
36087,109959,42.7,16.2
36089,62850,25.3,16.9
36091,100787,45.4,7.1
36093,79623,36.1,13.3
36095,70133,26.2,11.7
36097,67663,26.4,14.8
36099,68089,25.2,13.5
36101,65887,26.3,13.8
36103,130686,40.2,6.4
36105,72382,30.1,15.9
36107,72739,25.3,13.4
36109,74024,58.8,16.4
36111,86271,38.2,14.6
36113,78442,36.4,10.5
36115,73495,22.4,10.7
36117,74506,25.6,11.4
36119,118976,53.1,9.0
36121,69110,18.2,11.1
36123,69701,25.5,12.7
37001,65651,28.7,13.4
37003,65354,16.7,12.6
37005,47172,23.6,16.0
37007,47302,9.9,21.7
37009,56866,25.9,13.5
37011,61428,25.0,10.2
37013,58357,21.2,17.8
37015,48750,19.0,16.1
37017,42422,19.5,22.0
37019,77024,34.7,9.2
37021,74436,45.9,11.8
37023,58592,21.0,15.6
37025,89005,37.9,9.3
37027,56425,18.8,13.4
37029,91078,28.6,6.1
37031,72322,34.5,10.1
37033,59755,17.9,18.6
37035,67864,26.1,12.7
37037,94317,48.9,11.0
37039,53628,24.2,12.4
37041,53864,25.0,19.1
37043,56971,31.8,12.9
37045,58534,22.0,16.6
37047,49442,14.6,18.2
37049,65873,27.5,13.7
37051,61291,27.8,16.7
37053,93511,30.9,7.5
37055,88994,43.2,6.6
37057,64172,21.7,12.8
37059,75057,27.3,9.4
37061,55148,17.6,20.5
37063,82316,55.2,11.5
37065,51265,17.5,21.7
37067,67165,38.5,14.5
37069,74240,27.0,11.1
37071,67478,26.5,13.5
37073,66333,10.9,9.4
37075,49684,17.6,6.7
37077,71111,25.2,15.2
37079,53244,12.2,21.0
37081,68642,39.0,14.6
37083,45590,16.1,22.8
37085,71287,24.5,13.7
37087,61912,29.5,13.1
37089,68187,36.5,11.6
37091,45537,16.6,22.9
37093,64912,23.5,17.1
37095,53713,14.7,22.2
37097,81419,34.1,10.0
37099,55815,31.1,18.0
37101,83384,28.9,10.6
37103,59641,19.8,18.4
37105,65387,21.3,16.5
37107,45143,16.3,22.0
37109,80016,28.3,11.2
37111,57168,18.1,14.8
37113,59061,27.9,11.6
37115,58531,32.2,12.1
37117,48578,16.7,20.4
37119,87005,49.2,10.4
37121,57602,24.2,12.9
37123,57766,19.2,15.4
37125,86080,41.0,10.1
37127,62426,22.1,11.8
37129,75166,45.4,12.3
37131,50086,17.9,21.1
37133,68148,26.0,11.6
37135,90089,61.8,12.5
37137,59717,25.4,15.2
37139,66589,27.6,11.0
37141,80396,30.6,9.7
37143,67917,21.7,9.8
37145,63300,19.3,17.5
37147,58188,33.8,19.8
37149,67758,36.2,14.0
37151,61022,17.9,14.5
37153,44883,16.0,25.2
37155,41978,14.7,27.2
37157,57053,17.0,16.3
37159,65725,23.3,16.0
37161,51410,21.5,16.8
37163,52432,16.2,21.8
37165,45730,16.6,25.8
37167,60704,19.9,15.2
37169,62969,18.2,11.2
37171,55656,20.4,16.8
37173,52349,21.4,19.1
37175,66184,40.0,13.2
37177,41685,13.0,18.7
37179,102900,40.5,7.7
37181,50465,17.2,19.8
37183,105768,57.2,8.1
37185,50638,18.9,21.1
37187,41813,14.8,24.1
37189,51693,48.1,25.5
37191,59733,21.7,17.3
37193,51721,16.9,16.7
37195,56423,21.7,19.8
37197,62932,17.5,14.0
37199,58709,25.1,15.2
38001,62500,24.4,14.8
38003,68038,30.7,12.1
38005,64033,21.9,25.6
38007,86806,32.6,10.8
38009,85000,30.4,7.6
38011,72109,27.0,13.4
38013,91591,22.8,5.9
38015,86851,39.1,7.9
38017,75555,42.6,11.0
38019,69531,22.1,8.5
38021,68654,28.9,11.8
38023,91852,26.7,9.3
38025,97689,25.2,7.4
38027,50850,30.5,14.2
38029,66538,22.2,9.1
38031,87831,28.5,8.8
38033,68021,22.6,19.8
38035,68075,38.0,13.2
38037,57875,20.7,16.6
38039,61711,26.0,11.7
38041,73026,22.0,11.0
38043,65610,26.2,10.2
38045,80664,25.3,8.7
38047,62750,25.8,12.4
38049,80733,20.3,9.7
38051,64419,20.9,12.2
38053,93404,19.1,12.0
38055,83583,26.1,8.9
38057,80946,23.3,9.7
38059,79382,28.8,8.0
38061,80717,22.7,14.5
38063,67193,29.4,7.2
38065,77240,23.0,5.2
38067,68393,24.6,9.2
38069,59365,28.2,10.8
38071,61006,25.7,15.2
38073,75736,22.9,10.4
38075,74301,19.7,9.1
38077,75432,24.9,9.7
38079,59517,18.0,24.3
38081,77946,18.2,6.9
38083,62639,18.9,10.1
38085,42083,16.3,43.3
38087,71250,29.3,5.0
38089,84449,30.0,12.1
38091,77500,28.9,12.9
38093,61856,25.9,12.6
38095,67350,23.5,8.5
38097,87004,30.9,9.1
38099,71944,19.2,11.2
38101,78238,29.6,8.6
38103,66114,21.7,9.1
38105,85595,24.4,8.6
39001,50264,14.9,20.2
39003,64038,20.1,13.3
39005,69860,22.6,13.3
39007,57728,16.1,17.6
39009,56001,34.9,21.5
39011,78660,21.6,7.1
39013,57017,18.9,15.8
39015,71270,15.7,19.6
39017,81590,32.8,11.8
39019,64835,16.1,12.9
39021,75556,19.0,8.0
39023,63132,20.2,15.2
39025,85510,31.6,9.1
39027,70407,19.3,12.9
39029,58180,17.1,15.2
39031,55577,16.7,18.5
39033,58044,17.2,11.8
39035,64468,36.5,16.1
39037,64486,16.5,11.0
39039,73064,19.0,10.5
39041,133540,59.4,4.7
39043,71993,29.0,13.0
39045,90966,32.3,8.0
39047,63275,14.4,15.5
39049,75176,42.1,14.7
39051,72864,20.2,9.4
39053,56830,20.5,16.4
39055,107860,40.9,5.6
39057,87309,41.7,9.8
39059,58478,15.6,15.3
39061,72470,41.8,15.0
39063,73141,30.3,9.9
39065,62484,19.5,17.3
39067,54414,11.5,13.1
39069,80099,19.5,8.7
39071,65785,16.3,14.1
39073,62960,13.5,16.0
39075,76140,11.1,9.3
39077,67878,16.7,13.2
39079,57106,15.9,18.5
39081,59055,20.3,16.5
39083,73878,24.7,11.6
39085,80925,31.6,8.3
39087,58325,18.5,17.7
39089,84426,29.3,10.2
39091,71551,18.7,11.1
39093,73347,28.5,12.1
39095,62224,29.4,17.7
39097,87045,24.2,8.5
39099,56942,27.0,18.9
39101,59371,14.7,16.6
39103,94968,36.2,6.3
39105,46873,12.2,21.8
39107,76782,21.9,7.3
39109,76817,26.8,9.4
39111,60134,12.1,15.2
39113,66139,31.3,15.0
39115,59351,14.4,12.9
39117,75283,19.4,12.8
39119,60780,20.6,15.1
39121,56098,15.7,10.6
39123,76101,29.5,8.4
39125,67731,16.9,8.9
39127,67460,16.2,14.7
39129,74040,21.7,11.5
39131,52736,16.3,21.3
39133,75766,32.5,11.7
39135,69223,18.5,12.6
39137,84928,26.4,5.5
39139,59509,17.9,13.8
39141,61303,17.4,15.7
39143,62295,18.4,15.0
39145,50609,18.2,21.8
39147,66025,20.6,11.9
39149,73978,21.4,11.6
39151,67934,25.9,12.5
39153,71622,35.8,12.8
39155,56435,20.9,16.6
39157,65044,19.8,13.4
39159,112322,39.2,5.0
39161,67917,17.1,9.0
39163,55336,13.4,17.3
39165,110132,45.6,6.0
39167,63603,21.9,13.7
39169,73574,25.1,9.4
39171,61048,13.7,12.7
39173,74216,36.5,12.2
39175,69768,19.6,8.8
40001,48041,12.3,21.5
40003,64615,20.1,16.5
40005,54785,16.9,17.3
40007,64276,22.0,13.3
40009,53328,12.9,21.7
40011,61642,18.1,17.4
40013,57225,26.5,16.6
40015,55353,15.8,18.3
40017,87751,31.9,8.0
40019,60723,19.9,16.2
40021,53218,29.2,18.2
40023,44081,15.2,23.2
40025,62188,33.4,7.4
40027,77068,36.2,12.9
40029,50423,18.3,20.8
40031,60761,24.3,18.1
40033,58425,23.1,20.5
40035,51922,15.3,19.0
40037,62338,18.7,14.5
40039,59738,31.7,16.4
40041,56676,19.9,19.0
40043,62569,22.4,14.1
40045,61016,21.4,13.0
40047,66182,23.3,12.5
40049,58556,18.3,17.0
40051,75419,22.8,12.2
40053,60758,23.1,17.5
40055,59406,14.0,16.9
40057,43333,13.4,22.7
40059,64053,29.3,13.1
40061,49806,15.5,20.8
40063,51581,16.0,20.2
40065,62799,24.8,16.2
40067,48668,16.0,23.1
40069,52688,20.5,22.9
40071,58423,19.2,16.0
40073,71975,24.3,12.8
40075,44962,16.7,22.9
40077,41405,10.6,20.7
40079,51565,15.4,19.4
40081,62216,16.1,17.3
40083,83899,31.4,11.6
40085,66580,16.6,15.0
40087,84552,28.7,8.5
40089,51929,16.3,21.2
40091,46281,15.9,21.1
40093,71266,20.1,11.0
40095,57245,18.2,16.1
40097,60305,18.0,16.2
40099,66322,19.6,12.7
40101,53619,18.8,19.1
40103,66365,18.2,12.9
40105,54333,16.8,17.2
40107,48363,14.3,25.8
40109,66679,35.9,16.0
