county_fips,median_hh_income,pct_bachelors_plus,pct_poverty
40111,54029,17.7,18.0
40113,62847,22.7,13.1
40115,49947,15.0,20.9
40117,58738,16.9,18.2
40119,49809,39.7,22.6
40121,55310,20.2,17.7
40123,63017,30.3,12.6
40125,61398,20.4,15.9
40127,47940,15.6,20.7
40129,66094,24.9,14.7
40131,80067,26.7,8.9
40133,48062,15.9,21.7
40135,51093,15.2,20.2
40137,61620,20.6,18.0
40139,60069,22.1,15.7
40141,48939,16.8,21.0
40143,69009,34.4,14.7
40145,81207,27.7,9.2
40147,60162,30.1,16.1
40149,63501,20.3,14.1
40151,53275,32.5,19.9
40153,61417,20.7,14.0
41001,60936,26.1,14.9
41003,77702,54.2,18.2
41005,103517,40.5,7.7
41007,71822,28.7,12.3
41009,87458,19.8,8.9
41011,62143,22.6,16.1
41013,81965,21.3,11.3
41015,62244,22.1,15.2
41017,92758,45.0,8.8
41019,61310,19.3,16.3
41021,66917,21.0,15.3
41023,59450,17.7,12.8
41025,55208,18.3,13.7
41027,88947,41.0,8.0
41029,73999,31.7,12.4
41031,76260,21.2,13.4
41033,60098,19.7,15.6
41035,58830,22.7,18.3
41037,62787,21.1,14.9
41039,71544,34.0,15.3
41041,63165,28.6,15.9
41043,76329,21.6,13.0
41045,54519,15.2,17.6
41047,77351,26.0,13.0
41049,75448,10.1,13.2
41051,88766,48.9,12.6
41053,85118,31.2,12.7
41055,60161,16.0,22.0
41057,69105,26.2,12.7
41059,67728,18.3,11.8
41061,65661,26.1,16.1
41063,67112,38.2,7.8
41065,64175,22.4,11.6
41067,107772,47.5,8.1
41069,55284,18.8,10.8
41071,90063,29.6,10.3
42001,84092,25.8,8.2
42003,78548,45.8,11.5
42005,65008,19.0,11.8
42007,71089,28.7,9.9
42009,59992,16.1,11.6
42011,79777,27.7,12.2
42013,62382,24.4,12.0
42015,63675,20.6,12.6
42017,114764,44.8,6.1
42019,89843,39.4,8.1
42021,58418,23.9,14.2
42023,50573,12.6,13.5
42025,67554,19.2,12.3
42027,74291,46.2,16.3
42029,127208,57.1,6.0
42031,62649,23.6,13.1
42033,62152,20.2,14.6
42035,60816,21.5,14.8
42037,64644,26.6,13.7
42039,60476,21.1,14.3
42041,87494,40.0,7.5
42043,76242,34.4,12.9
42045,89546,41.9,10.2
42047,66380,20.6,8.7
42049,63354,30.3,15.0
42051,58236,19.1,16.8
42053,52191,12.3,11.9
42055,77003,24.7,8.5
42057,65836,17.7,11.2
42059,68041,21.7,13.5
42061,65557,19.2,10.6
42063,60208,27.0,14.0
42065,58686,18.4,14.1
42067,66318,15.0,9.7
42069,66223,30.6,14.4
42071,86959,32.4,8.2
42073,61931,23.4,11.9
42075,78425,24.3,10.1
42077,80079,34.2,11.6
42079,63691,25.3,15.3
42081,63917,24.8,12.8
42083,62905,20.8,13.7
42085,59976,25.6,13.2
42087,63953,14.9,16.2
42089,83565,27.4,10.7
42091,113915,53.0,6.5
42093,76976,38.7,8.8
42095,89184,34.7,8.8
42097,60583,19.4,12.6
42099,79444,20.2,8.0
42101,61953,35.4,21.4
42103,81323,29.7,9.8
42105,59020,18.2,13.0
42107,68313,19.9,12.8
42109,66876,20.6,9.4
42111,61446,17.9,11.0
42113,69764,21.5,11.6
42115,68487,19.5,11.4
42117,64899,22.3,11.7
42119,76404,26.5,9.0
42121,61522,19.1,13.2
42123,60480,19.9,10.8
42125,78958,32.9,9.6
42127,62381,23.4,12.1
42129,74109,32.8,10.3
42131,72460,22.1,11.5
42133,84829,27.6,8.4
44001,114490,53.0,6.5
44003,94345,34.7,7.5
44005,103514,54.1,8.5
44007,78787,32.3,13.4
44009,106638,52.4,8.2
45001,52935,20.4,15.7
45003,70609,31.9,14.3
45005,32328,14.3,28.2
45007,66651,26.5,14.6
45009,44370,17.9,24.3
45011,46626,13.9,25.0
45013,86573,46.0,9.6
45015,84358,31.0,9.9
45017,58682,24.5,12.9
45019,88494,50.3,11.3
45021,50288,18.4,18.4
45023,52458,14.0,18.7
45025,49235,13.6,20.3
45027,52401,18.2,15.4
45029,51114,17.4,19.6
45031,48581,19.9,21.1
45033,46605,13.8,27.7
45035,78198,29.8,11.4
45037,73029,23.3,17.8
45039,47885,15.2,15.6
45041,58305,24.4,18.7
45043,68713,32.8,15.0
45045,76932,41.3,10.8
45047,52830,24.7,15.1
45049,44711,12.1,20.7
45051,66880,27.1,13.2
45053,65613,26.0,17.8
45055,68231,24.0,13.2
45057,78869,33.6,11.4
45059,57623,17.6,18.1
45061,44760,11.6,25.0
45063,77408,34.1,11.1
45065,55798,24.0,17.6
45067,36301,14.5,30.0
45069,34301,9.0,28.5
45071,61780,23.1,17.4
45073,62388,28.7,17.6
45075,45675,19.4,22.4
45077,61064,28.5,17.2
45079,63784,40.7,17.2
45081,51009,20.4,18.7
45083,66234,25.1,14.5
45085,56693,23.5,16.6
45087,41621,15.0,22.6
45089,46213,17.4,23.3
45091,89095,39.3,8.4
46003,72885,21.4,10.6
46005,67681,27.2,13.6
46007,53750,18.3,29.9
46009,64435,19.6,10.6
46011,70064,42.5,13.2
46013,70898,33.8,11.7
46015,73720,28.7,10.7
46017,47045,9.9,33.9
46019,75652,19.9,8.6
46021,68929,36.0,7.7
46023,64038,25.7,24.0
46025,70726,19.7,10.9
46027,56850,45.4,19.7
46029,72727,21.4,8.8
46031,46406,19.0,44.2
46033,84112,31.6,9.0
46035,66208,22.6,11.2
46037,66033,22.0,14.8
46039,83112,25.1,8.8
46041,54104,18.8,33.0
46043,86442,24.9,11.0
46045,81630,28.2,9.9
46047,67917,29.4,16.6
46049,57750,22.6,28.3
46051,75028,25.3,11.6
46053,62917,22.2,9.5
46055,65625,21.5,7.7
46057,87101,24.5,6.9
46059,74635,28.4,5.2
46061,81071,22.5,7.0
46063,80441,30.4,6.3
46065,81395,39.0,9.2
46067,73977,28.8,12.2
46069,73472,20.3,5.7
46071,35417,12.4,42.4
46073,73750,21.3,8.3
46075,65119,27.4,18.3
46077,74000,23.1,10.6
46079,76808,34.6,8.4
46081,73384,32.9,11.6
46083,99166,44.4,5.6
46085,67143,24.5,23.7
46087,83852,29.9,6.8
46089,66906,26.5,12.9
46091,78156,25.4,6.1
46093,74790,27.8,7.1
46095,54076,19.1,41.7
46097,76140,16.7,11.2
46099,76880,35.2,8.8
46101,78427,30.4,11.6
46102,41417,11.8,57.6
46103,74517,34.6,11.2
46105,66908,24.9,13.7
46107,72045,27.2,6.2
46109,65130,18.6,15.7
46111,78750,21.3,8.5
46115,70139,28.2,10.1
46117,87712,28.2,5.1
46119,72578,24.1,6.3
46121,42075,16.6,48.4
46123,58987,17.7,18.4
46125,75771,27.3,9.3
46127,89636,37.0,6.2
46129,65026,29.6,14.9
46135,72821,31.4,11.9
46137,53958,15.2,33.5
47001,66183,27.5,13.4
47003,67225,17.2,12.6
47005,51746,12.8,17.8
47007,54720,12.4,20.7
47009,77365,28.6,8.4
47011,66552,24.4,12.7
47013,51557,12.7,18.5
47015,59443,16.8,18.3
47017,51787,18.1,17.0
47019,50135,20.6,17.1
47021,89852,26.6,7.7
47023,59341,22.0,16.1
47025,49379,18.2,17.4
47027,39972,11.5,24.2
47029,48016,11.0,21.9
47031,61505,21.4,17.4
47033,62165,16.6,14.5
47035,60375,19.1,14.4
47037,77853,48.4,13.9
47039,45375,14.0,22.1
47041,53153,20.8,18.6
47043,75003,22.0,10.9
47045,58154,21.1,16.3
47047,88456,27.3,10.3
47049,51149,14.6,21.0
47051,63494,23.9,12.0
47053,62755,20.5,13.7
47055,62307,20.1,12.8
47057,50538,15.9,17.1
47059,56194,18.7,15.4
47061,47593,14.3,18.9
47063,55454,20.0,18.4
47065,76183,37.5,13.1
47067,34960,10.8,32.2
47069,46069,12.2,19.0
47071,49956,15.1,21.5
47073,56936,16.2,15.2
47075,50472,14.5,21.5
47077,55136,16.1,16.9
47079,50613,19.1,18.3
47081,68247,13.9,10.6
47083,59576,13.6,11.1
47085,60616,15.7,14.8
47087,47951,15.0,20.3
47089,66114,20.8,11.4
47091,53129,17.5,21.4
47093,74222,41.0,12.2
47095,28814,9.4,32.2
47097,49879,12.0,21.0
47099,54706,15.2,15.0
47101,56285,10.3,16.7
47103,64667,20.6,12.9
47105,84185,29.4,12.6
47107,61470,18.6,13.0
47109,53473,13.0,16.5
47111,59177,12.5,17.2
47113,60042,26.6,18.2
47115,61824,17.1,16.3
47117,71049,23.1,11.8
47119,76130,28.0,9.8
47121,61375,13.5,14.3
47123,56895,17.1,15.5
47125,75613,31.1,11.3
47127,66469,24.1,8.0
47129,65954,13.6,15.1
47131,54613,18.3,18.6
47133,48959,15.0,16.3
47135,55972,14.2,18.1
47137,49030,18.9,23.9
47139,62522,16.6,13.9
47141,58912,29.8,18.4
47143,55033,18.6,15.9
47145,71885,22.1,12.0
47147,83047,22.4,10.4
47149,85470,35.8,9.3
47151,44711,12.9,23.1
47153,58750,20.6,21.9
47155,62581,21.8,13.5
47157,63767,34.3,17.8
47159,66293,18.5,10.0
47161,63114,17.6,16.4
47163,58807,26.8,15.4
47165,90301,33.6,8.8
47167,74127,20.7,13.6
47169,72747,14.3,11.9
47171,52218,21.3,14.3
47173,62727,14.2,13.8
47175,54931,13.7,16.1
47177,55487,14.1,15.7
47179,62809,34.3,15.5
47181,52294,13.8,20.0
47183,51880,22.7,19.0
47185,52188,15.1,13.2
47187,135594,62.7,4.6
47189,95839,37.8,8.0
48001,62068,15.4,17.4
48003,72242,17.7,15.6
48005,60960,17.9,15.8
48007,69466,28.8,14.2
48009,72159,25.4,9.2
48011,72750,27.2,5.2
48013,70770,15.7,15.8
48015,75789,25.1,12.0
48017,61420,15.2,12.0
48019,75813,27.2,13.5
48021,86226,25.0,10.2
48023,45370,25.3,21.8
48025,57673,14.0,17.6
48027,68865,27.2,14.5
48029,72341,31.8,14.6
48031,92425,35.4,8.4
48033,65625,36.9,7.4
48035,68914,20.4,9.3
48037,59803,23.6,16.2
48039,97993,33.1,7.4
48041,58553,43.0,24.3
48043,56212,45.5,8.9
48045,45417,23.1,16.8
48047,47764,17.0,19.4
48049,57470,20.2,15.3
48051,70000,23.5,12.7
48053,78732,28.5,8.0
48055,69758,19.3,13.2
48057,79959,20.1,7.7
48059,72436,24.0,9.6
48061,52601,22.1,24.8
48063,58843,22.2,19.9
48065,85231,26.4,7.4
48067,53813,18.9,17.5
48069,56776,18.6,19.2
48071,109804,21.9,11.9
48073,61261,18.9,18.2
48075,58654,11.8,15.3
48077,80114,22.4,8.4
48079,45313,8.2,27.8
48081,43333,23.0,22.9
48083,49159,16.8,19.6
48085,121600,56.2,6.2
48087,61280,25.6,21.8
48089,66377,22.9,10.7
48091,101889,43.3,6.5
48093,59635,21.4,16.2
48095,65795,14.1,11.4
48097,73932,23.7,13.5
48099,71301,19.3,11.2
48101,59063,21.1,17.1
48103,62212,12.6,10.9
48105,81022,10.7,9.3
48107,52188,15.4,20.1
48109,58777,15.8,19.5
48111,71500,11.9,11.5
48113,76547,35.7,13.9
48115,54360,12.7,19.6
48117,60799,11.4,17.7
48119,66575,14.9,11.4
48121,111498,49.4,7.1
48123,63730,16.9,17.6
48125,49335,18.0,18.0
48127,38808,9.8,41.1
48129,58750,16.6,7.9
48131,49038,6.8,33.3
48133,53549,21.8,16.2
48135,71536,17.6,16.5
48137,40313,26.1,31.9
48139,99595,30.1,6.9
48141,59806,25.9,18.7
48143,65115,32.1,16.6
48145,57247,19.5,14.7
48147,72295,19.5,13.7
48149,75854,27.5,8.6
48151,65533,17.1,13.7
48153,58462,14.9,17.9
48155,61563,20.6,5.6
48157,114041,50.2,7.6
48159,72360,27.8,11.7
48161,59960,16.5,12.3
48163,66010,11.9,19.5
48165,74132,11.7,6.8
48167,86105,34.8,11.7
48169,46314,10.2,8.4
48171,76162,37.2,9.2
48173,101250,29.2,8.9
48175,59359,21.4,13.0
48177,58672,11.9,15.8
48179,59614,16.2,15.7
48181,72182,23.9,11.2
48183,66550,22.9,16.1
48185,69803,19.7,14.6
48187,92375,31.4,9.3
48189,51897,15.3,20.5
48191,48459,21.4,16.3
48193,58219,26.8,16.5
48195,69441,36.4,8.6
48197,63333,16.8,10.7
48199,75808,21.0,12.1
48201,74983,34.2,16.3
48203,66103,22.7,15.6
48205,75841,20.7,9.4
48207,60653,22.8,16.6
48209,89097,43.2,12.1
48211,61563,21.9,6.2
48213,65179,20.7,14.7
48215,54338,20.6,26.7
48217,64591,18.0,14.7
48219,63140,18.9,13.1
48221,88160,32.9,7.7
48223,70888,21.9,11.9
48225,56531,14.8,15.0
48227,69649,15.7,13.8
48229,48600,9.6,17.3
48231,71938,22.6,11.8
48233,67228,16.8,13.3
48235,70357,28.3,10.8
48237,68079,14.5,13.0
48239,65414,16.6,14.1
48241,56723,14.0,20.7
48243,59286,35.9,23.9
48245,60026,19.7,19.5
48247,42211,14.8,31.4
48249,51896,16.3,24.7
48251,84859,25.2,10.0
48253,59464,12.0,14.1
48255,60214,14.3,19.1
48257,89485,26.5,9.7
48259,114962,48.9,5.0
48261,38882,13.0,15.3
48263,72889,26.3,9.9
48265,69395,31.3,11.4
48267,69455,27.1,11.7
48269,46645,38.9,23.7
48271,70000,11.8,8.4
48273,61292,23.2,28.1
48275,56667,13.5,15.7
48277,61880,21.6,19.0
48279,60760,14.3,15.0
48281,81736,24.3,9.1
48283,57716,11.8,21.4
48285,63240,22.2,11.5
48287,76371,20.9,11.3
48289,61449,18.6,16.4
48291,68703,11.9,18.7
48293,60573,18.5,17.1
48295,72560,22.4,11.5
48297,57150,15.9,17.1
48299,67530,32.4,12.0
48301,51250,0.0,6.1
48303,64155,33.4,17.1
48305,73679,26.8,15.2
48307,54043,23.9,15.3
48309,66643,28.7,16.6
48311,43875,20.1,12.3
48313,74596,18.4,10.9
48315,49672,15.6,18.3
48317,93734,20.9,8.3
48319,74180,38.8,7.0
48321,58628,22.2,20.7
48323,49568,14.3,22.8
48325,78074,23.1,9.6
48327,53043,24.0,18.9
48329,92874,31.0,11.3
48331,66141,20.6,12.9
48333,67620,27.9,7.2
48335,60550,11.5,13.8
48337,64545,18.9,14.2
48339,97701,38.8,9.4
48341,61762,12.3,18.3
48343,58645,16.0,19.5
48345,61154,19.3,16.1
48347,53555,28.2,21.8
48349,63111,18.2,17.1
48351,42618,6.8,19.0
48353,50747,16.0,22.5
48355,66897,23.8,17.4
48357,70183,20.7,11.8
48359,79900,21.4,20.7
48361,72104,17.7,12.5
48363,67674,17.8,16.7
48365,64894,17.0,11.2
48367,104443,32.3,8.0
48369,69735,16.9,10.2
48371,72750,14.1,21.6
48373,62259,16.2,17.5
48375,53249,18.6,20.8
48377,43802,28.0,32.0
48379,65413,20.9,10.0
48381,83864,33.7,9.7
48383,57813,13.6,11.8
48385,39605,21.1,17.9
48387,48491,15.4,15.6
48389,64297,7.4,16.8
48391,60181,14.0,14.6
48393,67868,20.5,5.6
48395,72236,22.0,13.5
48397,127981,44.5,4.0
48399,62632,19.1,11.0
48401,68658,17.5,14.4
48403,66585,14.3,11.0
48405,50408,13.8,27.1
48407,65364,16.2,18.4
48409,69704,17.5,14.8
48411,55819,24.0,10.7
48413,86694,18.4,9.9
48415,60039,13.0,11.6
48417,73047,34.1,9.5
48419,49776,15.1,20.6
48421,61250,30.2,10.4
48423,74192,28.6,11.6
48425,79825,29.3,7.5
48427,37639,13.6,33.5
48429,58008,17.2,14.6
48431,64954,24.5,4.3
48433,56875,16.9,14.9
48435,78906,18.3,4.5
48437,36165,15.5,30.1
48439,84207,34.8,11.1
48441,67139,29.3,14.7
48443,44886,26.9,7.7
48445,44100,9.8,18.3
48447,59216,22.4,24.2
48449,58425,16.3,17.1
48451,68370,25.5,11.1
48453,99611,56.6,10.9
48455,52018,16.8,17.6
48457,55396,12.4,17.9
48459,66208,18.2,12.4
48461,49167,8.7,16.0
48463,53801,19.8,22.2
48465,66100,22.5,16.6
48467,69475,19.8,11.1
48469,70896,19.9,16.2
48471,52324,21.6,18.4
48473,80397,27.9,14.6
48475,65952,12.4,14.9
48477,77825,30.7,13.4
48479,63058,21.4,21.3
48481,66924,20.7,13.6
48483,60167,17.0,15.4
48485,63524,25.1,16.5
48487,54102,17.2,17.5
48489,54180,14.0,24.0
48491,111340,48.4,6.4
48493,94565,25.9,11.3
48495,86900,10.6,16.2
48497,93421,22.2,8.9
48499,60300,21.5,12.5
48501,84925,20.1,16.8
48503,68010,24.0,16.5
48505,39239,15.2,38.4
48507,36749,11.1,33.9
49001,79360,23.5,6.6
49003,84550,26.7,8.4
49005,81665,42.2,12.0
49007,58377,18.8,17.0
49009,66000,17.6,9.0
49011,110884,39.3,6.4
49013,78445,18.5,11.8
49015,74291,18.3,12.5
49017,61875,28.3,9.8
49019,67106,37.5,13.3
49021,66247,31.6,13.8
49023,101786,20.0,6.9
49025,77092,28.8,9.5
49027,73639,24.3,7.7
49029,130929,38.4,1.4
49031,48393,19.6,10.2
49033,79009,24.4,3.8
49035,97494,39.4,8.1
49037,64481,20.5,18.1
49039,70083,22.9,15.2
49041,74884,22.8,9.7
49043,138114,59.8,4.9
49045,106587,22.9,5.2
49047,73746,16.8,11.8
49049,100671,44.4,8.7
49051,117608,51.3,4.7
49053,80632,35.2,9.8
49055,76607,27.7,10.6
49057,90005,28.5,8.1
50001,89639,43.6,7.6
50003,73325,41.8,11.3
50005,69970,33.2,11.7
50007,96759,56.8,9.7
50009,59294,21.5,13.8
50011,81313,30.2,10.3
50013,97396,44.0,7.9
50015,74908,44.3,8.5
50017,82232,38.4,9.3
50019,70103,30.5,11.7
50021,68616,35.3,11.8
50023,83449,48.1,8.7
50025,72217,44.0,11.6
50027,77594,42.9,9.2
51001,58993,21.7,13.9
51003,104392,61.1,7.7
51005,56188,14.6,11.6
51007,76717,18.6,9.7
51009,68724,24.7,10.8
51011,62853,19.2,14.0
51013,142114,77.1,7.4
51015,82049,25.1,6.6
51017,56184,16.7,23.8
51019,78937,33.7,8.1
51021,61216,18.4,13.6
51023,81213,28.5,6.2
51025,53084,16.6,14.9
51027,42886,11.5,25.2
51029,60828,14.5,12.5
51031,66165,26.1,10.8
51033,87407,21.8,11.2
51035,54484,16.9,15.3
51036,75417,17.3,9.4
51037,58000,20.0,18.9
51041,101931,43.8,7.1
51043,117111,39.8,7.0
51045,69057,19.2,13.7
51047,100049,27.3,7.9
51049,55325,20.9,8.5
51051,47254,10.1,17.3
51053,83704,19.4,11.7
51057,56520,16.6,12.3
51059,153637,65.0,5.9
51061,130189,41.7,6.8
51063,62191,24.4,9.8
51065,96768,37.3,7.7
51067,68849,25.1,12.7
51069,97606,31.9,6.8
51071,65691,17.6,9.3
51073,84306,25.3,5.2
51075,118931,45.8,5.1
51077,47730,15.5,16.5
51079,89808,31.5,13.7
51081,54668,14.7,14.3
51083,52013,19.7,17.3
51085,112805,42.7,5.7
51087,88783,46.5,8.8
51089,50760,15.5,16.0
51091,65625,30.8,9.5
51093,95241,30.8,6.8
51095,109985,51.0,6.8
51097,70469,18.6,17.9
51099,116884,34.7,7.5
51101,86056,23.0,5.9
51103,69713,41.3,10.3
51105,41827,14.1,28.8
51107,181765,64.6,4.2
51109,86689,29.7,10.0
51111,54842,11.6,15.9
51113,84323,27.0,10.8
51115,75880,28.4,7.8
51117,57045,20.7,16.3
51119,75060,33.8,7.3
51121,72715,48.8,23.9
51125,72589,36.3,12.5
51127,123314,38.4,4.7
51131,61632,32.0,17.7
51133,66480,33.6,11.5
51135,63261,14.1,18.5
51137,94008,29.6,9.8
51139,57037,15.2,11.3
51141,53038,15.1,11.7
51143,54085,16.1,14.6
51145,110537,35.0,4.6
51147,56315,27.3,20.9
51149,84897,25.0,8.9
51153,131402,44.9,6.2
51155,62028,20.8,14.4
51157,83380,33.3,10.3
51159,66304,16.9,7.7
51161,83709,37.1,7.3
51163,65469,32.8,7.5
51165,80693,29.0,9.8
51167,50012,13.1,16.7
51169,46349,15.6,20.2
51171,67191,21.6,11.8
51173,49883,16.8,16.8
51175,70795,20.1,8.7
51177,112738,34.9,7.1
51179,137807,43.8,4.7
51181,78041,27.1,10.5
51183,63530,16.5,11.6
51185,47313,16.6,18.5
51187,84682,25.0,11.6
51191,64552,26.7,11.1
51193,63398,22.5,14.0
51195,52943,15.8,17.2
51197,57745,19.4,15.2
51199,109956,50.0,5.6
51510,119681,66.2,7.9
51520,50404,24.8,18.0
51530,57833,23.3,18.8
51540,74824,62.5,19.6
51550,95373,36.9,9.4
51570,76505,28.0,7.9
51580,41944,9.5,25.7
51590,44423,19.6,24.7
51595,51899,16.0,15.8
51600,132348,62.4,9.1
51610,143262,80.5,4.0
51620,63245,27.3,19.3
51630,86071,46.1,13.2
51640,38675,19.1,31.1
51650,69621,28.5,12.7
51660,62254,37.5,25.7
51670,54729,13.7,21.8
51678,84517,50.7,14.0
51680,57947,38.5,18.6
51683,113590,32.7,7.7
51685,103250,26.9,5.1
51690,46727,22.1,23.5
51700,69634,30.6,14.5
51710,66109,33.5,16.5
51720,41495,13.7,26.3
51730,50698,25.4,21.7
51735,120972,36.3,4.5
51740,60491,24.3,17.3
51750,57348,37.9,28.7
51760,64587,45.6,18.2
51770,55378,30.0,18.3
51775,66725,33.0,10.2
51790,65581,37.7,12.4
51800,92666,33.3,9.4
51810,92968,40.9,8.6
51820,59994,25.7,11.2
51830,75604,45.8,18.8
51840,63974,31.3,21.5
53001,66136,15.7,19.5
53003,72283,24.7,14.2
53005,89874,33.2,11.0
53007,82381,31.2,8.3
53009,70370,31.6,10.6
53011,97536,33.3,8.0
53013,71810,24.9,9.3
53015,76531,17.6,12.2
53017,80363,21.5,8.3
53019,55614,15.2,13.6
53021,86714,21.1,13.1
53023,64884,31.8,12.0
53025,73267,18.4,15.8
53027,64414,18.2,15.3
53029,90551,36.6,7.7
53031,74048,43.9,11.1
53033,124746,56.7,8.6
53035,104158,37.9,8.2
53037,73804,37.0,14.4
53039,71042,31.2,12.9
53041,74796,21.5,12.2
53043,71512,24.2,12.5
53045,83270,21.9,12.3
53047,63207,24.7,20.7
53049,67081,24.9,10.4
53051,67436,20.9,14.4
53053,99564,30.9,8.8
53055,84800,53.9,11.3
53057,89263,30.2,11.6
53059,93265,29.8,8.1
53061,111246,38.2,8.0
53063,78582,33.1,11.7
53065,69327,22.2,12.0
53067,96563,38.5,9.5
53069,62653,21.8,17.8
53071,74202,29.8,12.1
53073,81784,39.3,12.9
53075,55406,49.8,22.7
53077,70656,19.2,15.5
54001,51394,12.5,20.0
54003,80815,25.1,11.1
54005,57093,11.5,16.2
54007,50331,14.4,20.4
54009,54316,23.4,13.1
54011,55832,32.6,19.2
54013,43980,10.1,32.9
54015,42318,11.3,26.4
54017,57401,13.9,14.8
54019,53194,15.8,19.2
54021,47981,18.5,19.0
54023,62361,14.0,13.3
54025,48218,22.2,21.8
54027,63116,18.3,13.1
54029,61466,19.9,14.5
54031,49272,15.7,17.7
54033,60377,27.2,14.4
54035,58845,19.6,18.5
54037,98806,33.9,8.7
54039,60943,29.7,15.7
54041,56477,18.9,16.1
54043,46205,8.1,23.2
54045,49723,14.7,21.8
54047,31559,6.8,34.2
54049,67370,27.2,13.6
54051,59169,20.5,16.8
54053,49761,16.3,19.4
54055,53210,22.9,16.5
54057,69375,23.7,14.0
54059,38119,9.5,32.4
54061,65346,48.9,19.7
54063,56750,15.4,14.0
54065,72179,18.0,11.2
54067,54639,23.3,15.4
54069,57094,33.9,17.7
54071,64931,18.5,16.6
54073,60932,14.1,11.6
54075,42119,19.7,22.5
54077,61880,17.5,13.8
54079,79527,29.1,10.6
54081,52150,22.5,22.8
54083,52757,19.8,15.9
54085,50582,14.4,21.6
54087,45778,15.2,19.1
54089,40699,18.8,23.8
54091,57795,20.5,13.9
54093,53358,23.6,15.3
54095,63693,15.9,20.2
54097,54338,18.2,19.2
54099,58878,19.2,14.6
54101,43839,12.9,23.3
54103,56836,17.1,16.0
54105,49867,15.5,16.8
54107,57810,24.1,14.7
54109,48440,13.1,22.6
55001,59442,17.5,14.1
55003,62462,24.5,13.4
55005,65933,23.2,11.0
55007,71151,35.0,9.8
55009,79649,33.5,9.1
55011,70479,22.1,8.4
55013,62819,22.4,12.8
55015,88810,33.0,5.9
55017,74680,24.2,10.2
55019,67400,13.0,12.1
55021,85351,26.0,7.8
55023,64094,18.3,13.8
55025,89975,55.3,10.6
55027,75929,20.3,8.5
55029,74795,37.4,7.7
55031,75099,28.4,10.8
55033,74824,29.6,10.7
55035,74546,36.8,11.8
55037,61086,25.0,7.3
55039,74275,22.3,9.2
55041,61071,16.1,15.2
55043,66858,25.6,13.0
55045,82852,27.7,7.7
55047,68196,22.8,13.8
55049,82182,28.4,7.6
55051,60625,26.0,10.5
55053,68110,15.9,12.4
55055,83750,28.5,8.1
55057,67270,16.9,13.0
55059,81239,31.2,10.5
55061,82725,21.9,7.6
55063,73013,36.5,12.4
55065,76462,22.6,11.9
55067,55878,17.0,13.5
55069,68164,19.6,10.6
55071,69148,22.6,9.6
55073,77884,28.1,8.7
55075,63809,19.8,9.8
55077,65681,16.2,13.1
55078,62108,18.1,21.7
55079,64435,34.7,17.2
55081,69467,21.3,11.7
55083,75049,18.9,8.2
55085,69371,28.7,8.5
55087,85069,32.7,6.3
55089,96996,51.2,5.0
55091,75256,23.0,10.2
55093,92109,33.5,9.8
55095,77219,24.3,8.2
55097,76070,34.0,10.1
55099,60546,17.9,11.9
55101,78096,28.4,10.3
55103,66420,21.2,14.5
55105,75673,25.8,9.3
55107,59944,16.9,13.1
55109,103046,39.5,6.6
55111,79541,27.3,8.1
55113,60801,27.4,15.6
55115,66479,19.1,11.1
55117,73094,27.5,8.5
55119,69350,17.0,9.6
55121,76313,20.9,9.9
55123,71893,24.9,13.1
55125,68431,30.9,11.1
55127,80520,32.4,9.4
55129,63441,25.5,11.5
55131,96359,35.2,5.8
55133,106076,48.9,5.2
55135,72830,20.5,10.4
55137,67107,17.7,10.9
55139,74925,31.1,11.3
55141,67989,21.4,10.8
56001,61917,55.0,20.9
56003,62101,22.8,12.7
56005,89869,23.3,9.4
56007,70511,24.4,12.2
56009,81558,24.9,10.6
56011,79637,24.5,6.0
56013,64904,26.5,12.8
56015,58929,23.0,14.7
56017,61250,26.7,14.7
56019,64871,30.3,9.1
56021,80173,33.1,8.9
56023,89330,26.0,7.5
56025,72156,27.7,9.6
56027,64113,19.4,12.0
56029,73035,36.0,8.9
56031,67718,20.7,7.7
56033,71388,31.1,10.2
56035,83597,32.3,6.9
56037,75034,20.9,12.9
56039,124172,61.1,5.7
56041,82980,22.9,9.2
56043,65714,23.5,8.8
56045,89509,20.1,9.0
