_orig_row,GUID,CEEB,Name,Region,City,sector,n12,leaid7,C_ap_opportunity,C_ap_performance,C_advanced_access,C_ib,C_stem_depth,C_test_performance,C_test_participation,C_college_placement,C_faculty_investment,rigor_score_v5,rigor_tier_num_v5,rigor_tier_label_v5,rigor_tier_num_v5_quantile,rigor_tier_label_v5_quantile,rigor_score_v5_sector,rigor_tier_num_v5_sector,rigor_tier_label_v5_sector,rigor_expected_ses,rigor_residual_v5,overperformer_v5,n_components,weight_covered,components_available,rigor_weighting_scheme_v5,rigor_tier_method_v5,rigor_score_v5_raw,below_coverage_floor,qd,ib_int,stem_breadth,pct_college,pct_certified,instr_spend_per_pupil,sat_score,ap_score,grad,poverty
15537,0624d15b-3790-43fc-8c36-ff9e1aa9dfaa,080116,Glasgow High School,DE,Newark,public,100020000239,1000200,-0.5054457628505794,-0.983077909053116,-0.7568717606292426,-0.17503127158841358,0.7621916886736692,,0.34742588977219124,0.9095375590582165,-1.368490599344848,-0.3009393707324991,2.0,Average,2.0,Average,-0.33625726020871566,2.0,Average,-0.07309675440163799,-0.22784261633086111,False,8,0.8,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.3009393707324991,False,0.4592854247874698,0.0,4.0,82.5,51.2,17319.89905169777,,1.5,65.0,12.3
15538,aeaf97a0-d9d6-4733-aee2-e905dd6a8f62,261185,Glasgow R-Ii High School,MO,Glasgow,public,291290000540,2912900,,,-0.0659139527899954,-0.17503127158841358,-0.8255369332681245,,-0.06586177220641475,0.9095375590582165,-0.08461182604996142,-0.03214794709384401,3.0,Demanding,3.0,Demanding,0.1576497961856583,3.0,Demanding,0.14987673559492903,-0.18202468268877303,False,6,0.45,"advanced_access,ib,stem_depth,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.03214794709384401,False,,0.0,2.0,82.5,100.0,7960.0,,,84.5,12.3
15539,7efe5b9e-7e07-422b-9e84-33d4d92a6385,270380,Glasgow Senior High School,MT,Glasgow,public,301242000343,3012420,,,0.5941931783400854,-0.17503127158841358,-0.03167262229722768,,0.40340017598685124,-1.0457268001785505,-0.08839512344406658,-0.0918265230352238,3.0,Demanding,3.0,Demanding,0.04798978778955678,3.0,Demanding,0.04642865399656526,-0.13825517703178908,False,6,0.45,"advanced_access,ib,stem_depth,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.0918265230352238,False,,0.0,3.0,38.0,100.0,7931.788931788932,,,95.0,15.7
15540,c53193bc-6802-ffff-94a5-3b8ab1c68725,365709,Glass City Academy,OH,Toledo,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
15541,9d76b903-43e8-4f03-af96-330a2b6536ad,310430,Glassboro High School,NJ,Glassboro,public,340588002558,3405880,-0.0646577387322466,0.2465903965534388,-0.682520258975022,-0.17503127158841358,0.7621916886736692,-0.6865752277147072,0.4292692795518101,-1.0457268001785505,0.26198506331078325,-0.16849001052637202,3.0,Demanding,3.0,Demanding,-0.09288017348786319,3.0,Demanding,0.037356174533489384,-0.2058461850598614,False,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.16849001052637202,False,1.790786593883791,0.0,4.0,38.0,90.6,14191.500256016385,1100.0,2.9,92.0,7.5
15542,685cd3e7-04f1-4180-9dd7-1399324b32fc,070215,Glastonbury High School,CT,Glastonbury,public,090162000283,9016200,0.736670391644785,2.0356942499300685,0.32329973761436287,-0.17503127158841358,0.7621916886736692,0.7010910069016875,1.0387515237580767,0.8304773361769925,0.45398152569902694,0.915339575253006,4.0,Very Demanding,5.0,Most Demanding,1.8986680429651366,5.0,Most Demanding,0.25670811517983916,0.6586314600731669,True,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.915339575253006,False,3.7280520024043904,0.0,4.0,82.5,100.0,,1190.0,3.54,99.5,13.9
15543,18db5b4a-c660-4ba6-8927-c0c7ee4db441,430770,Gleason High School,TN,Gleason,,,,,,,,,,,-1.0457268001785505,,,,,,,,,,,,False,1,0.1,college_placement,designed_v5,jenks_natural_breaks_k5,-1.0457268001785505,True,,,,38.0,,,,,,
15544,75e882fb-8a74-449f-8cab-732803222aae,052694,Glen A Wilson High School,CA,Hacienda Heights,public,061632502072,6163250,0.7937132150978682,1.9248212023107245,1.7834827713057608,1.3119216922358652,0.7621916886736692,-0.0698346789963096,-1.075268233507218,-0.965544501868985,0.45398152569902694,0.6825990319599914,4.0,Very Demanding,5.0,Most Demanding,1.471004856821169,4.0,Very Demanding,-0.23068086339690608,0.9132798953568975,True,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.6825990319599914,False,3.607997194247317,0.0391483516483516,4.0,,100.0,,1140.0,3.16,96.0,16.2
15545,6f72f6e3-7f43-43f3-9e27-c06e3ac77c26,470956,Glen Allen High School,VA,Glen Allen,public,510189002837,5101890,1.1379460428977357,1.7329713494267838,0.2432359404957567,-0.17503127158841358,0.7621916886736692,0.23853559536288924,-0.4972220328265906,-0.1070636942866083,-0.6812202331364027,0.5871560120033064,4.0,Very Demanding,5.0,Most Demanding,1.2956273079319323,4.0,Very Demanding,0.14161738327073659,0.4455386287325698,False,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.5871560120033064,False,3.400259626123269,0.0,4.0,,87.3,8438.598577175357,1160.0,3.19,95.0,10.5
15546,f8cd871b-60cc-48e6-8b88-6f761f16c661,210585,Glen Burnie High School,MD,Glen Burnie,public,240006000075,2400060,0.8241394454817043,-0.1414632774272403,-0.5867503437139956,-0.17503127158841358,0.7621916886736692,-0.3782049533555084,0.12518053714737448,-1.7804720457343906,0.45323196075393785,-0.12064673809612088,3.0,Demanding,3.0,Demanding,-0.0049676592624607035,3.0,Demanding,-0.1314971525614187,0.010850414465297817,False,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.12064673809612088,False,1.3705969230420034,0.0,4.0,12.5,100.0,11970.561733810731,1120.0,2.37,91.0,7.3
15547,71f86dbb-8885-4b07-a8d8-26eec30ff04e,332095,Glen Cove High School,NY,Glen Cove,public,361218000974,3612180,0.8771050615935245,0.7664055742709638,0.6893079047192359,-0.17503127158841358,0.7621916886736692,-0.0698346789963096,-0.47153101590825564,0.4012369323858041,1.7861093169764142,0.5131309423458177,4.0,Very Demanding,5.0,Most Demanding,1.1596054670599945,4.0,Very Demanding,-0.09516143479041428,0.608292377136232,True,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.5131309423458177,False,2.3536493705278465,0.0,4.0,82.5,100.0,21909.48275862069,1140.0,2.62,89.0,6.1
15548,cd75733a-c9c4-7cf1-0950-a0f406d0af2a,230271,Glen H. Peters School,MI,Macomb,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
15549,976783ae-d180-4755-87b1-2df8d306e25d,010359,Glen Iris Baptist School,AL,Birmingham,private,,,,,,,,,,1.4367998581782437,,,,,,,,,,,,False,1,0.1,college_placement,designed_v5,jenks_natural_breaks_k5,1.4367998581782437,True,,,,94.5,,,,,,
15550,863e5a56-3ca2-4d2d-a06e-ef7d351fc8d2,232420,Glen Lake Secondary School,MI,Maple City,,,,-0.1577472232474302,0.2902303001177409,,,,-0.22401981617590902,1.1724473665280322,0.05273632298817261,,0.07639430560924389,3.0,Demanding,4.0,Very Demanding,,,,0.08854379262093448,-0.012149487011690593,False,5,0.7000000000000001,"ap_opportunity,ap_performance,test_performance,test_participation,college_placement",designed_v5,jenks_natural_breaks_k5,0.07639430560924389,False,1.8380404609227214,,,63.0,,,1130.0,2.85,,
15551,b825a370-4486-4db3-827b-8d3b1b4b06dd,180400,Glen Lily Christian Academy,KY,Munfordville,private,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
15552,7a171066-4213-45e5-8b79-05304f194f5c,391542,Glen Mills Schools,PA,Concordville,private,,,,,,,,,,0.9095375590582165,,,,,,,,,,,,False,1,0.1,college_placement,designed_v5,jenks_natural_breaks_k5,0.9095375590582166,True,,,,82.5,,,,,,
15554,566bc60a-274d-41e0-677a-8b86c02c8341,142060,Glen Oaks Day Sch Pheasant Rdg,IL,Glendale Hts,private,,,,,,,,,1.2892351529312407,,,,,,,,,,,,,False,1,0.05,test_participation,designed_v5,jenks_natural_breaks_k5,1.2892351529312407,True,,,,,,,,,,
15555,467f5002-ed7d-4f86-9288-3f564106eccc,190208,Glen Oaks High School,LA,Baton Rouge,public,220054000378,2200540,-0.5398170266856412,-1.2578561963593846,-0.13985173676927248,-0.17503127158841358,-0.8255369332681245,-2.382611736690301,-0.2110061396115634,-1.0457268001785505,-0.4303827030964299,-1.0509986933491984,1.0,Below Average,1.0,Below Average,-1.7144991220204704,1.0,Below Average,-0.5284055642410748,-0.5225931291081236,False,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-1.0509986933491984,False,0.1424306843084943,0.0,2.0,38.0,91.1,8834.702981920638,960.0,1.03,57.0,28.3
15556,8df38238-cba9-4498-87f5-4f1aaf2caca3,310435,Glen Ridge High School,NJ,Glen Ridge,public,,3405940,1.5678172387851528,2.9040619101477363,2.407151714351641,-0.17503127158841358,,1.7803869671588834,0.7722825970224567,0.6166969200375647,1.6414074972392472,1.7626446287240913,5.0,Most Demanding,5.0,Most Demanding,3.455599953823166,5.0,Most Demanding,0.3903135295787536,1.3723310991453377,True,8,0.9,"ap_opportunity,ap_performance,advanced_access,ib,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,1.7626446287240913,False,4.668332035250264,0.0,,63.0,,16403.31491712707,1260.0,3.25,97.5,15.9
15557,d62dfc5f-0126-4686-a065-48dccf86cd3f,310438,Glen Rock High School,NJ,Glen Rock,public,340597000484,3405970,0.6525109764091409,2.008036317077544,1.1094269121161058,-0.17503127158841358,0.7621916886736692,1.3178315556200852,0.29700254899523715,0.6166969200375647,0.4836774149691624,1.0421642077024302,5.0,Most Demanding,5.0,Most Demanding,2.131709633516783,5.0,Most Demanding,0.45164895719603915,0.5905152505063911,False,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,1.0421642077024302,False,3.6981036254640265,0.0,4.0,63.0,91.2,15611.814345991561,1230.0,3.55,98.0,6.9
15558,05cca1c0-2079-44bc-b4d7-4222e95e94b1,442845,Glen Rose High School,TX,Glen Rose,public,482085002088,4820850,-0.7003729819605012,-0.9490437786822655,0.40894133796269083,-0.17503127158841358,-0.03167262229722768,,-0.49245846343838795,0.05273632298817261,-0.07827104602625651,-0.361440297772272,2.0,Average,2.0,Average,-0.447428347361839,2.0,Average,0.1516805603948923,-0.5131208581671642,False,8,0.8,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.361440297772272,False,0.496138033065123,0.0,3.0,63.0,100.0,8007.281553398058,,2.06,97.5,12.1
15559,de4095a5-6bc7-49da-ad6f-8b66c28e37bd,041510,Glen Rose High School,AR,Malvern,public,050663000398,5066300,-0.6394103363298839,-0.8641437679949142,-0.27816988376794155,-0.17503127158841358,0.7621916886736692,,0.8186223322364001,0.05273632298817261,0.45398152569902694,-0.20023232742715594,3.0,Demanding,3.0,Demanding,-0.1512070132782565,3.0,Demanding,-0.1063694908640701,-0.09386283656308583,False,8,0.8,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.20023232742715594,False,0.5880688919569746,0.0,4.0,63.0,100.0,,,1.82,87.0,17.4
15560,45975f06-e36a-4abc-bc61-5dc56aa1d0c5,350715,Glen Ullin High School,ND,Glen Ullin,public,380783000236,3807830,,,-0.703292221962207,0.6882077696110082,-0.8255369332681245,,0.4553151435837396,0.9095375590582165,0.42100627652006384,0.036216221930064685,3.0,Demanding,4.0,Very Demanding,0.28326967284823473,3.0,Demanding,0.14745264866972063,-0.11123642673965595,False,6,0.45,"advanced_access,ib,stem_depth,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.036216221930064685,False,,0.0227272727272727,2.0,82.5,100.0,11730.263157894737,,,75.0,10.8
15561,cf726133-8bf8-4c17-bd7d-73020aef1e36,050246,Glen View High School,CA,Beaumont,public,060429008261,6042900,,,,-0.17503127158841358,-1.6194012442390213,,-1.2369806017588427,,0.45398152569902694,-0.8393665672252545,1.0,Below Average,1.0,Below Average,-1.325622873524988,1.0,Below Average,-0.28892699687720824,-0.5504395703480462,False,4,0.25,"ib,stem_depth,test_participation,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.8393665672252545,False,,0.0,1.0,,100.0,,,,67.0,10.6
15562,8631a699-f2a7-4d5a-8501-e3da797dcdcd,142662,Glenbard East High School,IL,Lombard,public,171683001988,1716830,1.0165998734869612,0.5285464108712151,-0.023239557914303488,-0.17503127158841358,0.7621916886736692,0.1111770896935222,0.6105434234690409,-0.2426236733009784,1.111164931749049,0.4074013810633142,4.0,Very Demanding,5.0,Most Demanding,0.9653262907380906,4.0,Very Demanding,0.012360216765140819,0.3950411642981734,False,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.4074013810633142,False,2.096092310056311,0.0,4.0,82.5,100.0,16876.597392539046,1140.0,2.79,,5.0
15563,4cb16830-5d5d-48ec-aea6-bda912a4e6ce,140534,Glenbard North High School,IL,Carol Stream,public,171683001989,1716830,1.0337490530972326,0.6891754406047149,0.05300676334549048,-0.17503127158841358,0.7621916886736692,0.3112041414686797,0.727171187974684,-0.45640408944040617,1.111164931749049,0.47418295304390523,4.0,Very Demanding,5.0,Most Demanding,1.088038128756643,4.0,Very Demanding,0.05543491806770706,0.41874803497619817,False,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.47418295304390523,False,2.2700235563166298,0.0,4.0,63.0,100.0,16876.597392539046,1150.0,2.94,,5.0
15564,9da75efb-fca4-4204-851a-11bf3cb31f80,142073,Glenbard South High School,IL,Glen Ellyn,public,171683001990,1716830,1.2796241700502615,1.4073856415933,0.5687306203891407,-0.17503127158841358,0.7621916886736692,0.8956599697970299,0.765217501857113,0.6648680819458177,1.111164931749049,0.9371993449873555,4.0,Very Demanding,5.0,Most Demanding,1.9388355988223716,5.0,Most Demanding,0.18899483145559598,0.7482045135317594,True,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.9371993449873555,False,3.047711098488008,0.0,4.0,94.5,100.0,16876.597392539046,1170.0,2.98,,5.0
15565,4e3b4c5b-ab72-4228-aee2-779028668b3c,142075,Glenbard West High School,IL,Glen Ellyn,public,171683001991,1716830,1.3638225018245507,1.9087073747782162,0.5764466197989562,-0.17503127158841358,0.7621916886736692,1.3201350338312894,0.8306471351621848,0.6648680819458177,1.111164931749049,1.139031535803569,5.0,Most Demanding,5.0,Most Demanding,2.3097043635403827,5.0,Most Demanding,0.19603435438085104,0.9429971814227179,True,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,1.139031535803569,False,3.5905489278324416,0.0,4.0,94.5,100.0,16876.597392539046,1210.0,3.24,,5.0
15566,29123565-d524-4766-a05d-b69038bdd47b,143214,Glenbrook Evening High School,IL,Glenview,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
15567,a608caa8-29e4-48ec-ac1e-20ad4cd9b870,143215,Glenbrook North High School,IL,Northbrook,public,172901003042,1729010,0.671153269820881,2.113538057432753,0.6704709632469615,-0.17503127158841358,0.7621916886736692,2.352930898827758,0.8966510854306178,1.0450975380725867,1.5767560405149688,1.3566615934424149,5.0,Most Demanding,5.0,Most Demanding,2.709601874019888,5.0,Most Demanding,0.345891633700236,1.0107699597421789,True,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,1.3566615934424149,False,3.8123423107941856,0.0,4.0,82.5,100.0,20348.3896307934,1250.0,3.99,,17.3
15568,fb8247fc-ad64-213d-8a88-761b7292ce56,140196,Glenbrook Off-Campus Center,IL,Glenview,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
15569,d1453915-7327-49fb-8491-d4a9e708e1b4,191795,Glenbrook School,LA,Minden,private,,,-0.7574210312802804,-0.9524164390471085,,,,,,1.4367998581782437,,-0.3564810148525319,2.0,Average,2.0,Average,-1.0627224887261157,1.0,Below Average,,,False,3,0.44999999999999996,"ap_opportunity,ap_performance,college_placement",designed_v5,jenks_natural_breaks_k5,-0.3564810148525319,False,0.4924860716392016,,,94.5,,,,1.72,,
15570,206d7707-29a9-4ed5-b8b6-ffed8f45a107,142078,Glenbrook South High School,IL,Glenview,public,172901003043,1729010,0.661594393057083,1.8883306956744352,0.37809451757285173,-0.17503127158841358,0.7621916886736692,1.684074729853589,0.992895734430999,0.8794882838414119,1.5767560405149688,1.1354287182408385,5.0,Most Demanding,5.0,Most Demanding,2.303084148531118,5.0,Most Demanding,0.22173693666363664,0.9136917815772019,True,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,1.1354287182408385,False,3.5684847891331835,0.0,4.0,94.5,100.0,20348.3896307934,1220.0,3.6,,17.3
15571,df592b56-72ce-4986-b924-f19c65a51537,350705,Glenburn High School,ND,Glenburn,public,380785000238,3807850,,,-0.1656398044291853,-0.17503127158841358,-0.8255369332681245,,-1.1403870183416713,0.05273632298817261,0.36583934386182404,-0.31405108616517063,2.0,Average,2.0,Average,-0.3603501746550387,2.0,Average,0.09589796346262519,-0.4099490496277958,False,6,0.45,"advanced_access,ib,stem_depth,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.31405108616517063,False,,0.0,2.0,63.0,100.0,11318.897637795275,,,90.0,9.1
15572,920252f2-a3c8-470a-8afc-a371ff34ce27,431667,Glencliff High School,TN,Nashville,public,470318001299,4703180,-0.1503980922609863,-0.9991354597069024,-0.6108013502894316,-0.17503127158841358,-0.03167262229722768,,-0.612096186598597,,-0.039374480876671,-0.46851328570339773,2.0,Average,2.0,Average,-0.6441760842223218,2.0,Average,-0.10811932033988836,-0.36039396536350937,False,7,0.7000000000000001,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_participation,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.46851328570339773,False,0.44189809572413047,0.0,3.0,,100.0,8297.323159516827,,1.41,61.0,17.3
15573,cafa00f8-3883-4c3a-8821-2353c66e65bc,011240,Glencoe High School,AL,Glencoe,public,010138000498,1013800,-0.6287744173106119,-0.7389647981855718,0.23092517856498104,-0.17503127158841358,-0.03167262229722768,,0.28377716117675755,-1.0457268001785505,-0.04551460256012142,-0.4044937278417184,2.0,Average,2.0,Average,-0.526539476078013,2.0,Average,-0.021866984125345046,-0.38262674371637334,False,8,0.8,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.4044937278417184,False,0.7236143426183193,0.0,3.0,38.0,95.2,,,2.02,92.0,23.9
15574,308aac2b-50f7-46da-aa75-cab16cdb7f49,380474,Glencoe High School,OR,Hillsboro,public,410002301306,4100023,-0.23814855455171827,0.5007375740806121,1.850994195564216,-0.1495738199712751,0.7621916886736692,0.3927207325424887,-1.0442287019739296,-1.0056356510237676,0.20881661320583844,0.25447510602630585,3.0,Demanding,4.0,Very Demanding,0.684322658529853,4.0,Very Demanding,-0.19288689241127954,0.4473619984375854,False,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.25447510602630585,False,2.0659805323280622,0.0006702412868632,4.0,38.0,100.0,10148.019828367358,1170.0,3.02,85.0,7.1
15575,139e3b5d-1841-46cf-9084-d368d349269b,371465,Glencoe High School,OK,Glencoe,public,401269000592,4012690,,,-0.5323755088401484,-0.17503127158841358,-0.03167262229722768,,0.2242543107306789,0.05273632298817261,-0.3670858333871344,-0.14894293450480847,3.0,Demanding,3.0,Demanding,-0.05696221655220487,3.0,Demanding,-0.2070693044571753,0.058126369952366835,False,6,0.45,"advanced_access,ib,stem_depth,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.14894293450480847,False,,0.0,3.0,63.0,100.0,5822.349570200573,,,90.0,15.3
15576,64439fbf-d291-4367-a961-cc379d2e89bb,240930,Glencoe-Silver Lake High Sch,MN,Glencoe,public,270012800630,2700128,-0.2235017255625386,-0.8694613450530555,-0.37722357656680433,-0.17503127158841358,0.7621916886736692,0.08435045818328983,-0.2849985998095404,0.05273632298817261,0.11278821125190797,-0.1641390757061325,3.0,Demanding,3.0,Demanding,-0.08488528518176457,3.0,Demanding,0.18144882444456828,-0.3455879001507008,False,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.1641390757061325,False,0.5823109489105509,0.0,4.0,63.0,100.0,9431.960921144453,1150.0,2.51,92.0,6.9
15577,6362027d-3347-4b31-8756-bb8404d8dcf1,445414,Glenda Dawson High School,TX,Pearland,,,,2.2694091958873086,3.438839103169874,,,,0.3927207325424887,0.44252370150797826,-0.1070636942866083,,1.5973473745318667,5.0,Most Demanding,5.0,Most Demanding,,,,0.16494668310499566,1.432400691426871,True,5,0.7000000000000001,"ap_opportunity,ap_performance,test_performance,test_participation,college_placement",designed_v5,jenks_natural_breaks_k5,1.5973473745318667,False,5.571433736318119,,,,,,1170.0,3.36,,
15578,88319de9-17d8-4ad5-a183-4805466c1460,051055,Glendale Academy,CA,Glendale,private,,,-0.30848737226384987,-0.5452740778349896,,,,,-0.43338469651608635,0.9095375590582165,,-0.1720868006531161,3.0,Demanding,3.0,Demanding,-0.8071933390952395,2.0,Average,,,False,4,0.5,"ap_opportunity,ap_performance,test_participation,college_placement",designed_v5,jenks_natural_breaks_k5,-0.1720868006531161,False,0.9333452264786588,,,82.5,,,,2.08,,
15579,05082a30-b817-4a8b-9b8a-bd9de6d4740f,030152,Glendale Christian Academy,AZ,Glendale,private,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
15580,9e2aa231-7e16-e1a8-3f63-90c9cb5c1b57,104261,Glendale Christian School,FL,Vero Beach,private,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
15583,5b2bb412-9fc9-4b0a-a9ef-806310600bd7,051050,Glendale High School,CA,Glendale,public,061524001931,6152400,0.47289855896398125,0.9214991778803329,-0.26902669139321367,-0.17503127158841358,0.7621916886736692,-0.8407603648943067,-1.3144663824464164,-0.6710242913360004,-0.17038863462490889,-0.01369769739673901,3.0,Demanding,3.0,Demanding,0.19155232326140617,3.0,Demanding,-0.1333331496169856,0.1196354522202466,False,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.01369769739673901,False,2.521586783880444,0.0,4.0,63.0,94.0,,1090.0,3.03,89.0,16.2
15584,af1a8976-258e-4f2f-a93c-ad66174e6208,263283,Glendale High School,MO,Springfield,public,292886001796,2928860,-0.7573988905179183,-0.9100527992928111,0.9176433331720923,-0.17503127158841358,0.7621916886736692,0.23853559536288924,-0.6993099288373098,0.9095375590582165,-0.17099526989507574,-0.041242839789314235,3.0,Demanding,3.0,Demanding,0.140937835593191,3.0,Demanding,0.13332896501396557,-0.1745718048032798,False,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.041242839789314235,False,0.5383579832781689,0.0,4.0,82.5,100.0,7315.8610458647545,1160.0,2.48,95.0,10.8
15585,bd3149d7-b3ec-47c1-b795-cd4b46e3c9cf,030145,Glendale High School,AZ,Glendale,public,040345000278,4034500,0.10311257056207772,-0.14481058897614363,-0.4994636154791585,-0.17503127158841358,0.7621916886736692,-0.22401981617590902,-0.9656876055996728,0.9095375590582165,0.32910749363423947,0.018346798601481515,3.0,Demanding,4.0,Very Demanding,0.25043442030851715,3.0,Demanding,-0.1450561237581992,0.16340292235968074,False,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.018346798601481515,False,1.3669724096505682,0.0,4.0,82.5,98.8,,1130.0,2.36,87.0,12.4
15586,55dc21f3-d747-40f5-9cd4-cf02659b738a,380410,Glendale High School,OR,Glendale,,,,,,,,,,,-1.0457268001785505,,,,,,,,,,,,False,1,0.1,college_placement,designed_v5,jenks_natural_breaks_k5,-1.0457268001785505,True,,,,38.0,,,,,,
15587,8cf34ce8-1f72-4680-ae72-43eabed7089d,390735,Glendale Junior-Senior HS,PA,Flinton,public,,4210830,-1.0368077942663683,-0.8942691642267178,-0.5972477066007151,-0.17503127158841358,,,-0.6629427142312714,0.9095375590582165,0.8325444792195975,-0.43345356009936153,2.0,Average,2.0,Average,-0.579753471191473,2.0,Average,-0.12843240858407357,-0.30502115151528797,False,7,0.7,"ap_opportunity,ap_performance,advanced_access,ib,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.43345356009936153,False,0.5554487129060472,0.0,,82.5,,13387.573964497042,,2.28,92.0,20.2
15588,73de4ca8-60f2-4dfc-a614-47986f88831a,030697,Glendale Preparatory Academy,AZ,Peoria,,,,-1.1165771869109085,-0.5812867505002383,,,,1.1636464184404858,-0.11221828390726267,,,-0.09437593107324979,3.0,Demanding,3.0,Demanding,,,,,,False,4,0.6000000000000001,"ap_opportunity,ap_performance,test_performance,test_participation",designed_v5,jenks_natural_breaks_k5,-0.09437593107324979,False,0.8943502263331446,,,,,,1220.0,4.0,,
15589,15c1046c-a4f0-487c-a201-521aafddf6a9,510155,Glendo High School,WY,Glendo,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
