_orig_row,GUID,CEEB,Name,Region,City,sector,n12,leaid7,C_ap_opportunity,C_ap_performance,C_advanced_access,C_ib,C_stem_depth,C_test_performance,C_test_participation,C_college_placement,C_faculty_investment,rigor_score_v5,rigor_tier_num_v5,rigor_tier_label_v5,rigor_tier_num_v5_quantile,rigor_tier_label_v5_quantile,rigor_score_v5_sector,rigor_tier_num_v5_sector,rigor_tier_label_v5_sector,rigor_expected_ses,rigor_residual_v5,overperformer_v5,n_components,weight_covered,components_available,rigor_weighting_scheme_v5,rigor_tier_method_v5,rigor_score_v5_raw,below_coverage_floor,qd,ib_int,stem_breadth,pct_college,pct_certified,instr_spend_per_pupil,sat_score,ap_score,grad,poverty
0,1e2c9b84-b583-4253-b006-cda154624080,330535,1199 School Social Change,NY,Bronx,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
1,ba2b738e-cc9c-40da-b27c-8a1cdb49faf0,151266,21st Cent Schl Prog/In Univ NW,IN,Gary,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
2,c223523b-ef5e-47fa-977e-769fdf639a6a,151264,21st Century Charter Sch/Gary,IN,Gary,,,,-0.7909721823545105,-1.2443981343138537,,,,-0.8407603648943067,1.2892351529312407,,,-0.7853596159137443,1.0,Below Average,1.0,Below Average,,,,-0.3794239115939403,-0.40593570431980397,False,4,0.6000000000000001,"ap_opportunity,ap_performance,test_performance,test_participation",designed_v5,jenks_natural_breaks_k5,-0.7853596159137443,False,0.17632441501211024,,,,,,1090.0,1.08,,
3,a49916be-a883-c878-73b5-55df911b5079,447402,21st Century Cte Early College,TX,Weslaco,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
4,526968bd-e285-59a5-b958-83d93cb2c560,501321,21st Century Eschool,WI,Middleton,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
5,c28044ac-0303-4f0e-d27a-a6e1b634ab82,054886,21st Century Learning Inst,CA,Beaumont,,,,,,,,,1.1636464184404858,,,,,,,,,,,,,,False,1,0.2,test_performance,designed_v5,jenks_natural_breaks_k5,1.1636464184404858,True,,,,,,,1220.0,,,
6,809632a5-d189-4c38-99c2-715f12144c7f,240031,279 Online,MN,Maple Grove,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
7,a62db3d5-c48b-4820-bd5a-55d7222bff11,300024,2nd Nature Academy,NH,Nashua,private,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
8,59c887df-e4bb-1d46-95a0-b12a9a57cd37,102716,3 Oaks Academy,FL,Naples,private,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
9,00924da8-f3f7-802e-61cc-378f7fcf1b1b,400360,360 High School,RI,Providence,,,,,,,,,,1.2892351529312407,,,,,,,,,,,,,False,1,0.05,test_participation,designed_v5,jenks_natural_breaks_k5,1.2892351529312407,True,,,,,,,,,,
10,d1240a7a-7023-88d6-c730-2766c9c13360,440586,3D Academy,TX,Donna,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
11,48611b47-0744-4931-a9f8-8cc2d85f3fd7,333715,47 American Sign Language Scnd,NY,New York,public,360007704454,3600077,-0.0011304043739919362,-0.9659883475058098,,,,-0.6865752277147072,0.9972656869232192,,,-0.46803165225673543,2.0,Average,2.0,Average,-0.6432910777192056,2.0,Average,-0.4903012173251068,0.022269565068371355,False,4,0.6000000000000001,"ap_opportunity,ap_performance,test_performance,test_participation",designed_v5,jenks_natural_breaks_k5,-0.46803165225673543,False,0.4777902289495627,,,,,,1100.0,1.51,95.0,19.7
12,82bc814f-3d58-72ec-a87f-aaf4a64c0f4f,060539,5280 High School,CO,Denver,,,,,,,,,,1.0848565267256256,,,,,,,,,,,,,False,1,0.05,test_participation,designed_v5,jenks_natural_breaks_k5,1.0848565267256256,True,,,,,,,,,,
13,0e835902-09c9-490c-f661-df083cda6e10,231728,54th Street Academy,MI,Grand Rapids,,,,,,,,,,-0.3165969101128777,,,,,,,,,,,,,False,1,0.05,test_participation,designed_v5,jenks_natural_breaks_k5,-0.3165969101128777,True,,,,,,,,,,
14,24711db8-ac0e-453f-b5cd-f290074ffc41,240034,622 Online,MN,Saint Paul,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
15,ec9b520f-1757-91b1-8647-47900dc7ffc7,061196,70 Online,CO,Pueblo,,,,,,,,,,0.38412980830637394,,,,,,,,,,,,,False,1,0.05,test_participation,designed_v5,jenks_natural_breaks_k5,0.38412980830637394,True,,,,,,,,,,
16,cfcff1a2-2ee4-4928-924a-6bfb3148c1ed,055564,7EDU Global Academy,CA,Cupertino,private,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
17,4963a1c8-bf6a-4abf-b42a-7c6a9e2297e5,441400,A & M Consolidated High School,TX,College Station,public,,4807350,0.758173861094144,2.2636990115797953,-0.20379612293031787,-0.17503127158841358,,0.7010910069016875,0.06267941554720205,0.45024788005022354,-0.8795701210981943,0.7574812885727094,4.0,Very Demanding,5.0,Most Demanding,1.6086017877019534,4.0,Very Demanding,0.07687678511250218,0.6806045034602072,True,8,0.9,"ap_opportunity,ap_performance,advanced_access,ib,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.7574812885727094,False,3.974938585812254,0.0,,94.5,,7004.176527913129,1190.0,3.62,93.0,15.9
18,77b33d34-16cc-4775-8ad5-899ba2561532,050944,A B Miller High School,CA,Fontana,public,061392010301,6139201,0.39097204989606443,-0.2654189479799798,-0.48271173483765634,-0.17503127158841358,0.7621916886736692,,-0.6726036961532731,0.05273632298817261,0.17301495355325552,0.006315806076763344,3.0,Demanding,3.0,Demanding,0.22832734552560086,3.0,Demanding,-0.331164765203386,0.33748057128014936,False,8,0.8,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.006315806076763344,False,1.2363760770589245,0.0,4.0,63.0,97.3,,,2.3,91.0,16.7
19,88a4b773-413a-4b9c-ba2b-c11e25fcb5e2,101388,A Beka Acad Dvd Homeschooler,FL,Pensacola,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
20,25d7d272-2a64-4e09-bc9c-d4531cc3812d,101378,A Beka Academy,FL,Pensacola,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
21,0ea50d2b-3a00-4350-900c-d71913ea052b,481601,A C Davis Senior High School,WA,Yakima,public,531011001689,5310110,,,1.116270336484117,7.659597903298701,-0.03167262229722768,-0.6865752277147072,-1.444796579742278,-0.6710242913360004,-1.0692108501769448,0.24818741601710978,3.0,Demanding,4.0,Very Demanding,0.6727689622774858,4.0,Very Demanding,-0.4616405615128264,0.7098279775299362,True,7,0.65,"advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.24818741601710978,False,,0.3577787197965239,3.0,63.0,74.4,10550.402058539723,1100.0,,,21.0
22,450b5673-1781-4507-b0ac-e0a562010d59,410494,A C Flora High School,SC,Columbia,public,450336000952,4503360,0.1546833210624837,0.2832302205585636,-0.16697163716501884,3.714744648996935,0.7621916886736692,0.08435045818328983,0.2443995416046223,-0.14715484344139101,0.12338330186849265,0.34565152933797166,4.0,Very Demanding,4.0,Very Demanding,0.8518602913933595,4.0,Very Demanding,0.025826551222128624,0.31982497811584304,False,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.34565152933797166,False,1.830460681827566,0.1024096385542168,4.0,38.0,97.6,10442.119061610088,1150.0,2.74,90.0,18.0
23,3981b6f8-9ad7-4ddd-ae14-5352ffc5b9c6,440550,A C Jones High School,TX,Beeville,public,480972000442,4809720,0.22458825748082162,-0.8028105425063077,-0.4929585571332934,-0.17503127158841358,0.7621916886736692,,-0.25804360985336894,-1.0457268001785505,-1.2352944417427598,-0.35992712862772863,2.0,Average,2.0,Average,-0.44464788320903587,2.0,Average,-0.42926621315504576,0.06933908452731713,False,8,0.8,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.35992712862772863,False,0.6544813229110644,0.0,4.0,38.0,79.0,7527.249274427604,,1.46,85.0,26.2
24,a5d251b4-a9ac-41d5-8a09-971aa78eb4b0,340112,A C Reynolds High School,NC,Asheville,public,370045000133,3700450,0.0898000333670169,0.6831013587510503,-0.3017554523450097,-0.17503127158841358,0.7621916886736692,-0.0698346789963096,-0.42465888698028254,-0.7910154491281736,-0.0263354696915174,0.07176413826303858,3.0,Demanding,4.0,Very Demanding,0.3485893414570649,3.0,Demanding,-0.5415267936496229,0.6132909319126615,True,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.07176413826303858,False,2.263446459832589,0.0,4.0,38.0,100.0,8394.551686812196,1140.0,3.1,91.0,14.5
25,2539235c-b43f-469a-8035-df382a6b662a,181667,A C T S Christian Academy,KY,Madisonville,private,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
26,10041d29-3ecf-42dc-9612-4dd60fea2bab,101357,A Crawford Mosley High School,FL,Lynn Haven,public,120009000067,1200090,1.2042881928700622,0.6648717711326387,0.6712523890759519,-0.17503127158841358,0.7621916886736692,-1.1491306392535054,0.9694334891527918,0.05273632298817261,-0.21136682486674527,0.261561265014997,3.0,Demanding,4.0,Very Demanding,0.6973435498956133,4.0,Very Demanding,0.11266653437035279,0.1488947306446442,False,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.261561265014997,False,2.2437072203032056,0.0,4.0,63.0,98.8,7480.397470641373,1070.0,2.45,96.0,15.6
27,61264736-36c8-4b93-8004-8b576ee3032c,101337,A D Harris HS,FL,Panama City,,,,,,,,,,,-2.166159185808608,,,,,,,,,,,,False,1,0.1,college_placement,designed_v5,jenks_natural_breaks_k5,-2.166159185808608,True,,,,12.5,,,,,,
28,7fc9b80b-47d7-4e8e-848e-3a9dcc7a9153,230310,A D Johnston High School,MI,Bessemer,public,260000603854,2600006,,,-0.22566895784306598,-0.17503127158841358,-2.413265555209918,,-0.12749663092836105,0.05273632298817261,-0.17002744827962327,-0.6272168589917801,2.0,Average,1.0,Below Average,-0.9357955624818253,2.0,Average,-0.25332078920639556,-0.3738960697853846,False,6,0.45,"advanced_access,ib,stem_depth,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.6272168589917801,False,,0.0,0.0,63.0,96.0,8875.0,,,95.0,23.5
29,255c33b6-7079-1ddf-ae91-0b2fca1fa563,191123,A Different World Academy,LA,Gretna,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
30,fa4d2139-3166-4c2a-905c-aaa1055ba49d,160000,A G W S R High School,IA,Ackley,public,,1903060,,,0.8021345471302541,-0.17503127158841358,,-0.3782049533555084,0.011248028784759823,0.05273632298817261,-0.4118377710895055,-0.0344271897343945,3.0,Demanding,3.0,Demanding,0.15346166395969787,3.0,Demanding,-0.019221235494574218,-0.015205954239820282,False,6,0.55,"advanced_access,ib,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.0344271897343945,False,,0.0,,63.0,,8748.05598755832,1120.0,,84.5,14.6
31,b17dd062-9633-40b7-9ca4-4594e08f33ff,010395,A H Parker High School,AL,Birmingham,public,010039000165,1003900,-0.4913291670682823,-1.1258322569900878,-0.9038530666378093,-0.17503127158841358,-0.8255369332681245,,0.19042350285010246,-2.166159185808608,0.1522026148757907,-0.8500512534035501,1.0,Below Average,1.0,Below Average,-1.3452560962944542,1.0,Below Average,-0.38913384109286997,-0.4609174123106802,False,8,0.8,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.8500512534035501,False,0.3047091213200873,0.0,2.0,12.5,97.1,,,1.11,77.0,18.7
32,1ef00882-4f3b-43b4-9f85-c527d7a2d327,310592,A Harry Moore Laboratory Sch,NJ,Jersey City,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
33,6bef0305-e3b5-4acb-bd8b-280f4d48fde5,020003,A J Dimond High School,AK,Anchorage,public,020018000073,2001800,0.9958854209741859,0.8610678783395993,-0.5005559968169607,-0.17503127158841358,0.7621916886736692,-0.22401981617590902,-0.8340801367554427,-1.0457268001785505,-2.6262445985657226,0.01661551440120268,3.0,Demanding,4.0,Very Demanding,0.2472531674561518,3.0,Demanding,0.1695180000615087,-0.152902485660306,False,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.01661551440120268,False,2.4561509703186672,0.0,4.0,38.0,70.4,,1130.0,2.99,94.0,9.9
34,37853183-b6e1-4ab4-b84b-e4da72bcdf76,447277,A J Moore Academy,TX,Waco,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
35,f90e862c-a5a8-4e35-8b75-1ea47e765c6c,341985,A L Brown Senior High School,NC,Kannapolis,public,370243001039,3702430,0.8486260620607844,0.38201779168570293,-0.6569030747938802,-0.17503127158841358,0.7621916886736692,-0.0698346789963096,-0.6338705555960009,-1.0457268001785505,-0.1522156228004598,0.047630840717876446,3.0,Demanding,4.0,Very Demanding,0.3042441544333728,3.0,Demanding,-0.5132725436448604,0.5609033843627369,False,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.047630840717876446,False,1.9374291755654685,0.0,4.0,38.0,100.0,7455.896007428041,1140.0,2.34,88.0,9.3
36,cf3393b7-359f-4e87-9d28-419c7858d30f,251372,A Mcbryde Rehab Ctr For Blind,MS,Jackson,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
37,f9b1b164-6ec3-4f46-8855-6af24a42c3df,440300,A N Mccallum High School,TX,Austin,public,480894000333,4808940,0.758173861094144,1.8601309683875744,0.28138776589946196,-0.17503127158841358,0.7621916886736692,0.5469058697220881,-0.018322814276981347,-1.0056356510237676,-0.1276644878182286,0.5828768984568093,4.0,Very Demanding,5.0,Most Demanding,1.2877643919686281,4.0,Very Demanding,0.19420679810610225,0.3886701003507071,False,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.5828768984568093,False,3.5379497499852635,0.0,4.0,38.0,100.0,7638.967458464918,1180.0,3.25,98.0,13.0
38,46182455-435f-1cdc-13cf-8d93afb9d805,441876,A Noble Private School,TX,Dallas,private,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
39,43e03b6d-093a-4d5e-8953-18fc9fee5baf,100734,A Philip Randolph Acad Of Tech,FL,Jacksonville,public,120048000773,1200480,,,-0.42281410321820034,-0.17503127158841358,-0.03167262229722768,,0.9528630476890945,,-1.334059192684175,-0.2093144096591929,2.0,Average,3.0,Demanding,-0.16789543450998187,3.0,Demanding,-0.212509772002902,0.003195362343709096,False,5,0.35,"advanced_access,ib,stem_depth,test_participation,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.2093144096591929,False,,0.0,3.0,,77.8,7256.362769690008,,,92.0,13.4
40,6544f284-b110-4770-b165-daa78ce05380,333406,A Philip Randolph Campus High,NY,New York,public,360008304305,3600083,-0.2059022307976116,-0.37994810629239817,,,,-0.9949455020739061,1.2892351529312407,-2.166159185808608,,-0.6543117388960019,2.0,Average,1.0,Below Average,-0.985582688111412,2.0,Average,-0.49903835293640864,-0.15527338595959328,False,5,0.7000000000000001,"ap_opportunity,ap_performance,test_performance,test_participation,college_placement",designed_v5,jenks_natural_breaks_k5,-0.6543117388960019,False,1.1123623836968095,,,12.5,,,1080.0,2.47,79.0,19.7
41,4a8054e9-dad7-4f78-b000-0ca83336048a,441800,A Plus Academy Secondary,TX,Dallas,public,,4823640,-0.4993061063327364,-1.080604560588765,1.4605590723622677,-0.17503127158841358,,,0.8812107900850524,,-0.5776848522948431,-0.23089364586891153,2.0,Average,3.0,Demanding,-0.20754750707725653,3.0,Demanding,-0.5968312528142112,0.3659376069452997,False,6,0.6,"ap_opportunity,ap_performance,advanced_access,ib,test_participation,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.23089364586891153,False,0.35368227152597936,0.0,,,,8129.716635254115,,1.23,95.0,22.6
42,54a70798-5f8d-407b-bf5f-a19cc66afa3b,442737,A Plus Educational Services,TX,Garland,private,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
43,d5679197-6c18-4097-a9e7-37e540f53bdd,090013,A R E Public Charter HS,DC,Washington,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
44,b064f493-98f7-408a-8f88-4a940a9f71ce,440293,A S Johnston HS,TX,Austin,,,,,,,,,,,-1.0457268001785505,,,,,,,,,,,,False,1,0.1,college_placement,designed_v5,jenks_natural_breaks_k5,-1.0457268001785505,True,,,,38.0,,,,,,
45,804ce4ae-69aa-64b1-cd30-6693ec793715,102655,A T A P Academy,FL,Cutler Bay,private,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
46,dd2b3a3b-dc2f-4298-8a1c-2ec8096e3f71,576520,A T Mahan High School Dod,AE,Fpo,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
47,1b7400f9-1271-43a1-aca5-a3253b64c3c7,390047,A W Beattie Career Center,PA,Allison Park,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
48,0431119b-b0a1-6b3e-e857-f1b2573fa6b9,030794,A+ Charter School,AZ,Maricopa,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
49,bf0f3ac3-eeb7-4f48-a085-3c347285418f,051936,A+ Educational Center,CA,Malibu,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
50,f2282957-a025-4248-8d9c-95feec61aff6,481351,A-1 HS,WA,Tacoma,public,530802002068,5308020,,,,-0.17503127158841358,-2.413265555209918,,-1.3398497885823477,,0.23926142559409036,-1.2204301489993015,1.0,Below Average,1.0,Below Average,-2.025831196488942,1.0,Below Average,0.04774362514579694,-1.2681737741450985,False,4,0.25,"ib,stem_depth,test_participation,faculty_investment",designed_v5,jenks_natural_breaks_k5,-1.2204301489993015,False,,0.0,0.0,,100.0,10375.038904450668,,,,8.9
51,80292a05-432d-4a76-b5f9-6f910ba4a200,140115,A-C Central High School,IL,Ashland,public,170010505357,1700105,-0.9055022005418819,-0.6093180975855182,-0.7905625611211355,-0.17503127158841358,0.7621916886736692,-0.349802331584624,0.9593771713267308,-1.0457268001785505,-0.17678556699040948,-0.4046811665405171,2.0,Average,2.0,Average,-0.5268838966503842,2.0,Average,0.0314161657792813,-0.4360973323197984,False,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.4046811665405171,False,0.863997511503283,0.0,4.0,38.0,88.9,11579.268292682927,,2.73,,15.1
52,2c1ee7be-30fe-463d-8285-b9cd8644fd9d,160265,A-H-S-T High School,IA,Avoca,public,,1904080,,,0.8165593680884571,-0.17503127158841358,,,-0.6013510441302826,0.9095375590582165,-0.5037887283428367,0.3102889728902592,4.0,Very Demanding,4.0,Very Demanding,0.7868812235152511,4.0,Very Demanding,0.07546157563169542,0.23482739725856377,False,5,0.35000000000000003,"advanced_access,ib,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.3102889728902592,False,,0.0,,82.5,,8405.228758169935,,,95.0,16.8
53,a61417c2-3fc3-6031-3e86-204954f52b8e,230683,A. Philip Randolph Technical H,MI,Detroit,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
54,c0fa14c5-fb47-68e7-394d-a7ec1a97f692,231377,A.L. Holmes Academy Of Blended,MI,Detroit,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
55,3656f1d7-7521-6d1d-5742-0e27adfa7d4b,102053,A.M. Mays Academy,FL,Florida City,private,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
56,fd52ff5e-84f6-21d0-2a7f-70893f958aba,070195,A.R.T.S. Academy,CT,Wallingford,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
57,5365d2ac-d6b3-493a-a1ea-4c87af436aed,210174,AACPS Virtual Academy,MD,Arnold,,,,-0.5240586211343055,-0.8272344985661875,,,,,-0.9589297353305251,,,-0.7300054491247739,1.0,Below Average,1.0,Below Average,,,,,,False,3,0.39999999999999997,"ap_opportunity,ap_performance,test_participation",designed_v5,jenks_natural_breaks_k5,-0.7300054491247739,False,0.6280347389831769,,,,,,,1.82,,
58,d4ec5e8c-a5c3-b83e-a4d7-789dcee6fe15,030195,Aaec - Mesa Early College HS,AZ,Mesa,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
59,eb63a1f5-e32b-686e-67f1-aed3f734f09c,030014,AAEC Estrella Mountain Colg HS,AZ,Avondale,,,,,,,,,0.23853559536288924,-1.513671720745766,,,-0.11190586785884182,3.0,Demanding,3.0,Demanding,,,,,,False,2,0.25,"test_performance,test_participation",designed_v5,jenks_natural_breaks_k5,-0.11190586785884182,False,,,,,,,1160.0,,,
60,9a4f3808-2112-55d3-5dbc-38907da920e9,030598,AAEC Paradise Valley Colg HS,AZ,Phoenix,public,040010601892,4001060,,,4.30763705969804,-0.17503127158841358,-0.03167262229722768,-0.22401981617590902,0.9144012174233038,,-0.9300389963523639,0.6786527781436832,4.0,Very Demanding,5.0,Most Demanding,1.4637535740986294,4.0,Very Demanding,0.4088648322512443,0.2697879458924389,False,6,0.55,"advanced_access,ib,stem_depth,test_performance,test_participation,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.6786527781436832,False,,0.0,3.0,,86.7,,1130.0,,97.5,12.4
61,c9e57ed2-e3ee-69f1-ff7e-84565635398c,031820,Aaec Prescott Valley Colg HS,AZ,Prescott Vly,,,,,,,,,,-1.134111414935338,,,,,,,,,,,,,False,1,0.05,test_participation,designed_v5,jenks_natural_breaks_k5,-1.134111414935338,True,,,,,,,,,,
62,d4d319e4-a69b-5641-fc37-cc9d8e0a4448,030019,Aaec Red Mountain Early Colg H,AZ,Mesa,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
63,c6196628-0228-4993-936c-167e3177975c,030363,AAEC South Mountain Colg HS,AZ,Phoenix,,,,,,,,,-0.0698346789963096,-1.513671720745766,,,-0.3586020873462009,2.0,Average,2.0,Average,,,,0.06944306999991917,-0.4280451573461201,False,2,0.25,"test_performance,test_participation",designed_v5,jenks_natural_breaks_k5,-0.3586020873462009,False,,,,,,,1140.0,,,
64,d7f6bf56-c33a-4b6d-b48d-b9e64c56b7ef,430887,Aaron Academy,TN,Hendersonvlle,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
65,5a40a0aa-0bcc-a88c-1e56-7186ac2703e2,333027,Aaron School,NY,New York,private,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
66,805cf836-c17a-e27a-e6bd-5ec364aa5d42,365263,Ab Graham Academy,OH,Saint Paris,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
67,47606f53-a7a1-4f84-b5f7-7a085af8635b,191424,Abba Christian Training School,LA,Lafayette,private,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
68,8ca4cfe4-d999-6153-ff66-87efc057a17c,251043,Abba Institution Of Learning,MS,Greenville,private,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
69,fb4ef8c2-d391-4f41-b05e-a81bcb00b2ad,010001,Abbeville Christian Academy,AL,Abbeville,private,,,,,,,,,,1.4367998581782437,,,,,,,,,,,,False,1,0.1,college_placement,designed_v5,jenks_natural_breaks_k5,1.4367998581782437,True,,,,94.5,,,,,,
70,4db26537-f948-4387-877b-1a306ffa5980,410000,Abbeville High School,SC,Abbeville,public,450069000011,4500690,-0.31445458511327395,-0.8509953870975777,-0.3974514328575765,-0.17503127158841358,-0.8255369332681245,-0.8407603648943067,0.29656111257845585,-1.0457268001785505,-0.11595702801569258,-0.6121122141470757,2.0,Average,1.0,Below Average,-0.9080406193659335,2.0,Average,-0.19294277058642217,-0.41916944356065355,False,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.6121122141470757,False,0.602306133379483,0.0,2.0,38.0,100.0,7726.266952177017,1090.0,2.1,87.0,20.6
71,5b12d7a7-41c8-430f-99eb-94d6c4068d12,010000,Abbeville High School,AL,Abbeville,public,010174000600,1017400,,,-0.4484673782356186,-0.17503127158841358,-0.8255369332681245,,0.6142620386192787,-1.0457268001785505,0.45398152569902694,-0.4162499922927439,2.0,Average,2.0,Average,-0.5481417351478771,2.0,Average,-0.4011431960237213,-0.015106796269022615,False,6,0.45,"advanced_access,ib,stem_depth,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.4162499922927439,False,,0.0,2.0,38.0,100.0,,,,95.0,19.2
