total_population,fips_state,fips_distid,district_name,state_abbr,child_poverty_estimate,child_population_5_17,leaid,pct_child_poverty
17508,6,21870,Lindsay Unified School District,CA,1247,4241,0621870,29.4
633,6,21900,Linns Valley-Poso Flat Union School District,CA,6,51,0621900,11.76
34781,6,21930,Little Lake City Elementary School District,CA,370,3698,0621930,10.01
329,6,21960,Little Shasta Elementary School District,CA,6,37,0621960,16.22
21435,6,21990,Live Oak Elementary School District,CA,171,1642,0621990,10.41
10908,6,22050,Live Oak Unified School District,CA,286,2166,0622050,13.2
89012,6,22110,Livermore Valley Joint Unified School District,CA,494,14211,0622110,3.48
17531,6,22170,Livingston Union School District,CA,572,2475,0622170,23.11
187542,6,22230,Lodi Unified School District,CA,5333,34861,0622230,15.3
1552,6,22320,Loleta Union Elementary School District,CA,22,172,0622320,12.79
4672,6,22350,Loma Prieta Joint Union Elementary School District,CA,14,475,0622350,2.95
59684,6,22410,Lompoc Unified School District,CA,1875,10811,0622410,17.34
2362,6,22440,Lone Pine Unified School District,CA,43,337,0622440,12.76
503511,6,22500,Long Beach Unified School District,CA,10747,73958,0622500,14.53
25803,6,22560,Loomis Union Elementary School District,CA,98,2936,0622560,3.34
49628,6,22590,Los Alamitos Unified School District,CA,316,6984,0622590,4.52
44638,6,22650,Los Altos Elementary School District,CA,133,5627,0622650,2.36
4526115,6,22710,Los Angeles Unified School District,CA,121547,643249,0622710,18.9
51789,6,22740,Los Banos Unified School District,CA,2392,11847,0622740,20.19
29643,6,22830,Los Gatos Union Elementary School District,CA,88,3530,0622830,2.49
56625,6,22800,Los Gatos-Saratoga Joint Union School District,CA,78,3442,0622800,2.27
3623,6,22860,Los Molinos Unified School District,CA,71,608,0622860,11.68
14966,6,22890,Los Nietos Elementary School District,CA,217,1631,0622890,13.3
1576,6,22920,Los Olivos Elementary School District,CA,8,124,0622920,6.45
2633,6,22950,Lost Hills Union Elementary School District,CA,46,457,0622950,10.07
34685,6,23010,Lowell Joint Elementary School District,CA,301,3523,0623010,8.54
3647,6,23040,Lucerne Elementary School District,CA,181,335,0623040,54.03
6418,6,15,Lucerne Valley Unified School District,CA,237,1035,0600015,22.9
79699,6,23080,Lucia Mar Unified School District,CA,1249,10953,0623080,11.4
3976,6,23130,Luther Burbank Elementary School District,CA,46,342,0623130,13.45
65251,6,23160,Lynwood Unified School District,CA,2564,12661,0623160,20.25
97905,6,23340,Madera Unified School District,CA,6317,22133,0623340,28.54
63626,6,23430,Magnolia Elementary School District,CA,1108,5528,0623430,20.04
127,6,23460,Magnolia Union Elementary School District,CA,1,15,0623460,6.67
8424,6,23530,Mammoth Unified School District,CA,116,1168,0623530,9.93
620,6,23550,Manchester Union Elementary School District,CA,22,60,0623550,36.67
34595,6,25,Manhattan Beach Unified School District,CA,215,6192,0600025,3.47
145796,6,23610,Manteca Unified School District,CA,3583,27779,0623610,12.9
1020,6,23700,Manzanita Elementary School District,CA,21,117,0623700,17.95
86,6,23730,Maple Creek Elementary School District,CA,2,20,0623730,10
454,6,23760,Maple Elementary School District,CA,7,74,0623760,9.46
830,6,23800,Marcum-Illinois Union Elementary School District,CA,2,62,0623800,3.23
1707,6,23820,Maricopa Unified School District,CA,79,300,0623820,26.33
16862,6,23940,Mariposa County Unified School District,CA,395,2205,0623940,17.91
10040,6,23970,Mark Twain Union Elementary School District,CA,118,819,0623970,14.41
12898,6,24000,Mark West Union Elementary School District,CA,68,968,0624000,7.02
31282,6,24030,Martinez Unified School District,CA,290,4501,0624030,6.44
69638,6,24090,Marysville Joint Unified School District,CA,2797,13678,0624090,20.45
732,6,38,Mattole Unified School District,CA,14,63,0600038,22.22
1754,6,24150,Maxwell Unified School District,CA,74,328,0624150,22.56
7023,6,24180,McCabe Union Elementary School District,CA,105,1105,0624180,9.5
1159,6,24210,McCloud Union Elementary School District,CA,27,71,0624210,38.03
15153,6,24230,McFarland Unified School District,CA,1093,3782,0624230,28.9
15767,6,24300,McKinleyville Union Elementary School District,CA,216,1592,0624300,13.57
273,6,24330,McKittrick Elementary School District,CA,4,40,0624330,10
5986,6,24360,McSwain Union Elementary School District,CA,98,814,0624360,12.04
2218,6,24390,Meadows Union Elementary School District,CA,111,265,0624390,41.89
5826,6,24480,Mendocino Unified School District,CA,86,578,0624480,14.88
14258,6,22,Mendota Unified School District,CA,889,3289,0600022,27.03
113177,6,24540,Menifee Union School District,CA,971,13552,0624540,7.16
27231,6,24570,Menlo Park City Elementary School District,CA,78,3223,0624570,2.42
95443,6,24600,Merced City Elementary School District,CA,3526,12507,0624600,28.19
728,6,24630,Merced River Union Elementary School District,CA,16,90,0624630,17.78
191208,6,24660,Merced Union High School District,CA,2965,12839,0624660,23.09
558,6,24690,Meridian Elementary School District,CA,6,50,0624690,12
3602,6,24720,Mesa Union Elementary School District,CA,21,331,0624720,6.34
9562,6,24750,Middletown Unified School District,CA,222,1800,0624750,12.33
394,6,24780,Midway Elementary School District,CA,10,49,0624780,20.41
31159,6,24870,Mill Valley Elementary School District,CA,172,3615,0624870,4.76
25415,6,24900,Millbrae Elementary School District,CA,167,2314,0624900,7.22
1601,6,24930,Millville Elementary School District,CA,14,166,0624930,8.43
77940,6,24500,Milpitas Unified School District,CA,627,11229,0624500,5.58
284,6,25110,Mission Union Elementary School District,CA,4,33,0625110,12.12
122246,6,25130,Modesto City Elementary School District,CA,4230,16359,0625130,25.86
286160,6,25150,Modesto City High School District,CA,3250,17645,0625150,18.42
5946,6,25190,Modoc Joint Unified School District,CA,204,898,0625190,22.72
20482,6,25230,Mojave Unified School District,CA,1286,3841,0625230,33.48
1103,6,25290,Monroe Elementary School District,CA,43,147,0625290,29.25
43200,6,25320,Monrovia Unified School District,CA,629,6099,0625320,10.31
2316,6,25350,Monson-Sultana Joint Union Elementary School District,CA,114,350,0625350,32.57
1678,6,25380,Montague Elementary School District,CA,29,190,0625380,15.26
1705,6,25410,Monte Rio Union Elementary School District,CA,7,73,0625410,9.59
156016,6,25470,Montebello Unified School District,CA,4674,26163,0625470,17.86
5680,6,25500,Montecito Union Elementary School District,CA,33,419,0625500,7.88
93321,6,25530,Monterey Peninsula Unified School District,CA,1363,13417,0625530,10.16
1004,6,25650,Montgomery Elementary School District,CA,6,59,0625650,10.17
37367,6,25690,Moorpark Unified School District,CA,495,6409,0625690,7.72
17169,6,25740,Moraga Elementary School District,CA,44,1890,0625740,2.33
49917,6,25770,Moreland School District,CA,354,5372,0625770,6.59
189769,6,25800,Moreno Valley Unified School District,CA,4826,37292,0625800,12.94
67344,6,25830,Morgan Hill Unified School District,CA,658,11315,0625830,5.82
72134,6,25860,Morongo Unified School District,CA,1689,9437,0625860,17.9
16148,6,25980,Mother Lode Union Elementary School District,CA,117,1328,0625980,8.81
342,6,26340,Mount Baldy Joint Elementary School District,CA,2,30,0626340,6.67
268005,6,26370,Mount Diablo Unified School District,CA,3818,39090,0626370,9.77
21906,6,26400,Mount Pleasant Elementary School District,CA,254,2220,0626400,11.44
6936,6,26040,Mount Shasta Union Elementary School District,CA,87,576,0626040,15.1
1371,6,26070,Mountain Elementary School District,CA,4,80,0626070,5
11937,6,26100,Mountain Empire Unified School District,CA,246,2004,0626100,12.28
312,6,26130,Mountain House Elementary School District,CA,3,32,0626130,9.38
1297,6,27040,Mountain Union Elementary School District,CA,14,91,0627040,15.38
5982,6,18,Mountain Valley Unified School District,CA,222,764,0600018,29.06
52832,6,26190,Mountain View Elementary School District,CA,1439,6521,0626190,22.07
30423,6,26220,Mountain View Elementary School District,CA,309,3512,0626220,8.8
72320,6,26280,Mountain View Whisman Elementary School District,CA,316,5944,0626280,5.32
116958,6,26310,Mountain View-Los Altos Union School District,CA,170,4735,0626310,3.59
118,6,26430,Mulberry Elementary School District,CA,4,14,0626430,28.57
825,6,26460,Mupu Elementary School District,CA,7,95,0626460,7.37
5594,6,26490,Muroc Joint Unified School District,CA,200,1174,0626490,17.04
118195,6,29,Murrieta Valley Unified School District,CA,1498,22641,0600029,6.62
113582,6,26640,Napa Valley Unified School District,CA,1247,16471,0626640,7.57
56336,6,26670,National Elementary School District,CA,847,4871,0626670,17.39
88027,6,36,Natomas Unified School District,CA,1855,13978,0600036,13.27
7184,6,26760,Needles Unified School District,CA,203,1066,0626760,19.04
15969,6,26820,Nevada City Elementary School District,CA,122,1091,0626820,11.18
85401,6,26880,Nevada Joint Union High School District,CA,476,3836,0626880,12.41
74356,6,26910,New Haven Unified School District,CA,621,10057,0626910,6.17
1541,6,26970,New Hope Elementary School District,CA,16,202,0626970,7.92
2348,6,27030,New Jerusalem Elementary School District,CA,36,247,0627030,14.57
46592,6,27060,Newark Unified School District,CA,318,6615,0627060,4.81
2876,6,27120,Newcastle Elementary School District,CA,12,277,0627120,4.33
72195,6,27180,Newhall Elementary School District,CA,594,6384,0627180,9.3
16226,6,27200,Newman-Crows Landing Unified School District,CA,510,3590,0627200,14.21
194784,6,27240,Newport-Mesa Unified School District,CA,2430,25278,0627240,9.61
604,6,27300,Nicasio Elementary School District,CA,3,50,0627300,6
30408,6,27450,Norris Elementary School District,CA,393,4822,0627450,8.15
4055,6,27480,North County Joint Union Elementary School District,CA,57,419,0627480,13.6
1522,6,27510,North Cow Creek Elementary School District,CA,7,137,0627510,5.11
28720,6,27590,North Monterey County Unified School District,CA,915,5459,0627590,16.76
45304,6,3030,Northern Humboldt Union High School District,CA,234,1774,0603030,13.19
119057,6,27690,Norwalk-La Mirada Unified School District,CA,2138,18264,0627690,11.71
58902,6,27720,Novato Unified School District,CA,895,8521,0627720,10.5
448,6,27750,Nuestro Elementary School District,CA,10,57,0627750,17.54
10584,6,27780,Nuview Union Elementary School District,CA,164,1282,0627780,12.79
112924,6,27810,Oak Grove Elementary School District,CA,950,12046,0627810,7.89
4828,6,27840,Oak Grove Union Elementary School District,CA,19,363,0627840,5.23
13760,6,27850,Oak Park Unified School District,CA,111,2569,0627850,4.32
678,6,27870,Oak Run Elementary School District,CA,19,77,0627870,24.68
1327,6,27900,Oak Valley Union Elementary School District,CA,53,184,0627900,28.8
2973,6,27930,Oak View Union Elementary School District,CA,43,377,0627930,11.41
34561,6,62,Oakdale Joint Unified School District,CA,689,6209,0600062,11.1
430828,6,28050,Oakland Unified School District,CA,7199,54967,0628050,13.1
40831,6,28080,Oakley Union Elementary School District,CA,415,5267,0628080,7.88
97194,6,28140,Ocean View Elementary School District,CA,990,8944,0628140,11.07
17154,6,28170,Ocean View Elementary School District,CA,373,2211,0628170,16.87
136266,6,28250,Oceanside Unified School District,CA,1829,18913,0628250,9.67
21837,6,28270,Ojai Unified School District,CA,303,2944,0628270,10.29
26093,6,28320,Old Adobe Union Elementary School District,CA,121,2017,0628320,6
169693,6,28470,Ontario-Montclair School District,CA,3690,21081,0628470,17.5
1740,6,28530,Orange Center Elementary School District,CA,103,250,0628530,41.2
223022,6,28650,Orange Unified School District,CA,3213,33048,0628650,9.72
21512,6,28680,Orchard Elementary School District,CA,119,1342,0628680,8.87
38389,6,28710,Orcutt Union Elementary School District,CA,458,4451,0628710,10.29
362,6,28830,Orick Elementary School District,CA,7,25,0628830,28
19631,6,28860,Orinda Union Elementary School District,CA,43,2622,0628860,1.64
14678,6,45,Orland Joint Unified School District,CA,577,2797,0600045,20.63
869,6,28950,Oro Grande Elementary School District,CA,20,92,0628950,21.74
28824,6,29100,Oroville City Elementary School District,CA,694,3068,0629100,22.62
54764,6,29130,Oroville Union High School District,CA,646,3122,0629130,20.69
674,6,29160,Outside Creek Elementary School District,CA,24,94,0629160,25.53
584,6,29190,Owens Valley Unified School District,CA,11,67,0629190,16.42
123420,6,29220,Oxnard Elementary School District,CA,2667,14529,0629220,18.36
323171,6,29270,Oxnard Union High School District,CA,2465,17217,0629270,14.32
9245,6,29280,Pacheco Union Elementary School District,CA,99,965,0629280,10.26
939,6,29340,Pacific Elementary School District,CA,3,74,0629340,4.05
17326,6,29370,Pacific Grove Unified School District,CA,111,2303,0629370,4.82
2823,6,29400,Pacific Union Elementary School District,CA,132,420,0629400,31.43
5424,6,29430,Pacific Union Elementary School District,CA,78,454,0629430,17.18
36904,6,20460,Pacifica School District,CA,137,3395,0620460,4.04
107958,6,29490,Pajaro Valley Joint Unified School District,CA,3424,18657,0629490,18.35
8124,6,29540,Palermo Union Elementary School District,CA,206,915,0629540,22.51
183153,6,29550,Palm Springs Unified School District,CA,3339,24230,0629550,13.78
139816,6,29580,Palmdale Elementary School District,CA,4100,19461,0629580,21.07
91721,6,29610,Palo Alto Unified School District,CA,351,12058,0629610,2.91
22071,6,29640,Palo Verde Unified School District,CA,419,2979,0629640,14.07
2391,6,29670,Palo Verde Union Elementary School District,CA,91,406,0629670,22.41
59657,6,29700,Palos Verdes Peninsula Unified School District,CA,419,9915,0629700,4.23
146163,6,6390,Panama-Buena Vista School District,CA,3699,20406,0606390,18.13
188,6,29770,Panoche Elementary School District,CA,5,24,0629770,20.83
862,6,29790,Paradise Elementary School District,CA,10,85,0629790,11.76
13915,6,29820,Paradise Unified School District,CA,241,1776,0629820,13.57
75983,6,29850,Paramount Unified School District,CA,2581,14217,0629850,18.15
15522,6,29910,Parlier Unified School District,CA,1180,3667,0629910,32.18
198820,6,29940,Pasadena Unified School District,CA,2569,24040,0629940,10.69
49381,6,48,Paso Robles Joint Unified School District,CA,971,7136,0600048,13.61
29080,6,30030,Patterson Joint Unified School District,CA,1028,6406,0630030,16.05
460,6,30090,Peninsula Union Elementary School District,CA,9,37,0630090,24.32
13087,6,1427,Penn Valley Union Elementary School District,CA,131,975,0601427,13.44
52807,6,30180,Perris Elementary School District,CA,1011,6042,0630180,16.73
213801,6,30210,Perris Union High School District,CA,1470,14497,0630210,10.14
31428,6,30230,Petaluma City Elementary School District,CA,160,2315,0630230,6.91
74337,6,30250,Petaluma Joint Union High School District,CA,298,5017,0630250,5.94
11159,6,30330,Piedmont City Unified School District,CA,30,2385,0630330,1.26
7080,6,30360,Pierce Joint Unified School District,CA,171,1397,0630360,12.24
965,6,30390,Pine Ridge Elementary School District,CA,8,94,0630390,8.51
15676,6,30450,Piner-Olivet Union Elementary School District,CA,80,1174,0630450,6.81
5379,6,30480,Pioneer Union Elementary School District,CA,55,430,0630480,12.79
12441,6,30510,Pioneer Union Elementary School District,CA,129,1761,0630510,7.33
1723,6,30520,Pioneer Union Elementary School District,CA,26,107,0630520,24.3
63853,6,30600,Pittsburg Unified School District,CA,1839,10915,0630600,16.85
5340,6,30630,Pixley Union Elementary School District,CA,291,969,0630630,30.03
164534,6,30660,Placentia-Yorba Linda Unified School District,CA,2122,27207,0630660,7.8
15230,6,30720,Placer Hills Union Elementary School District,CA,56,1249,0630720,4.48
98070,6,30750,Placer Union High School District,CA,271,5276,0630750,5.14
15285,6,30780,Placerville Union Elementary School District,CA,201,1345,0630780,14.94
506,6,30810,Plainsburg Union Elementary School District,CA,12,67,0630810,17.91
5215,6,30840,Planada Elementary School District,CA,137,788,0630840,17.39
334,6,30870,Plaza Elementary School District,CA,30,55,0630870,54.55
876,6,30900,Pleasant Grove Joint Union Elementary School District,CA,4,97,0630900,4.12
20829,6,30930,Pleasant Ridge Union Elementary School District,CA,181,1752,0630930,10.33
79953,6,30990,Pleasant Valley Elementary School District,CA,568,7746,0630990,7.33
964,6,31020,Pleasant Valley Joint Union Elementary School District,CA,11,105,0631020,10.48
2451,6,31050,Pleasant View Elementary School District,CA,90,410,0631050,21.95
78795,6,20,Pleasanton Unified School District,CA,326,14557,0600020,2.24
9019,6,31180,Plumas Lake Elementary School District,CA,103,1553,0631180,6.63
18173,6,31170,Plumas Unified School District,CA,383,2319,0631170,16.52
5848,6,31230,Point Arena Joint Union High School District,CA,41,201,0631230,20.4
9470,6,31290,Pollock Pines Elementary School District,CA,104,837,0631290,12.43
164962,6,31320,Pomona Unified School District,CA,4723,27182,0631320,17.38
487,6,31350,Pond Union Elementary School District,CA,32,94,0631350,34.04
740,6,31380,Pope Valley Union Elementary School District,CA,12,110,0631380,10.91
103967,6,64,Porterville Unified School District,CA,5075,15880,0600064,31.96
6466,6,31470,Portola Valley Elementary School District,CA,9,678,0631470,1.33
2157,6,31400,Potter Valley Community Unified School District,CA,46,343,0631400,13.41
204514,6,31530,Poway Unified School District,CA,1581,36857,0631530,4.29
1046,6,31620,Princeton Joint Unified School District,CA,36,195,0631620,18.46
1821,6,31680,Raisin City Elementary School District,CA,133,315,0631680,42.22
36871,6,31710,Ramona City Unified School District,CA,484,6303,0631710,7.68
6194,6,31740,Rancho Santa Fe Elementary School District,CA,13,470,0631740,2.77
144,6,31830,Ravendale-Termo Elementary School District,CA,6,20,0631830,30
35268,6,31860,Ravenswood City Elementary School District,CA,589,4108,0631860,14.34
1200,6,31920,Raymond-Knowles Union Elementary School District,CA,24,137,0631920,17.52
43314,6,32010,Red Bluff Joint Union High School District,CA,487,2535,0632010,19.21
20609,6,31980,Red Bluff Union Elementary School District,CA,586,2446,0631980,23.96
35891,6,32040,Redding Elementary School District,CA,574,3657,0632040,15.7
134075,6,32070,Redlands Unified School District,CA,2388,22111,0632070,10.8
69787,6,32,Redondo Beach Unified School District,CA,427,9599,0600032,4.45
97810,6,32130,Redwood City Elementary School District,CA,836,9397,0632130,8.9
13954,6,32160,Reed Union Elementary School District,CA,102,1713,0632160,5.95
1145,6,32250,Reeds Creek Elementary School District,CA,12,97,0632250,12.37
15373,6,32270,Reef-Sunset Unified School District,CA,667,2651,0632270,25.16
36277,6,32310,Rescue Union Elementary School District,CA,199,4396,0632310,4.53
130336,6,32370,Rialto Unified School District,CA,4525,26589,0632370,17.02
1212,6,32400,Richfield Elementary School District,CA,29,153,0632400,18.95
2712,6,32430,Richgrove Elementary School District,CA,89,484,0632430,18.39
20593,6,21450,Richland Union School District,CA,768,3521,0621450,21.81
1031,6,32520,Richmond Elementary School District,CA,5,128,0632520,3.91
30692,6,32610,Rim of the World Unified School District,CA,211,4472,0632610,4.72
40021,6,32640,Rincon Valley Union Elementary School District,CA,157,2723,0632640,5.77
5817,6,32710,Rio Bravo-Greeley Union Elementary School District,CA,109,910,0632710,11.98
3380,6,32730,Rio Dell Elementary School District,CA,65,375,0632730,17.33
42213,6,32760,Rio Elementary School District,CA,781,4904,0632760,15.93
21577,6,32880,Ripon Unified School District,CA,307,4466,0632880,6.87
17886,6,33110,River Delta Joint Unified School District,CA,186,2070,0633110,8.99
16294,6,61,Riverbank Unified School District,CA,602,3328,0600061,18.09
7789,6,40,Riverdale Joint Unified School District,CA,276,1566,0600040,17.62
268640,6,33150,Riverside Unified School District,CA,4305,43714,0633150,9.85
728,6,33210,Roberts Ferry Union Elementary School District,CA,9,75,0633210,12
21223,6,33240,Robla Elementary School District,CA,402,2154,0633240,18.66
1224,6,33270,Rockford Elementary School District,CA,45,176,0633270,25.57
74557,6,13,Rocklin Unified School District,CA,640,14456,0600013,4.43
37233,6,33390,Romoland Elementary School District,CA,482,4854,0633390,9.93
52223,6,33480,Rosedale Union Elementary School District,CA,705,7498,0633480,9.4
12107,6,33510,Roseland School District,CA,184,1176,0633510,15.65
25930,6,33570,Rosemead Elementary School District,CA,422,2284,0633570,18.48
118760,6,33600,Roseville City Elementary School District,CA,903,14166,0633600,6.37
206018,6,33630,Roseville Joint Union High School District,CA,753,11400,0633630,6.61
2693,6,33660,Ross Elementary School District,CA,7,425,0633660,1.65
23644,6,6,Ross Valley Elementary School District,CA,140,2552,0600006,5.49
1092,6,33690,Round Valley Joint Elementary School District,CA,8,90,0633690,8.89
3069,6,33720,Round Valley Unified School District,CA,167,555,0633720,30.09
104081,6,33750,Rowland Unified School District,CA,2420,15172,0633750,15.95
359996,6,33840,Sacramento City Unified School District,CA,8561,52165,0633840,16.41
219688,6,33860,Saddleback Valley Unified School District,CA,2060,32027,0633860,6.43
20449,6,33900,Salida Union Elementary School District,CA,386,2842,0633900,13.58
84259,6,33930,Salinas City Elementary School District,CA,1681,8869,0633930,18.95
183864,6,33980,Salinas Union High School District,CA,3205,17534,0633980,18.28
1504,6,34050,San Antonio Union Elementary School District,CA,14,174,0634050,8.05
546,6,34080,San Ardo Union Elementary School District,CA,18,92,0634080,19.57
61978,6,34140,San Benito High School District,CA,375,3863,0634140,9.71
277556,6,34170,San Bernardino City Unified School District,CA,12215,56719,0634170,21.54
38136,6,34230,San Bruno Park Elementary School District,CA,205,3301,0634230,6.21
28129,6,34290,San Carlos Elementary School District,CA,64,3365,0634290,1.9
1066645,6,34320,San Diego City Unified School District,CA,14954,128241,0634320,11.66
183345,6,34380,San Dieguito Union High School District,CA,580,15060,0634380,3.85
827526,6,34410,San Francisco Unified School District,CA,7720,79153,0634410,9.75
40911,6,34425,San Gabriel Unified School District,CA,710,5287,0634425,13.43
58950,6,34440,San Jacinto Unified School District,CA,1716,12363,0634440,13.88
266744,6,34590,San Jose Unified School District,CA,2652,35949,0634590,7.38
356729,6,34620,San Juan Unified School District,CA,8792,53193,0634620,16.53
73264,6,34680,San Leandro Unified School District,CA,894,9766,0634680,9.15
81422,6,34710,San Lorenzo Unified School District,CA,1189,12318,0634710,9.65
24599,6,34740,San Lorenzo Valley Unified School District,CA,196,3062,0634740,6.4
452,6,34770,San Lucas Union Elementary School District,CA,12,78,0634770,15.38
93473,6,34800,San Luis Coastal Unified School District,CA,754,8705,0634800,8.66
127110,6,34880,San Marcos Unified School District,CA,1516,21279,0634880,7.12
14173,6,34860,San Marino Unified School District,CA,151,2583,0634860,5.85
242819,6,34980,San Mateo Union High School District,CA,622,10450,0634980,5.95
136493,6,34920,San Mateo-Foster City Elementary School District,CA,924,12921,0634920,7.15
6439,6,35010,San Miguel Joint Union Elementary School District,CA,81,833,0635010,9.72
3380,6,35040,San Pasqual Union Elementary School District,CA,25,472,0635040,5.3
3003,6,35070,San Pasqual Valley Unified School District,CA,163,639,0635070,25.51
55346,6,35090,San Rafael City Elementary School District,CA,946,4801,0635090,19.7
77307,6,35110,San Rafael City High School District,CA,427,2983,0635110,14.31
164461,6,35130,San Ramon Valley Unified School District,CA,780,31756,0635130,2.46
42979,6,35220,San Ysidro Elementary School District,CA,683,3558,0635220,19.2
59326,6,35250,Sanger Unified School District,CA,2185,12798,0635250,17.07
241547,6,35310,Santa Ana Unified School District,CA,6644,41833,0635310,15.88
188608,6,1414,Santa Barbara Unified School District,CA,1777,16076,0601414,11.05
215,6,35490,Santa Clara Elementary School District,CA,3,35,0635490,8.57
169872,6,35430,Santa Clara Unified School District,CA,1090,19098,0635430,5.71
63320,6,35590,Santa Cruz City Elementary School District,CA,237,2583,0635590,9.18
117891,6,35600,Santa Cruz City High School District,CA,451,5346,0635600,8.44
154936,6,35670,Santa Maria Joint Union High School District,CA,2235,10339,0635670,21.62
107659,6,5580,Santa Maria-Bonita Elementary School District,CA,4444,16021,0605580,27.74
107003,6,35700,Santa Monica-Malibu Unified School District,CA,897,10676,0635700,8.4
32699,6,1421,Santa Paula Unified School District,CA,848,5431,0601421,15.61
25274,6,35790,Santa Rita Union Elementary School District,CA,582,2889,0635790,20.15
70990,6,35810,Santa Rosa Elementary School District,CA,563,5469,0635810,10.29
210515,6,35830,Santa Rosa High School District,CA,1226,14101,0635830,8.69
22497,6,35850,Santa Ynez Valley Union High School District,CA,101,1332,0635850,7.58
63981,6,35880,Santee School District,CA,538,6768,0635880,7.95
20597,6,35910,Saratoga Union Elementary School District,CA,47,2161,0635910,2.17
184,6,35940,Saucelito Elementary School District,CA,7,26,0635940,26.92
113257,6,35970,Saugus Union Elementary School District,CA,601,10746,0635970,5.59
11064,6,36000,Sausalito Elementary School District,CA,97,564,0636000,17.2
29482,6,36030,Savanna Elementary School District,CA,336,2328,0636030,14.43
1061,6,36100,Scotia Union Elementary School District,CA,24,144,0636100,16.67
5068,6,159,Scott Valley Unified School District,CA,134,807,0600159,16.6
17981,6,43,Scotts Valley Unified School District,CA,110,2858,0600043,3.85
11836,6,36180,Sebastopol Union Elementary School District,CA,88,1001,0636180,8.79
2606,6,36210,Seeley Union Elementary School District,CA,103,368,0636210,27.99
271,6,36240,Seiad Elementary School District,CA,8,19,0636240,42.11
30320,6,36270,Selma Unified School District,CA,1578,6470,0636270,24.39
197,6,36330,Semitropic Elementary School District,CA,9,43,0636330,20.93
2225,6,36360,Sequoia Union Elementary School District,CA,57,299,0636360,19.06
253088,6,36390,Sequoia Union High School District,CA,642,11071,0636390,5.8
8341,6,36420,Shaffer Union Elementary School District,CA,40,279,0636420,14.34
1766,6,36450,Shandon Joint Unified School District,CA,29,343,0636450,8.45
1362,6,36570,Shasta Union Elementary School District,CA,7,137,0636570,5.11
102987,6,36600,Shasta Union High School District,CA,721,5505,0636600,13.1
764,6,36660,Shiloh Elementary School District,CA,16,94,0636660,17.02
5979,6,36670,Shoreline Unified School District,CA,23,630,0636670,3.65
35742,6,36800,Sierra Sands Unified School District,CA,991,6517,0636800,15.21
10611,6,36805,Sierra Unified School District,CA,192,1621,0636805,11.84
3774,6,36780,Sierra-Plumas Joint Unified School District,CA,65,496,0636780,13.1
238,6,36810,Silver Fork Elementary School District,CA,2,18,0636810,11.11
12244,6,36820,Silver Valley Unified School District,CA,176,2105,0636820,8.36
128423,6,36840,Simi Valley Unified School District,CA,1692,19369,0636840,8.74
15297,6,36940,Siskiyou Union High School District,CA,122,744,0636940,16.4
690,6,36960,Snelling-Merced Falls Union Elementary School District,CA,9,86,0636960,10.47
42303,6,36970,Snowline Joint Unified School District,CA,1210,8237,0636970,14.69
41394,6,36990,Solana Beach Elementary School District,CA,123,3486,0636990,3.53
25506,6,37050,Soledad Unified School District,CA,699,4762,0637050,14.68
6567,6,37110,Solvang Elementary School District,CA,49,549,0637110,8.93
3114,6,37140,Somis Union Elementary School District,CA,32,290,0637140,11.03
37126,6,37200,Sonoma Valley Unified School District,CA,394,4630,0637200,8.51
9148,6,37230,Sonora Elementary School District,CA,126,782,0637230,16.11
38926,6,37260,Sonora Union High School District,CA,232,1778,0637260,13.05
26139,6,37290,Soquel Elementary School District,CA,169,2072,0637290,8.16
4863,6,37320,Soulsbyville Elementary School District,CA,45,485,0637320,9.28
6878,6,37350,South Bay Union Elementary School District,CA,90,500,0637350,18
76403,6,37380,South Bay Union School District,CA,1037,6526,0637380,15.89
3196,6,37470,South Fork Union School District,CA,59,262,0637470,22.52
38810,6,19650,South Monterey County Joint Union High School District,CA,361,2795,0619650,12.92
26225,6,37500,South Pasadena Unified School District,CA,216,4738,0637500,4.56
78617,6,37530,South San Francisco Unified School District,CA,748,9940,0637530,7.53
27283,6,37560,South Whittier Elementary School District,CA,512,3268,0637560,15.67
7744,6,37590,Southern Humboldt Joint Unified School District,CA,242,915,0637590,26.45
22351,6,37620,Southern Kern Unified School District,CA,948,4770,0637620,19.87
923,6,37630,Southern Trinity Joint Unified School District,CA,16,101,0637630,15.84
1926,6,37650,Southside Elementary School District,CA,13,169,0637650,7.69
480,6,37680,Spencer Valley Elementary School District,CA,1,30,0637680,3.33
6963,6,37710,Spreckels Union Elementary School District,CA,42,695,0637710,6.04
4295,6,37770,Springville Union Elementary School District,CA,55,383,0637770,14.36
8946,6,37830,St. Helena Unified School District,CA,63,1179,0637830,5.34
25455,6,37890,Standard Elementary School District,CA,897,3389,0637890,26.47
31656,6,37950,Stanislaus Union Elementary School District,CA,751,3729,0637950,20.14
227383,6,38010,Stockton Unified School District,CA,10557,45078,0638010,23.42
645,6,38040,Stone Corral Elementary School District,CA,48,91,0638040,52.75
841,6,38070,Stony Creek Joint Unified School District,CA,79,158,0638070,50
5590,6,38130,Strathmore Union Elementary School District,CA,205,856,0638130,23.95
65282,6,38220,Sulphur Springs Union Elementary School District,CA,649,5981,0638220,10.85
4303,6,38250,Summerville Elementary School District,CA,66,474,0638250,13.92
9661,6,38280,Summerville Union High School District,CA,58,491,0638280,11.81
