total_population,fips_state,fips_distid,district_name,state_abbr,child_poverty_estimate,child_population_5_17,leaid,pct_child_poverty
6152,50,99933,Mill River Unified Union Supervisory District,VT,74,818,5099933,9.05
10884,50,99910,Milton Supervisory District,VT,105,1567,5099910,6.7
11836,50,99921,Missisquoi Valley School District (Supervisory),VT,151,1786,5099921,8.45
8757,50,406,Montpelier-Roxbury Supervisory Union,VT,83,1180,5000406,7.03
15902,50,99912,Mount Mansfield Unified Union School District (Supervisory),VT,77,2505,5099912,3.07
9036,50,99951,Mountain Views Supervisory Union,VT,63,1174,5099951,5.37
9470,50,99901,Mt. Abraham Unified School District (Supervisory),VT,79,1221,5099901,6.47
19039,50,99931,North Country Supervisory Union,VT,376,2660,5099931,14.14
12962,50,99927,Orange East Supervisory Union,VT,182,1796,5099927,10.13
7415,50,99928,Orange Southwest Supervisory Union,VT,104,911,5099928,11.42
7686,50,99934,Orleans Central Supervisory Union,VT,186,1179,5099934,15.78
7958,50,99935,Orleans Southwest Supervisory Union,VT,122,1087,5099935,11.22
2342,50,384,Rivendell Interstate Supervisory District,VT,29,274,5000384,10.58
15709,50,99940,Rutland City Supervisory District,VT,285,1900,5099940,15
11475,50,99936,Rutland Northeast Supervisory Union,VT,146,1573,5099936,9.28
3609,50,99955,School Administrative Unit 70,VT,18,640,5099955,2.81
10347,50,99904,Slate Valley Unified Union School District (Supervisory),VT,149,1299,5099904,11.47
20597,50,99916,South Burlington Supervisory District,VT,154,2605,5099916,5.91
5231,50,99905,Southwest Vermont Supervisory Union,VT,421,3503,5099905,12.02
9053,50,99956,Springfield Supervisory District,VT,172,1160,5099956,14.83
7433,50,99911,St. Johnsbury Supervisory District,VT,151,1083,5099911,13.94
8735,50,385,Two Rivers Supervisory Union,VT,116,1109,5000385,10.46
9857,50,99932,Washington Central Supervisory Union,VT,64,1422,5099932,4.5
12495,50,99930,White River Valley Supervisory Union,VT,139,1679,5099930,8.28
9700,50,99946,Windham Central Supervisory Union,VT,106,1144,5099946,9.27
8819,50,99947,Windham Northeast Supervisory Union,VT,170,1209,5099947,14.06
20850,50,99948,Windham Southeast Supervisory Union,VT,331,2682,5099948,12.34
6025,50,99949,Windham Southwest Supervisory Union,VT,84,786,5099949,10.69
11180,50,99952,Windsor Southeast Supervisory Union,VT,114,1456,5099952,7.83
8133,50,99917,Winooski Supervisory District,VT,137,786,5099917,17.43
33411,51,60,Accomack County Public Schools,VA,1059,4990,5100060,21.22
117313,51,90,Albemarle County Public Schools,VA,1072,16831,5100090,6.37
159102,51,120,Alexandria City Public Schools,VA,1991,18315,5100120,10.87
20295,51,152,Alleghany Highlands Public Schools,VA,478,2970,5100152,16.09
13716,51,180,Amelia County Public Schools,VA,246,2064,5100180,11.92
31650,51,210,Amherst County Public Schools,VA,564,4600,5100210,12.26
16957,51,240,Appomattox County Public Schools,VA,458,2742,5100240,16.7
239807,51,270,Arlington County Public Schools,VA,2214,31281,5100270,7.08
78622,51,300,Augusta County Public Schools,VA,786,11008,5100300,7.14
4071,51,330,Bath County Public Schools,VA,66,468,5100330,14.1
82182,51,360,Bedford County Public Schools,VA,1130,12143,5100360,9.31
6186,51,390,Bland County Public Schools,VA,82,663,5100390,12.37
34129,51,420,Botetourt County Public Schools,VA,307,4785,5100420,6.42
16316,51,450,Bristol City Public Schools,VA,580,2398,5100450,24.19
15750,51,480,Brunswick County Public Schools,VA,416,1833,5100480,22.7
18632,51,510,Buchanan County Public Schools,VA,581,2374,5100510,24.47
17115,51,540,Buckingham County Public Schools,VA,450,2325,5100540,19.35
6581,51,560,Buena Vista City Public Schools,VA,183,989,5100560,18.5
55342,51,600,Campbell County Public Schools,VA,920,8192,5100600,11.23
33477,51,660,Caroline County Public Schools,VA,741,5762,5100660,12.86
29242,51,690,Carroll County Public Schools,VA,607,3837,5100690,15.82
6564,51,720,Charles City County Public Schools,VA,96,679,5100720,14.14
11258,51,750,Charlotte County Public Schools,VA,437,1809,5100750,24.16
44767,51,780,Charlottesville City Public Schools,VA,789,5198,5100780,15.18
254997,51,810,Chesapeake City Public Schools,VA,5114,45673,5100810,11.2
389793,51,840,Chesterfield County Public Schools,VA,5392,68672,5100840,7.85
15598,51,870,Clarke County Public Schools,VA,160,2307,5100870,6.94
3976,51,930,Colonial Beach Town Public Schools,VA,96,498,5100930,19.28
18674,51,960,Colonial Heights City Public Schools,VA,516,3487,5100960,14.8
4829,51,1020,Craig County Public Schools,VA,83,586,5101020,14.16
56125,51,1050,Culpeper County Public Schools,VA,1270,10335,5101050,12.29
10062,51,1080,Cumberland County Public Schools,VA,261,1505,5101080,17.34
781,51,22,Dahlgren Department of Defense School District,VA,2,131,5100022,1.53
41993,51,1110,Danville City Public Schools,VA,2345,7003,5101110,33.49
13411,51,1140,Dickenson County Public Schools,VA,434,1972,5101140,22.01
28576,51,1170,Dinwiddie County Public Schools,VA,542,4386,5101170,12.36
5402,51,1190,Emporia City Public Schools,VA,328,1020,5101190,32.16
10683,51,1200,Essex County Public Schools,VA,257,1397,5101200,18.4
26340,51,1230,Fairfax City Public Schools,VA,394,4317,5101230,9.13
1160925,51,1260,Fairfax County Public Schools,VA,11871,194370,5101260,6.11
15034,51,1290,Falls Church City Public Schools,VA,88,2752,5101290,3.2
75865,51,1320,Fauquier County Public Schools,VA,753,13364,5101320,5.63
15658,51,1350,Floyd County Public Schools,VA,278,2206,5101350,12.6
28746,51,1380,Fluvanna County Public Schools,VA,323,4074,5101380,7.93
8373,51,1410,Franklin City Public Schools,VA,569,1604,5101410,35.47
55637,51,1440,Franklin County Public Schools,VA,1195,7562,5101440,15.8
98109,51,1470,Frederick County Public Schools,VA,1207,16394,5101470,7.36
29992,51,1510,Fredericksburg City Public Schools,VA,758,4507,5101510,16.82
6739,51,1560,Galax City Public Schools,VA,402,1241,5101560,32.39
16533,51,1590,Giles County Public Schools,VA,324,2473,5101590,13.1
40154,51,1620,Gloucester County Public Schools,VA,579,6015,5101620,9.63
28223,51,1650,Goochland County Public Schools,VA,207,3381,5101650,6.12
15265,51,1690,Grayson County Public Schools,VA,391,1942,5101690,20.13
21744,51,1710,Greene County Public Schools,VA,404,3650,5101710,11.07
11150,51,1740,Greensville County Public Schools,VA,336,1307,5101740,25.71
33448,51,1770,Halifax County Public Schools,VA,860,5035,5101770,17.08
137596,51,1800,Hampton City Public Schools,VA,4509,21558,5101800,20.92
115309,51,1830,Hanover County Public Schools,VA,1326,18670,5101830,7.1
51164,51,1860,Harrisonburg City Public Schools,VA,1312,6238,5101860,21.03
338696,51,1890,Henrico County Public Schools,VA,5532,53352,5101890,10.37
49385,51,1920,Henry County Public Schools,VA,1229,7299,5101920,16.84
2348,51,1950,Highland County Public Schools,VA,46,254,5101950,18.11
22970,51,1980,Hopewell City Public Schools,VA,947,4218,5101980,22.45
40942,51,2010,Isle of Wight County Public Schools,VA,539,6555,5102010,8.22
82797,51,36,James City County Public Schools,VA,869,12191,5100036,7.13
28035,51,2100,King George County Public Schools,VA,373,5268,5102100,7.08
15545,51,2120,King William County Public Schools,VA,205,2458,5102120,8.34
6747,51,2070,King and Queen County Public Schools,VA,136,842,5102070,16.15
11062,51,2160,Lancaster County Public Schools,VA,236,1264,5102160,18.67
21780,51,2190,Lee County Public Schools,VA,737,3063,5102190,24.06
7802,51,2220,Lexington City Public Schools,VA,96,687,5102220,13.97
443380,51,2250,Loudoun County Public Schools,VA,3022,87604,5102250,3.45
42109,51,2280,Louisa County Public Schools,VA,684,6148,5102280,11.13
12060,51,2310,Lunenburg County Public Schools,VA,397,1741,5102310,22.8
80301,51,2340,Lynchburg City Public Schools,VA,2216,10393,5102340,21.32
14252,51,2370,Madison County Public Schools,VA,235,2138,5102370,10.99
43616,51,2360,Manassas City Public Schools,VA,1225,8212,5102360,14.92
16611,51,2390,Manassas Park City Public Schools,VA,299,2845,5102390,10.51
13834,51,2400,Martinsville City Public Schools,VA,845,2750,5102400,30.73
8602,51,2430,Mathews County Public Schools,VA,138,1001,5102430,13.79
30824,51,2460,Mecklenburg County Public Schools,VA,752,4180,5102460,17.99
10949,51,2490,Middlesex County Public Schools,VA,228,1364,5102490,16.72
98998,51,2520,Montgomery County Public Schools,VA,1045,11404,5102520,9.16
14766,51,2580,Nelson County Public Schools,VA,337,1898,5102580,17.76
27218,51,2610,New Kent County Public Schools,VA,193,3802,5102610,5.08
183056,51,2640,Newport News City Public Schools,VA,5177,29949,5102640,17.29
231105,51,2670,Norfolk City Public Schools,VA,7085,32138,5102670,22.05
12004,51,2710,Northampton County Public Schools,VA,357,1632,5102710,21.88
12397,51,2730,Northumberland County Public Schools,VA,252,1258,5102730,20.03
3478,51,2760,Norton City Public Schools,VA,147,580,5102760,25.34
15632,51,2790,Nottoway County Public Schools,VA,477,2206,5102790,21.62
38986,51,2820,Orange County Public Schools,VA,698,6219,5102820,11.22
23686,51,2850,Page County Public Schools,VA,516,3424,5102850,15.07
17308,51,2880,Patrick County Public Schools,VA,431,2298,5102880,18.76
34058,51,2910,Petersburg City Public Schools,VA,2006,5741,5102910,34.94
59410,51,2940,Pittsylvania County Public Schools,VA,1124,7992,5102940,14.06
12854,51,2980,Poquoson City Public Schools,VA,114,2278,5102980,5
96482,51,3000,Portsmouth City Public Schools,VA,3500,15578,5103000,22.47
32392,51,3030,Powhatan County Public Schools,VA,263,4486,5103030,5.86
22276,51,3060,Prince Edward County Public Schools,VA,564,2506,5103060,22.51
43589,51,3090,Prince George County Public Schools,VA,670,6475,5103090,10.35
491025,51,3130,Prince William County Public Schools,VA,7298,94669,5103130,7.71
33579,51,3150,Pulaski County Public Schools,VA,640,4395,5103150,14.56
7656,51,23,Quantico Marine Corps Center School District,VA,18,968,5100023,1.86
17273,51,3180,Radford City Public Schools,VA,244,1577,5103180,15.47
7479,51,3210,Rappahannock County Public Schools,VA,119,990,5103210,12.02
233655,51,3240,Richmond City Public Schools,VA,7869,27209,5103240,28.92
9215,51,3270,Richmond County Public Schools,VA,222,1237,5103270,17.95
97912,51,3300,Roanoke City Public Schools,VA,3441,15596,5103300,22.06
97334,51,3330,Roanoke County Public Schools,VA,1002,14608,5103330,6.86
22368,51,3370,Rockbridge County Public Schools,VA,296,2900,5103370,10.21
87674,51,3390,Rockingham County Public Schools,VA,1306,14407,5103390,9.07
25420,51,3420,Russell County Public Schools,VA,671,3613,5103420,18.57
25908,51,3460,Salem City Public Schools,VA,422,3618,5103460,11.66
21388,51,3480,Scott County Public Schools,VA,715,2973,5103480,24.05
45441,51,3510,Shenandoah County Public Schools,VA,839,6995,5103510,11.99
29137,51,3520,Smyth County Public Schools,VA,776,4189,5103520,18.52
17941,51,3600,Southampton County Public Schools,VA,336,2516,5103600,13.35
152021,51,3640,Spotsylvania County Public Schools,VA,2528,27933,5103640,9.05
167241,51,3660,Stafford County Public Schools,VA,1972,33723,5103660,5.85
26361,51,3690,Staunton City Public Schools,VA,582,3494,5103690,16.66
103105,51,3710,Suffolk City Public Schools,VA,1968,17612,5103710,11.17
6579,51,3750,Surry County Public Schools,VA,139,822,5103750,16.91
10753,51,3780,Sussex County Public Schools,VA,327,1276,5103780,25.63
38875,51,3810,Tazewell County Public Schools,VA,1069,5702,5103810,18.75
454808,51,3840,Virginia Beach City Public Schools,VA,6472,72162,5103840,8.97
42461,51,3870,Warren County Public Schools,VA,605,6681,5103870,9.06
54098,51,3900,Washington County Public Schools,VA,931,7163,5103900,13
23498,51,3930,Waynesboro City Public Schools,VA,685,3730,5103930,18.36
3687,51,3950,West Point Town Public Schools,VA,34,644,5103950,5.28
15259,51,3980,Westmoreland County Public Schools,VA,382,2025,5103980,18.86
16030,51,4020,Williamsburg City Public Schools,VA,258,1355,5104020,19.04
27800,51,4050,Winchester City Public Schools,VA,805,4494,5104050,17.91
34973,51,4080,Wise County Public Schools,VA,1198,5074,5104080,23.61
28100,51,4110,Wythe County Public Schools,VA,592,4025,5104110,14.71
71410,51,4150,York County Public Schools,VA,609,12595,5104150,4.84
21217,53,30,Aberdeen School District,WA,709,3478,5300030,20.39
4215,53,60,Adna School District,WA,45,758,5300060,5.94
523,53,90,Almira School District,WA,11,98,5300090,11.22
23299,53,150,Anacortes School District,WA,195,2785,5300150,7
35056,53,240,Arlington School District,WA,533,6002,5300240,8.88
3243,53,280,Asotin-Anatone School District,WA,29,485,5300280,5.98
105117,53,300,Auburn School District,WA,2933,18575,5300300,15.79
25348,53,330,Bainbridge Island School District,WA,150,3995,5300330,3.75
86455,53,380,Battle Ground School District,WA,988,15849,5300380,6.23
153490,53,390,Bellevue School District,WA,1401,22751,5300390,6.16
116265,53,420,Bellingham School District,WA,929,12435,5300420,7.47
61,53,450,Benge School District,WA,1,16,5300450,6.25
127791,53,480,Bethel School District,WA,2704,24343,5300480,11.11
436,53,510,Bickleton School District,WA,10,79,5300510,12.66
19413,53,570,Blaine School District,WA,204,2450,5300570,8.33
1157,53,630,Boistfort School District,WA,22,221,5300630,9.95
51012,53,660,Bremerton School District,WA,901,5589,5300660,16.12
4750,53,690,Brewster School District,WA,214,942,5300690,22.72
3650,53,720,Bridgeport School District,WA,82,673,5300720,12.18
1380,53,750,Brinnon School District,WA,13,113,5300750,11.5
23232,53,780,Burlington-Edison School District,WA,356,3664,5300780,9.72
36445,53,810,Camas School District,WA,273,7419,5300810,3.68
3430,53,840,Cape Flattery School District,WA,69,541,5300840,12.75
975,53,870,Carbonado School District,WA,4,210,5300870,1.9
10608,53,950,Cascade School District,WA,123,1596,5300950,7.71
8091,53,960,Cashmere School District,WA,129,1536,5300960,8.4
11086,53,990,Castle Rock School District,WA,156,1662,5300990,9.39
678,53,1050,Centerville School District,WA,36,94,5301050,38.3
75406,53,1080,Central Kitsap School District,WA,795,11204,5301080,7.1
97782,53,1110,Central Valley School District,WA,1218,17085,5301110,7.13
27123,53,1140,Centralia School District,WA,765,4393,5301140,17.41
16811,53,1170,Chehalis School District,WA,320,2969,5301170,10.78
44496,53,1230,Cheney School District,WA,566,6266,5301230,9.03
6330,53,1260,Chewelah School District,WA,133,937,5301260,14.19
12930,53,1290,Chimacum School District,WA,184,1124,5301290,16.37
19329,53,1320,Clarkston School District,WA,487,2751,5301320,17.7
9625,53,1350,Cle Elum-Roslyn School District,WA,119,1097,5301350,10.85
92106,53,1410,Clover Park School District,WA,2008,13799,5301410,14.55
4025,53,1440,Colfax School District,WA,65,621,5301440,10.47
13826,53,1470,College Place School District,WA,243,2028,5301470,11.98
1194,53,1500,Colton School District,WA,16,250,5301500,6.4
1369,53,1560,Columbia (Stevens) School District,WA,50,205,5301560,24.39
3997,53,1590,Columbia (Walla Walla) School District,WA,87,753,5301590,11.55
12879,53,1630,Colville School District,WA,384,1996,5301630,19.24
5325,53,1660,Concrete School District,WA,75,705,5301660,10.64
3323,53,1680,Conway School District,WA,47,534,5301680,8.8
2039,53,1710,Cosmopolis School District,WA,28,311,5301710,9
1604,53,3440,Coulee-Hartline School District,WA,40,246,5303440,16.26
10666,53,1800,Coupeville School District,WA,104,1085,5301800,9.59
2685,53,1830,Crescent School District,WA,62,339,5301830,18.29
1396,53,1860,Creston School District,WA,33,114,5301860,28.95
1417,53,1890,Curlew School District,WA,47,165,5301890,28.48
2063,53,1920,Cusick School District,WA,75,326,5301920,23.01
803,53,1950,Damman School District,WA,10,115,5301950,8.7
3561,53,1980,Darrington School District,WA,40,509,5301980,7.86
3274,53,2010,Davenport School District,WA,112,588,5302010,19.05
3741,53,2040,Dayton School District,WA,92,514,5302040,17.9
12850,53,2070,Deer Park School District,WA,214,2376,5302070,9.01
10890,53,2130,Dieringer School District,WA,126,2296,5302130,5.49
542,53,2160,Dixie School District,WA,1,74,5302160,1.35
29852,53,2280,East Valley School District (Spokane),WA,543,4697,5302280,11.56
18593,53,5370,East Valley School District (Yakima),WA,515,3534,5305370,14.57
36338,53,2310,Eastmont School District,WA,816,6294,5302310,12.96
1257,53,2340,Easton School District,WA,12,160,5302340,7.5
13127,53,2370,Eatonville School District,WA,174,2223,5302370,7.83
185216,53,2400,Edmonds School District,WA,2255,24603,5302400,9.17
30374,53,2460,Ellensburg School District,WA,426,3660,5302460,11.64
9458,53,2490,Elma School District,WA,262,1576,5302490,16.62
521,53,2520,Endicott School District,WA,12,90,5302520,13.33
2583,53,2550,Entiat School District,WA,37,417,5302550,8.87
28529,53,1,Enumclaw School District,WA,251,4736,5300001,5.3
13772,53,2610,Ephrata School District,WA,495,2895,5302610,17.1
921,53,2640,Evaline School District,WA,17,132,5302640,12.88
154665,53,2670,Everett School District,WA,2244,23163,5302670,9.69
164711,53,2700,Evergreen School District (Clark),WA,2621,26694,5302700,9.82
486,53,2730,Evergreen School District (Stevens),WA,19,56,5302730,33.93
151826,53,2820,Federal Way School District,WA,4134,24447,5302820,16.91
36926,53,2850,Ferndale School District,WA,543,6112,5302850,8.88
24216,53,2880,Fife Public Schools,WA,458,4106,5302880,11.15
5251,53,2910,Finley School District,WA,93,920,5302910,10.11
57895,53,2940,Franklin Pierce School District,WA,1533,9347,5302940,16.4
5012,53,2970,Freeman School District,WA,29,998,5302970,2.91
797,53,3000,Garfield School District,WA,28,132,5303000,21.21
493,53,3030,Glenwood School District,WA,10,62,5303030,16.13
8119,53,3090,Goldendale School District,WA,162,1076,5303090,15.06
4561,53,3130,Grand Coulee Dam School District,WA,149,670,5303130,22.24
15363,53,3150,Grandview School District,WA,820,3712,5303150,22.09
6277,53,3180,Granger School District,WA,249,1577,5303180,15.79
16704,53,3210,Granite Falls School District,WA,182,2838,5303210,6.41
2988,53,3240,Grapeview School District,WA,34,347,5303240,9.8
1073,53,3270,Great Northern School District,WA,33,188,5303270,17.55
1054,53,3300,Green Mountain School District,WA,13,205,5303300,6.34
6499,53,3330,Griffin School District,WA,48,901,5303330,5.33
830,53,3360,Harrington School District,WA,25,145,5303360,17.24
5810,53,3510,Highland School District,WA,131,1264,5303510,10.36
143261,53,3540,Highline School District,WA,3449,20421,5303540,16.89
11510,53,3570,Hockinson School District,WA,114,2174,5303570,5.24
6743,53,3600,Hood Canal School District,WA,107,714,5303600,14.99
11153,53,3660,Hoquiam School District,WA,412,1799,5303660,22.9
1246,53,2,Inchelium School District,WA,47,200,5300002,23.5
636,53,3720,Index School District,WA,3,55,5303720,5.45
124013,53,3750,Issaquah School District,WA,829,23076,5303750,3.59
332,53,3780,Kahlotus School District,WA,7,60,5303780,11.67
7910,53,3810,Kalama School District,WA,92,1373,5303810,6.7
531,53,3870,Keller School District,WA,26,110,5303870,23.64
31487,53,3,Kelso School District,WA,708,5585,5300003,12.68
105786,53,3930,Kennewick School District,WA,2450,20796,5303930,11.78
185376,53,3960,Kent School District,WA,4462,30469,5303960,14.64
6117,53,3990,Kettle Falls School District,WA,160,941,5303990,17
9726,53,4020,Kiona-Benton City School District,WA,152,1758,5304020,8.65
4514,53,4050,Kittitas School District,WA,62,761,5304050,8.15
603,53,4080,Klickitat School District,WA,14,82,5304080,17.07
10067,53,4170,La Center School District,WA,107,1930,5304170,5.54
5262,53,4110,La Conner School District,WA,61,585,5304110,10.43
633,53,4150,LaCrosse School District,WA,13,90,5304150,14.44
8223,53,1200,Lake Chelan School District,WA,107,1267,5301200,8.45
1059,53,7050,Lake Quinault School District,WA,15,172,5307050,8.72
52664,53,4200,Lake Stevens School District,WA,649,10407,5304200,6.24
221487,53,4230,Lake Washington School District,WA,1461,36176,5304230,4.04
17513,53,4260,Lakewood School District,WA,291,2681,5304260,10.85
173,53,4290,Lamont School District,WA,7,28,5304290,25
5144,53,4380,Liberty School District,WA,37,830,5304380,4.46
1292,53,4410,Lind School District,WA,51,303,5304410,16.83
48091,53,4470,Longview Public Schools,WA,1118,7315,5304470,15.28
2043,53,4500,Loon Lake School District,WA,41,255,5304500,16.08
3004,53,4530,Lopez School District,WA,40,276,5304530,14.49
3260,53,4590,Lyle School District,WA,70,418,5304590,16.75
23167,53,4620,Lynden School District,WA,263,4311,5304620,6.1
3131,53,4650,Mabton School District,WA,101,765,5304650,13.2
585,53,4710,Mansfield School District,WA,8,85,5304710,9.41
3870,53,4740,Manson School District,WA,72,626,5304740,11.5
1641,53,4800,Mary M. Knight School District,WA,27,210,5304800,12.86
3835,53,4830,Mary Walker School District,WA,132,639,5304830,20.66
79272,53,4860,Marysville School District,WA,1382,12728,5304860,10.86
3616,53,4890,McCleary School District,WA,36,567,5304890,6.35
63325,53,4920,Mead School District,WA,736,12063,5304920,6.1
11478,53,4950,Medical Lake School District,WA,125,1808,5304950,6.91
26548,53,4980,Mercer Island School District,WA,135,4956,5304980,2.72
11614,53,5010,Meridian School District,WA,153,1690,5305010,9.05
6610,53,5020,Methow Valley School District,WA,103,833,5305020,12.36
518,53,5040,Mill A School District,WA,9,71,5305040,12.68
42776,53,5130,Monroe School District,WA,406,6745,5305130,6.02
8506,53,5160,Montesano School District,WA,97,1321,5305160,7.34
2923,53,5190,Morton School District,WA,32,342,5305190,9.36
48844,53,5220,Moses Lake School District,WA,1960,9724,5305220,20.16
4639,53,5250,Mossyrock School District,WA,77,718,5305250,10.72
4389,53,5280,Mount Adams School District,WA,126,992,5305280,12.7
15887,53,5310,Mount Baker School District,WA,175,2412,5305310,7.26
349,53,5340,Mount Pleasant School District,WA,5,39,5305340,12.82
41057,53,5400,Mount Vernon School District,WA,759,6754,5305400,11.24
113116,53,5430,Mukilteo School District,WA,2358,17182,5305430,13.72
8828,53,5460,Naches Valley School District,WA,189,1603,5305460,11.79
4838,53,5490,Napavine School District,WA,83,796,5305490,10.43
2402,53,5520,Naselle-Grays River Valley School District,WA,40,325,5305520,12.31
1361,53,5550,Nespelem School District,WA,77,245,5305550,31.43
9134,53,5610,Newport School District,WA,237,1443,5305610,16.42
9611,53,5640,Nine Mile Falls School District,WA,130,1564,5305640,8.31
11610,53,5670,Nooksack Valley School District,WA,165,2189,5305670,7.54
8776,53,5700,North Beach School District,WA,135,698,5305700,19.34
11251,53,5730,North Franklin School District,WA,238,2196,5305730,10.84
51812,53,5760,North Kitsap School District,WA,535,7200,5305760,7.43
17199,53,5790,North Mason School District,WA,358,2512,5305790,14.25
300,53,5820,North River School District,WA,8,50,5305820,16
114953,53,5850,North Thurston Public Schools,WA,1425,17086,5305850,8.34
1652,53,5880,Northport School District,WA,59,225,5305880,26.22
156469,53,5910,Northshore School District,WA,1036,26639,5305910,3.89
41700,53,5940,Oak Harbor School District,WA,525,5959,5305940,8.81
818,53,5970,Oakesdale School District,WA,9,131,5305970,6.87
2678,53,6000,Oakville School District,WA,51,446,5306000,11.43
12383,53,6060,Ocean Beach School District,WA,153,977,5306060,15.66
7875,53,6090,Ocosta School District,WA,110,648,5306090,16.98
1767,53,6120,Odessa School District,WA,38,308,5306120,12.34
5760,53,6150,Okanogan School District,WA,159,963,5306150,16.51
73019,53,6180,Olympia School District,WA,785,10439,5306180,7.52
11199,53,6220,Omak School District,WA,341,1871,5306220,18.23
6205,53,6240,Onalaska School District,WA,93,959,5306240,9.7
492,53,6270,Onion Creek School District,WA,18,62,5306270,29.03
6340,53,6300,Orcas Island School District,WA,70,566,5306300,12.37
908,53,6330,Orchard Prairie School District,WA,9,177,5306330,5.08
1006,53,6360,Orient School District,WA,22,129,5306360,17.05
1778,53,6390,Orondo School District,WA,16,260,5306390,6.15
4686,53,6420,Oroville School District,WA,134,689,5306420,19.45
17059,53,6450,Orting School District,WA,202,3277,5306450,6.16
16940,53,6480,Othello School District,WA,911,4557,5306480,19.99
276,53,6510,Palisades School District,WA,4,46,5306510,8.7
1408,53,6540,Palouse School District,WA,14,247,5306540,5.67
89167,53,6570,Pasco School District,WA,3545,20277,5306570,17.48
1590,53,6600,Pateros School District,WA,60,286,5306600,20.98
400,53,6630,Paterson School District,WA,4,89,5306630,4.49
1834,53,6660,Pe Ell School District,WA,24,255,5306660,9.41
71778,53,6690,Peninsula School District,WA,601,11785,5306690,5.1
11838,53,6750,Pioneer School District,WA,224,1534,5306750,14.6
2363,53,6780,Pomeroy School District,WA,58,362,5306780,16.02
32205,53,6820,Port Angeles School District,WA,519,4257,5306820,12.19
16453,53,6840,Port Townsend School District,WA,188,1312,5306840,14.33
1653,53,6870,Prescott School District,WA,55,344,5306870,15.99
14028,53,6900,Prosser School District,WA,283,2949,5306900,9.6
35294,53,6930,Pullman School District,WA,423,3365,5306930,12.57
143016,53,6960,Puyallup School District,WA,2301,25768,5306960,8.93
568,53,1380,Queets-Clearwater School District,WA,9,31,5301380,29.03
1963,53,6990,Quilcene School District,WA,23,194,5306990,11.86
6674,53,7020,Quillayute Valley School District,WA,165,1153,5307020,14.31
14312,53,7080,Quincy School District,WA,587,3126,5307080,18.78
5960,53,7110,Rainier School District,WA,58,1029,5307110,5.64
4104,53,7140,Raymond School District,WA,126,587,5307140,21.47
5248,53,7210,Reardan-Edwall School District,WA,75,996,5307210,7.53
134889,53,7230,Renton School District,WA,2279,18001,5307230,12.66
3233,53,7260,Republic School District,WA,77,379,5307260,20.32
82615,53,7320,Richland School District,WA,1252,15747,5307320,7.95
22386,53,7350,Ridgefield School District,WA,157,4141,5307350,3.79
2425,53,7380,Ritzville School District,WA,53,416,5307380,12.74
12451,53,7440,Riverside School District,WA,193,2053,5307440,9.4
22350,53,4560,Riverview School District,WA,130,3867,5304560,3.36
15581,53,7470,Rochester School District,WA,241,2490,5307470,9.68
215,53,7530,Roosevelt School District,WA,5,43,5307530,11.63
1158,53,7560,Rosalia School District,WA,29,247,5307560,11.74
7319,53,7620,Royal School District,WA,229,1640,5307620,13.96
9059,53,7650,San Juan Island School District,WA,75,859,5307650,8.73
632,53,7680,Satsop School District,WA,17,109,5307680,15.6
760696,53,7710,Seattle Public Schools,WA,6021,70524,5307710,8.54
30973,53,7740,Sedro-Woolley School District,WA,440,5069,5307740,8.68
20366,53,7770,Selah School District,WA,534,4152,5307770,12.86
2365,53,7800,Selkirk School District,WA,107,322,5307800,33.23
33614,53,7830,Sequim School District,WA,392,3102,5307830,12.64
265,53,7860,Shaw Island School District,WA,2,22,5307860,9.09
26780,53,7900,Shelton School District,WA,874,4249,5307900,20.57
74332,53,7920,Shoreline School District,WA,680,10480,5307920,6.49
938,53,7950,Skamania School District,WA,17,122,5307950,13.93
662,53,7980,Skykomish School District,WA,5,69,5307980,7.25
60813,53,8020,Snohomish School District,WA,542,10871,5308020,4.99
42314,53,8040,Snoqualmie Valley School District,WA,193,7855,5308040,2.46
3899,53,8070,Soap Lake School District,WA,150,607,5308070,24.71
2724,53,8100,South Bend School District,WA,62,358,5308100,17.32
77484,53,8160,South Kitsap School District,WA,944,11752,5308160,8.03
16831,53,8190,South Whidbey School District,WA,137,1743,5308190,7.86
2440,53,8220,Southside School District,WA,71,362,5308220,19.61
247830,53,8250,Spokane Public Schools,WA,3904,35414,5308250,11.02
774,53,8280,Sprague School District,WA,33,129,5308280,25.58
1136,53,8310,St. John School District,WA,14,162,5308310,8.64
38316,53,8340,Stanwood-Camano School District,WA,395,5447,5308340,7.25
108,53,8370,Star School District,WA,2,25,5308370,8
183,53,8400,Starbuck School District,WA,2,16,5308400,12.5
94,53,8430,Stehekin School District,WA,1,15,5308430,6.67
23739,53,8460,Steilacoom Historical School District,WA,257,3987,5308460,6.45
283,53,8490,Steptoe School District,WA,1,53,5308490,1.89
7189,53,8520,Stevenson-Carson School District,WA,115,885,5308520,12.99
15582,53,8550,Sultan School District,WA,197,2534,5308550,7.77
681,53,8580,Summit Valley School District,WA,26,113,5308580,23.01
56728,53,8610,Sumner School District,WA,628,10704,5308610,5.87
24869,53,8670,Sunnyside School District,WA,1378,6163,5308670,22.36
236273,53,8700,Tacoma Public Schools,WA,4873,33474,5308700,14.56
1235,53,8730,Taholah School District,WA,43,343,5308730,12.54
44837,53,8760,Tahoma School District,WA,400,9197,5308760,4.35
