destinationtable,rcdts,level,school_name,district,city,county,district_type,school_type,grades_served,percent_of_kindergartners_rated_on_14_required_measures,percent_of_kindergartners_demonstrating_readiness_in_zero_devel,percent_of_kindergartners_demonstrating_readiness_in_one_develo,percent_of_kindergartners_demonstrating_readiness_in_two_develo,percent_of_kindergartners_demonstrating_readiness_in_all_three_,percent_of_kindergartners_demonstrating_readiness_in_all_thre_1,percent_of_kindergartners_demonstrating_readiness_in_all_thre_2,percent_of_kindergartners_demonstrating_readiness_in_all_thre_3,percent_of_kindergartners_demonstrating_readiness_in_all_thre_4,percent_of_kindergartners_demonstrating_readiness_in_all_thre_5,percent_of_kindergartners_demonstrating_readiness_in_all_thre_6,percent_of_kindergartners_demonstrating_readiness_in_all_thre_7,percent_of_kindergartners_demonstrating_readiness_in_all_thre_8,percent_of_kindergartners_demonstrating_readiness_in_all_thre_9,percent_of_kindergartners_demonstrating_readiness_in_all_thr_10,percent_of_kindergartners_demonstrating_readiness_in_all_thr_11,percent_of_kindergartners_demonstrating_readiness_in_all_thr_12,percent_of_kindergartners_demonstrating_readiness_in_all_thr_13,percent_of_kindergartners_demonstrating_readiness_in_all_thr_14,percent_of_kindergartners_demonstrating_readiness_in_all_thr_15,percent_of_kindergartners_demonstrating_readiness_in_all_thr_16,percent_of_kindergartners_demonstrating_readiness_in_social_and,percent_of_kindergartners_demonstrating_readiness_in_language_a,percent_of_kindergartners_demonstrating_readiness_in_math
KIDS1,15-016-2990-25-2239,School,Hale Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,98.5,49.3,22.4,16.4,,,*,*,*,,,*,,,,,*,*,*,*,*,44.8,29.9,16.4
KIDS1,15-016-2990-25-2092,School,Haley Elem Academy,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,88.9,67.5,,,,,*,*,,,,*,,,,,*,*,*,*,*,32.5,27.5,
KIDS1,15-016-2990-25-2240,School,Hamilton Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,95.1,,,25.6,64.1,64.5,,*,,,,*,,63.3,,,*,*,*,*,,84.6,94.9,71.8
KIDS1,15-016-2990-25-2241,School,Hamline Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,53.8,,,,60.7,,*,63.0,,,,,,75,,,*,*,68.0,60.7,*,85.7,67.9,60.7
KIDS1,15-016-2990-25-2242,School,Hammond Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,81.5,50,,,,,*,*,,,,,,,,,*,*,*,*,,50,,
KIDS1,15-016-2990-25-2916,School,Hampton Elem Fine & Perf Arts Sch,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,92.3,36.1,,,,,*,*,,,,,,,,,*,*,*,*,*,52.8,47.2,
KIDS1,15-016-2990-25-0779,School,Hancock College Preparatory HS,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-2726,School,Hanson Park Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,91.9,59.5,24.1,,,,*,*,,,,,,,,,*,*,*,*,*,35.4,19,12.7
KIDS1,15-016-2990-25-0016,School,Harlan Community Academy HS,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-2052,School,Harriet Tubman Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,45.7,,,,61.9,,*,*,*,,,*,,,,,*,*,,*,,71.4,66.7,61.9
KIDS1,15-016-2990-25-2246,School,Harvard Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,90,,,,37,,38.5,*,,,,,,,,,*,*,*,*,,77.8,40.7,51.9
KIDS1,15-016-2990-25-2247,School,Haugan Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,89.5,43.6,24.5,,26.6,,*,26.3,*,,*,*,,28.3,25,,*,*,18.9,23.5,*,55.3,30.9,28.7
KIDS1,15-016-2990-25-2249,School,Hawthorne Elem Scholastic Academy,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,K - 8,100,,,22.7,63.6,67.6,*,*,*,*,,*,,71.4,54.8,,*,*,*,*,,78.8,75.8,90.9
KIDS1,15-016-2990-25-2636,School,Hay Elem Community Academy,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,100,65,,,,,*,*,,,,*,,,,,*,*,*,*,*,,,
KIDS1,15-016-2990-25-2252,School,Hayt Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,75.6,30.5,,16.9,39,,*,*,*,,*,*,,34.5,43.3,,*,*,*,40.8,*,66.1,49.2,49.2
KIDS1,15-016-2990-25-2254,School,Healy Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,K - 8,100,65.2,18.5,10.9,,,*,*,*,,,*,,,,,*,*,*,*,*,34.8,10.9,10.9
KIDS1,15-016-2990-25-2255,School,Hearst Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,,,,,,,,*,,,,,,,,,*,*,*,*,,,,
KIDS1,15-016-2990-25-2256,School,Hedges Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,97.6,51.2,,,,,,*,,,*,,,,,,*,*,*,*,*,43.9,36.6,
KIDS1,15-016-2990-25-2257,School,Hefferan Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-2258,School,Henderson Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,75,,,,,,*,*,,,,,,,,,,,*,*,*,52.4,,
KIDS1,15-016-2990-25-2259,School,Hendricks Elem Community Academy,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,82.4,,,,,,*,*,,,,,,,,,*,*,*,*,*,,,
KIDS1,15-016-2990-25-2260,School,Henry Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,29.4,100,,,,,*,*,*,,,,,,,,*,*,,*,,,,
KIDS1,15-016-2990-25-2597,School,Hernandez Middle School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,6 - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-2263,School,Herzl Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,91.7,60.6,,,,,*,*,,,,,,,,,*,*,*,*,*,33.3,,
KIDS1,15-016-2990-25-2265,School,Hibbard Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 6,78.8,52.6,,,25.6,,,25.4,*,,,*,,,30.4,,*,*,23.8,23.1,*,47.4,34.6,26.9
KIDS1,15-016-2990-25-2266,School,Higgins Elem Community Academy,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,75,,,,45.8,,50.0,*,,,,,,,,,*,*,*,43.5,*,70.8,66.7,54.2
KIDS1,15-016-2990-25-0019,School,Hirsch Metropolitan High School,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-2268,School,Hitch Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,100,36.4,,,38.6,68.8,*,*,,*,,*,,,,,*,*,*,*,,52.3,59.1,40.9
KIDS1,15-016-2990-25-2269,School,Holden Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,79.5,,,,57.1,,*,*,*,,,,,61.1,,,*,*,*,54.5,*,77.1,68.6,68.6
KIDS1,15-016-2990-25-2270,School,Holmes Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,51.9,100,,,,,*,*,,,,,,,,,,,*,*,,,,
KIDS1,15-016-2990-25-240C,School,Horizon Sci Academy - Southwest Charter,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,K - 12,100,74.4,,,,,*,*,,,,,,,,,*,*,*,*,*,,,
KIDS1,15-016-2990-25-2273,School,Howe Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-2275,School,Hoyne Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,90.5,,,,,,*,*,,,,,,,,,*,*,,*,*,78.9,52.6,
KIDS1,15-016-2990-25-0020,School,Hubbard High School,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-2276,School,Hughes  C Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,86.7,,,,,,*,*,,,,,,,,,*,*,*,*,*,,,
KIDS1,15-016-2990-25-2620,School,Hughes L Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,86.4,52.6,,,,,*,*,,,,,,,,,*,*,*,*,*,,,
KIDS1,15-016-2990-25-2280,School,Hurley Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,92,50.7,24.6,,,,*,*,,,*,,,,,,*,*,*,*,,39.1,24.6,23.2
KIDS1,15-016-2990-25-0021,School,Hyde Park Academy High School,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-012C,School,IHSCA Charter High School,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-020C,School,IJLA Charter High School,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-0837,School,Infinity Math  Science & Tech HS,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-2358,School,Inter-American Elem Magnet School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,96.9,28.6,15.9,15.9,39.7,,*,42.0,,,,*,,44.1,34.5,,*,*,*,*,*,63.5,52.4,50.8
KIDS1,15-016-2990-25-022C,School,Intrinsic Charter High School,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,7 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-2281,School,Irving Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,89.3,,48,,,,*,*,,,,,,,,,*,*,*,*,*,88,,
KIDS1,15-016-2990-25-2046,School,Jackson M Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,94.7,,,,,,*,*,,,,,,,,,*,*,,*,*,,61.1,61.1
KIDS1,15-016-2990-25-2284,School,Jahn Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-2209,School,James Farmer Jr. Elementary,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,91.7,,,,,,*,*,,,,*,,,,,*,*,*,*,*,45.5,50,
KIDS1,15-016-2990-25-2937,School,James R Doolittle Academy,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-2285,School,Jamieson Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,88.2,63.4,,26.8,,,*,*,*,,*,*,,,,,*,*,*,*,,34.1,31.7,
KIDS1,15-016-2990-25-2288,School,Jensen Elem Scholastic Academy,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,100,,,,62.5,,*,*,,,,,,,,,*,*,*,*,,68.8,68.8,75
KIDS1,15-016-2990-25-2402,School,John J Pershing STEAM Magnet Elementary,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-2290,School,Johnson STEAM Elementary,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,60.7,,,,,,*,,,,,,,,,,*,*,,*,,82.4,76.5,
KIDS1,15-016-2990-25-0533,School,Jones College Prep High School,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-2775,School,Joplin Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,100,,44.8,,,,*,*,,,*,,,,,,*,*,*,*,*,82.8,44.8,
KIDS1,15-016-2990-25-2889,School,Jordan Elem Community School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-2292,School,Joseph Jungman STEM Magnet Elementary School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,84.4,,,,55.6,,*,*,*,,,*,,,,,*,*,*,47.8,,81.5,66.7,70.4
KIDS1,15-016-2990-25-0767,School,Juarez Community Academy HS,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-0763,School,Julian High School,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-2806,School,Kanoon Elem Magnet School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,97.9,95.7,,,,,*,*,,,*,,,,,,*,*,*,*,*,,,
KIDS1,15-016-2990-25-2739,School,Keller Elem Gifted Magnet School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,1 - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-2892,School,Kellman Corporate Community Elem,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,94.4,,,,,,*,*,,,,,,,,,,,,*,*,58.8,,
KIDS1,15-016-2990-25-2293,School,Kellogg Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,K - 8,93.8,,,,43.3,,*,*,,,,*,,,,,*,*,,*,,66.7,73.3,53.3
KIDS1,15-016-2990-25-0023,School,Kelvyn Park High School,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,7 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-0024,School,Kennedy High School,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-0025,School,Kenwood Academy High School,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,7 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-2294,School,Kershaw Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,80,75,,,,,*,,,,,,,,,,,,*,*,*,,,
KIDS1,15-016-2990-25-2296,School,Kilmer Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,64,20.8,,29.2,31.3,,*,33.3,*,,*,*,,,38.5,,*,*,*,27.5,*,75,58.3,37.5
KIDS1,15-016-2990-25-2267,School,King Academy of Social Justice,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,91.7,,,,,,*,*,,,,*,,,,,,,,*,*,45.5,63.6,
KIDS1,15-016-2990-25-0039,School,King College Prep High School,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-2299,School,Kinzie Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,100,,26.2,,45.2,,*,39.4,,,,,,65,,,*,*,*,*,,78.6,52.4,50
KIDS1,15-016-2990-25-2300,School,Kipling Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-101C,School,KIPP Academy Chicago Campus,Chicago Public Schools District 299,Chicago,Cook,Unit District,Middle/Junior High School,K - 8,,,,,,,*,,,,,,,,,,,,,*,,,,
KIDS1,15-016-2990-25-245C,School,KIPP Chicago Charter School - KIPP One Academy,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,K - 8,52.8,57.1,,,26.8,,*,29.2,,,,,,,,,*,*,30.0,25.5,*,39.3,37.5,28.6
KIDS1,15-016-2990-25-282C,School,KIPP Chicago Charters - Ascend Academy,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,K - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-103C,School,KIPP Chicago Charters - Bloom Campus,Chicago Public Schools District 299,Chicago,Cook,Unit District,Middle/Junior High School,K - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-2304,School,Kozminski Elem Community Academy,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,86.2,64,,,,,*,*,*,,,*,,,,,*,*,*,*,,,,
KIDS1,15-016-2990-25-0026,School,Lake View High School,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-0027,School,Lane Technical High School,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,7 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-2704,School,Langford A Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,95.7,,,,,,*,*,,,,,,,,,*,*,*,*,*,54.5,,50
KIDS1,15-016-2990-25-2900,School,Lara Elem Academy,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,84.4,81.6,,,,,*,*,,,,,,,,,*,*,*,*,*,,,
KIDS1,15-016-2990-25-2306,School,LaSalle Elem Language Academy,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,K - 8,48.8,,,,85.7,,*,*,*,,,*,,,84.6,,,,,,,90.5,90.5,85.7
KIDS1,15-016-2990-25-2955,School,LaSalle II Lang Acad Elem Sch,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,93.3,,,,57.1,63.2,*,62.5,*,,,*,,65.4,50,,*,*,*,*,,71.4,71.4,73.2
KIDS1,15-016-2990-25-2492,School,Lavizzo Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,91.2,,,,41.9,,41.4,*,,,,*,,,,,*,*,,44.8,*,87.1,67.7,41.9
KIDS1,15-016-2990-25-2309,School,Lawndale Elem Community Academy,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-272C,School,LEARN Charter Excel Campus,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,K - 6,96.2,,,,56,,55.1,,,,,*,,54.2,57.7,,*,*,,55.3,*,66,68,80
KIDS1,15-016-2990-25-275C,School,LEARN Chtr -  Hunter Perkins Campus,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,K - 8,94.9,32.1,,,41.1,,40.4,*,,,,*,,34.5,48.1,,*,*,*,37.0,,58.9,57.1,44.6
KIDS1,15-016-2990-25-276C,School,LEARN Chtr - 7th Campus,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,K - 5,94.4,,,,88.2,,88.2,,,,,,,,,,,,,86.7,*,88.2,100,100
KIDS1,15-016-2990-25-283C,School,LEARN Chtr - Butler,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,K - 8,100,49,,,25.5,,25.5,,,,,,,,,,*,*,*,26.0,*,51,41.2,25.5
KIDS1,15-016-2990-25-109C,School,LEARN Chtr - Middle School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Middle/Junior High School,6 - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-274C,School,LEARN Chtr - South Chicago Campus,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,K - 8,98.2,67.3,,,21.8,,*,*,,,*,*,,,,,*,*,*,25.5,*,29.1,29.1,27.3
KIDS1,15-016-2990-25-273C,School,LEARN Chtr-Campbell Campus,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,K - 6,95,36.8,19.3,,31.6,,30.2,*,,,,*,,37.5,,,*,*,,30.8,*,59.6,42.1,36.8
KIDS1,15-016-2990-25-2703,School,Lee Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,K - 8,95.7,28.9,,,35.6,,*,37.2,,,,,,,,,*,*,*,*,,51.1,40,66.7
KIDS1,15-016-2990-25-221C,School,Legacy Elem Charter School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,K - 8,46,73.9,,,,,*,*,,,,,,,,,*,*,,*,,,,
KIDS1,15-016-2990-25-019C,School,Legal Prep Academy Charter HS,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-2714,School,Leland Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,87.2,,38.2,,29.4,,*,*,,,,*,,,,,*,*,*,31.3,*,73.5,35.3,29.4
KIDS1,15-016-2990-25-2856,School,Lenart Elem Regional Gifted Ctr,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,96.6,,,,85.7,,85.0,*,*,,,*,,100,,,*,*,,*,,89.3,96.4,100
KIDS1,15-016-2990-25-2311,School,Lewis Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,48.8,,,,57.1,,*,*,,,,*,,,,,,,*,55.0,*,71.4,66.7,81
KIDS1,15-016-2990-25-2313,School,Libby Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-2314,School,Lincoln Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,K - 8,97.8,,,,81.3,78.2,*,*,92.3,,,*,,88.1,75.5,,*,*,*,*,*,94.5,92.3,83.5
KIDS1,15-016-2990-25-0047,School,Lincoln Park High School,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-0833,School,Lindblom Math & Science Acad HS,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,7 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-2315,School,Linne Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,100,58.3,13.9,,15.3,,*,*,,,,*,,20.8,,,*,*,*,*,*,33.3,27.8,23.6
KIDS1,15-016-2990-25-2896,School,Little Village Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,97.2,74.3,,,,,,*,,,*,,,,,,*,*,*,*,*,,,
KIDS1,15-016-2990-25-2316,School,Lloyd Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 5,94.2,60.5,11.6,15.5,12.4,,*,10.7,,,*,*,,,,,*,*,13.5,10.9,*,36.4,27.9,15.5
KIDS1,15-016-2990-25-2317,School,Locke  J Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,93.8,30.8,30.8,16.5,22,,*,22.7,*,,,*,,25.5,,,*,*,36.7,19.2,*,69.2,34.1,26.4
KIDS1,15-016-2990-25-206C,School,Locke A Elem Charter Academy,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,K - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-2355,School,Logan Square Elementary,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,87,19.4,20.9,16.4,43.3,,*,35.1,,,,*,,43.2,43.3,,*,*,*,34.5,,70.1,61.2,52.2
KIDS1,15-016-2990-25-2319,School,Lovett Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-2321,School,Lowell Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,63.6,,,,,,*,*,,,,,,,,,*,*,*,*,*,85.7,,
KIDS1,15-016-2990-25-2303,School,Lozano Elem Bilingual & Intl Ctr,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,88.5,,,,,,*,*,,,*,,,,,,*,*,*,*,*,65.2,,
KIDS1,15-016-2990-25-2323,School,Lyon Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,95.5,49.2,23.8,,15.9,,,17.9,*,,,,,,,,*,*,*,*,*,47.6,28.6,17.5
KIDS1,15-016-2990-25-2838,School,Madero Middle School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,6 - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-2324,School,Madison Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,70.6,100,,,,,*,*,,,,,,,,,*,*,*,*,*,,,
KIDS1,15-016-2990-25-2326,School,Manierre Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,95,89.5,,,,,*,*,,,,,,,,,,,,*,*,,,
KIDS1,15-016-2990-25-0616,School,Manley Career Academy High School,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-2328,School,Mann Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-2829,School,Maria Saucedo STEAM Magnet Academy,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,89.9,57.5,16.3,,15,,*,15.9,,,,,,,,,*,*,*,*,*,41.3,23.8,18.8
KIDS1,15-016-2990-25-2912,School,Marine Leadership Academy - Ames,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,7 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-2330,School,Marquette Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,32.2,,42.9,,,,*,*,,,,,,,,,*,*,*,*,*,60.7,35.7,
KIDS1,15-016-2990-25-2331,School,Marsh Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,98.4,87.3,,,,,*,*,,,*,*,,,,,*,*,*,*,*,,,
KIDS1,15-016-2990-25-0029,School,Marshall Metropolitan High School,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,15-016-2990-25-2334,School,Mason Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,92,,,,52.2,,66.7,*,,,,,,,,,*,*,*,50.0,*,69.6,60.9,52.2
KIDS1,15-016-2990-25-0030,School,Mather High School,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
