ceeb,school_name,state,latitude,longitude,us_region,is_school_match,is_public_hs,is_private_hs,sector,has_nu_analytics,has_nu_data,crime_risk_need,crime_risk_adv,educational_attainment_need,educational_attainment_adv,family_stability_need,family_stability_adv,housing_stability_need,housing_stability_adv,median_family_income_need,median_family_income_adv,socio_need_index,ap_offered,ap_tests_taken,ap_participation,ap_intensity_src,ap_score_nu,ap_pct_students_nu,ap_tests_offered,ap_take_rate,dual_enrollment_offered,dual_enrollment_rate,testtaker_rate,sat_participation_nu,sat_score_nu,act_composite_il,grad_rate_2021,frl_rate,enrollment_9_12,grade_9,grade_10,grade_11,grade_12,child_poverty_saipe,per_pupil_state_local,leaid,district_total_revenue,per_resident_child_funding_total,per_resident_child_funding_state_local,funding_source,percent_going_to_college_mid,percent_going_to_4yr_college_mid,percent_federal_lunch_aid_mid,percent_first_gen_college_mid,number_of_ap_classes_offered_mid,size_of_senior_class_mid,ap_capstone,setting,ib_flag_candidate,ib_programme_count,meets_min_size,crdc_ib_enrollment,ib_flag_v2,ib_flag_v2_source,rigor_score,rigor_tier_num,rigor_tier_label,rigor_n_components_used,rigor_components_available,rigor_weighting_scheme,rigor_tier_method,rigor_tier_num_quantile,rigor_tier_label_quantile,funding_tier,sat_percentile_by_us_region,sat_percentile_by_funding_tier,sat_percentile_by_rigor_tier_label
192373,Plain Dealing Academy,,32.9074,-93.6905,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,95.0,,,,,50.0,0,Small city/town,0,,True,,,,,,,0,none,designed,natural,,,,,,
192389,Plaquemine Christian School,,30.2684,-91.2524,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,50.0,0,Small city/town,0,,True,,,,,,,0,none,designed,natural,,,,,,
192390,Plaquemine Senior High School,LA,30.2614,-91.3603,US - South,True,True,False,public,True,True,,,,,,,,,,,,1,2.49,,nu_tests_taken,1.76,27.0,11.0,0.2263636363636363,1,0.0727272727272727,0.55,,,,85.0,66.86868686868686,660.0,157.0,180.0,153.0,170.0,31.7,,2200750.0,145060000.0,32671.171171171172,28825.0,census_f33_per_resident_child_proxy,12.5,,,,,300.5,0,Small city/town,0,,True,,0.0,crdc_2122,-0.1147560187262345,1.0,Average,4,ap_opportunity+ap_performance+crdc_coursework+test_participation,designed,natural,2.0,Demanding,Q4 (highest funding),,,
192395,Saint John School,,30.2684,-91.2524,US - South,False,False,True,private,True,True,69.0,31.0,88.0,12.0,74.0,26.0,58.0,42.0,44.0,56.0,66.6,1,1.0,,nu_tests_taken,2.28,57.0,1.0,0.665,0,,,,1120.0,,,,,,,,,,,,,,,none,82.5,,,,,50.0,0,Small city/town,0,,True,,,,0.2721020049234298,2.0,Demanding,3,ap_opportunity+ap_performance+test_performance,designed,natural,3.0,Very Demanding,,41.14906832298137,,15.722905546530516
192405,Saint Joseph School,,30.9653034210205,-91.9802093505859,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,50.0,0,Rural area,0,,True,,,,,,,0,none,designed,natural,,,,,,
192409,Bethel Christian Academy,,31.8086,-93.5136,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,Rural area,0,,True,,,,,,,0,none,designed,natural,,,,,,
192424,Bible Missionary Academy,,30.4406,-90.4422,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
192425,Ponchatoula High School,LA,30.4406,-90.4422,US - South,True,True,False,public,False,True,,,,,,,,,,,,1,,0.0362844702467343,crdc_participation,,,,,1,0.0677310111272375,0.2888243831640058,,,,79.0,56.26511852926947,2067.0,536.0,546.0,450.0,535.0,27.4,,2201680.0,326649000.0,13296.79231458113,10141.65920377758,census_f33_per_resident_child_proxy,12.5,,,,,300.5,0,Small city/town,0,,True,,0.0,crdc_2122,-0.2076845104441527,1.0,Average,2,crdc_coursework+test_participation,designed,natural,2.0,Demanding,Q1 (lowest funding),,,
192435,Port Allen High School,LA,30.472,-91.2541,US - South,True,True,False,public,False,True,,,,,,,,,,,,1,,0.3053097345132743,crdc_participation,,,,,1,0.0420353982300885,0.2743362831858407,,,,97.5,83.40707964601769,452.0,149.0,95.0,92.0,116.0,17.5,,2201920.0,106940000.0,20956.300215559473,18244.757985498727,census_f33_per_resident_child_proxy,38.0,,,,,50.0,0,Small city/town,0,,True,,0.0,crdc_2122,0.2232484526238688,2.0,Demanding,2,crdc_coursework+test_participation,designed,natural,3.0,Very Demanding,Q3 (mid funding),,,
192440,Port Barre High School,LA,30.5583400726318,-91.9558334350586,US - South,True,True,False,public,False,True,,,,,,,,,,,,1,,0.0706214689265536,crdc_participation,,,,,1,0.0225988700564971,0.0,,,,67.0,64.40677966101696,354.0,97.0,89.0,79.0,89.0,30.1,,2201560.0,225944000.0,14238.97151499874,9243.634988656417,census_f33_per_resident_child_proxy,63.0,,,,,50.0,0,Rural area,0,,True,,0.0,crdc_2122,-1.0372859695245262,0.0,Below Average,2,crdc_coursework+test_participation,designed,natural,0.0,Below Average,Q1 (lowest funding),,,
192447,Solid Rock Academy,,29.47,-89.6848,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,50.0,0,Rural area,0,,True,,,,,,,0,none,designed,natural,,,,,,
192448,South Plaquemines High School,LA,29.3459300994873,-89.5226974487305,US - South,True,True,False,public,False,True,,,,,,,,,,,,0,,,none,,,,,1,0.0604651162790697,0.3069767441860465,,,,92.0,75.21126760563381,215.0,58.0,45.0,56.0,56.0,16.6,,2201230.0,172780000.0,43292.407917815086,41220.24555249311,census_f33_per_resident_child_proxy,,,,,,,0,43-Rural: Remote,0,,True,,0.0,crdc_2122,-0.0403471548194497,2.0,Demanding,2,crdc_coursework+test_participation,designed,natural,2.0,Demanding,Q4 (highest funding),,,
192464,Provencal Christian Academy,,31.5157,-93.1488,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,50.0,0,Rural area,0,,True,,,,,,,0,none,designed,natural,,,,,,
192481,Living Faith Academy,,30.4703,-93.2337,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,Rural area,0,,True,,,,,,,0,none,designed,natural,,,,,,
192490,Rayne High School,LA,30.2483978271484,-92.2675170898438,US - South,True,True,False,public,False,True,,,,,,,,,,,,0,,,none,,,,,1,0.0214395099540581,0.2603369065849923,,,,82.0,64.93108728943338,653.0,225.0,175.0,127.0,126.0,21.6,,2200030.0,152081000.0,14478.389185072354,9620.811119573496,census_f33_per_resident_child_proxy,38.0,,,,,300.5,0,Small city/town,0,,True,,0.0,crdc_2122,-0.3018878182106441,1.0,Average,2,crdc_coursework+test_participation,designed,natural,1.0,Average,Q1 (lowest funding),,,
192505,Rayville High School,LA,32.4456,-91.7433,US - South,True,True,False,public,False,True,,,,,,,,,,,,0,,,none,,,,,1,0.0263929618768328,0.3108504398826979,,,,77.0,81.81818181818181,341.0,89.0,74.0,86.0,92.0,35.2,,2201350.0,47568000.0,14246.181491464513,11062.893081761007,census_f33_per_resident_child_proxy,38.0,,,,,300.5,0,Small city/town,0,,True,,0.0,crdc_2122,-0.1419808587623739,1.0,Average,2,crdc_coursework+test_participation,designed,natural,2.0,Demanding,Q1 (lowest funding),,,
192517,Riverfield Academy,,32.4456,-91.7433,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,82.5,,,,,50.0,0,Rural area,0,,True,,,,,,,0,none,designed,natural,,,,,,
192530,East St. John High School,LA,30.0603,-90.5518,US - South,True,True,False,public,True,True,64.0,36.0,78.0,22.0,75.0,25.0,62.0,38.0,65.0,35.0,68.8,1,1.61,,nu_tests_taken,1.49,13.0,10.0,0.161,1,0.0966744006187161,0.2853828306264501,,1080.0,,20.0,75.48337200309358,1293.0,348.0,354.0,270.0,321.0,27.4,,2201530.0,126175000.0,17718.71928099986,14280.999859570284,census_f33_per_resident_child_proxy,82.5,,,,,300.5,0,Rural area,0,,True,,0.0,crdc_2122,-0.7977160019179453,0.0,Below Average,5,ap_opportunity+ap_performance+crdc_coursework+test_participation+test_performance,designed,natural,0.0,Below Average,Q2 (mid funding),20.5957086391869,16.029593094944513,72.97297297297297
192536,Reserve Christian School,,30.0603,-90.5518,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,95.0,,,,,50.0,0,Small city/town,0,,True,,,,,,,0,none,designed,natural,,,,,,
192538,Riverside Academy,,30.0603,-90.5518,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,95.0,,,,,50.0,0,Rural area,0,,True,,,,,,,0,none,designed,natural,,,,,,
192550,Ringgold High School,LA,32.3263,-93.2982,US - South,True,True,False,public,False,True,,,,,,,,,,,,0,,,none,,,,,0,,0.0,,,,10.0,78.99543378995433,123.0,36.0,24.0,27.0,36.0,33.1,,2200210.0,60971000.0,29597.572815533986,26926.699029126212,census_f33_per_resident_child_proxy,38.0,,,,,50.0,0,Small city/town,0,,True,,0.0,crdc_2122,-1.3241475550941832,0.0,Below Average,1,test_participation,designed,natural,0.0,Below Average,Q4 (highest funding),,,
192552,Restoration Christian Academy,,29.9924850463867,-90.2427215576172,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
192570,North Iberville High School,LA,30.4408,-91.4562,US - South,True,True,False,public,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,77.90055248618785,121.0,27.0,41.0,27.0,26.0,31.7,,2200750.0,145060000.0,32671.171171171172,28825.0,census_f33_per_resident_child_proxy,38.0,,,,,50.0,0,Rural area,0,,True,,,,,,,0,none,designed,natural,,,Q4 (highest funding),,,
192580,Rosepine High School,LA,30.926549911499,-93.2820892333984,US - South,True,True,False,public,True,True,39.0,61.0,73.0,27.0,74.0,26.0,31.0,69.0,57.0,43.0,54.8,1,2.01,0.1982507288629737,nu_tests_taken,2.18,43.0,6.0,0.3349999999999999,1,0.1224489795918367,0.4489795918367347,,1090.0,,97.5,65.03496503496504,343.0,91.0,100.0,76.0,76.0,20.2,,2201830.0,122622000.0,15240.119313944817,11544.867014665671,census_f33_per_resident_child_proxy,38.0,,,,,50.0,0,Rural area,0,,True,,0.0,crdc_2122,-0.054954154463016,2.0,Demanding,5,ap_opportunity+ap_performance+crdc_coursework+test_participation+test_performance,designed,natural,2.0,Demanding,Q1 (lowest funding),24.717673630717112,25.976174718729318,3.8524019494082156
192587,Bethel Christian School,,32.5308,-92.6439,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,Small city/town,0,,True,,,,,,,0,none,designed,natural,,,,,,
192588,Cedar Creek School,,32.5308,-92.6439,US - South,False,False,True,private,True,True,43.0,57.0,42.0,58.0,73.0,27.0,46.0,54.0,64.0,36.0,53.6,1,4.15,,nu_tests_taken,2.57,48.0,13.0,0.3192307692307692,0,,,29.0,1160.0,,,,,,,,,,,,,,,none,95.0,,,,,50.0,0,Small city/town,0,,True,,,,0.1585952737663067,2.0,Demanding,4,ap_opportunity+ap_performance+test_participation+test_performance,designed,natural,3.0,Very Demanding,,68.83116883116884,,56.05708981202135
192589,Grace Christian School,,32.5308,-92.6439,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,50.0,0,Small city/town,0,,True,,,,,,,0,none,designed,natural,,,,,,
192591,New Living Word School,,32.5315093994141,-92.6293182373047,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
192595,Ruston High School,LA,32.5308,-92.6439,US - South,True,True,False,public,True,True,59.0,41.0,35.0,65.0,66.0,34.0,58.0,42.0,59.0,41.0,55.4,1,2.57,0.2425742574257425,nu_tests_taken,2.71,31.0,8.0,0.32125,1,0.0519801980198019,0.3589108910891089,2.0,1150.0,,99.5,44.801980198019805,1212.0,331.0,318.0,287.0,276.0,24.3,,2200990.0,124094000.0,17765.783822476737,14531.997136721546,census_f33_per_resident_child_proxy,63.0,,,,,300.5,0,Small city/town,0,,True,,0.0,crdc_2122,0.03840047387153,2.0,Demanding,5,ap_opportunity+ap_performance+crdc_coursework+test_participation+test_performance,designed,natural,2.0,Demanding,Q2 (mid funding),62.18238283455675,65.9062885326757,44.45346948247854
192601,St. Amant High School,LA,30.2385,-90.8435,US - South,True,True,False,public,True,True,42.0,58.0,50.0,50.0,35.0,65.0,23.0,77.0,24.0,76.0,34.8,1,2.26,0.1386031402273957,nu_tests_taken,2.33,47.0,18.0,0.1255555555555555,1,0.1564699512723335,0.4894423389279913,2.0,1140.0,,93.0,44.55874390904169,1847.0,398.0,459.0,460.0,530.0,12.1,,2200090.0,437935000.0,16907.381669369162,15187.861941162844,census_f33_per_resident_child_proxy,38.0,,,,,300.5,0,Rural area,0,,True,,0.0,crdc_2122,-0.3466581267060518,1.0,Average,5,ap_opportunity+ap_performance+crdc_coursework+test_participation+test_performance,designed,natural,1.0,Average,Q3 (mid funding),55.081874647092036,52.58568851473241,72.400513478819
192615,West Feliciana High School,LA,30.7802848815918,-91.3763732910156,US - South,True,True,False,public,True,True,50.0,50.0,75.0,25.0,75.0,25.0,76.0,24.0,45.0,55.0,64.2,1,3.81,0.3519458544839255,nu_tests_taken,2.24,48.0,17.0,0.2241176470588235,1,0.1065989847715736,0.5329949238578681,4.0,1130.0,,97.5,38.917089678511,591.0,160.0,151.0,134.0,146.0,17.6,,2201980.0,48373000.0,26077.088948787063,23163.88140161725,census_f33_per_resident_child_proxy,38.0,44.5,44.5,,8.0,300.5,0,Rural area,0,,True,,0.0,crdc_2122,-0.1121242156098065,2.0,Demanding,5,ap_opportunity+ap_performance+crdc_coursework+test_participation+test_performance,designed,natural,2.0,Demanding,Q4 (highest funding),47.95313382269904,36.211699164345404,23.578556509631003
192623,St. James High School,LA,29.9884147644043,-90.8359832763672,US - South,True,True,False,public,False,True,,,,,,,,,,,,0,,,none,,,,,1,0.182051282051282,0.4230769230769231,,,,87.0,71.50084317032041,390.0,105.0,119.0,82.0,84.0,20.9,,2201500.0,86003000.0,27841.696341858205,23923.276141146,census_f33_per_resident_child_proxy,95.0,,,,,300.5,0,Rural area,0,,True,,0.0,crdc_2122,0.6915012864324231,3.0,Very Demanding,2,crdc_coursework+test_participation,designed,natural,4.0,Most Demanding,Q4 (highest funding),,,
192625,Tensas High School,LA,31.9248,-91.2784,US - South,True,True,False,public,False,True,,,,,,,,,,,,0,,,none,,,,,1,0.0481927710843373,0.3855421686746988,,,,90.0,94.5578231292517,83.0,27.0,15.0,20.0,21.0,43.9,,2201710.0,9165000.0,14209.302325581397,9848.062015503876,census_f33_per_resident_child_proxy,38.0,,,,,50.0,0,Small city/town,0,,True,,0.0,crdc_2122,0.1423200573402814,2.0,Demanding,2,crdc_coursework+test_participation,designed,natural,3.0,Very Demanding,Q1 (lowest funding),,,
192630,Tensas Academy,,31.9182968139648,-91.2334442138672,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,82.5,,,,,50.0,0,Small city/town,0,,True,,,,,,,0,none,designed,natural,,,,,,
192643,Gateway Christian Academy,,30.2237,-91.7794,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
192646,St Martin Preparatory Sch,,30.2237,-91.7794,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,50.0,0,Rural area,0,,True,,,,,,,0,none,designed,natural,,,,,,
192647,St. Martinville Senior High School,LA,30.2237,-91.7794,US - South,True,True,False,public,False,True,,,,,,,,,,,,0,,,none,,,,,1,0.1420345489443378,0.3109404990403071,,,,87.0,79.84644913627639,521.0,147.0,144.0,124.0,106.0,23.5,,2201590.0,120449000.0,13383.222222222224,10082.111111111111,census_f33_per_resident_child_proxy,38.0,,,,,300.5,0,Small city/town,0,,True,,0.0,crdc_2122,0.2405794472098255,2.0,Demanding,2,crdc_coursework+test_participation,designed,natural,3.0,Very Demanding,Q1 (lowest funding),,,
192671,Evangel Christian Academy,,32.4141,-93.8742,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,95.0,,,,,300.5,0,Large city,0,,True,,,,,,,0,none,designed,natural,,,,,,
192673,Grace Christian Academy,,32.545825958252,-93.6827545166016,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
192674,Bible Missionary Christian Acd,,32.4771,-93.8726,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,50.0,0,Medium city,0,,True,,,,,,,0,none,designed,natural,,,,,,
192675,Booker T. Washington High,LA,32.4945,-93.7727,US - South,True,True,False,public,False,True,,,,,,,,,,,,1,,0.4438280166435506,crdc_participation,,,,,1,0.4133148404993065,0.5880721220527045,,,,72.0,86.14958448753463,721.0,215.0,214.0,159.0,133.0,28.6,,2200300.0,646608000.0,16714.263557876235,13338.597942408109,census_f33_per_resident_child_proxy,63.0,,,,,300.5,0,Large city,0,,True,,0.0,crdc_2122,1.993372769972964,4.0,Most Demanding,2,crdc_coursework+test_participation,designed,natural,4.0,Most Demanding,Q2 (mid funding),,,
192677,Kingston Christian Academy,,32.3977,-93.8025,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,82.5,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
192678,Captain Shreve High School,LA,32.4480171203613,-93.7145614624023,US - South,True,True,False,public,False,True,,,,,,,,,,,,1,,0.149334945586457,crdc_participation,,,,,1,0.0187424425634824,0.2327690447400242,,,,91.0,52.71411338962606,1654.0,422.0,410.0,404.0,418.0,28.6,,2200300.0,646608000.0,16714.263557876235,13338.597942408109,census_f33_per_resident_child_proxy,63.0,,,,,300.5,0,Medium city,0,,True,,0.0,crdc_2122,-0.2317033985755107,1.0,Average,2,crdc_coursework+test_participation,designed,natural,2.0,Demanding,Q2 (mid funding),,,
192679,Caddo Parish Magnet High School,LA,32.5037,-93.7487,US - South,True,True,False,public,True,True,87.0,13.0,39.0,61.0,49.0,51.0,66.0,34.0,39.0,61.0,56.0,1,5.41,0.5281933256616801,nu_tests_taken,3.55,76.0,33.0,0.1639393939393939,1,0.0115074798619102,0.709164904862579,7.0,1160.0,,97.0,25.086306098964325,869.0,234.0,225.0,199.0,211.0,28.6,,2200300.0,646608000.0,16714.263557876235,13338.597942408109,census_f33_per_resident_child_proxy,95.0,95.0,15.0,,17.5,300.5,1,Large city,0,,True,,0.0,crdc_2122,0.7256386158886138,3.0,Very Demanding,5,ap_opportunity+ap_performance+crdc_coursework+test_participation+test_performance,designed,natural,4.0,Most Demanding,Q2 (mid funding),68.83116883116884,74.8150431565968,13.133068520357497
192680,C.E. Byrd High School,LA,32.483,-93.7349,US - South,True,True,False,public,True,True,78.0,22.0,39.0,61.0,61.0,39.0,61.0,39.0,33.0,67.0,54.4,1,2.81,0.2900461437046803,nu_tests_taken,2.73,32.0,22.0,0.1277272727272727,1,0.055372445616348,0.5800922874093606,4.0,1150.0,,87.0,42.71588661832564,1517.0,422.0,400.0,350.0,345.0,28.6,,2200300.0,646608000.0,16714.263557876235,13338.597942408109,census_f33_per_resident_child_proxy,63.0,,,,,300.5,1,Large city,0,,True,,0.0,crdc_2122,-0.0367729185169425,2.0,Demanding,5,ap_opportunity+ap_performance+crdc_coursework+test_participation+test_performance,designed,natural,2.0,Demanding,Q2 (mid funding),62.18238283455675,65.9062885326757,44.45346948247854
192684,Green Oaks Performing Arts Academy,LA,32.5564346313477,-93.8134078979492,US - South,True,True,False,public,True,True,98.0,2.0,92.0,8.0,100.0,0.0,100.0,0.0,100.0,0.0,98.0,1,1.0,0.2721311475409836,nu_tests_taken,1.0,77.0,4.0,0.25,1,0.0918032786885245,0.2229508196721311,,1010.0,,87.0,85.71428571428571,305.0,104.0,79.0,57.0,65.0,28.6,,2200300.0,646608000.0,16714.263557876235,13338.597942408109,census_f33_per_resident_child_proxy,63.0,,,,,300.5,0,Medium city,0,,True,,0.0,crdc_2122,-1.087944557541164,0.0,Below Average,5,ap_opportunity+ap_performance+crdc_coursework+test_participation+test_performance,designed,natural,0.0,Below Average,Q2 (mid funding),3.147939017504235,1.8187422934648583,18.06543385490754
192690,LOYOLA COLLEGE PREPARATORY HIGH SCHOOL,LA,32.5037,-93.7487,US - South,True,False,True,private,True,True,74.0,26.0,27.0,73.0,52.0,48.0,46.0,54.0,21.0,79.0,44.0,1,4.38,,nu_tests_taken,2.69,66.0,21.0,0.2085714285714285,0,,,11.0,1170.0,,,,400.0,120.0,98.0,87.0,95.0,28.6,,,,,,none,95.0,95.0,5.0,,13.0,300.5,0,Large city,1,3.0,True,,0.0,ibo_name_match_adjudicated,-0.1054067540053299,2.0,Demanding,4,ap_opportunity+ap_performance+test_participation+test_performance,designed,natural,2.0,Demanding,,74.50592885375494,,66.83685309816663
192691,Huntington High School,LA,32.4141,-93.8742,US - South,True,True,False,public,False,True,,,,,,,,,,,,1,,0.3058035714285714,crdc_participation,,,,,1,0.087797619047619,0.1480654761904762,,,,86.0,74.20074349442379,1344.0,338.0,406.0,307.0,293.0,28.6,,2200300.0,646608000.0,16714.263557876235,13338.597942408109,census_f33_per_resident_child_proxy,63.0,,,,,300.5,0,Suburban community,0,,True,,0.0,crdc_2122,-0.0589541588375493,2.0,Demanding,2,crdc_coursework+test_participation,designed,natural,2.0,Demanding,Q2 (mid funding),,,
192692,Northwood High School,LA,32.6016,-93.8738,US - South,True,True,False,public,True,True,48.0,52.0,77.0,23.0,79.0,21.0,40.0,60.0,76.0,24.0,64.0,1,2.05,0.117408906882591,nu_tests_taken,1.89,13.0,6.0,0.3416666666666666,1,0.0293522267206477,0.709164904862579,2.0,1100.0,,89.0,54.29726996966633,988.0,247.0,278.0,249.0,214.0,28.6,,2200300.0,646608000.0,16714.263557876235,13338.597942408109,census_f33_per_resident_child_proxy,,,,,,300.5,0,Medium city,0,,True,,0.0,crdc_2122,-0.329236811478772,1.0,Average,5,ap_opportunity+ap_performance+crdc_coursework+test_participation+test_performance,designed,natural,1.0,Average,Q2 (mid funding),29.249011857707508,24.72256473489519,31.70731707317073
192693,Shreveport Christian Academy,,32.3884315490723,-93.8071594238281,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,50.0,0,Large city,0,,True,,,,,,,0,none,designed,natural,,,,,,
192698,Trinity Heights Christian Acad,,32.6016,-93.8738,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,95.0,,,,,50.0,0,Medium city,0,,True,,,,,,,0,none,designed,natural,,,,,,
192699,Southwood High School,LA,32.3977,-93.8025,US - South,True,True,False,public,False,True,,,,,,,,,,,,1,,0.0819502074688796,crdc_participation,,,,,1,0.1908713692946058,0.709164904862579,,,,80.0,71.67868177136972,964.0,229.0,234.0,223.0,278.0,28.6,,2200300.0,646608000.0,16714.263557876235,13338.597942408109,census_f33_per_resident_child_proxy,63.0,,,,,300.5,0,Large city,0,,True,,0.0,crdc_2122,1.2775814484252606,3.0,Very Demanding,2,crdc_coursework+test_participation,designed,natural,4.0,Most Demanding,Q2 (mid funding),,,
192703,Woodlawn High School,LA,32.3912,-93.7116,US - South,True,True,False,public,False,True,,,,,,,,,,,,1,,0.1075441412520064,crdc_participation,,,,,1,0.0080256821829855,0.5425361155698234,,,,68.0,85.23274478330659,623.0,155.0,178.0,139.0,151.0,28.6,,2200300.0,646608000.0,16714.263557876235,13338.597942408109,census_f33_per_resident_child_proxy,63.0,,,,,300.5,0,Medium city,0,,True,,0.0,crdc_2122,0.5508316553729897,3.0,Very Demanding,2,crdc_coursework+test_participation,designed,natural,4.0,Most Demanding,Q2 (mid funding),,,
192705,Lakeside Junior-Senior High School,LA,32.5095,-93.3009,US - South,True,True,False,public,True,True,49.0,51.0,80.0,20.0,79.0,21.0,32.0,68.0,98.0,2.0,67.6,0,,,none,,,,,1,0.0441640378548895,0.555205047318612,,1150.0,,92.0,54.21245421245421,317.0,80.0,90.0,67.0,80.0,27.6,,2201890.0,98253000.0,16940.172413793105,13033.103448275862,census_f33_per_resident_child_proxy,38.0,,,,,50.0,0,Small city/town,0,,True,,0.0,crdc_2122,0.3949377166721519,2.0,Demanding,3,crdc_coursework+test_participation+test_performance,designed,natural,3.0,Very Demanding,Q2 (mid funding),62.18238283455675,65.9062885326757,44.45346948247854
192707,Word Of God Academy,,32.4082221984863,-93.8956604003906,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
192731,Full Gospel Holy Tmple Chr Ac,,30.9771,-91.8259,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
192733,Simmesport Christian Academy,,30.9771,-91.8259,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
192741,Sovereign Grace Academy,,30.8249,-90.9331,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,,0,,0,,True,,,,,,,0,none,designed,natural,,,,,,
192742,Emerson Academy,,30.2726,-89.729,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,,,,,,50.0,0,Suburban community,0,,True,,,,,,,0,none,designed,natural,,,,,,
192746,Pope John Paul Ii High School,,30.2726,-89.729,US - South,False,False,True,private,False,True,,,,,,,,,,,,0,,,none,,,,,0,,,,,,,,,,,,,,,,,,,none,95.0,,,,,300.5,0,Suburban community,0,,True,,,,,,,0,none,designed,natural,,,,,,
