ceeb,school_name,state,sector,rigor_score_default,rigor_tier_default,rigor_score_scenarioA,rigor_tier_scenarioA,ib_intensity_v2
000049,Calvary Baptist College,,private,,,,,
000107,Musicians Institute,,private,,,,,
000114,Legacy Online School,,private,,,,,
000155,Univ St Francis,,private,,,,,
000182,Franklin Academy,,private,,,,,
000243,Presidio World College,,private,,,,,
000260,Pillsbury Baptist Bible Coll,,private,,,,,
000287,Phillips Jr Coll Melbourne,,private,,,,,
000340,Nielsen Electronic Institute,,private,,,,,
000352,Turtle Mountain Cmty College,,private,,,,,
000367,Phillips Jr Coll Jackson,,private,,,,,
000481,Intrnatl Coll Hospitality Mgmt,,private,,,,,
000523,Hazleton-St Joseph Medical Ctr,,private,,,,,
000530,Mennonite College Nursing,,private,,,,,
000541,Kol Yaakov Torah Center,,private,,,,,
000610,Ohr Hameir Theological Seminry,,private,,,,,
000632,Mesivta Tifereth Jerusalm Amer,,private,,,,,
000633,Madison Jr Coll Of Business,,private,,,,,
000646,Penn Technical Institute,,private,,,,,
000668,Rabbinical Coll Beth Shraga,,private,,,,,
000681,Bethany Coll Missions,,private,,,,,
000691,Yeshiva Nitra Rabbinical Coll,,private,,,,,
000705,Louisiana Christian University,,private,,,,,
000760,Ambassador Baptist College,,private,,,,,
000767,Rabbinical Seminry M'Kor Chaim,,private,,,,,
000817,Hebrew Theological College,,private,,,,,
000884,Castle College,,private,,,,,
000899,Meadows College Business,,private,,,,,
000927,Hillsdale Free Will Baptist Cl,,private,,,,,
001038,Nova Southeastern U Hlth Sci,,private,,,,,
001053,McCarrie Sch Health Sci & Tech,,private,,,,,
001068,Bloomngtn-Normal Sch Radiogrph,,private,,,,,
001104,Clarksville Baptist College,,private,,,,,
001116,Westrn State U Coll Law Fllrtn,,private,,,,,
001128,Spertus College,,private,,,,,
001157,Intrnatl Brotherhood Elec Wrks,,private,,,,,
001209,Troy State University Ft Benng,,private,,,,,
001344,Hebrew Union College Ca,,private,,,,,
001432,Yeshivat Mikdash Melech,,private,,,,,
001507,Northup Anne M,,private,,,,,
001521,Macomb Cmty Coll Center Campus,,private,,,,,
001549,Univ Central Del Caribe,,private,,,,,
001582,Yeshiva Karlin Stolin Beth,,private,,,,,
001616,Atlanta Bible College,,private,,,,,
001650,Interior Design Institute,,private,,,,,
001692,Northestrn Oh Univ Coll Med,,private,,,,,
001741,Sue Bennett College,,private,,,,,
001749,Metropolitan Cmty College Il,,private,,,,,
001751,Prog Med Tech Bowman Gray Sch,,private,,,,,
001787,Northland Baptist Bible Coll,,private,,,,,
001791,Lyme Academy Coll Fine Arts,,private,,,,,
001824,Univ Northern California,,private,,,,,
001863,Univ Wisc Madison Med School,,private,,,,,
001868,St Josephs Hosp Radiologic Tec,,private,,,,,
001873,Valparaiso Tech Institute,,private,,,,,
001934,Devry University Long Beach Ca,,private,,,,,
001940,Florida Metro Univ Lakeland,,private,,,,,
001946,New College Global Studies,,private,,,,,
001962,Sawyer Thomas C,,private,,,,,
001964,Howard U Satellite Summer Enrc,,private,,,,,
002019,Abington Memorial Hospital,,private,,,,,
002028,Altoona Hospital School Nrsng,,private,,,,,
002060,Medical Coll of VA,,private,,,,,
002109,Crouse Hospital,,private,,,,,
002120,Touro Coll Physical Therapy Pr,,private,,,,,
002123,Community C Alleghny Co South,,private,,,,,
002128,Conemaugh Valley Meml Hospital,,private,,,,,
002132,Citizens General Hospital,,private,,,,,
002136,Flagler Career Institute,,private,,,,,
002143,Community C Alleghny Co S Hnrs,,private,,,,,
002148,Heald Coll Sch Tech Martinez,,private,,,,,
002156,Community C Alleghny Co Alghny,,private,,,,,
002170,Rutgers U Cook College,,private,,,,,
002187,American Institute,,private,,,,,
002189,"All Saints Univ America, Inc.",,private,,,,,
002218,Century Business College,,private,,,,,
002229,Electronic Inst Pittsburgh PA,,private,,,,,
002238,Concorde Career Inst Ca,,private,,,,,
002251,Craft Institute,,private,,,,,
002310,Helene Fuld Sch Nursing Trnton,,private,,,,,
002319,Itt Technical Inst Garland,,private,,,,,
002326,Institute International Ed Ny,,private,,,,,
002337,Jameson Memorial Hospital,,private,,,,,
002374,Lancaster General Coll Nursing,,private,,,,,
002385,Crown College Tn,,private,,,,,
002402,National Educ Cntr Harrisburg,,private,,,,,
002427,Mountainside Hospital,,private,,,,,
002442,Mercer Medical Center,,private,,,,,
002446,Pueblo Coll Business Tech,,private,,,,,
002454,Resource Ctr Handicapped,,private,,,,,
002462,Monroe College New Rochelle,,private,,,,,
002464,Sawyer School,,private,,,,,
002477,Bryn Mawr Coll Div Spec Stds,,private,,,,,
002485,Grand Island College,,private,,,,,
002529,La Salle University La,,private,,,,,
002546,West Virginia Business Coll,,private,,,,,
002555,Trinity Coll Nrsng Allied Hlth,,private,,,,,
002587,Lexington Baptist College,,private,,,,,
002588,Hawaii Tokai International Col,,private,,,,,
002594,Columbia U Sch Continuing Educ,,private,,,,,
002604,Potomac College MD,,private,,,,,
002605,Gutenberg College,,private,,,,,
002618,Puerto Rico Baptist College,,private,,,,,
002622,Baptist Bible College West,,private,,,,,
002624,Ohio Valley General Hospital,,private,,,,,
002632,Christian Life College,,private,,,,,
002639,Penn View Bible Institute,,private,,,,,
002671,New School/Joffrey Program,,private,,,,,
002673,Talented Youth Search,,private,,,,,
002693,Pottsville Hospital,,private,,,,,
002746,Queens Coll Early Admissions,,private,,,,,
002772,Reading Hospital,,private,,,,,
002789,Rutgers U Coll Nursing,,private,,,,,
002839,Rutgers U Coll Pharmacy,,private,,,,,
002846,Suffolk Co Cc Riverhead,,private,,,,,
002862,Somerset Co Tech Institute,,private,,,,,
002864,St Georges Univ Sch Arts Sci,,private,,,,,
002880,Weiner Anthony,,private,,,,,
002885,Sweeney John,,private,,,,,
002913,Wood Tobe-Coburn School,,private,,,,,
002940,Univ Pittsburgh Genl Studies,,private,,,,,
002983,Westrn Pennsylvania Hospital,,private,,,,,
003017,American Motorcycle Institute,,private,,,,,
003018,American Marine Institute,,private,,,,,
003019,American Computer Institute,,private,,,,,
003055,Lincoln Tech Inst Norridge Il,,private,,,,,
003060,Lincoln Tech Inst Oak Lawn Il,,private,,,,,
003061,Lincoln Business Institute,,private,,,,,
003109,Briarcliffe College Lynbrook,,private,,,,,
003111,Briarcliffe College Patchogue,,private,,,,,
003117,Ohio Bible College,,private,,,,,
003138,Earl Paulk Institute,,private,,,,,
003169,Goucher Coll Post-Bacc Pre-Med,,private,,,,,
003359,Beth Benjamin Academy Ct,,private,,,,,
003361,National School Technology,,private,,,,,
003375,Essex Agriculture Tech Inst,,private,,,,,
003396,Frank Barney,,private,,,,,
003397,Framingham Union Sch Nursing,,private,,,,,
003439,Samaritan Hospital Sch Nursing,,private,,,,,
003488,Lawrence Memorial Hospital,,private,,,,,
003491,Udall Mark,,private,,,,,
003562,Magdalen College,,private,,,,,
003607,New York Chiropractic College,,private,,,,,
003746,Living Word College,,private,,,,,
003769,Univ Mass Stockbridge Sch Agri,,private,,,,,
003787,Baystate Medical Center,,private,,,,,
003902,Tuck Business Bridge Program,,private,,,,,
003906,American Coll Ca,,private,,,,,
003926,Johns Hopkins Sch Prof Studies,,private,,,,,
003951,National Educ Cntr Ky Clg Tech,,private,,,,,
003976,Worcester Industrial Tech Inst,,private,,,,,
004093,Cascade College,,private,,,,,
004123,Calif Christian College,,private,,,,,
004243,Baptist Health System Sch Med,,private,,,,,
004261,Calif Lakewood University,,private,,,,,
004379,Univ Alaska Southeast Ketchkn,,private,,,,,
004405,Los Angeles Co Coll Nrsng,,private,,,,,
004430,Lantos Tom,,private,,,,,
004437,Maharishi College Of Vedic Med,,private,,,,,
004598,Trinity Intl Univ So Fl Campus,,private,,,,,
004624,Atlantic Baptist Bible College,,private,,,,,
004625,Phoenix College Aeronautics,,private,,,,,
004717,Shasta Bible College,,private,,,,,
004754,Univ Alaska Southeast Sitka,,private,,,,,
004761,Bryant & Stratton College Va Beach,,private,,,,,
004782,Chubb Inst/Keystone School,,private,,,,,
004811,Townsend Harris University,,private,,,,,
004840,Ppcef,,private,,,,,
004927,Watkins Coll Art & Design,,private,,,,,
004965,Logan Coll Chiropractic,,private,,,,,
004987,American Armenian Intl Coll,,private,,,,,
004998,Yellowstone Baptist College,,private,,,,,
005018,Alexandria Hospital,,private,,,,,
005031,Atlanta School Biblical Stds,,private,,,,,
005082,Beulah Heights Bible College,,private,,,,,
005131,Baltimore City Cmty Coll Harbr,,private,,,,,
005155,Barrett J Gresham,,private,,,,,
005161,Delaware College Art & Design,,private,,,,,
005165,Aldine Middle Sch Gifted Prog,,private,,,,,
005173,Duke Univ Tip,,private,,,,,
005203,Calvary Baptist Bible College,,private,,,,,
005209,Baptist College Florida,,private,,,,,
005268,Georgetown University Sch Med,,private,,,,,
005307,Intrnatl College Naples,,private,,,,,
005309,International College Ft Myers,,private,,,,,
005310,Tenley Study Center,,private,,,,,
005323,Southrn College Fl,,private,,,,,
005335,Johns Hopkns Univ Cty,,private,,,,,
005337,Jackson Memorial Hospital,,private,,,,,
005338,Johns Hopkins U Intl Tlnt Srch,,private,,,,,
005346,Johns Hopkins Univ Sch Med,,private,,,,,
005388,Landmark Baptist College,,private,,,,,
005424,Goss Porter J,,private,,,,,
005489,Graceland College In,,private,,,,,
005504,Norfolk General Hospital,,private,,,,,
005547,Southside Regional Med Center,,private,,,,,
005559,Pasco-Hernando Cc NW Pt Richey,,private,,,,,
005576,Bon Secours Memorial Sch Nrsng,,private,,,,,
005578,Pasco-Hernando Cc Brooksville,,private,,,,,
005586,Rockingham Mem Hosp Sch Rad Tc,,private,,,,,
005669,Southside Va Cmty Coll Keysvle,,private,,,,,
005708,Teutonic Providence College,,private,,,,,
005729,De Paul Med Center Sch Rad Tec,,private,,,,,
005775,Northrn Virginia Cc Sterling,,private,,,,,
005780,Trinity Baptist College,,private,,,,,
005889,Waycross College,,private,,,,,
005891,Washington Musical Institute,,private,,,,,
005937,Kansas City Coll Bible School,,private,,,,,
005964,American University Caribbean,,private,,,,,
006028,Arkansas Valley Technical Inst,,private,,,,,
006125,Charity Hospital,,private,,,,,
006144,Georgia Bap Med Ctr Sch Of Rad,,private,,,,,
006241,Gateway College Evangelism,,private,,,,,
006299,"Inroads, Inc. Mo",,private,,,,,
006353,Institute Health Education,,private,,,,,
006418,Ashford University,,private,,,,,
006932,Iowa Central Cc Webster City,,private,,,,,
007026,Bay Ridge Christian College,,private,,,,,
007040,American Technical Institute,,private,,,,,
007110,Heald Business Coll Oakland,,private,,,,,
007111,Heald College Hayward,,private,,,,,
007136,Ponce College Tech,,private,,,,,
007235,Davenport University Lansing,,private,,,,,
007308,East Coast Bible College,,private,,,,,
007326,American Institute Design,,private,,,,,
007330,Aero-Space Institute,,private,,,,,
007974,Word Life Bible Institute,,private,,,,,
008895,Univ Akron Math & Sci Program,,private,,,,,
010000,Abbeville High School,AL,public,0.02376880741219211,Demanding,0.11139147111737346,Demanding,0.0
010001,Abbeville Christian Academy,,private,,,,,
010002,Grace Lutheran School,,private,,,,,
010003,St Michael Catholic High Schl,,private,0.6889996733557746,Very Demanding,0.6889996733557746,Very Demanding,
010007,Stanford Christian Academy,,private,,,,,
010008,Mt Pleasant Christian School,,private,,,,,
010010,Addison High School,AL,public,0.30643020302099516,Demanding,0.21377467245141973,Demanding,0.0
010012,Victory Christian School,,private,,,,,
010018,Hillsboro School,,private,,,,,
010019,Hoover Christian School,,private,,,,,
010021,Hope Christian School,,private,,,,,
010022,Kingwood Christian School,,private,,,,,
010025,Albertville High School,AL,public,-0.4669792259999488,Average,-0.4493283390316305,Average,0.0
010026,Evangel Christian School,,private,,,,,
010028,Evangel Classical Christian,,private,,,,,
010030,Marshall Christian Academy,,private,,,,,
010031,Renaissance Acad Prep Sch Boys,,private,,,,,
010035,Benjamin Russell High School,AL,public,-0.0673329853426117,Demanding,0.03708230615986963,Demanding,0.0
010036,Vineyard Christian Academy,,private,,,,,
010037,Jasper Academy,,private,,,,,
010038,Grassroots Sports Academy,,private,,,,,
010039,Government Street Christian Sc,,private,,,,,
010040,Woodland West Christian School,,private,,,,,
010041,Bethel Christian Academy,,private,,,,,
010043,Banks Academy,,private,,,,,
010046,Adullam House Christian Acdmy,,private,,,,,
010051,Victory Baptist Academy,,private,,,,,
010055,Alexandria High School,AL,public,-0.1967103693489174,Average,-0.10392217088070184,Average,0.0
010057,Princeton High School Intrntl,,private,,,,,
010058,Pineview Christian Academy,,private,,,,,
010059,Aliceville Christian School,,private,,,,,
010060,Aliceville High School,AL,public,0.1334191882641792,Demanding,0.14301344977963562,Demanding,0.0
010064,Valiant Cross Academy,,private,,,,,
010069,Red Mountain Community School,,private,,,,,
010070,Winterboro High School,AL,public,-0.008741197482578962,Demanding,-0.04067283411679288,Average,0.0
010074,Glad Tidings Christian Academy,,private,,,,,
010080,Andalusia High School,AL,public,1.7785535312989122,Most Demanding,1.3422198822568339,Very Demanding,0.0
010100,Straughn High School,AL,public,0.19244556293976806,Demanding,0.05612897323442479,Demanding,0.0
010109,Donoho School,,private,0.4203612392484729,Demanding,0.4203612392484729,Demanding,
010110,Anniston High School,AL,public,0.26332823937056976,Demanding,0.3163614920277381,Demanding,0.0
010123,Saks High School,AL,public,-0.8638960991186067,Below Average,-0.8122877471618897,Below Average,0.0
010124,Faith Christian High School,,private,,,,,
010125,Wellborn High School,AL,public,0.0020087119510023687,Demanding,0.11157101255294194,Demanding,0.0
010126,Harvest Educational Resource,,private,,,,,
010130,Arab High School,AL,public,-0.014836202477029466,Demanding,-0.0030917001898552693,Demanding,0.0
010132,Ardmore High School,AL,public,-0.2937198219051073,Average,-0.29296608292791676,Average,0.0
010140,Meek High School,AL,public,-0.32908930440479445,Average,-0.17423793958661696,Average,0.0
010143,Ashford Academy,,private,,,,,
010150,Ashford High School,AL,public,-0.21988089675116484,Average,-0.10196960507710243,Average,0.0
010155,Central High School of Clay County,AL,public,-0.4433078557366613,Average,-0.39132493404659663,Average,0.0
010157,Maranatha Christian Academy,,private,,,,,
010165,Ashville High School,AL,public,-0.8768632325129545,Below Average,-0.7367795729536181,Below Average,0.0
010170,Athens Bible School,,private,-1.6132467571751594,Below Average,-1.6132467571751594,Below Average,
010175,Athens High School,AL,public,-0.16491806611973367,Average,-0.14101795932239244,Average,0.0
010180,Clements High School,AL,public,-0.27480837087374077,Average,-0.20209029889626062,Average,0.0
010181,Temple Christian Academy,,private,,,,,
010185,East Limestone High School,AL,public,0.11901340208971017,Demanding,-0.09931914965205317,Average,0.0
010186,Limestone County Area Vocational Technology,AL,public,,,,,
010187,Mount Pisgah Baptist Academy,,private,,,,,
010199,Atmore Christian School,,private,,,,,
010200,Escambia County High School,AL,public,-0.04914278747096658,Demanding,-0.09810751191821268,Average,0.0
010201,Crosspoint Christian Academy,,private,,,,,
010210,Etowah High School,AL,public,-0.03505005085997687,Demanding,0.04404942905160494,Demanding,0.0
010220,Auburn High School,AL,public,0.26444727035846993,Demanding,0.1845916052360465,Demanding,0.0
010221,Covenant Presbytrian Chrstn Sc,,private,,,,,
010223,Lee-Scott Academy,,private,0.01816842887943787,Demanding,0.01816842887943787,Demanding,
010245,Baldwin County High School,AL,public,-0.45297353838392906,Average,-0.4167100150987283,Average,0.0
010248,North Baldwin Center For Technology,AL,public,,,,,
010251,Alma Bryant High School,AL,public,-0.7054933933296874,Average,-0.6664196117562707,Below Average,0.0
010265,Phillips High School,AL,public,-0.33659812544120826,Average,-0.20075469208003335,Average,0.0
010300,Berry High School,AL,public,-0.5029925383447026,Average,-0.372225683749698,Average,0.0
010306,Bessemer Academy,,private,,,,,
010309,Flint Hills Christian School,,private,,,,,
010311,Bessemer City High School,AL,public,-0.17935521618944328,Average,-0.11284780862087555,Average,0.0
010312,Harvest Christian School,,private,,,,,
010313,Gods Church Christian Academy,,private,,,,,
010320,Oak Grove High School,AL,public,0.1268607174831833,Demanding,0.10907145986180336,Demanding,0.0
010322,Brentwood Christian Academy,,private,,,,,
010324,Southcrest Christian School,,private,,,,,
010328,Hoover High School,AL,public,0.14299587951875598,Demanding,0.16305092954163763,Demanding,0.0
010332,Briarwood Christian HS,,private,-0.09288565859492934,Demanding,-0.09288565859492934,Average,
010333,Bridgepoint Christian School,,private,,,,,
010335,Altamont School,,private,0.5742085996743672,Very Demanding,0.5742085996743672,Demanding,
010342,Cathedral Christian School,,private,,,,,
010344,Central Park Christian School,,private,,,,,
010346,Mountain View Baptist School,,private,,,,,
010348,Center Point High School,AL,public,-0.41874254478105766,Average,-0.26724568120101816,Average,0.0
010349,Berean Baptist Christian Sch,,private,,,,,
010355,Ramsay High School,AL,public,-0.7698916078641704,Below Average,-0.7163922633068771,Below Average,0.047244094488188976
010356,Gan Gan And Pa Pa Learn Res Ct,,private,,,,,
010357,Restoration Academy,,private,,,,,
010358,Gateway Baptist Academy,,private,,,,,
010359,Glen Iris Baptist School,,private,,,,,
010362,Good Samaritan Christian Sch,,private,,,,,
010363,Cahaba School,,private,,,,,
010364,Heritage Academy,,private,,,,,
010366,Huffman High SchoolMagnet,AL,public,-0.5705072978508785,Average,-0.4976707929036528,Average,0.0
010369,Jefferson Christian Academy,,private,,,,,
010370,JOHN CARROLL CATHOLIC HIGH SCHOOL,AL,private,0.03076267014763801,Demanding,-0.0023560749326190285,Demanding,0.0
010375,Minor High School,AL,public,-0.36133731078500486,Average,-0.2794792549338326,Average,0.0
010376,Minor Christian HS,,private,,,,,
010378,Maranathan Academy,,private,,,,,
010380,Mountain Brook High School,AL,public,0.5523463747566989,Very Demanding,0.5523463747566989,Demanding,
010381,Spain Park High School,AL,public,0.13153399739759564,Demanding,0.18748684804534832,Demanding,0.0
010382,Westminster Sch Oak Mountain,,private,-0.32934588280825455,Average,-0.32934588280825455,Average,
010383,Islamic Academy Of Alabama,,private,,,,,
010395,Parker High School,AL,public,-0.4140910878107201,Average,-0.2707103116384453,Average,0.0
010399,Cornerstone School Of Alabama,,private,,,,,
010402,The Arlington School,,private,,,,,
010404,Parkway Christian Academy,,private,,,,,
010405,George Washington Carver High School,AL,public,-0.8376239078279685,Below Average,-0.7679067847830697,Below Average,0.0
010408,Oak Mountain High School,AL,public,0.1508485224055218,Demanding,0.11219651192699871,Demanding,0.0
010409,Winewood Christian School,,private,,,,,
010414,Heritage Christian Academy,,private,,,,,
010415,Shades Valley High School,AL,public,-0.581519582705121,Average,-0.22742836526777033,Average,0.3062157221206581
010416,Springville Rd Cmty Church Sch,,private,,,,,
010425,Wenonah High School,AL,public,-0.1723270308899007,Average,-0.13606049567889217,Average,0.0
010429,Ephesus Academy,,private,,,,,
010435,JacksonOlin High School,AL,public,-0.3005055821643843,Average,-0.08197340943974706,Average,0.0
010440,Woodlawn High SchoolMagnet,AL,public,-1.208154680086613,Below Average,-1.160072463695836,Below Average,0.0
010442,Word of Life Christian School,,private,,,,,
010445,Beulah High School,AL,public,0.4117669014590006,Demanding,0.5093489756095773,Demanding,0.0
010450,JB Pennington High School,AL,public,-0.16540690695216645,Average,-0.025568000630735922,Average,0.0
010455,Susan Moore High School,AL,public,0.2605577823187517,Demanding,0.3773052696878493,Demanding,0.0
010465,Boaz High School,AL,public,0.03536756784663963,Demanding,0.08460021950712644,Demanding,0.0
010470,Sardis High School,AL,public,-0.1247474067449095,Average,-0.0516835283304881,Average,0.0
010488,Higher Ground Academy,,private,,,,,
010490,Cold Springs High School,AL,public,-0.9896081756340549,Below Average,-0.7626626133202274,Below Average,0.0
010500,Southern Normal HS,,private,,,,,
010505,TR Miller High School,AL,public,0.06487981300525834,Demanding,0.00014525975538936045,Demanding,0.0
010510,W S Neal High School,AL,public,-0.17366761890078625,Average,-0.05584286455408061,Average,0.0
010530,Brookwood High School,AL,public,-0.5966177114894115,Average,-0.502572012568808,Average,0.0
010540,Pike County High School,AL,public,0.5216902980231755,Very Demanding,0.3632045689681515,Demanding,0.0
010547,Mountain View Christian Acad,,private,,,,,
010550,Choctaw County High School,AL,public,0.7278720234823458,Very Demanding,0.740709150788333,Very Demanding,0.0
010553,Patrician Academy,,private,,,,,
010554,Career Technical Center,AL,public,,,,,
010555,Calera High,AL,public,-0.2919126499483238,Average,-0.2659622144614079,Average,0.0
010560,Calhoun High School,AL,public,-0.1462498221087305,Average,-0.1433308198404005,Average,0.0
010570,Wilcox Central High School,AL,public,0.9900621027895294,Very Demanding,1.1802864667879198,Very Demanding,0.0
010572,Wilcox Academy,,private,,,,,
010583,Lyman Ward Military Academy,,private,,,,,
010585,Carbon Hill High School,AL,public,-0.25988939070310274,Average,-0.1916806518236516,Average,0.0
010586,Escambia Academy,,private,,,,,
010587,Carbon Hill Christian Academy,,private,,,,,
010598,Pickens Academy,,private,,,,,
010607,Catherine Academy,,private,,,,,
010620,Cherokee County High School,AL,public,-0.2539987953262826,Average,-0.2397469742801273,Average,0.0
010630,Bibb County High School,AL,public,-0.17627343270989781,Average,-0.06238068117405183,Average,0.0
010637,Cahawba Christian Academy,,private,,,,,
010645,Washington County High School,AL,public,0.7116310187680891,Very Demanding,0.6728702652710333,Very Demanding,0.0
010648,Chelsea High School,AL,public,0.20010182937662704,Demanding,0.1649047081690333,Demanding,0.0
010655,Cherokee High School,AL,public,-0.09804161459692858,Demanding,-0.011244492977163671,Demanding,0.0
010660,Childersburg High School,AL,public,-0.3371653824431967,Average,-0.22689489565243756,Average,0.0
010661,Faith Christian Academy,,private,,,,,
010667,Northway Christian Academy,,private,,,,,
010670,Citronelle High School,AL,public,-0.20022069994876657,Average,-0.1716285512656644,Average,0.0
010674,Wesleyan Christian Academy,,private,,,,,
010675,Chilton County High School,AL,public,-0.5331019455177972,Average,-0.5009245993314255,Average,0.0
010681,W A Lecroy Career  Technical Center,AL,public,,,,,
010683,Living Waters Christian School,,private,,,,,
010689,ClayChalkville High School,AL,public,-0.44612759948992803,Average,-0.32104679562781846,Average,0.0
010690,Barbour County High School,AL,public,0.8644153790801349,Very Demanding,0.5430081660723656,Demanding,0.0
010691,Harvest Time Chrn Boarding Sch,,private,,,,,
010695,Cleveland High School,AL,public,-0.3301321648909378,Average,-0.16262956247524477,Average,0.0
010729,Cathedral Christian Academy,,private,,,,,
010738,One Sense Church School,,private,,,,,
010745,Houston County High School,AL,public,0.1643920129505801,Demanding,0.32684870591510323,Demanding,0.0
010750,Shelby County High School,AL,public,0.3436480512562026,Demanding,0.42821524552349755,Demanding,0.0
010751,Cornerstone Christian School,,private,,,,,
010755,Career Technical Education Center,AL,public,,,,,
010760,Cordova High School,AL,public,0.11049532730904613,Demanding,0.09524634711921126,Demanding,0.0
010761,Jericho Way Christian Academy,,private,,,,,
010763,Apostolic Christian School,,private,,,,,
010767,Paul W Bryant High School,AL,public,-1.12802692690198,Below Average,-1.0756596308160804,Below Average,0.0
010768,Tuscaloosa Christian School,,private,,,,,
010770,Cottonwood High School,AL,public,-0.2556140896824997,Average,-0.08440566303961304,Average,0.0
010777,Three Springs Of Courtland,,private,,,,,
010778,Open Door Christian School,,private,,,,,
010783,Masters Plan,,private,,,,,
010785,Crossville High School,AL,public,-0.44830350447058365,Average,-0.3867478083651285,Average,0.0
010795,Cullman High School,AL,public,0.05565222884167411,Demanding,0.056047136246763794,Demanding,0.0
010796,Cullman Christian School,,private,,,,,
010800,Fairview High School,AL,public,-0.2180697048075426,Average,-0.12343924570819952,Average,0.0
010802,Good Hope High School,AL,public,-0.5938914920429039,Average,-0.5166886527566267,Average,0.0
010806,Saint Bernard Preparatory Sch,,private,0.05241657069867734,Demanding,0.05241657069867734,Demanding,
010810,West Point High School,AL,public,-0.6276671026494502,Average,-0.5387363990816818,Average,0.0
010818,Old Path Christian Academy,,private,,,,,
010820,Dadeville High School,AL,public,0.8446237699559304,Very Demanding,0.7074988982325693,Very Demanding,0.0
010828,Daleville High School,AL,public,-0.08179526507396581,Demanding,-0.07825273654043494,Average,0.0
010830,Danville High School,AL,public,-0.14007113170440316,Average,-0.06004405046307758,Average,0.0
010841,Bridge Academy,AL,public,0.30001509370437884,Demanding,0.30001509370437884,Demanding,
010844,Daphne High School,AL,public,-0.4797199031223007,Average,-0.4448244136185268,Average,0.0
010850,Holtville High School,AL,public,-0.1786294850287308,Average,-0.13255709518038034,Average,0.0
010856,Austin High School,AL,public,-0.4273644467962109,Average,-0.42929938965661757,Average,0.0
010858,Cornerstone Christian School,,private,,,,,
010860,Decatur High School,AL,public,-0.05485730463659194,Demanding,-0.05293680466318701,Average,0.0
010861,Decatur Heritage Chrstn Acad,,private,,,,,
010862,Priceville High School,AL,public,0.32326801581945175,Demanding,0.3132617165641491,Demanding,0.0
010866,Tennessee Valley Christian Sch,,private,,,,,
010867,Community Christian Academy,,private,,,,,
010873,Demopolis Academy,,private,,,,,
010875,Demopolis High School,AL,public,-0.02546119361443977,Demanding,-0.0309479794349731,Average,0.0
010900,Dora High School,AL,public,-0.8490626483712003,Below Average,-0.7156355954853832,Below Average,0.0
010907,Dothan Christian Academy,,private,,,,,
010908,Heritage Baptist Church School,,private,,,,,
010909,Emmanuel Christian School,,private,,,,,
010910,Dothan High School,AL,public,-0.874569565926712,Below Average,-0.874569565926712,Below Average,
010911,Hallie Turner Private School,,private,,,,,
010912,Houston Academy,,private,0.6796254894679855,Very Demanding,0.6796254894679855,Very Demanding,
010913,Northside Methodist Academy,,private,,,,,
010915,Rehobeth High School,AL,public,-0.6219980773108411,Average,-0.633696045664795,Below Average,0.0
010916,Pathway Baptist Christian Sch,,private,,,,,
010917,Gloriastine Christian Academy,,private,,,,,
010918,Providence Christian School,,private,,,,,
010920,Winston County High School,AL,public,0.1958435987026072,Demanding,0.21350911114013535,Demanding,0.0
010923,Crossroads Baptist Academy,,private,,,,,
010925,Douglas High School,AL,public,0.044774328326243173,Demanding,0.016939812371744307,Demanding,0.0
010933,Christ Academy,,private,,,,,
010940,Elmore County High School,AL,public,0.3590349916093316,Demanding,0.3983841973442429,Demanding,0.0
010943,Faith Academy,,private,,,,,
010950,Elba High School,AL,public,0.18335756557091237,Demanding,0.1496022880132475,Demanding,0.0
010955,Elkmont High School,AL,public,-0.31518033908100446,Average,-0.33380031251444936,Average,0.0
010960,West Limestone High School,AL,public,0.8392311230595628,Very Demanding,0.6047731305869156,Very Demanding,0.0
010963,Edgewood Academy,,private,,,,,
010970,Holy Family Cristo Rey HS,,private,-0.26148906029868374,Average,-0.26148906029868374,Average,
010971,Calvary Christian School,,private,,,,,
010980,Enterprise High School,AL,public,-0.27977745236753065,Average,-0.2585147919891199,Average,0.0
010983,Beacon Baptist Academy,,private,,,,,
010989,Enterprise Prep Acad-Upp Cmps,,private,,,,,
010995,Eufaula High School,AL,public,0.16062956342002466,Demanding,0.1988374547295874,Demanding,0.0
010996,Lakeside School,,private,,,,,
010998,Macedonian Christian School,,private,,,,,
011000,Riverwood Classical School,,private,,,,,
011015,Greene County High School,AL,public,-0.29459796910691755,Average,-0.13996110107597257,Average,0.0
011017,Warrior Academy,,private,,,,,
011021,Way Home Christian School,,private,,,,,
011030,Hillcrest High School,AL,public,0.2531133650885615,Demanding,0.26479673038086066,Demanding,0.0
011038,Sparta Academy,,private,,,,,
011039,Cross Roads Christian School,,private,,,,,
011042,Bayshore Christian School,,private,,,,,
011045,Valley High School,AL,public,-0.7218815504059344,Average,-0.6634997868859189,Below Average,0.0
011055,Fairfield High Preparatory School,AL,public,-0.3769028551190872,Average,-0.24894617016861767,Average,0.0
011060,Fairhope High School,AL,public,-0.07713306139924477,Demanding,-0.06117645519403091,Average,0.0
011070,Falkville High School,AL,public,-0.10232529144942763,Demanding,-0.044468772174025284,Average,0.0
011075,Fayette County High School,AL,public,0.42799562035296823,Demanding,0.3732606791789944,Demanding,0.0
011100,Flomaton High School,AL,public,-0.33036793591232716,Average,-0.171737564994496,Average,0.0
