ceeb,school_name,state,sector,rigor_score_default,rigor_tier_default,rigor_score_scenarioA,rigor_tier_scenarioA,ib_intensity_v2
332345,HERKIMER HIGH SCHOOL,NY,public,-0.49133645512937435,Average,-0.5424036789575419,Average,0.0
332359,Reenas Bais Yaakov HS,,private,,,,,
332360,GEORGE W HEWLETT HIGH SCHOOL,NY,public,0.8284224660679886,Very Demanding,0.7355407901482371,Very Demanding,0.0
332362,Stella K Abraham High School,,private,,,,,
332363,Holy Trinity High School,,private,-0.13501502514935418,Average,-0.13501502514935418,Average,
332365,HICKSVILLE HIGH SCHOOL,NY,public,0.30796329758992574,Demanding,0.28584100478135627,Demanding,0.0
332369,Schechter School Long Island,,private,1.5375868957357182,Most Demanding,1.5375868957357182,Very Demanding,
332370,HIGHLAND HIGH SCHOOL,NY,public,-0.248604433348435,Average,-0.285646422771597,Average,0.0
332375,JAMES I O'NEILL HIGH SCHOOL,NY,public,0.39617496973691035,Demanding,0.373509620291696,Demanding,0.0
332395,HILTON HIGH SCHOOL,NY,public,0.03165870554623777,Demanding,0.02815751656275752,Demanding,0.023099850968703428
332405,HOLLAND HIGH SCHOOL,NY,public,0.28211702246640635,Demanding,0.221877333929671,Demanding,0.0
332410,HOLLAND PATENT CENTRAL HIGH SCHOOL,NY,public,0.3080159206519384,Demanding,0.14310717120041733,Demanding,0.0
332415,HOLLEY JUNIOR SENIOR HIGH SCHOOL,NY,public,-0.7299914879787204,Average,-0.6822622734997892,Below Average,0.0
332422,Holmesville Christian Academy,,private,,,,,
332424,Long Island Baptist Academy,,private,,,,,
332425,HOMER SENIOR HIGH SCHOOL,NY,public,0.3251941957391566,Demanding,0.2640892483856867,Demanding,0.0
332430,HONEOYE MIDDLE/HIGH SCHOOL,NY,public,0.3070873475210343,Demanding,0.1360100148156281,Demanding,0.0
332435,HONEOYE FALLS-LIMA SENIOR HIGH SCHOOL,NY,public,0.8001787969525308,Very Demanding,0.7079131418957255,Very Demanding,0.0
332440,Hoosac School,,private,-0.013517078499309061,Demanding,-0.013517078499309061,Demanding,
332445,HOOSICK FALLS HIGH SCHOOL,NY,public,-0.3226848406572411,Average,-0.33610791447284044,Average,0.0
332457,Bethel Christian Academy,,private,,,,,
332458,JOHN JAY SENIOR HIGH SCHOOL,NY,public,0.6354598643370846,Very Demanding,0.5267299540820217,Demanding,0.0
332460,HORNELL JUNIOR-SENIOR HIGH SCHOOL,NY,public,-0.38248862900114156,Average,-0.350568174281691,Average,0.0
332465,HORSEHEADS SENIOR HIGH SCHOOL,NY,public,0.0005372184005071889,Demanding,0.030906809828502635,Demanding,0.0
332470,Houghton Academy,,private,-0.08957104287262294,Demanding,-0.08957104287262294,Average,
332482,Faith Christian Academy,,private,,,,,
332484,Greater Glens Fls Baptist Acad,,private,,,,,
332485,HUDSON FALLS HIGH SCHOOL,NY,public,-1.013744803156366,Below Average,-0.8716156893277411,Below Average,0.0
332489,ELWOOD/JOHN GLENN HIGH SCHOOL,NY,public,0.879363033618762,Very Demanding,0.7309190757405931,Very Demanding,0.0
332490,HUNTINGTON HIGH SCHOOL,NY,public,0.2882000606111504,Demanding,0.27251435846619854,Demanding,0.0
332493,HALF HOLLOW HILLS HIGH SCHOOL EAST,NY,public,1.3996325492414272,Very Demanding,0.9942869917307711,Very Demanding,0.0
332495,WALT WHITMAN HIGH SCHOOL,NY,public,0.5525492036059453,Very Demanding,0.4015993761214815,Demanding,0.0
332496,Gersh Academy,,private,,,,,
332500,FRANKLIN D ROOSEVELT SENIOR HIGH SCHOOL,NY,public,-0.49885145543487525,Average,-0.4802976064566429,Average,0.0
332515,SOUTH SENECA MIDDLE/HIGH SCHOOL,NY,public,0.261825229792061,Demanding,0.12249489828483172,Demanding,0.0
332516,Interlaken Christian School,,private,,,,,
332520,IRVINGTON HIGH SCHOOL,NY,public,1.5490735225953387,Most Demanding,1.1437279650846826,Very Demanding,0.0
332525,ISLIP HIGH SCHOOL,NY,public,0.42996513117704127,Demanding,0.3707038584040394,Demanding,0.0
332528,Enfield Comm Christian School,,private,,,,,
332529,LEHMAN ALTERNATIVE COMMUNITY SCHOOL,NY,public,0.3651376244522517,Demanding,0.2785357370925505,Demanding,0.0
332530,Cascadilla School,,private,,,,,
332531,NEW ROOTS CHARTER SCHOOL,NY,public,1.4091917287051976,Very Demanding,0.6142810211613707,Very Demanding,0.0
332535,ITHACA SENIOR HIGH SCHOOL,NY,public,1.1661906692966506,Very Demanding,1.0723823836981554,Very Demanding,0.0
332540,Garden School,,private,0.5387341220618405,Very Demanding,0.5387341220618405,Demanding,
332542,Msgr Mcclancy Memorial HS,,private,0.07604552692322482,Demanding,0.07604552692322482,Demanding,
332543,ARCHBISHOP MOLLOY HIGH SCHOOL,NY,private,0.3302202933016189,Demanding,0.2372100235905657,Demanding,0.0
332544,Allen School Physicians Aides,,private,,,,,
332548,Al-Iman School,,private,,,,,
332549,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE,NY,public,1.2115761681672794,Very Demanding,1.2115761681672794,Very Demanding,
332550,Dominican Commercial HS,,private,,,,,
332554,HS FOR LAW ENFORCEMENT AND PUBLIC SAFETY,NY,public,,,,,
332557,HILLCREST HIGH SCHOOL,NY,public,-0.6508782854868491,Average,-0.6508782854868491,Below Average,
332563,Archbishop Iakovos HS,,private,,,,,
332575,THE MARY LOUIS ACADEMY,NY,private,0.23845641055192357,Demanding,0.16379891739080943,Demanding,0.0
332590,AUGUST MARTIN HIGH SCHOOL,NY,public,,,,,
332604,Bethel Baptist Christian Acad,,private,,,,,
332605,JAMESTOWN HIGH SCHOOL,NY,public,-0.5192620154802876,Average,-0.4996246680435972,Average,0.0
332609,Gustavus Adolphus Learning Ctr,,private,,,,,
332610,SOUTHWESTERN SENIOR HIGH SCHOOL,NY,public,-0.42572516931947046,Average,-0.48173217741097574,Average,0.0
332615,JASPER-TROUPSBURG JUNIOR-SENIOR HIGH SCHOOL,NY,public,-0.9302846961848331,Below Average,-0.4757397585098698,Average,0.0
332625,SULLIVAN WEST HIGH SCHOOL AT LAKE HUNTINGTON,NY,public,1.088790763819175,Very Demanding,0.8521089900507672,Very Demanding,0.0
332628,JERICHO SENIOR HIGH SCHOOL,NY,public,1.5517439331848708,Most Demanding,1.4781748641707242,Very Demanding,0.0
332630,JOHNSON CITY SENIOR HIGH SCHOOL,NY,public,-0.3842121895772883,Average,-0.38588159362432406,Average,0.0
332635,JOHNSTOWN HIGH SCHOOL,NY,public,-0.4694898983852969,Average,-0.47199341163882014,Average,0.0
332643,Four Winds Hospital School,,private,,,,,
332644,Harvey School,,private,0.11049217942199353,Demanding,0.11049217942199353,Demanding,
332645,JOHN JAY HIGH SCHOOL,NY,public,0.7066921746065727,Very Demanding,0.642918277192122,Very Demanding,0.0
332646,Montfort Academy,,private,0.6149148660759862,Very Demanding,0.6149148660759862,Very Demanding,
332650,MOORE CATHOLIC HIGH SCHOOL,NY,private,0.34714832026429165,Demanding,0.2507524451607039,Demanding,0.0
332665,KENDALL JUNIOR-SENIOR HIGH SCHOOL,NY,public,0.1249408654594659,Demanding,-0.12294032065801618,Average,0.0
332670,KENMORE WEST SENIOR HIGH SCHOOL,NY,public,-0.3211437617583468,Average,-0.2562565908804208,Average,0.04387755102040816
332674,Tiferes Torah Institute,,private,,,,,
332675,Mount St Mary Academy,,private,0.2709612973327248,Demanding,0.2709612973327248,Demanding,
332676,Yeshiva Shaar Hatora,,private,,,,,
332680,RONDOUT VALLEY HIGH SCHOOL,NY,public,-0.015266715942973741,Demanding,-0.000342456073100017,Demanding,0.0
332695,KINGS PARK HIGH SCHOOL,NY,public,0.6647434649994033,Very Demanding,0.5808770011548345,Demanding,0.0
332700,John A Coleman High School,,private,,,,,
332705,KINGSTON HIGH SCHOOL,NY,public,0.1669480467638734,Demanding,0.14160958093882944,Demanding,0.0
332711,Baker Hall School,,private,,,,,
332715,LACKAWANNA HIGH SCHOOL,NY,public,-0.8289487018525943,Below Average,-0.6522799015348509,Below Average,0.0
332730,LA FAYETTE JUNIOR-SENIOR HIGH SCHOOL,NY,public,-0.18406466602141966,Average,-0.23598413223624878,Average,0.0
332735,LAKE GEORGE JUNIOR-SENIOR HIGH SCHOOL,NY,public,0.16049899483531196,Demanding,0.12654810355166865,Demanding,0.0
332740,Lake Grove School,,private,,,,,
332745,HADLEY-LUZERNE JUNIOR-SENIOR HIGH SCHOOL,NY,public,-0.7652590924752259,Below Average,-0.677661450581152,Below Average,0.0
332747,Kings School,,private,,,,,
332749,Freedom Academy,,private,,,,,
332755,LAKE PLACID JUNIOR-SENIOR HIGH SCHOOL,NY,public,-0.3723625048380728,Average,-0.4229197265757005,Average,0.0
332760,Northwood School,,private,0.41871061199852655,Demanding,0.41871061199852655,Demanding,
332761,National Sports Acad Lk Placid,,private,,,,,
332762,SACHEM HIGH SCHOOL NORTH,NY,public,0.2162419466701167,Demanding,0.2158496929123747,Demanding,0.0
332765,LANCASTER HIGH SCHOOL,NY,public,0.2796054848269145,Demanding,0.16812222298434856,Demanding,0.0
332770,Saint Marys High School,,private,0.6243056054774108,Very Demanding,0.6243056054774108,Very Demanding,
332774,Latham Christian Academy,,private,,,,,
332777,Davis Renov Stahler Yeshiva HS,,private,0.8538039250638548,Very Demanding,0.8538039250638548,Very Demanding,
332779,Rambam Mesivta,,private,-1.0587580904637723,Below Average,-1.0587580904637723,Below Average,
332780,LAWRENCE SENIOR HIGH SCHOOL,NY,public,-0.29568666897894147,Average,-0.2854691264294085,Average,0.0
332785,NEW LEBANON JUNIOR-SENIOR HIGH SCHOOL,NY,public,0.48219492781067586,Demanding,-0.0420692251389749,Average,0.0
332795,LE ROY JUNIOR-SENIOR HIGH SCHOOL,NY,public,0.4818998375707463,Demanding,0.388888811125479,Demanding,0.0
332798,DIVISION AVENUE SENIOR HIGH SCHOOL,NY,public,0.45395781763053655,Demanding,0.3996511536325513,Demanding,0.0
332800,ISLAND TREES HIGH SCHOOL,NY,public,0.38186926430999213,Demanding,0.2669762601656122,Demanding,0.0
332802,GEN DOUGLAS MACARTHUR SENIOR HIGH SCHOOL,NY,public,0.5461591108286799,Very Demanding,0.46651510192204204,Demanding,0.0
332807,South Shore Christian School,,private,,,,,
332810,LIBERTY HIGH SCHOOL,NY,public,-0.4978226527305724,Average,-0.5017841327167055,Average,0.0
332814,Lima Christian School,,private,,,,,
332822,Ives School,,private,,,,,
332825,LINDENHURST SENIOR HIGH SCHOOL,NY,public,0.14912144988294518,Demanding,0.14375631309343218,Demanding,0.0
332835,LITTLE FALLS HIGH SCHOOL,NY,public,-0.06044597483423881,Demanding,-0.0777827481516879,Average,0.0
332850,LIVERPOOL HIGH SCHOOL,NY,public,0.0633984223394777,Demanding,0.05774817671719701,Demanding,0.0
332855,LIVINGSTON MANOR HIGH SCHOOL,NY,public,0.22922060156596322,Demanding,0.06112602632634289,Demanding,0.0
332860,LIVONIA MIDDLE/HIGH SCHOOL,NY,public,0.5294009028372921,Very Demanding,0.39037147140397205,Demanding,0.0
332866,Henrietta G Lewis Campus Schl,,private,,,,,
332870,LOCKPORT HIGH SCHOOL,NY,public,-0.13501084296984342,Average,-0.15343006675754783,Average,0.0
332872,STARPOINT HIGH SCHOOL,NY,public,0.1269822071194043,Demanding,0.13210455210613178,Demanding,0.0
332879,Christian Academy Of Wny,,private,,,,,
332880,Friends Academy,,private,1.096478202723807,Very Demanding,1.096478202723807,Very Demanding,
332882,LOCUST VALLEY HIGH SCHOOL,NY,public,0.07974107119579646,Demanding,0.16402528193584912,Demanding,0.059336823734729496
332883,Portledge School,,private,0.10198153691470739,Demanding,0.10198153691470739,Demanding,
332884,Harriet Eisman Community Sch,,private,,,,,
332885,LONG BEACH HIGH SCHOOL,NY,public,-0.13288555995236132,Average,-0.14998026093035174,Average,0.0
332886,Torah High School Long Beach,,private,,,,,
332887,Helion Hall-Gheez Academy,,private,,,,,
332890,LONG ISLAND CITY HIGH SCHOOL,NY,public,-0.5643994835450061,Average,-0.5643994835450061,Average,
332891,HARLEM RENAISSANCE HIGH SCHOOL,NY,public,-0.29332396360329127,Average,-0.29332396360329127,Average,
332892,ST JOHN'S PREPARATORY SCHOOL,NY,private,0.3686537206277808,Demanding,0.2679567654514952,Demanding,0.0
332894,MIDDLE EARLY COLLEGE HIGH SCHOOL,NY,public,0.4067451398418868,Demanding,0.1757917488373761,Demanding,0.0
332896,ACADEMY OF AMERICAN STUDIES,NY,public,-0.18436474453541254,Average,-0.18436474453541254,Average,
3329,Midstate College,,private,,,,,
332900,QUEENS TECHNICAL HIGH SCHOOL,NY,public,-0.542043764925356,Average,-0.542043764925356,Average,
332901,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,NY,public,0.3844560739911884,Demanding,0.3844560739911884,Demanding,
332902,ROBERT F WAGNER JR SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY,NY,public,-0.21039365074539976,Average,-0.21039365074539976,Average,
332903,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,NY,public,1.1792375269042552,Very Demanding,1.1792375269042552,Very Demanding,
332904,INFORMATION TECHNOLOGY HIGH SCHOOL,NY,public,-0.1899693562905877,Average,-0.1899693562905877,Average,
332915,WILLIAM CULLEN BRYANT HIGH SCHOOL,NY,public,-0.33288392128591815,Average,-0.33288392128591815,Average,
332923,Loudonville Christian School,,private,0.44114067721369704,Demanding,0.44114067721369704,Demanding,
332925,LOWVILLE HIGH SCHOOL,NY,public,0.1606261134915176,Demanding,0.1788812566369141,Demanding,0.0
332929,CITY COLLEGE ACADEMY OF THE ARTS,NY,public,0.4867279480418922,Demanding,0.4867279480418922,Demanding,
332930,LANSING HIGH SCHOOL,NY,public,0.6919003164756596,Very Demanding,0.5869937912224106,Demanding,0.0
332935,LYNBROOK SENIOR HIGH SCHOOL,NY,public,0.505437688044337,Demanding,0.4665045182680466,Demanding,0.0
332938,Mesivta Ateres Yaakov,,private,0.791611902149205,Very Demanding,0.791611902149205,Very Demanding,
332940,L A WEBBER MIDDLE-HIGH SCHOOL,NY,public,0.16911220443455208,Demanding,-0.08328709445962107,Average,0.0
332950,LYONS SENIOR HIGH SCHOOL,NY,public,-0.2758956676168646,Average,-0.3961242836623455,Average,0.0
332956,Faith Christian School,,private,,,,,
332958,RUBEN A CIRILLO HIGH SCHOOL,NY,public,0.009217848127982622,Demanding,-0.1569037414346107,Average,0.0
332970,MADRID-WADDINGTON JUNIOR-SENIOR HIGH SCHOOL,NY,public,0.6904059696507284,Very Demanding,0.15367498883824723,Demanding,0.0
332975,MAHOPAC HIGH SCHOOL,NY,public,0.21316733741037697,Demanding,0.15942951576151182,Demanding,0.0
332980,FRANKLIN ACADEMY HIGH SCHOOL,NY,public,-0.6993318341340736,Average,-0.677019630777744,Below Average,0.0
332981,New Covenant School,,private,,,,,
332990,MALVERNE SENIOR HIGH SCHOOL,NY,public,0.23667402256049574,Demanding,0.23106965965623222,Demanding,0.0
332992,French American School Of Ny,,private,0.8039364259447995,Very Demanding,0.8039364259447995,Very Demanding,
332995,MAMARONECK HIGH SCHOOL,NY,public,0.9186989889889094,Very Demanding,0.876323724267895,Very Demanding,0.0
332996,Grace Christian Academy,,private,1.2815744509184415,Very Demanding,1.2815744509184415,Very Demanding,
332998,Lake Erie Baptist Church Acad,,private,,,,,
333000,RYE NECK SENIOR HIGH SCHOOL,NY,public,0.997114460678379,Very Demanding,0.9136207068472326,Very Demanding,0.0
333005,RED JACKET HIGH SCHOOL,NY,public,0.2736719945561043,Demanding,0.22488737815166554,Demanding,0.0
333010,MANHASSET SECONDARY SCHOOL,NY,public,1.7044835883902048,Most Demanding,1.4892967117324076,Very Demanding,0.0
333015,Saint Marys High School,,private,0.185107895352383,Demanding,0.185107895352383,Demanding,
333022,Manhattan High Sch For Girls,,private,,,,,
333025,Manlius Pebble Hill School,,private,0.7794876184468158,Very Demanding,0.7794876184468158,Very Demanding,
333027,Aaron School,,private,,,,,
333035,MARATHON HIGH SCHOOL,NY,public,-0.3253969377786531,Average,-0.39879213608869934,Average,0.0
333036,Marathon Christian Academy,,private,,,,,
333040,MARCELLUS HIGH SCHOOL,NY,public,0.4763242891513613,Demanding,0.3915037533188329,Demanding,0.0
333043,Marcy Pilgrim Academy,,private,,,,,
333050,MARION JUNIOR-SENIOR HIGH SCHOOL,NY,public,-0.6729478010933552,Average,-0.5813628551803923,Average,0.0
333055,MARLBORO CENTRAL HIGH SCHOOL,NY,public,-0.13100010236259016,Average,-0.13691239328497254,Average,0.0
333060,MASSAPEQUA HIGH SCHOOL,NY,public,0.8224665709001714,Very Demanding,0.6874052422819642,Very Demanding,0.0
333062,PLAINEDGE SENIOR HIGH SCHOOL,NY,public,0.14204913831831034,Demanding,0.08502732309238893,Demanding,0.0
333065,MASSENA SENIOR HIGH SCHOOL,NY,public,-0.596239915551365,Average,-0.014716979664364173,Demanding,0.15710382513661203
333067,Holy Name Of Jesus Academy,,private,,,,,
333068,WILLIAM FLOYD HIGH SCHOOL,NY,public,-0.01642537814522023,Demanding,-0.048350559507097476,Average,0.0
333070,MATTITUCK JUNIOR-SENIOR HIGH SCHOOL,NY,public,0.40314832631245207,Demanding,0.35727746508399055,Demanding,0.0
333080,MAYFIELD JR/SR HIGH SCHOOL,NY,public,0.1211443929332736,Demanding,0.06994930329588944,Demanding,0.0
333085,CHAUTAUQUA LAKE SECONDARY SCHOOL,NY,public,0.05600989679624167,Demanding,-0.07761176425808008,Average,0.0
333087,MCGRAW SECONDARY SCHOOL,NY,public,0.48886258336094235,Demanding,0.0800199615078358,Demanding,0.0
333090,MECHANICVILLE JUNIOR/SENIOR HIGH SCHOOL,NY,public,-0.4642572859489135,Average,-0.3153612519545451,Average,0.0
333091,Community Christian Academy,,private,,,,,
333092,Journey Prep School,,private,,,,,
333093,PATCHOGUE-MEDFORD HIGH SCHOOL,NY,public,0.26022730049251414,Demanding,0.2573890326383852,Demanding,0.0
333094,Faith Christian Academy,,private,,,,,
333095,MEDINA JUNIOR-SENIOR HIGH SCHOOL,NY,public,0.1437428727631747,Demanding,0.08226230125438397,Demanding,0.0
333096,Orleans County Christian Sch,,private,,,,,
333097,Augustine Classical Academy,,private,0.8505097760233074,Very Demanding,0.8505097760233074,Very Demanding,
333098,SANFORD H CALHOUN HIGH SCHOOL,NY,public,0.8138611661061029,Very Demanding,0.6929310143530564,Very Demanding,0.0
333100,MEXICO HIGH SCHOOL,NY,public,-0.12823356829877303,Average,-0.27569388061373756,Average,0.0
333110,MIDDLEBURGH JUNIOR/SENIOR HIGH SCHOOL,NY,public,-0.260250068498654,Average,-0.336253035936075,Average,0.0
333115,ROYALTON-HARTLAND HIGH SCHOOL,NY,public,0.0038992588722288335,Demanding,-0.13445401075180252,Average,0.0
333118,Harmony Christian School,,private,,,,,
333120,MIDDLETOWN HIGH SCHOOL,NY,public,-0.5842122712719644,Average,-0.5727406694484063,Average,0.0
333124,CHRIST THE KING HIGH SCHOOL,NY,private,0.07829915438603507,Demanding,0.03567311245809862,Demanding,0.0
333125,WEST CANADA VALLEY JUNIOR-SENIOR HIGH SCHOOL,NY,public,-0.43003877168520255,Average,-0.41962367419700164,Average,0.0
333126,Shevach High School,,private,,,,,
333134,Duane Lake Academy,,private,,,,,
333135,MILLBROOK HIGH SCHOOL,NY,public,0.04605359731121251,Demanding,-0.04137869479714431,Average,0.0
333140,Millbrook School,,private,0.31134393185149695,Demanding,0.31134393185149695,Demanding,
333143,Mill Neck Manor Sch/For Deaf,,private,,,,,
333145,MILLER PLACE HIGH SCHOOL,NY,public,0.4906867944711323,Demanding,0.392522159544494,Demanding,0.0
333150,Chaminade High School,,private,0.7946161112933149,Very Demanding,0.7946161112933149,Very Demanding,
333155,MINEOLA HIGH SCHOOL,NY,public,0.761896994978562,Very Demanding,0.6333078523656004,Very Demanding,0.0
333157,Olivet Academy,,private,,,,,
333180,Beth Rochel High School,,private,,,,,
333181,Ateres Bais Yaakov Acad Rcklnd,,private,,,,,
333184,Bat Torah Academy,,private,,,,,
333186,Yeshivas Ohr Reuven HS,,private,,,,,
333187,Mesivta Beth Shraga,,private,,,,,
333188,Bais Yaakov Of Spring Valley,,private,,,,,
333189,Shaarei Torah Of Rockland,,private,,,,,
333200,MONTICELLO HIGH SCHOOL,NY,public,-0.6034922377218215,Average,-0.5924282111428674,Average,0.0
333205,HENDRICK HUDSON HIGH SCHOOL,NY,public,0.3809676014010521,Demanding,0.30259136382463286,Demanding,0.0
333215,MORAVIA JUNIOR-SENIOR HIGH SCHOOL,NY,public,-0.33877980898559923,Average,-0.3831676530274354,Average,0.0
333220,MORIAH JUNIOR-SENIOR HIGH SCHOOL,NY,public,0.10148296674745325,Demanding,-0.1679805332423953,Average,0.0
333240,MORRISVILLE MIDDLE SCHOOL HIGH SCHOOL,NY,public,-0.6369964965051296,Average,-0.5878212395765694,Average,0.0
333245,FOX LANE HIGH SCHOOL,NY,public,0.6930620601407058,Very Demanding,0.6431183622989559,Very Demanding,0.0
333246,Karafin School,,private,,,,,
333252,ROBERT M GRABLE JR MOUNT SINAI HIGH SCHOOL,NY,public,0.8389872806553038,Very Demanding,0.7498659822055523,Very Demanding,0.0
333260,MOUNT VERNON HIGH SCHOOL,NY,public,-0.7727235176327663,Below Average,-0.615518597407774,Below Average,0.05442176870748299
333261,NELSON MANDELA HIGH SCHOOL,NY,public,,,,,
333266,Fortress Christian Academy,,private,,,,,
333273,NANUET SENIOR HIGH SCHOOL,NY,public,0.3392977970413723,Demanding,0.2826306949146885,Demanding,0.0
333274,Italy Naples Baptist Chrch Sch,,private,,,,,
333275,NAPLES HIGH SCHOOL,NY,public,0.054137570365677366,Demanding,-0.06226038652839609,Average,0.0
333285,ONONDAGA SENIOR HIGH SCHOOL,NY,public,0.25841970882667964,Demanding,0.20095449668346976,Demanding,0.0
333290,NEWARK SENIOR HIGH SCHOOL,NY,public,-0.35446859140565307,Average,-0.38088615248875207,Average,0.0
333295,NEWARK VALLEY SENIOR HIGH SCHOOL,NY,public,-0.16851968055030567,Average,-0.19459200007201485,Average,0.0
333300,UNADILLA VALLEY SECONDARY SCHOOL,NY,public,0.3530962030635834,Demanding,-0.1362909640230624,Average,0.0
333310,NEWBURGH FREE ACADEMY,NY,public,-0.44712609827761046,Average,-0.4595486341910688,Average,0.0
333322,Valley Christian Academy,,private,,,,,
333325,CLARKSTOWN NORTH SENIOR HIGH SCHOOL,NY,public,0.6723088661147001,Very Demanding,0.6202026955913754,Very Demanding,0.0041356492969396195
333326,Monsey Beis Chaya Mushka,,private,,,,,
333335,NEWFANE SENIOR HIGH SCHOOL,NY,public,-0.057892911290193014,Demanding,-0.25344131639808765,Average,0.0
333340,NEWFIELD SENIOR HIGH SCHOOL,NY,public,0.4667254163007332,Demanding,0.07194759740128669,Demanding,0.0
333344,Maranatha Christian Academy,,private,,,,,
333345,NEW HARTFORD SENIOR HIGH SCHOOL,NY,public,0.4814155938879406,Demanding,0.4814155938879406,Demanding,
333346,HERRICKS HIGH SCHOOL,NY,public,1.2992826142918592,Very Demanding,1.22608761142272,Very Demanding,0.0
333347,NEW HYDE PARK MEMORIAL HIGH SCHOOL,NY,public,0.861161218233447,Very Demanding,0.7152168554176233,Very Demanding,0.0
333350,DARROW SCHOOL,NY,private,0.5233316723890892,Very Demanding,0.28399977142809407,Demanding,0.0
333353,Ridge School,,private,,,,,
333355,NEW PALTZ SENIOR HIGH SCHOOL,NY,public,0.5123788402124596,Very Demanding,0.4079848190432297,Demanding,0.0
333360,Blessed Sacrment/St Gabriel HS,,private,,,,,
333365,Iona Prep,,private,0.34526929213176644,Demanding,0.34526929213176644,Demanding,
333366,NEW ROCHELLE HIGH SCHOOL,NY,public,0.16488975657723182,Demanding,0.13655852527547824,Demanding,0.0
333375,SALESIAN HIGH SCHOOL,NY,private,0.04621724610347618,Demanding,0.010007585832051483,Demanding,0.0
333380,Thornton-Donovan School,,private,-0.17160048158218033,Average,-0.17160048158218033,Average,
333382,New Testament Church School,,private,,,,,
333385,Ursuline School,,private,0.6984238782502844,Very Demanding,0.6984238782502844,Very Demanding,
333388,SHAKER HIGH SCHOOL,NY,public,0.628424064955548,Very Demanding,0.5804369950501833,Demanding,0.0
333390,Academy Of Mount Saint Ursula,,private,-0.324925556434912,Average,-0.324925556434912,Average,
333403,NEW HEIGHTS ACADEMY CHARTER SCHOOL,NY,public,-0.5537612342413276,Average,-0.5710892047260042,Average,0.0
333406,A PHILIP RANDOLPH CAMPUS HIGH SCHOOL,NY,public,-0.1314863277813947,Average,-0.1314863277813947,Average,
333410,All Hallows Institute,,private,-0.23530013225397925,Average,-0.23530013225397925,Average,
333418,Association Metroarea Autistic,,private,,,,,
333420,Aquinas High School,,private,,,,,
333423,United Nations Internatl Sch,,private,0.06698342030091452,Demanding,0.06698342030091452,Demanding,
333426,Cristo Rey High School,,private,0.9404881324134445,Very Demanding,0.9404881324134445,Very Demanding,
333428,ACADEMY FOR SOFTWARE ENGINEERING,NY,public,-0.28223385115733524,Average,-0.28223385115733524,Average,
333430,Abraham Joshua Heschel HS,,private,1.0203788420053483,Very Demanding,1.0203788420053483,Very Demanding,
333435,Barnard School,,private,,,,,
333461,Birch Wathen Lenox School The,,private,0.04490004787705802,Demanding,0.04490004787705802,Demanding,
333475,Brearley School,,private,1.6780565835548338,Most Demanding,1.6780565835548338,Very Demanding,
333480,BRONX HIGH SCHOOL OF SCIENCE (THE),NY,public,1.6729239442669193,Most Demanding,1.6729239442669193,Very Demanding,
333490,Browning School,,private,1.1583559885812895,Very Demanding,1.1583559885812895,Very Demanding,
333505,Calhoun School The,,private,0.7567017240871134,Very Demanding,0.7567017240871134,Very Demanding,
333510,CARDINAL HAYES HIGH SCHOOL,NY,private,-0.42976876154564253,Average,-0.3707812202872435,Average,0.0
333511,CARDINAL SPELLMAN HIGH SCHOOL,NY,private,-0.13920115699834051,Average,-0.13832713664940188,Average,0.0
333513,CASCADES HIGH SCHOOL,NY,public,,,,,
333515,Cathedral Preparatory Seminary,,private,,,,,
333520,Cathedral High School,,private,-0.3216262130006864,Average,-0.3216262130006864,Average,
333522,Leman Manhattan Preparatory,,private,0.22295839705876705,Demanding,0.22295839705876705,Demanding,
333523,NYC MUSEUM SCHOOL,NY,public,0.8429351302561594,Very Demanding,0.8429351302561594,Very Demanding,
333540,Chapin School,,private,1.5366096848384274,Most Demanding,1.5366096848384274,Very Demanding,
333557,EAGLE ACADEMY FOR YOUNG MEN OF HARLEM,NY,public,,,,,
333565,VICTORY COLLEGIATE HIGH SCHOOL,NY,public,2.0737708862401707,Most Demanding,2.0737708862401707,Most Demanding,
333570,Columbia Grammar And Prep Sch,,private,1.265491868364535,Very Demanding,1.265491868364535,Very Demanding,
333575,Convent Of The Sacred Heart,,private,1.290149291493218,Very Demanding,1.290149291493218,Very Demanding,
333580,Dalton School,,private,1.4333606046139025,Very Demanding,1.4333606046139025,Very Demanding,
333589,Manhattan Free School,,private,,,,,
333590,DEWITT CLINTON HIGH SCHOOL,NY,public,-0.29101061239910875,Average,-0.29101061239910875,Average,
333592,SCHOOL OF THE FUTURE HIGH SCHOOL,NY,public,-0.06375482979270282,Demanding,-0.06375482979270282,Average,
333593,URBAN ACTION ACADEMY,NY,public,,,,,
333595,Dominican Academy,,private,1.1882089130767906,Very Demanding,1.1882089130767906,Very Demanding,
333600,HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,NY,public,0.5066346777113252,Demanding,0.5066346777113252,Demanding,
333605,Dwight School The,,private,1.0927089943572905,Very Demanding,1.0927089943572905,Very Demanding,
333608,EAST SIDE COMMUNITY SCHOOL,NY,public,-0.16116429989532277,Average,-0.15589765096698766,Average,0.0
