ncessch,school_name,city,state,zip,school_level,total_students,frl_students,pupil_teacher_ratio,rcdts,summative_designation,title_i_status,isbe_enrollment,district_total_revenue,district_federal_revenue,state_child_poverty_est,state_child_pop
1700175,Aviston Elem School,Aviston,IL ,62216,Elementary,462,27,17.11,13-014-0210-02-2001,Commendable,Title 1 Targeted,460,,,267982,2037081
1704037,A Vito Martinez Middle School,Romeoville,IL ,60446,Middle,583,324,10.6,56-099-365U-26-1003,Commendable,Title 1 Schoolwide,622,,,267982,2037081
1700177,Avoca West Elem School,Glenview,IL ,60025,Elementary,313,,7.7,05-016-0370-02-2003,Exemplary,Title 1 Targeted,309,,,267982,2037081
1705313,Avon Center Elem School,Round Lake Beach,IL ,60073,Elementary,361,194,12.05,34-049-0460-04-2001,Commendable,Title 1 Schoolwide,342,,,267982,2037081
1700048,Avondale - Logandale Elem Sch,Chicago,IL ,60618,Elementary,459,412,11.92,,,,,,,267982,2037081
1706276,Avon Elem Sch,Avon,IL ,61415,Elementary,48,24,10.04,33-048-2760-26-2002,,Title 1 Schoolwide,51,,,267982,2037081
1706131,Azuela Elem School,Chicago,IL ,60629,Elementary,690,548,16.83,15-016-2990-25-2966,Targeted,Title 1 Schoolwide,688,,,267982,2037081
1706282,Back of The Yards IB HS,Chicago,IL ,60609,High,1039,966,12.75,15-016-2990-25-0014,Commendable,Title 1 Schoolwide,1014,,,267982,2037081
1700182,Ball Elementary School,Chatham,IL ,62629,Elementary,552,126,18.25,51-084-0050-26-2003,Commendable,Title 1 Schoolwide,549,,,267982,2037081
1701342,Balmoral Elem Sch,Crete,IL ,60417,Elementary,472,342,15.87,56-099-201U-26-2003,Targeted,Title 1 Schoolwide,458,,,267982,2037081
1704389,Banner Elementary School,Dunlap,IL ,61525,Elementary,375,54,15.36,48-072-3230-26-2004,Commendable,Title 1 Ineligible Due to Ranking,374,,,267982,2037081
1700186,Bannockburn School,Bannockburn,IL ,60015,Elementary,165,,9.06,34-049-1060-02-2001,Commendable,Title 1 Targeted,164,,,267982,2037081
1702152,Barack H Obama Learning Academy,Markham,IL ,60428,Elementary,466,464,16.07,07-016-1525-02-2001,Targeted,Title 1 Schoolwide,445,,,267982,2037081
1703202,Barack Obama Sch of Ldership,Chicago Heights,IL ,60411,Middle,367,296,12.44,,,,,,,267982,2037081
1706396,Barbara A Sizemore Campus,Chicago,IL ,60621,Elementary,231,230,16.5,15-016-9040-25-202C,Commendable,Not a Participant in Title One Program,231,,,267982,2037081
1702987,Barbara B Rose Elem School,South Barrington,IL ,60010,Elementary,403,44,11.32,34-049-2200-26-2009,Commendable,Title 1 Ineligible Due to Ranking,399,,,267982,2037081
1703607,Barbour Two-Way Lang Immersion,Rockford,IL ,61102,Elementary,628,453,19.2,04-101-2050-25-2014,Commendable,Title 1 Schoolwide,628,,,267982,2037081
1700585,Barnard Elem Comp Math & Sci Ctr,Chicago,IL ,60643,Elementary,243,185,10.13,15-016-2990-25-2066,Commendable,Title 1 Schoolwide,241,,,267982,2037081
1705976,Barnsdale Road School,La Grange Park,IL ,60526,Elementary,308,,11.69,06-016-1020-02-2008,,Title 1 Eligible but Not Served,307,,,267982,2037081
1706366,Barrington Early Learning Center,Barrington,IL ,60010,Prekindergarten,194,54,14.26,34-049-2200-26-3002,,Title 1 Targeted,194,,,267982,2037081
1700188,Barrington High School,Barrington,IL ,60010,High,2718,,16.18,34-049-2200-26-0004,Commendable,Title 1 Targeted,2687,,,267982,2037081
1700044,Barrington Mdle Sch- Prairie Cmps,Barrington,IL ,60010,Middle,980,198,13.71,34-049-2200-26-1004,Commendable,Title 1 Eligible but Not Served,969,,,267982,2037081
1700192,Barrington Middle Sch Station,Barrington,IL ,60010,Middle,886,172,12.48,34-049-2200-26-1003,Commendable,Title 1 Targeted,881,,,267982,2037081
1700586,Barry Elem School,Chicago,IL ,60641,Elementary,473,415,15.02,15-016-2990-25-2067,Targeted,Title 1 Schoolwide,472,,,267982,2037081
1700198,Bartelso Elem School,Bartelso,IL ,62218,Elementary,166,5,13.83,13-014-0570-02-2001,Commendable,Not a Participant in Title One Program,178,,,267982,2037081
1701667,Bartlett Elem School,Bartlett,IL ,60103,Elementary,613,208,24.92,31-045-0460-22-2009,Commendable,Title 1 Ineligible Due to Ranking,457,,,267982,2037081
1702108,Bartlett High School,Bartlett,IL ,60103,High,2037,796,14.26,31-045-0460-22-0004,Commendable,Title 1 Ineligible Due to Ranking,2192,,,267982,2037081
1700589,Barton Elem School,Chicago,IL ,60620,Elementary,411,368,12,15-016-2990-25-2068,Comprehensive,Title 1 Schoolwide,411,,,267982,2037081
1700199,Bartonville Elem School,Bartonville,IL ,61607,Elementary,204,113,7.56,48-072-0660-02-2001,Targeted,Title 1 Schoolwide,251,,,267982,2037081
1700590,Bass Elem School,Chicago,IL ,60621,Elementary,313,307,12.4,15-016-2990-25-2069,Commendable,Title 1 Schoolwide,311,,,267982,2037081
1700202,Batavia Sr High School,Batavia,IL ,60510,High,1690,,15.31,31-045-1010-22-0001,Commendable,Title 1 Eligible but Not Served,1633,,,267982,2037081
1700591,Bateman Elem School,Chicago,IL ,60618,Elementary,904,506,13.91,15-016-2990-25-2070,Commendable,Title 1 Schoolwide,900,,,267982,2037081
1700213,Beach Park Middle School,Beach Park,IL ,60099,Middle,715,406,14.56,34-049-0030-04-1006,Commendable,Title 1 Targeted,705,,,267982,2037081
1704965,Beard Elem School,Chicago,IL ,60656,Elementary,327,118,7.98,15-016-2990-25-3760,,Title 1 Schoolwide,391,,,267982,2037081
1700216,Beardstown Jr/Sr High School,Beardstown,IL ,62618,High,820,634,15.57,01-009-0150-26-0007,Commendable,Title 1 Eligible but Not Served,800,,,267982,2037081
1700668,Beasley Elem Magnet Academic Ctr,Chicago,IL ,60609,Elementary,1119,733,15.65,15-016-2990-25-2800,Targeted,Title 1 Schoolwide,1119,,,267982,2037081
1700601,Beaubien Elem School,Chicago,IL ,60630,Elementary,1004,410,15.69,15-016-2990-25-2078,Commendable,Title 1 Ineligible Due to Ranking,1001,,,267982,2037081
1700362,Beckemeyer Elem School,Beckemeyer,IL ,62219,Elementary,250,84,15.63,13-014-0120-04-2002,,Title 1 Schoolwide,250,,,267982,2037081
1702201,Beckemeyer Elem School,Hillsboro,IL ,62049,Elementary,641,346,14.2,03-068-0030-26-2003,Commendable,Title 1 Schoolwide,634,,,267982,2037081
1704768,Bednarcik Junior High School,Aurora,IL ,60503,Middle,535,136,14.36,24-047-3080-26-1004,Commendable,Title 1 Ineligible Due to Ranking,514,,,267982,2037081
1702929,Beebe Elem School,Naperville,IL ,60563,Elementary,619,138,14.6,19-022-2030-26-2012,Commendable,Title 1 Targeted,617,,,267982,2037081
1700224,Beecher City Grade School,Beecher City,IL ,62414,Elementary,196,97,13.15,03-025-0200-26-2003,Commendable,Title 1 Targeted,194,,,267982,2037081
1700225,Beecher City Jr-Sr High School,Beecher City,IL ,62414,High,165,76,10.04,03-025-0200-26-0001,Commendable,Title 1 Targeted,160,,,267982,2037081
1700222,Beecher Elem School,Beecher,IL ,60401,Elementary,459,178,14.04,56-099-200U-26-2002,Commendable,Title 1 Targeted,443,,,267982,2037081
1700223,Beecher High School,Beecher,IL ,60401,High,343,95,14.12,56-099-200U-26-0001,Commendable,Title 1 Eligible but Not Served,334,,,267982,2037081
1704523,Beecher Junior High School,Beecher,IL ,60401,Middle,249,77,13.24,56-099-200U-26-1001,Commendable,Title 1 Eligible but Not Served,242,,,267982,2037081
1700602,Beethoven Elem School,Chicago,IL ,60609,Elementary,333,304,13.06,15-016-2990-25-2079,Comprehensive,Title 1 Schoolwide,329,,,267982,2037081
1706377,Behavior Disorder Program Coop,Tiskilwa,IL ,61368,Other,0,,0,,,,,,,267982,2037081
1700603,Beidler Elem School,Chicago,IL ,60612,Elementary,232,195,12.21,15-016-2990-25-2080,Commendable,Title 1 Schoolwide,230,,,267982,2037081
1700604,Belding Elem School,Chicago,IL ,60641,Elementary,609,290,14.5,15-016-2990-25-2081,Commendable,Title 1 Schoolwide,601,,,267982,2037081
1701505,Belle Aire Elem School,Downers Grove,IL ,60515,Elementary,276,,15.25,19-022-0580-02-2001,Commendable,Title 1 Targeted,246,,,267982,2037081
1702381,Belle Alexander Elem School,Kewanee,IL ,61443,Elementary,241,176,12.87,28-037-2290-26-2004,Commendable,Title 1 Schoolwide,237,,,267982,2037081
1700605,Bell Elem School,Chicago,IL ,60618,Elementary,902,91,14.79,15-016-2990-25-2082,Commendable,Title 1 Ineligible Due to Ranking,900,,,267982,2037081
1700229,Belle Valley School,Belleville,IL ,62220,Elementary,997,822,12.62,50-082-1190-02-2001,Commendable,Title 1 Schoolwide,980,,,267982,2037081
1700242,Belleville High School-East,Belleville,IL ,62221,High,2600,1446,16.95,50-082-2010-17-0001,Commendable,Title 1 Schoolwide,2350,,,267982,2037081
1700243,Belleville High School-West,Belleville,IL ,62223,High,2118,1269,15.78,50-082-2010-17-0002,Commendable,Title 1 Schoolwide,1986,,,267982,2037081
1705591,Belleville Twp HS-Night/Alt Sch,Belleville,IL ,62223,High,0,,,,,,,,,267982,2037081
1704065,Bell-Graham Elementary School,Saint Charles,IL ,60175,Elementary,520,40,14.96,31-045-3030-26-2012,Exemplary,Title 1 Ineligible Due to Ranking,503,,,267982,2037081
1704720,Belmont-Cragin Elem School,Chicago,IL ,60639,Elementary,518,402,13.11,15-016-2990-25-2923,Targeted,Title 1 Schoolwide,519,,,267982,2037081
1704634,Belvidere Central Middle School,Belvidere,IL ,61008,Middle,911,461,12.23,04-004-1000-26-1003,Commendable,Title 1 Ineligible Due to Ranking,905,,,267982,2037081
1700255,Belvidere High School,Belvidere,IL ,61008,High,1167,715,13.32,04-004-1000-26-0001,Commendable,Title 1 Ineligible Due to Ranking,1113,,,267982,2037081
1705909,Belvidere North High Sch,Belvidere,IL ,61008,High,1354,617,14.13,04-004-1000-26-0002,Commendable,Title 1 Ineligible Due to Ranking,1305,,,267982,2037081
1700256,Belvidere South Middle School,Belvidere,IL ,61008,Middle,754,491,10.56,04-004-1000-26-1002,Commendable,Title 1 Eligible but Not Served,741,,,267982,2037081
1704540,Bement Elementary School,Bement,IL ,61813,Elementary,143,94,11.26,39-074-0050-26-2001,Commendable,Title 1 Targeted,142,,,267982,2037081
1700263,Bement High School,Bement,IL ,61813,High,85,35,10.06,39-074-0050-26-0001,Commendable,Title 1 Targeted,82,,,267982,2037081
1704541,Bement Middle School,Bement,IL ,61813,Middle,63,21,11.89,39-074-0050-26-1001,Commendable,Title 1 Targeted,62,,,267982,2037081
1706318,Benavides Steam Academy,Aurora,IL ,60505,Elementary,326,193,13.59,31-045-1310-22-2017,Commendable,Title 1 Schoolwide,327,,,267982,2037081
1701973,Ben-Gil Elementary School,Gillespie,IL ,62033,Elementary,523,346,12.45,40-056-0070-26-2003,Commendable,Title 1 Schoolwide,517,,,267982,2037081
1706130,Benjamin Elem School,Bloomington,IL ,61705,Elementary,607,67,18.1,17-064-0050-26-2019,Commendable,Title 1 Ineligible Due to Ranking,599,,,267982,2037081
1701982,Benjamin Franklin Elem School,Glen Ellyn,IL ,60137,Elementary,581,,15.42,19-022-0410-02-2002,Commendable,Title 1 Ineligible Due to Ranking,555,,,267982,2037081
1702805,Benjamin Franklin Elem School,Moline,IL ,61265,Elementary,290,164,14.46,49-081-0400-22-2011,Commendable,Title 1 Schoolwide,281,,,267982,2037081
1703814,Benjamin Franklin Middle School,Springfield,IL ,62704,Middle,709,379,13.13,51-084-1860-25-1006,Targeted,Title 1 Eligible but Not Served,699,,,267982,2037081
1700264,Benjamin Middle School,West Chicago,IL ,60185,Middle,259,,9.59,19-022-0250-02-1001,Commendable,Title 1 Schoolwide,254,,,267982,2037081
1700607,Bennett Elem School,Chicago,IL ,60628,Elementary,312,251,14.86,15-016-2990-25-2083,Commendable,Title 1 Schoolwide,308,,,267982,2037081
1700317,Bent Elem School,Bloomington,IL ,61701,Elementary,389,260,14.41,17-064-0870-25-2003,Targeted,Title 1 Schoolwide,384,,,267982,2037081
1702968,Bentley Elem School,New Lenox,IL ,60451,Middle,380,64,20,56-099-1220-02-2008,Commendable,Title 1 Eligible but Not Served,375,,,267982,2037081
1700278,Benton Cons High School,Benton,IL ,62812,High,604,309,13.53,21-028-1030-13-0001,Commendable,Title 1 Schoolwide,591,,,267982,2037081
1704370,Benton Grade Sch 5-8,Benton,IL ,62812,Middle,429,262,12.6,21-028-0470-04-1002,Commendable,Title 1 Schoolwide,421,,,267982,2037081
1704752,Benton Grade Sch K-4,Benton,IL ,62812,Elementary,571,384,15.6,21-028-0470-04-2001,Commendable,Title 1 Schoolwide,566,,,267982,2037081
1701493,Berger-Vandenberg Elem School,Dolton,IL ,60419,Elementary,266,265,19,07-016-1490-02-2006,Comprehensive,Title 1 Schoolwide,260,,,267982,2037081
1705751,Bernard J Ward Elem School,Bolingbrook,IL ,60440,Elementary,363,281,11.79,56-099-365U-26-2003,Exemplary,Title 1 Schoolwide,330,,,267982,2037081
1706213,Bernard Long Elem Sch,Madison,IL ,62060,Elementary,337,331,11.23,,,,,,,267982,2037081
1703583,Bernard W Flinn Middle School,Rockford,IL ,61108,Middle,807,561,16.47,04-101-2050-25-1008,Targeted,Title 1 Schoolwide,791,,,267982,2037081
1703958,Bert H Fulton School,Tinley Park,IL ,60477,Elementary,404,176,11.38,07-016-1460-04-2002,Exemplary,Title 1 Schoolwide,468,,,267982,2037081
1700296,Bethalto East Primary School,Bethalto,IL ,62010,Elementary,387,201,14.51,41-057-0080-26-2003,Commendable,Title 1 Schoolwide,383,,,267982,2037081
1706927,Bethalto East/ Region III K-3 CLI,Bethalto,IL ,62010,Elementary,0,,0,,,,,,,267982,2037081
1700305,Bethel Grade School,Mount Vernon,IL ,62864,Elementary,154,118,11.5,13-041-0820-02-2001,Commendable,Title 1 Schoolwide,161,,,267982,2037081
1701859,Betsy Ross Elem School,Forest Park,IL ,60130,Elementary,138,71,10.49,06-016-0910-02-2001,Commendable,Title 1 Targeted,135,,,267982,2037081
1703404,Betsy Ross Elem School,Prospect Heights,IL ,60070,Elementary,338,131,15.72,05-016-0230-02-2004,Commendable,Title 1 Schoolwide,337,,,267982,2037081
1706394,Betty Shabazz Internl Charter Sch,Chicago,IL ,60619,Elementary,293,291,17.24,,,,,,,267982,2037081
1704350,Beulah Park Elem School,Zion,IL ,60099,Elementary,289,237,18.06,34-049-0060-02-2007,Comprehensive,Title 1 Schoolwide,271,,,267982,2037081
1704878,Beverly Manor Elementary School,Washington,IL ,61571,Middle,315,180,10.86,53-090-0500-02-2002,Commendable,Title 1 Schoolwide,309,,,267982,2037081
1706694,Beyer Early Childhood Center,Rockford,IL ,61104,Prekindergarten,497,445,19.12,04-101-2050-25-3080,,Title 1 Ineligible Due to Ranking,497,,,267982,2037081
1706953,Beyond One Barb Transition Center,Dekalb,IL ,60115,High,0,,0,,,,,,,267982,2037081
1706554,B H R A Cooperative HS,Bismarck,IL ,61814,High,0,,0,,,,,,,267982,2037081
1702817,Bicentennial Elem School,Coal Valley,IL ,61240,Elementary,328,142,16.4,49-081-0400-22-2019,Commendable,Title 1 Schoolwide,317,,,267982,2037081
1706684,Bi-County-3-5 LIfe Skills-Merrill,Sterling,IL ,61081,Not Reported,,,,,,,,,,267982,2037081
1706655,Bi-County-Jr HS LIfe Skills-Rock,Rock Falls,IL ,61071,Not Reported,,,,,,,,,,267982,2037081
1706647,Bi-County-K-2 Life Skills-Dillon,Sterling,IL ,61081,Not Reported,,,,,,,,,,267982,2037081
1706652,Bi-County Sp Ed-3-5 Life Skills-M,Morrison,IL ,61270,Not Reported,,,,,,,,,,267982,2037081
1706852,Bi-County SpEd HS,Sterling,IL ,61081,Not Reported,,,,,,,,,,267982,2037081
1706680,Bi-County Sp Ed-K-2 Life Skills-M,Morrison,IL ,61270,Not Reported,,,,,,,,,,267982,2037081
1706675,Bi-County Sp Ed-Life Skill Jr Hgh,Morrison,IL ,61270,Not Reported,,,,,,,,,,267982,2037081
1706674,Bi-County Sp Ed-Life Skills HS-Mo,Morrison,IL ,61270,Not Reported,,,,,,,,,,267982,2037081
1706666,Bi-County Sp Ed-Transition Life S,Sterling,IL ,61081,Not Reported,,,,,,,,,,267982,2037081
1704081,Big Hollow Elem School,Ingleside,IL ,60041,Elementary,522,184,12.53,34-049-0380-02-2002,Commendable,Title 1 Targeted,516,,,267982,2037081
1700307,Big Hollow Middle School,Ingleside,IL ,60041,Middle,744,242,13.78,34-049-0380-02-1001,Commendable,Title 1 Eligible but Not Served,728,,,267982,2037081
1700306,Big Hollow Primary School,Ingleside,IL ,60041,Elementary,387,136,11.91,34-049-0380-02-2001,Commendable,Title 1 Targeted,384,,,267982,2037081
1706869,Big Timber Elementary School,Hampshire,IL ,60140,Elementary,451,152,11.81,31-045-3000-26-2027,Commendable,Title 1 Eligible but Not Served,477,,,267982,2037081
1700310,Bismarck-Henning Elem School,Bismarck,IL ,61814,Elementary,309,127,13.43,54-092-0010-26-2001,Commendable,Title 1 Schoolwide,308,,,267982,2037081
1700308,Bismarck-Henning Jr High School,Bismarck,IL ,61814,Middle,246,109,13.67,54-092-0010-26-1001,Commendable,Title 1 Schoolwide,244,,,267982,2037081
1702457,B J Hooper Elem School,Lindenhurst,IL ,60046,Elementary,545,235,12,34-049-0410-04-2003,Commendable,Title 1 Targeted,535,,,267982,2037081
1706662,Black Hawk Area DHH Program,East Moline,IL ,61244,Not Reported,,,,,,,,,,267982,2037081
1706326,Black Hawk Area Special Ed Ctr,East Moline,IL ,61244,Not Reported,,,,,,,,,,267982,2037081
1704638,Blackhawk Elementary School,South Beloit,IL ,61080,Middle,139,70,15.94,04-101-3200-26-2005,Targeted,Title 1 Schoolwide,137,,,267982,2037081
1702686,Black Hawk Elem School,Glendale Hts,IL ,60139,Elementary,576,370,21.14,19-022-0150-02-2006,Targeted,Title 1 Schoolwide,390,,,267982,2037081
1703815,Black Hawk Elem School,Springfield,IL ,62704,Elementary,234,183,12.65,51-084-1860-25-2013,Targeted,Title 1 Schoolwide,233,,,267982,2037081
1701898,Blackhawk Elem School,Freeport,IL ,61032,Elementary,361,216,13.95,08-089-1450-22-2003,Commendable,Title 1 Schoolwide,360,,,267982,2037081
1700266,Blackhawk Middle School,Bensenville,IL ,60106,Middle,665,366,11.44,19-022-0020-02-1001,Commendable,Title 1 Schoolwide,659,,,267982,2037081
1703203,Blackhawk Primary Center,Park Forest,IL ,60466,Elementary,167,135,13.36,07-016-1630-02-2003,Commendable,Title 1 Schoolwide,160,,,267982,2037081
1700609,Black Magnet Elem School,Chicago,IL ,60617,Elementary,336,237,13.44,15-016-2990-25-2086,Commendable,Title 1 Schoolwide,336,,,267982,2037081
1704735,Blackstone Elem School,Mendota,IL ,61342,Elementary,197,123,11.59,35-050-2890-04-2003,Commendable,Title 1 Schoolwide,193,,,267982,2037081
1700610,Blaine Elem School,Chicago,IL ,60613,Elementary,639,66,13.31,15-016-2990-25-2087,Exemplary,Title 1 Ineligible Due to Ranking,632,,,267982,2037081
1704966,Blair Early Childhood Center,Chicago,IL ,60638,Elementary,164,98,6.37,15-016-2990-25-3761,,Title 1 Schoolwide,259,,,267982,2037081
1700312,Bloom High School,Chicago Heights,IL ,60411,High,1823,1493,18.27,07-016-2060-17-0001,Commendable,Title 1 Schoolwide,1766,,,267982,2037081
1706801,Bloomington Area Career Center,Bloomington,IL ,61701,High,0,,,,,,,,,267982,2037081
1700318,Bloomington High School,Bloomington,IL ,61701,High,1369,826,13.65,17-064-0870-25-0001,Commendable,Title 1 Schoolwide,1282,,,267982,2037081
1700319,Bloomington Jr High School,Bloomington,IL ,61701,Middle,1050,682,13.08,17-064-0870-25-1002,Commendable,Title 1 Schoolwide,1032,,,267982,2037081
1700313,Bloom Trail High School,Chicago Heights,IL ,60411,High,1218,985,16.4,07-016-2060-17-0002,Commendable,Title 1 Schoolwide,1198,,,267982,2037081
1705119,Blue Ridge High School,Farmer City,IL ,61842,High,155,66,7.71,17-020-0180-26-0001,Commendable,Title 1 Eligible but Not Served,152,,,267982,2037081
1705123,Blue Ridge Intermediate-Jr HS,Mansfield,IL ,61854,Middle,232,111,11.08,,,,,,,267982,2037081
1704551,Bluffs Elementary School,Bluffs,IL ,62621,Elementary,81,40,6.84,01-086-0020-26-2001,Commendable,Title 1 Schoolwide,80,,,267982,2037081
1700348,Bluffs High School,Bluffs,IL ,62621,High,51,16,7.93,01-086-0020-26-0001,Commendable,Title 1 Eligible but Not Served,50,,,267982,2037081
1704552,Bluffs Junior High School,Bluffs,IL ,62621,Middle,37,18,8.33,01-086-0020-26-1001,Commendable,Title 1 Schoolwide,37,,,267982,2037081
1704193,Bluffview  Elem School,Dupo,IL ,62239,Elementary,501,338,12.99,50-082-1960-26-2006,Commendable,Title 1 Schoolwide,495,,,267982,2037081
1706362,Bluford Grade School,Bluford,IL ,62814,Elementary,236,93,11.78,13-041-3180-27-2001,Commendable,Title 1 Schoolwide,245,,,267982,2037081
1703492,Blythe Park Elem School,Riverside,IL ,60546,Elementary,230,43,12.3,06-016-0960-02-2002,Exemplary,Title 1 Ineligible Due to Ranking,224,,,267982,2037081
1700626,Bogan High School,Chicago,IL ,60652,High,716,614,15.23,15-016-2990-25-0003,Targeted,Title 1 Schoolwide,599,,,267982,2037081
1704025,Bolingbrook High School,Bolingbrook,IL ,60440,High,3298,1757,13.37,56-099-365U-26-0007,Commendable,Title 1 Schoolwide,3244,,,267982,2037081
1706753,Bond County CUSD 2 ECC,Greenville,IL ,62246,Prekindergarten,75,43,11.57,,,,,,,267982,2037081
