guid,name,city,ceeb,ceeb_padded,suspected_counterpart_ceeb,custom_id
5030a4d0-fa59-4e7b-8051-a945e76485fd,Father Duenas Memorial HS,Hagatna,525080,525080,052508,0006612
710945b7-3cdf-4e84-bd20-7ebbb54c361a,Fennimore Senior High School,Fennimore,500650,500650,050065,0026965
76649c99-009d-4d7f-a312-894011f2b722,Fernandina Beach High School,Fernandina Beach,100460,100460,010046,0004919
428d374a-7932-450f-b806-23ee79b154b1,Fernando Suria Chavez Sr HS,Barceloneta,540680,540680,054068,0021795
40d1d74c-8388-40d8-b969-f28b5028034f,Fitzgerald High School,Fitzgerald,111280,111280,011128,0006553
51bad8a7-ea80-40c4-a1e4-67ff37ee91f3,Florida A&M University HS,Tallahassee,101650,101650,010165,0005052
5bbd5039-afa3-a6a7-ef3e-a1d560917c37,Florida Departmnt Of Education,Tallahassee,103130,103130,010313,
89a0daac-ff5c-4c1a-af9c-ae9493223a61,Florida Lrng Acad Priv SC Inc.,Cocoa,100280,100280,010028,0005319
d170f609-11c1-4353-aeef-3ef2325462e7,Forest Hills Consolidated Sch,Jackman,200490,200490,020049,0011631
0b24a556-fc55-4c41-9241-159bcc3fd957,Fort Atkinson High School,Fort Atkinson,500690,500690,050069,0026909
70de43fd-b25c-4e2f-a24b-57a98f3bdac6,Fort Fairfield Middle HS,Ft Fairfield,200370,200370,020037,0011596
c40862d3-e703-4208-87e3-b2161f4e544e,Francisco Mendoza High School,Isabela,542590,542590,054259,0021830
06cdebe9-d9a8-46f2-afc7-be1fad5f45fb,Francisco Zayas Santana HS,Villalba,546620,546620,054662,0021923
7daf5664-488f-472c-b652-895fdaf706bb,Fryeburg Academy,Fryeburg,200390,200390,020039,0011456
ab9827fc-1117-ee67-ace0-82037d5f3cf9,Future Builders School,Raymond,200840,200840,020084,
f240d560-7365-4433-a0ce-be344dd3888e,Gabriela Mistral School,San Juan,541300,541300,054130,0021810
f1974cdd-6c4b-4803-b255-e4f1e925c4be,George Washington HS Guam,Barrigada,525120,525120,052512,0006603
7c54246c-1583-4e59-825e-7211ecd6a74d,Georgia Military College HS,Milledgeville,112100,112100,011210,0006399
3bc25587-43d1-494c-9bde-1b69857520d8,German Riechehoff Secondary,Vieques,546540,546540,054654,0021922
7a70420a-f7ce-4aaf-930b-c5a076375ed1,Gibraltar High School,Fish Creek,500660,500660,050066,0027060
fdb06b59-0421-4bd1-8853-fb05729bf5eb,Gilmanton High School,Gilmanton,500740,500740,050074,0027218
f547eb3d-7e06-462b-82aa-1b2eb1339ce4,Glades Central High School,Belle Glade,100100,100100,010010,OID16120
557d829d-8b5c-4270-9541-ccc2cbb797c0,Glidden HS,Glidden,500760,500760,050076,
a018f190-4186-4f05-9122-f1a4551aeaa8,Goffstown Area High School,Goffstown,300210,300210,030021,0015909
89550c91-7dc4-416e-83b6-3b0266596fd0,Gorham High School,Gorham,200400,200400,020040,0011457
661d4858-94a3-46cd-be4c-fe23a7582aed,Gorham Middle/High School,Gorham,300220,300220,030022,0015989
d0237514-cd54-4f8c-bdc3-96f081ff0a37,Grace Christian Academy,Saipan,529040,529040,052904,0013963
5ae3beee-b932-44bc-b7d9-9360751a6414,Graceville High School,Graceville,100570,100570,010057,0005103
bd3ee48f-2498-4fb4-94ba-87a1d08ff57d,Grafton Senior High School,Grafton,500770,500770,050077,0026704
f3161c7d-fe11-4ef8-94d0-2bcce629fb75,Grand Avenue School,Milwaukee,501360,501360,050136,0026872
85922ddc-cfa2-4501-a3d5-4c53074b641e,Grand Ridge School,Grand Ridge,100580,100580,010058,0005104
99e9c243-e9ed-0918-80a3-eb856f314e7a,Grant Career And Tech Edu Ctr,Winter Haven,101260,101260,010126,
28c2b15f-5214-492e-9af6-54c90462d814,Grantsburg High School,Grantsburg,500780,500780,050078,0027253
f2f37958-6c86-43bb-93b5-f516048de065,Greely High School,Cumberland Cente,200280,200280,020028,0011452
f1ad0708-bdb5-4edb-810d-4bc79a80de04,Green River High School,Green River,510170,510170,051017,0027645
c162b998-3854-41d7-bc9d-c483720a01b4,Greendale Senior High School,Greendale,500820,500820,050082,0026765
c127c23a-ff5f-4301-9cf2-8f68ed222d1e,Greenville High School,Greenville,200410,200410,020041,OID16195
212fa120-f34f-4e26-86d2-b484d1498abc,Greenwood High School,Greenwood,500830,500830,050083,0027105
3914eaca-1395-4d96-ac2c-01b0904a5908,Guam Cmty College Stdnt Srvcs,Barrigada,525130,525130,052513,OID16385
cc84091f-5740-45de-9602-35b1e4449104,Gwinnett Sch Of Math Sci Tech,Lawrenceville,111140,111140,011114,2667572
14dfba1b-4c82-4861-9f47-0e3adea8d689,H B Plant High School,Tampa,101700,101700,010170,0005646
f9079220-2b95-2622-9662-24a83490c53d,Hadar South Fl HS For Girls,Boca Raton,100200,100200,010020,
7aebd936-01f8-4ab5-8374-44bf4bb2e4c5,Haines City High School,Haines City,100620,100620,010062,0005709
65995e1e-f608-4040-9994-0d97cafeca94,Hall-Dale High School,Farmingdale,200420,200420,020042,0011522
02e30cda-cb1f-4913-963a-510a5940a3b1,Hanover High School,Hanover,300250,300250,030025,0016002
e76091b1-0393-f382-c7ee-634cfcd7c582,Harpswell Coastal Academy,Harpswell,200440,200440,020044,
453788d7-3407-4e60-a693-e1dbc4173f4f,Heard County Comprehensive HS,Franklin,111350,111350,011135,0006103
b895d1ae-18f5-4bc6-aee3-5dcecf3ed66c,High Mowing School,Wilton,300620,300620,030062,0015929
4a8b5c00-5e92-4ac9-bb93-3c20238aa7b8,High School Of Health Sciences,Wales,502350,502350,050235,3039827
d9430484-60fa-b788-bdc9-aebda02ba9f7,Highlands Virtual School,Sebring,100320,100320,010032,
ca7e626a-ca5b-4b3b-9b84-d1444b6aad52,Highmore-Harrold High School,Highmore,420600,420600,042060,0022636
a8db04fd-996d-46d6-95e4-60f93b665cfb,Hilbert High School,Hilbert,500880,500880,050088,0027033
638ec9b1-7e37-46e2-97da-719453bbfd9a,Hinsdale High School,Hinsdale,300270,300270,030027,0015975
fc7d429c-ebbb-7594-112c-7c74a5b199ce,Hla Preparatory School Llc,Palm Bay,100500,100500,010050,
553b6f1a-abb8-460d-9414-62a4420091cd,Holy Family Academy,Manchester,300350,300350,030035,OID16270
454ca426-1778-4521-afcd-c8ae14393f33,Holy Rosary School,Yauco,546700,546700,054670,0021864
9f8fa23b-53b7-b2ef-6489-fe3f1b2a99a1,Hope Academy,Groveland,100090,100090,010009,
95563265-ee51-44e6-aabd-4f922e8bcc6a,Horicon High School,Horicon,500910,500910,050091,0026709
2417fabd-3d92-452a-b218-aeadb5c80161,Houston County Crossroads Ctr,Warner Robins,113150,113150,011315,0006417
123d19c1-a901-42e7-9221-445a890cacd1,Howard W Blake High School,Tampa,101750,101750,010175,0005615
2ebeee20-cb17-40a6-88e9-18007d8872d0,Howards Grove High School,Howards Grove,502090,502090,050209,0026740
1766362f-9e56-4520-b2b3-dacfe20255ba,Hudson Senior High School,Hudson,500920,500920,050092,0027013
f4a645ab-e570-4b13-a6f4-1ded6a4ca9e5,Hulett High School,Hulett,510200,510200,051020,OID16351
b99e5a05-c8f8-413e-aff6-42c968b0b31d,Hustisford Jr-Sr High School,Hustisford,500930,500930,050093,0026710
080f238e-f090-ebb3-21bf-3b023dae7efb,Iakina Adventist Academy,Pago Pago,520060,520060,052006,
00bb01b1-a6d9-417a-815e-d974b132d6ef,Icpr Junior College,San Juan,542360,542360,054236,0021960
9cd898d4-b75f-4a38-a664-95bf3317fb6b,Immaculate Conception Academy,Mayaguez,543320,543320,054332,0021852
0eb068b6-e063-42e2-98eb-84b3dcf4153d,Iola-Scandinavia High School,Iola,500940,500940,050094,0027296
fed294e9-3342-4570-a137-2d473de2b58b,Iowa-Grant High School,Livingston,501110,501110,050111,0026920
0dc99169-1f53-4d41-b272-940f22edff03,Ithaca High School,Richland Center,501980,501980,050198,OID16374
771e01ef-6a78-4cc4-9d82-a1edafa9912e,J W Mitchell High School,New Port Richie,101560,101560,010156,2392028
d2924e7e-c257-46f6-812a-9814f5c38861,Jackson Hole High School,Jackson,510210,510210,051021,0027649
689a06fb-7e3d-4984-8df4-fa18066de78a,James Island Charter HS,Charleston,410400,410400,041040,0022284
e17b7b74-70e1-4543-baba-8d6bb449731d,Jefferson County High School,Louisville,111860,111860,011186,0006230
496ab3f5-1f44-431e-9177-b4021b91da10,Jefferson High School,Jefferson,111700,111700,011170,0006278
7e39e77b-f70b-4e09-b1c1-9b358762a5b7,John Edwards High School,Port Edwards,501840,501840,050184,0027120
b330e4e1-88e8-43cb-9cf1-299316750de5,John F Kennedy High School,Tamuning,525160,525160,052516,0006599
9ae2d22d-eaaf-458e-9a93-caf7fa98dbab,Jose Collazo Colon,Juncos,542760,542760,054276,0021931
96bfe212-2bc6-4dcd-b28f-2a76215ddd05,Jose De Diego High School,Mayaguez,543370,543370,054337,0021846
89da54ac-fee7-4c75-8a7b-a5d440c62405,Jose Emilio Lugo Ponce De Leon,Adjuntas,540080,540080,054008,0021775
df9e678c-5790-404f-80ca-82fad09feb94,Jose Rojas Cortes High School,Orocovis,543680,543680,054368,0021877
1008d846-fc26-4747-891e-a3571a7ac2e9,Jose S Alegria School,Dorado,541780,541780,054178,0021817
bdfc9ebc-42f5-4504-b5de-4525d1bf5196,Juan A De Arizmendi,Quebradillas,544210,544210,054421,0021843
4bda0d5f-774a-46b7-846f-839849da4c6e,Juan Rios Serpa,Ciales,541520,541520,054152,0021812
5b40c941-48f4-42a5-9240-c46518931370,Juan Suarez Pelegrina HS,San Antonio,540250,540250,054025,0021778
5668014d-6e81-8711-a4ec-60924672c582,Kabod Christian Academy,Hormigueros,545900,545900,054590,
56516daa-bf45-4290-97dc-9fa278ad1a79,Kau High School,Pahala,120200,120200,012020,0006655
fd941e5f-6e1b-4dd8-9e26-d613c080fe2a,Kaukauna Senior High School,Kaukauna,500990,500990,050099,0027034
154cc417-6633-4044-8a6e-970e09ddf185,Kemmerer High School,Diamondville,510220,510220,051022,0027653
ecf2c16f-9369-46eb-a904-8f6d7f997cc1,Kewaunee Senior High School,Kewaunee,501020,501020,050102,0027061
5f43a7b2-e8e1-023d-8e4b-61e519ddf945,Kids Community Colg Charter HS,Riverview,100360,100360,010036,
765c7447-e3d1-443f-ab24-5af8b66c787e,Kimball Union Academy,Meriden,300400,300400,030040,0016004
dece6f6b-de04-42e3-a603-28bda05a6078,Kimberly High School,Kimberly,501030,501030,050103,0027037
0d3ffa6e-5c5b-5900-9b18-22376dff916f,Kingdom Christian Academy,Starke,100020,100020,010002,
513d2315-85e4-494d-bad9-d0d5c6185806,Kosrae High School,Kosrae,529010,529010,052901,0005924
8eddcd29-2164-4e2b-a145-90a398b6a95e,La Farge High School,LA Farge,501060,501060,050106,
584652a0-6cd6-4e9f-a3ab-3ee4201df9be,La Salle Academy,Providence,400160,400160,040016,0022119
e0f4ce0d-0ef0-4949-9aa1-a5d733bc2e28,Ladislao Martinez High School,Vega Alta,546490,546490,054649,0021860
366ec8c3-8788-4ec8-b457-49e6928e923c,Lake Placid High School,Lake Placid,100900,100900,010090,0005711
5924964c-8543-4c08-8bb4-328bdaa44871,Lakewood School,Dousman,500540,500540,050054,0026761
c1bd0b47-d710-4e1d-b81e-9255c539ea2c,Lancaster Senior High School,Lancaster,501080,501080,050108,0026967
45827c81-6977-4772-a4c3-e75d3ad9189f,Landrum High School,Landrum,411250,411250,041125,0022260
c9294186-4bf5-4b85-9a60-946755b2d7af,Lawrence High School,Fairfield,200360,200360,020036,0011627
e70b1681-1d11-4911-a462-2432b08dda66,Leavitt Area High School,Turner,201010,201010,020101,0011517
eb03812b-ae45-483c-8a55-4528a9e9d183,Lee Adolescent Mothers Prog,Fort Myers,100530,100530,010053,0005741
7e07cf9f-a9d1-4a19-ab8a-15b4fcbaee8d,Lena Public School,Lena,501090,501090,050109,
762a3fa8-1125-4e22-8f2d-a2c75b939b13,Leone High School,Pago Pago,520070,520070,052007,0001431
137d61b8-c524-4eb2-9b19-88577d34912d,Lewiston High School,Lewiston,200550,200550,020055,0011501
1c4775ad-1d77-b020-5998-f1ee7e6af4cb,Liberty Baptist Academy,Sarasota,100250,100250,010025,
3c0a4ea3-b41a-cd50-7221-f2a4757f2ca1,Liberty Baptist Academy,Fort Pierce,100630,100630,010063,
9d999d65-bb55-4a72-b25e-1f6266c6e94e,Liberty High School,Liberty,411300,411300,041130,0022446
32467188-33ec-4e5c-80d1-2c3d4b07fc3a,Liceo Hispano Americano,Bayamon,540910,540910,054091,0021799
420492e4-f8d1-40ec-a8e3-bae8aabe74a6,Liceo Ponceno,Ponce,544040,544040,054404,0021896
e36e2203-a74e-27db-c175-89e4bbd33a3e,Light Of World Christian Acad,Atlanta,110150,110150,011015,
ba374b51-4070-41cf-ab82-d25e764b0616,Limestone Community School,Limestone,200570,200570,020057,OID16218
58b944ac-17a1-4439-8de1-7c1e8a4e033d,Lin-Wood Public School,Lincoln,300330,300330,030033,0015947
15195667-acc3-43fe-ba04-9c3bf390edec,Lina Padron Rivera High School,Vega Baja,546500,546500,054650,0021921
3b1b674e-8f44-432c-9545-14692cc3af1b,Little Wolf Jr/Sr High School,Manawa,501180,501180,050118,0027297
0b59c497-1543-4616-aa1e-e9af8f632125,Littleton High School,Littleton,300340,300340,030034,0015983
b9edf92b-947c-4584-b44a-81828f0fd7bb,Living Faith Academy,Palatka,101400,101400,010140,0004989
ef322e32-a851-4cf2-a1d1-23ccf6406c25,Logan High School,LA Crosse,501050,501050,050105,0027160
ead0f660-69e6-425a-a8f4-5964aaa93692,Lola R De Tio High School,San German,544980,544980,054498,0021855
5cde69a4-28fc-4c77-a90a-0304980d6d9e,Lomira High School,Lomira,501120,501120,050112,0026719
6e20db09-bc26-459f-be83-5a8146bd46dd,Lorenzo Vizcarrondo HS,Carolina,541280,541280,054128,0022045
95bad044-aee3-45d7-b002-7829abea0ab0,Lovell High School,Lovell,510260,510260,051026,0027594
47642400-dfcb-400b-802c-f38b88b0828a,Loyal High School,Loyal,501130,501130,050113,0027106
d73c1802-acf1-4160-8fcc-752c627beb97,Lubec High School,Lubec,200600,200600,020060,OID16256
5dfeba36-245a-4b41-bb5c-66a5176d448e,Lugoff-Elgin High School,Lugoff,410200,410200,041020,0022166
53c6763b-1df6-4de2-ac31-07580ec0fedc,Luis Llorens Torres HS,Juana Diaz,542720,542720,054272,0021832
5a88b76f-b229-4f8d-8ef0-8b1c9d865f8c,Luis Munoz Marin High School,Anasco,540480,540480,054048,0021787
9ee228b4-ff46-4bed-b1bf-109278a78000,Luis Munoz Rivera Sr HS,Utuado,546440,546440,054644,0021813
7187b200-65ea-42b0-a2a4-d03d3d2e63d0,Madison East High School,Madison,501150,501150,050115,0026950
67ede018-f7c1-4cfc-ba01-6a0f3e1bde89,Maine Academy Natural Sciences,Hinckley,200450,200450,020045,OID16281
0a74286e-af20-4641-8ab7-947054b2e8fc,Maine Vocational Regional Ten,Brunswick,200190,200190,020019,0011450
cb65991e-e295-4ce8-9a12-aeef2c40bc75,Manua High School,Pago Pago,520090,520090,052009,OID16223
2b013d85-ab26-720e-0377-730f27afa4f5,Maplestone,Acton,200010,200010,020001,
577d5843-87d5-433c-bd05-780d5fdbe22a,Margarita Janer High School,Guaynabo,542160,542160,054216,0022029
86fbb188-317a-47db-be1e-4832c9258d1b,Marinette Senior High School,Marinette,501200,501200,050120,0027041
bc53920a-d833-44d7-8311-6732adda8fc9,Marion High School,Marion,501210,501210,050121,0027298
a18ee56a-1a2c-440d-b5c6-ab1ed6c14db9,Marist High School,Pago Pago,520120,520120,052012,0001428
75b6561c-8898-47ff-a782-789e9905f8d1,Marlboro School Of Discovery,Clio,411460,411460,041146,0022389
41f3c5d9-f71b-469e-ba40-47b9137b7b0c,Marshall High School,Marshall,501220,501220,050122,0026923
d16abf24-adc9-49b5-a817-be9638f5d36d,Marshfield High School,Marshfield,501230,501230,050123,0027108
675c1f1d-e66c-4ace-a1d8-b933654accd6,Marshwood High School,South Berwick,200350,200350,020035,0011443
dfd4ee75-dd55-21a8-285f-54e13589ac79,Masada Day And Prep School,Snellville,112760,112760,011276,
7685955c-f374-434b-8eb9-79ceabb98c5b,Mattanawcook Academy,Lincoln,200580,200580,020058,OID16140
6464a990-f960-4e00-a6a6-7c1508f35ea6,Mayville Senior High School,Mayville,501250,501250,050125,0026720
a8aeafa5-55d1-494b-8402-4ee88369d5c2,McClellanville HS,McClellanville,411400,411400,041140,
61294f50-2c5d-4df8-86fc-50385c4599b1,Mcdonough High School,Mcdonough,112040,112040,011204,0006127
788ffc73-3b25-4903-b09f-b963afe64a71,Medford Area Senior HS,Medford,501260,501260,050126,0027111 
9eefa9ce-231d-4f38-af08-a4de566c16dc,Medomak Valley High School,Waldoboro,201050,201050,020105,0011567
6399785a-4b7c-4938-8ad0-00b7f5a17978,Medrardo Carazo High School,Trujillo Alto,546370,546370,054637,0022036
dfbcd26a-d673-44e3-986e-c4fe9e7fb3b6,Meeteetse High School,Meeteetse,510300,510300,051030,
45e844b1-db0b-445e-8e62-42a15105c1ea,Melrose-Mindoro High School,Melrose,501270,501270,050127,0027174
60d27f7b-7ead-4d0f-ba8a-9aaaffb0bfa5,Menomonie Senior High School,Menomonie,501300,501300,050130,0027222
75e99a2e-0d1f-4093-adbb-dd8af77b56cc,Mesa Vista Mid/High School,Ojo Caliente,320490,320490,032049,0016777
0a0da635-6eb9-4056-b962-b6cf302e0bca,Messmer High School,Milwaukee,501380,501380,050138,0026818
1b839d91-9066-47ed-83d2-5cb3ce6cdef2,Metter High School,Metter,112080,112080,011208,OID16150
3c935da4-0bb9-43a2-abfe-b32c466c4347,Middleton High School,Middleton,501320,501320,050132,0026925
27a5a201-340b-47c5-979e-d4c3b8ea724a,Midtown High School,Atlanta,110170,110170,011017,0006222
8e84204f-40f8-42ec-baec-96b1cad6acda,Miguel De Cervantes Saavedra,Lomas Verdes Bay,540880,540880,054088,0022011
b0a681b2-f9b8-4e38-9aaa-3ef67f0a6888,Milton High School,Milton,501330,501330,050133,0026926
f486c97f-1e94-4139-8175-c6cfbf39bbb5,Mineral Point High School,Mineral Point,501520,501520,050152,0026927
f5738f15-b017-4852-ab60-0043d32bf29a,Mobridge-Pollock High School,Mobridge,420900,420900,042090,0022707
df1d7226-a011-423b-b51e-cb621f738890,Molokai High School,Hoolehua,120130,120130,012013,0006625
62cbfa82-763c-48e0-bb82-dfb447ffe6cc,Mondovi High School,Mondovi,501540,501540,050154,0027223
a92026a1-ca31-480b-89f2-6568fa68f692,Montello High School,Montello,501550,501550,050155,
60e04ea6-9071-4ea9-949d-7fa8fbd49643,Montgomery County High School,Mount Vernon,112200,112200,011220,0006237
13e7f2b8-e977-47f2-a2eb-08a19acec3ed,Moorcroft High School,Moorcroft,510310,510310,051031,0027624
b88404bc-106a-4634-9053-0cfa2627294f,Morse High School,Bath,200070,200070,020007,0011563
4285a66c-8c7d-4110-a748-eaaec7db3e2f,Moses Brown School,Providence,400180,400180,040018,0022111
2fef8711-305f-4121-9e8a-a948b057ab51,Mount Abram Regional HS,Salem Twp,200530,200530,020053,0011642
53325caf-b40f-4cf5-bf35-47fa2299cecd,Mountain View High School,Lawrenceville,111800,111800,011180,2753793
fb7b67f9-2fe3-4cba-aa07-736e1b4e77b5,Mt Hope High School,Bristol,400010,400010,040001,0022056
dff5fb4d-e368-492a-be8e-54036cd93046,Mukwonago High School,Mukwonago,501590,501590,050159,0026779
54937a27-64be-403f-b1b1-6897528b72d3,Narraguagus High School,Harrington,200650,200650,020065,OID16165
ac359764-9b9c-4d8f-89e8-bd6bc8731e54,Nashua High School North,Nashua,300430,300430,030043,0015924
92adc2bb-0ae6-14b3-5da3-3108dd1b77eb,Nassau County Adult High Schl,Yulee,102650,102650,010265,
2213f644-3c95-4d3f-8d10-f5b0940ef8c4,Nathan Hale High School,West Allis,502450,502450,050245,0026868
7f10ab2f-43ab-4293-b744-cd4ae09abd64,Natrona County High School,Casper,510060,510060,051006,0027608 
5f917e43-60b2-4415-9327-975b8230d096,Necedah High School,Necedah,501610,501610,050161,0027176
7cfa03fc-b0b0-408b-9602-42d9c62285a7,Neillsville High School,Neillsville,501620,501620,050162,0027116
ad9f6b1e-8d9b-4a93-b382-94f973a3bf2c,New Auburn High School,New Auburn,501630,501630,050163,0027224
d9977b13-086e-4cc8-a5c2-716b62ff5cda,New Hampton School,New Hampton,300440,300440,030044,0015950
b93b4161-d2aa-4bdc-afbf-cc3600e8eb75,New Holstein High School,New Holstein,501640,501640,050164,0026727
b6374361-1d8d-4a59-8d1f-ce62796db235,New London High School,New London,501650,501650,050165,0027303
1e8f74c0-7133-4bc5-aa2e-79faba5fc090,New Smyrna Beach High School,New Smyrna,101230,101230,010123,0004984 
8e15b726-e3c1-4301-b5aa-0aa4a48005b1,Newberry High School,Newberry,411490,411490,041149,0022175
16e32f36-e857-45da-8b53-547258ad7698,Newcastle High School,Newcastle,510320,510320,051032,OID16383
a0c38b61-fb6e-4e5f-b712-d68083b37fcc,Newman High School,Wausau,502410,502410,050241,0027088
9e884640-1210-c750-19c7-5ae797efe0af,Nfi North Midway Shelter Schl,Bradford,300050,300050,030005,
8730d5bf-a9b2-470e-9681-83a3b0b5680a,Niagara High School,Niagara,501660,501660,050166,OID16391
4a98411e-5bb7-4ed5-863d-27da8d25739b,Nicolet High School,Glendale,501400,501400,050140,0026854
b12fab3b-c75d-4396-b23e-68affd1b017a,North Augusta High School,North Augusta,411520,411520,041152,0022516
c65a88f9-f665-4b6f-8149-28e6edd6d91c,North Haven Community School,North Haven,200730,200730,020073,0011613
460b1fd3-c498-4d43-b426-f1703670bfac,North High School,North,411510,411510,041151,0022181
bef02d53-283d-4a2c-aced-2a98e673223e,North Providence High School,North Providence,400090,400090,040009,0022107
19e8e99a-bd74-44cc-9834-7962ccdd36e8,North Yarmouth Academy,Yarmouth,201140,201140,020114,0011478
078777af-8a51-41a3-b24c-43cd7bfc9354,Northland Pines High School,Eagle River,500560,500560,050056,0027143
c6b3f2d4-1981-4f93-ab39-78e6829a83f5,Northside Christian Academy,Washington,113180,113180,011318,
83cdca6c-9dbe-4f62-8ba9-203b0081eb8b,Northwestern High School,Maple,501190,501190,050119,0027258
d429ef02-b8fe-4e04-a8d0-2d238955e3a5,Northwestern High School,Mellette,420950,420950,042095,0022680
dafb8d64-3d82-4e14-978f-af8d93d4a6ad,Northwood School,Minong,501530,501530,050153,0027259
3ad09fe0-4321-41cf-8353-e38624b0baab,Notre Dame Academy,Green Bay,500800,500800,050080,0027079
f217e1b0-64a0-4fa8-be6e-3d1f3a0733d6,Notre Dame High School,Caguas,541040,541040,054104,0021884
ed4b962d-ec6a-45d8-a03c-8a09d4330840,Notre Dame High School,Talofofo,525200,525200,052520,0006610
4d458dba-abea-48dd-913b-97d68f504682,Oconee Christian Academy,Seneca,411800,411800,041180,0022451
8f4c2211-45cd-4ba3-9797-ef362dc4855f,Oconomowoc High School,Oconomowoc,501680,501680,050168,0026729
0633475e-a78d-4907-96bb-02672a373956,Oconto Falls High School,Oconto Falls,501690,501690,050169,0027044
3e646820-81e7-4edf-950a-d47349241de1,Old Orchard Beach High School,Old Orchd Bch,200750,200750,020075,OID16153
016e9209-80b8-4105-92b3-a6429bf43924,Onalaska High School,Onalaska,501700,501700,050170,0027177
e20cc975-8437-4b4d-9c08-3ae568076ae4,Orangeburg Wilkinson HS,Orangeburg,411550,411550,041155,0022184
45d93120-a750-430f-b1c5-b662d34d1be6,Orlando Technical College Main,Orlando,101300,101300,010130,
996daae7-b530-4cc3-8120-8d0f6833a26f,Oshkosh West High School,Oshkosh,501730,501730,050173,0027277
4da3dbc5-97ab-4584-ba52-469ef419dd4b,Owen-Withee Senior High School,Owen,501740,501740,050174,
539070e7-f327-49b8-bfa4-d7acf00a6fed,Oxford Hills High School,South Paris,200950,200950,020095,0011514
836c3017-d9c9-4fb2-a80e-bb079458c32d,Oyster River High School,Durham,300150,300150,030015,0016017
f53f210e-e8de-4ebd-9eb3-9cec6e3f48e0,Pablo Avila,Camuy,541100,541100,054110,0021806
0ea3d348-e0fb-14cd-0235-922bceed4e66,Pace Center Girls Santa Rosa,Pensacola,102020,102020,010202,
4834e549-acff-4817-a966-f9cc4d9d8f14,Pahokee Middle-Senior HS,Pahokee,101320,101320,010132,0005570
9c11d056-a4a9-4385-968b-f8f071c85a97,Palau High School,West Caroline Is.,529020,529020,052902,
afea57e6-084a-4521-96ca-466c1dc647d0,Palmyra-Eagle High School,Palmyra,501750,501750,050175,0026784
1178a025-723b-4b38-896c-72e9b82ccf65,Paradise Cove,Apia,520040,520040,052004,0001427
5de480a7-7927-42a6-9752-be02dc042058,Parkview Jr/Sr High School,Orfordville,501720,501720,050172,
6025831e-09ae-45c7-b186-a4261b00d3ef,Patria Latorre Ramirez,San Sebastian,544990,544990,054499,0021858
93c11e8c-9fb6-460c-9dd5-4ff31b71559a,Pecatonica Area High School,Blanchardvlle,500230,500230,050023,0026898
6be12102-cc7b-4d9f-a68e-d88e7153574e,Pedro Perea Fajardo Voc HS,Mayaguez,543400,543400,054340,0021850
3dfd2858-976c-4fb1-818f-a0624593f6f9,Pendleton High School,Anderson,411620,411620,041162,0022424
ce685240-b11b-47c9-9564-b6e7ab0658ba,Perryville High School,Perryville,210810,210810,021081,0011434
391b4915-0de1-4e02-b8d5-98a221f20088,Piedmont Christian Academy,Piedmont,411630,411630,041163,0022454
b74ea20e-9639-4909-a10a-3978b4502673,Piedmont Learning Center,Cumming,110850,110850,011085,0006046
1c81505a-8218-4df0-aba7-3e05c108b7ba,Pine Bluffs High School,Pine Bluffs,510330,510330,051033,OID16384
b9d96746-13d1-a7cc-5a76-32bd92fd5b24,Pine Haven Boys Center,Allenstown,300010,300010,030001,
d419370a-52ce-45a1-9ab2-000fcdb323e6,Pinkerton Academy,Derry,300130,300130,030013,0015907
c6e02fb0-3c3e-40c8-bebb-366ceae2ae71,Pittsburg School,Pittsburg,300500,300500,030050,OID16247
58e747ef-1ac9-4e76-af84-464689f6a6e4,Platteville High School,Platteville,501820,501820,050182,0026969
94b6b014-7697-4d9b-bb95-e50724dc5a74,Plymouth Comprehensive HS,Plymouth,501830,501830,050183,0026732
c6078ebc-c658-4732-aa35-61ea01f7f4bf,Plymouth Regional High School,Plymouth,300510,300510,030051,0015955
40dc69a8-3f99-49b9-9136-45a9697ca4e4,Pohnpei Seventh Day Advent Sch,Pohnpei,529070,529070,052907,0005916
482a8f83-c933-63e3-d2e6-669fdcf3cac8,Poland Spring Academy,Poland,200800,200800,020080,
d2962414-82e2-4051-a899-eed427d94c28,Pompano Beach High School,Pompano Beach,101550,101550,010155,0005386
0a3fde06-ff9c-4793-9907-43f4b28cdf89,Ponce High School,Ponce,544120,544120,054412,0021903
b79c2aa7-43ee-42bb-90a2-97233985a509,Ponce Vocational High School,Ponce,544160,544160,054416,0021891
89827d18-c97b-406b-a4dd-85522885c463,Portland High School,Portland,200820,200820,020082,0011480
42a91889-04be-44be-9dc8-9bfdeaf5b625,Portsmouth Abbey School,Portsmouth,400130,400130,040013,0022083
4eec1528-e5b5-42d2-be91-626432c42177,Portsmouth High School,Portsmouth,300520,300520,030052,0016011
03435db9-0e88-ceba-a829-56d5c253ef5a,Potters House Academy,Orlando,100070,100070,010007,
fd84412e-bc79-4d0f-bdc6-0dbb7d7b619c,Powell High School,Powell,510340,510340,051034,0027596
673204f3-5692-4d57-8913-b48e03742e62,Prairie Farm High School,Prairie Farm,501890,501890,050189,0027229
cd18f3f0-e887-43a2-a815-993b87b004ef,Prescott High School,Prescott,501900,501900,050190,0027016
e779c228-0580-276f-d339-0c5f6e90f952,Puerto Rico Advancement Colg,Bayamon,540940,540940,054094,
