k,gap,sk,log_wk
2,1.7418562235270905,0.006021840588716515,9.737341327855356
3,1.760773625709282,0.004557063395148174,9.567117395858764
4,1.7766741198169456,0.0055547490185400865,9.440409357715684
5,1.7782698746576102,0.005640897419244926,9.365874993800901
6,1.7890451401425267,0.006584795110865366,9.295391145072795
7,1.800582148551797,0.00499815990993555,9.23271605835578
8,1.8026163388112408,0.005051744442850778,9.176431388161697
