name,school_id,offers_pyp,offers_myp,offers_dp,offers_cp,programmes,offers_any_ib,languages,ibo_url
Churchville-Chili Senior High School,32015,f,f,t,f,DP,t,English,https://ibo.org/school/032015/
Citrus Hill High School,60065,f,f,t,f,DP,t,English,https://ibo.org/school/060065/
City High Middle School,3937,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/003937/
City Honors School,532,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/000532/
Clarence A. Piggott Academy of International Studies,51655,t,f,f,f,PYP,t,English,https://ibo.org/school/051655/
Clarence W. Bailey Elementary,61933,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/061933/
Clarke County High School,873,f,f,t,f,DP,t,English,https://ibo.org/school/000873/
Clarkston High School,3326,f,f,t,f,DP,t,English,https://ibo.org/school/003326/
Clarkstown High School North,2809,f,f,t,f,DP,t,English,https://ibo.org/school/002809/
Clarkstown Senior High School South,2810,f,f,t,f,DP,t,English,https://ibo.org/school/002810/
Clary Middle School,61419,f,t,f,f,MYP,t,English,https://ibo.org/school/061419/
Classen School of Advanced Studies,841,f,f,t,f,DP,t,English,https://ibo.org/school/000841/
Clay International Academy,60823,t,t,f,f,"PYP, MYP",t,"English, Spanish",https://ibo.org/school/060823/
Clayton Huey Elementary School,61207,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/061207/
Clearfield High School,2811,f,f,t,f,DP,t,English,https://ibo.org/school/002811/
Clearwater Central Catholic High School,2812,f,f,t,f,DP,t,English,https://ibo.org/school/002812/
Cleveland High School,1229,f,f,t,f,DP,t,English,https://ibo.org/school/001229/
Cleveland Middle School,63979,f,t,f,f,MYP,t,"English, Spanish",https://ibo.org/school/063979/
Cloverleaf Elementary School,60458,t,f,f,f,PYP,t,English,https://ibo.org/school/060458/
Clubview Elementary School,2957,t,f,f,f,PYP,t,English,https://ibo.org/school/002957/
Cocoa Beach Junior/Senior High School,1017,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/001017/
Coconino High School,60883,f,f,t,f,DP,t,"English, Spanish",https://ibo.org/school/060883/
Coddle Creek Elementary School,51955,t,f,f,f,PYP,t,English,https://ibo.org/school/051955/
Coit Creative Arts Academy,51014,t,f,f,f,PYP,t,English,https://ibo.org/school/051014/
Colfax High School,60376,f,f,t,f,DP,t,English,https://ibo.org/school/060376/
College Gardens Elementary School,3023,t,f,f,f,PYP,t,English,https://ibo.org/school/003023/
College View Elementary School,39013,t,f,f,f,PYP,t,English,https://ibo.org/school/039013/
Columbia Elementary,61119,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/061119/
Columbia River High School,744,f,f,t,t,"DP, CP",t,English,https://ibo.org/school/000744/
Columbus Alternative High School,1502,f,f,t,f,DP,t,English,https://ibo.org/school/001502/
Commack High School,1082,f,f,t,t,"DP, CP",t,English,https://ibo.org/school/001082/
Commack Middle School,3378,f,t,f,f,MYP,t,English,https://ibo.org/school/003378/
Community Lab School,61309,f,f,t,f,DP,t,English,https://ibo.org/school/061309/
Competitive Edge Charter Academy,49086,t,t,f,f,"PYP, MYP",t,"English, Spanish",https://ibo.org/school/049086/
Conant Elementary School,4209,t,f,f,f,PYP,t,English,https://ibo.org/school/004209/
Concord High School,49605,f,t,t,t,"MYP, DP, CP",t,"English, Spanish",https://ibo.org/school/049605/
Conklin Academy,63042,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/063042/
Connecticut IB Academy,1230,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/001230/
Conniston Middle School,3394,f,t,f,f,MYP,t,English,https://ibo.org/school/003394/
Continental Colony Elementary School,60241,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/060241/
Cook Elementary,51722,t,f,f,f,PYP,t,English,https://ibo.org/school/051722/
Cookeville High School,1503,f,f,t,f,DP,t,English,https://ibo.org/school/001503/
Cooper Academy,50019,f,t,f,f,MYP,t,English,https://ibo.org/school/050019/
Copeland Elementary School,60043,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/060043/
Coppell High School,3939,f,f,t,f,DP,t,English,https://ibo.org/school/003939/
Coral Gables Senior High School,419,f,f,t,f,DP,t,English,https://ibo.org/school/000419/
Coral Reef High School,1018,f,f,t,f,DP,t,English,https://ibo.org/school/001018/
Corbett Preparatory School of IDS,2414,t,t,f,f,"PYP, MYP",t,English,https://ibo.org/school/002414/
Cordova High School,49181,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/049181/
Coretta Scott King Magnet School,3474,t,f,f,f,PYP,t,English,https://ibo.org/school/003474/
Cornerstone Learning Community,50135,f,t,f,f,MYP,t,English,https://ibo.org/school/050135/
Cornerstone Schools of Alabama,6308,t,f,f,f,PYP,t,English,https://ibo.org/school/006308/
Corning-Painted Post High School,2309,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/002309/
Corning-Painted Post Middle School,2978,f,t,f,f,MYP,t,English,https://ibo.org/school/002978/
Corona Fundamental Intermediate,2020,f,t,f,f,MYP,t,English,https://ibo.org/school/002020/
Coronado High School,1192,f,f,t,f,DP,t,English,https://ibo.org/school/001192/
Corrales International School,4905,t,t,f,f,"PYP, MYP",t,English,https://ibo.org/school/004905/
Corwin International Magnet School,4620,t,t,f,f,"PYP, MYP",t,English,https://ibo.org/school/004620/
Cotswold Elementary School,5000,t,f,f,f,PYP,t,English,https://ibo.org/school/005000/
Cottonwood Classical Preparatory School,4826,f,f,t,f,DP,t,English,https://ibo.org/school/004826/
Country Day World School,64369,f,t,f,f,MYP,t,English,https://ibo.org/school/064369/
Coyote Ridge Elementary School,6568,t,f,f,f,PYP,t,English,https://ibo.org/school/006568/
Creation Village World School,61491,t,t,f,t,"PYP, MYP, CP",t,"English, Spanish",https://ibo.org/school/061491/
CREC Academy of International Studies 6-12,6019,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/006019/
CREC Academy of International Studies Elementary School,6272,t,f,f,f,PYP,t,English,https://ibo.org/school/006272/
Crete-Monee Middle School,52459,f,t,f,f,MYP,t,"English, Spanish",https://ibo.org/school/052459/
Crockett Middle School,63481,f,t,f,f,MYP,t,"English, Spanish",https://ibo.org/school/063481/
Crow Leadership Academy,61113,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/061113/
Cultural Arts Academy Charter School,50882,t,f,f,f,PYP,t,English,https://ibo.org/school/050882/
Cunae International School LLC,6570,t,f,t,f,"PYP, DP",t,English,https://ibo.org/school/006570/
Curtis High School,2930,f,f,t,t,"DP, CP",t,English,https://ibo.org/school/002930/
Cypress Creek High School,1019,f,f,t,f,DP,t,English,https://ibo.org/school/001019/
Cypress Elementary School,61611,t,f,f,f,PYP,t,English,https://ibo.org/school/061611/
Cypress Hills Collegiate Preparatory High School,60236,f,f,t,f,DP,t,"English, Spanish",https://ibo.org/school/060236/
Cyrus J. Morris Elementary School,3017,t,f,f,f,PYP,t,English,https://ibo.org/school/003017/
D.M. Therrell High School,52423,f,f,t,t,"DP, CP",t,English,https://ibo.org/school/052423/
Dailey Elementary Charter School,6888,t,f,f,f,PYP,t,English,https://ibo.org/school/006888/
Dakota Ridge High School,6372,f,f,t,f,DP,t,English,https://ibo.org/school/006372/
Dallas International School,2817,f,f,t,f,DP,t,English,https://ibo.org/school/002817/
Dalton High School,1084,f,f,t,f,DP,t,English,https://ibo.org/school/001084/
Damien High School,6401,f,f,f,t,CP,t,English,https://ibo.org/school/006401/
Daniel Ortiz Middle School,51910,f,t,f,f,MYP,t,English,https://ibo.org/school/051910/
Daphne High School,3328,f,f,t,f,DP,t,English,https://ibo.org/school/003328/
Darrell Lynn Hines College Preparatory Academy of Excellence,1945,t,f,f,f,PYP,t,English,https://ibo.org/school/001945/
David G. Farragut Career Academy High School,50185,f,t,t,t,"MYP, DP, CP",t,"English, Spanish",https://ibo.org/school/050185/
David Paterson School,60946,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/060946/
Davis Ninth Grade School,64023,f,t,f,f,MYP,t,English,https://ibo.org/school/064023/
Daystar Academy,52106,t,t,t,f,"PYP, MYP, DP",t,"English, Spanish",https://ibo.org/school/052106/
DC International School,51074,f,t,t,t,"MYP, DP, CP",t,"English, Spanish",https://ibo.org/school/051074/
Decatur High School,6778,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/006778/
Deerfield Beach High School,533,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/000533/
Deerfield Beach Middle School,2622,f,t,f,f,MYP,t,English,https://ibo.org/school/002622/
Deerwood Academy,3730,t,f,f,f,PYP,t,English,https://ibo.org/school/003730/
Del Mar High School,50777,f,f,t,f,DP,t,English,https://ibo.org/school/050777/
Deland High School,534,f,f,t,f,DP,t,English,https://ibo.org/school/000534/
Delevan Drive Elementary,61501,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/061501/
Denton High School,3333,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/003333/
DePaul College Prep,50431,f,f,t,f,DP,t,English,https://ibo.org/school/050431/
Desert Garden Montessori,51732,f,t,f,f,MYP,t,English,https://ibo.org/school/051732/
Desert Mountain High School,1020,f,t,t,f,"MYP, DP",t,"English, Spanish",https://ibo.org/school/001020/
Detroit Edison Public School Academy,6536,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/006536/
Dexter High School,6542,f,f,t,f,DP,t,English,https://ibo.org/school/006542/
Diamond Bar High School,1355,f,f,t,f,DP,t,English,https://ibo.org/school/001355/
Dimmitt Middle School,61588,f,t,f,f,MYP,t,English,https://ibo.org/school/061588/
Dina Link Elementary School,4741,t,f,f,f,PYP,t,English,https://ibo.org/school/004741/
Discovery Canyon Campus,3099,t,t,t,t,"PYP, MYP, DP, CP",t,English,https://ibo.org/school/003099/
Discovery School,50373,t,f,f,f,PYP,t,English,https://ibo.org/school/050373/
Dobbs Ferry High School,1054,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/001054/
Dobbs Ferry Middle School,50332,f,t,f,f,MYP,t,English,https://ibo.org/school/050332/
Dogwood Elementary School,60471,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/060471/
Dolores Huerta International Academy,60132,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/060132/
Doral Academy Preparatory High School,51760,f,f,t,f,DP,t,"English, Spanish",https://ibo.org/school/051760/
Doral Performing Arts and Entertainment Academy,62851,f,f,t,f,DP,t,"English, Spanish",https://ibo.org/school/062851/
Dorothy C. York Innovation Academy,63162,t,t,f,f,"PYP, MYP",t,"English, Spanish",https://ibo.org/school/063162/
Dos Pueblos High School,1468,f,f,t,f,DP,t,English,https://ibo.org/school/001468/
Dos Rios Elementary School,51686,t,f,f,f,PYP,t,English,https://ibo.org/school/051686/
Douglas County High School,988,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/000988/
Downingtown STEM Academy,7005,f,f,t,f,DP,t,English,https://ibo.org/school/007005/
Downtown Doral Charter Upper School,61851,f,t,t,f,"MYP, DP",t,"English, Spanish",https://ibo.org/school/061851/
Downtown Magnets High School,6435,f,f,t,f,DP,t,English,https://ibo.org/school/006435/
Dr. Edward Alexander Bouchet International School,49723,t,t,f,f,"PYP, MYP",t,"English, Spanish",https://ibo.org/school/049723/
Dr. Frederick D. Haynes III Global Preparatory Academy at Paul Quinn College,62494,f,f,t,f,DP,t,"English, Spanish",https://ibo.org/school/062494/
"Dr. Martin Luther King, Jr. HS",2137,f,f,t,f,DP,t,English,https://ibo.org/school/002137/
"Dr. Martin Luther King, Jr. Middle School",51108,f,t,f,f,MYP,t,English,https://ibo.org/school/051108/
Dr. Mary McLeod Bethune Elementary School,4995,t,f,f,f,PYP,t,English,https://ibo.org/school/004995/
"Dr. Orlando Edreira Academy, School 26",6117,t,t,f,f,"PYP, MYP",t,English,https://ibo.org/school/006117/
Dr. Pablo Perez Elementary School,4039,t,f,f,f,PYP,t,English,https://ibo.org/school/004039/
Dr. Thomas S. O Connell Elementary School,49700,t,f,f,f,PYP,t,English,https://ibo.org/school/049700/
Druid Hills High School,2129,f,f,t,f,DP,t,English,https://ibo.org/school/002129/
Druid Hills Middle School,2543,f,t,f,f,MYP,t,English,https://ibo.org/school/002543/
Dual Language Middle School MS 247,63800,f,t,f,f,MYP,t,"English, Spanish",https://ibo.org/school/063800/
Dublin High School,49494,f,f,t,f,DP,t,English,https://ibo.org/school/049494/
Dunbar Elementary School,60328,t,f,f,f,PYP,t,English,https://ibo.org/school/060328/
Dunbar High School,50269,f,f,t,t,"DP, CP",t,English,https://ibo.org/school/050269/
Dundee Elementary Academy,51270,t,f,f,f,PYP,t,English,https://ibo.org/school/051270/
Dundee Ridge Academy,51175,f,t,f,f,MYP,t,English,https://ibo.org/school/051175/
Dunn Elementary School,2038,t,f,f,f,PYP,t,English,https://ibo.org/school/002038/
Durham Elementary IB World School,4221,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/004221/
Duval Charter School at Flagler Center,63526,f,t,f,f,MYP,t,English,https://ibo.org/school/063526/
Dwight D. Eisenhower High School,3043,f,f,t,f,DP,t,English,https://ibo.org/school/003043/
Dwight D. Eisenhower Middle School,4038,f,t,f,f,MYP,t,English,https://ibo.org/school/004038/
Dwight School,58,t,t,t,f,"PYP, MYP, DP",t,English,https://ibo.org/school/000058/
E. K. Powe Elementary School,63181,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/063181/
E. Rivers Elementary School,2425,t,f,f,f,PYP,t,English,https://ibo.org/school/002425/
E.R. Martin School,60350,f,t,f,f,MYP,t,English,https://ibo.org/school/060350/
EA Murchison Middle School,2025,f,t,f,f,MYP,t,English,https://ibo.org/school/002025/
Eagle Hill School,51060,f,f,t,f,DP,t,English,https://ibo.org/school/051060/
Eagle Rock Junior/Senior High School,6464,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/006464/
Eagle Valley Elementary School,4111,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/004111/
Eakin Elementary School,6018,t,f,f,f,PYP,t,English,https://ibo.org/school/006018/
Earl Wooster High School,942,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/000942/
Earlington Heights Elementary School,3728,t,f,f,f,PYP,t,English,https://ibo.org/school/003728/
East Bay German International School,61993,f,f,t,f,DP,t,"English, German, Other",https://ibo.org/school/061993/
East Garner Magnet Middle School,3189,f,t,f,f,MYP,t,English,https://ibo.org/school/003189/
East Grand Rapids High School,49221,f,f,t,f,DP,t,English,https://ibo.org/school/049221/
East High School,49837,f,f,t,f,DP,t,English,https://ibo.org/school/049837/
East Mecklenburg High School,1021,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/001021/
East Middle School,6539,f,t,f,f,MYP,t,English,https://ibo.org/school/006539/
East Nashville Magnet High School,61668,f,t,t,f,"MYP, DP",t,"English, Spanish",https://ibo.org/school/061668/
East Nashville Magnet Middle School,61669,f,t,f,f,MYP,t,"English, Spanish",https://ibo.org/school/061669/
East Texas Montessori Prep Academy,61932,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/061932/
East Valley High School,62976,f,f,t,f,DP,t,English,https://ibo.org/school/062976/
Eastern Senior High School,49200,f,t,t,f,"MYP, DP",t,"English, Spanish",https://ibo.org/school/049200/
Eastport Elementary School,50827,t,f,f,f,PYP,t,English,https://ibo.org/school/050827/
Eastside High School,262,f,f,t,f,DP,t,English,https://ibo.org/school/000262/
Edgar Allan Poe Elementary School,49497,t,f,f,f,PYP,t,English,https://ibo.org/school/049497/
Edgar Allan Poe Middle School,2240,f,t,f,f,MYP,t,English,https://ibo.org/school/002240/
Edgewood High School,3947,f,f,t,f,DP,t,English,https://ibo.org/school/003947/
Edgewood Schools,51896,f,t,f,f,MYP,t,English,https://ibo.org/school/051896/
Edgewood Schools,6916,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/006916/
Edmonds-Woodway High School,874,f,f,t,f,DP,t,English,https://ibo.org/school/000874/
Edward K. Duke Ellington,50928,f,t,f,f,MYP,t,English,https://ibo.org/school/050928/
EF Academy Pasadena,61787,f,f,t,f,DP,t,English,https://ibo.org/school/061787/
EF International Academy Inc,6047,f,f,t,f,DP,t,English,https://ibo.org/school/006047/
Eisenhower Elementary,62386,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/062386/
El Dorado High School,2819,f,f,t,f,DP,t,English,https://ibo.org/school/002819/
El Rancho High School,52286,f,f,t,f,DP,t,"English, Spanish",https://ibo.org/school/052286/
El Roble Intermediate School,61884,f,t,f,f,MYP,t,English,https://ibo.org/school/061884/
El Segundo Middle School,6919,f,t,f,f,MYP,t,"English, Spanish",https://ibo.org/school/006919/
El Sereno Middle School,6434,f,t,f,f,MYP,t,English,https://ibo.org/school/006434/
Elgin High School,50866,f,f,t,f,DP,t,"English, Spanish",https://ibo.org/school/050866/
Eliot-Hine Middle School,50164,f,t,f,f,MYP,t,English,https://ibo.org/school/050164/
Elizabeth Sutherland Elementary School,2031,f,t,f,f,MYP,t,English,https://ibo.org/school/002031/
Ellen Glasgow Middle School,2059,f,t,f,f,MYP,t,English,https://ibo.org/school/002059/
Ellis Elementary,6835,t,f,f,f,PYP,t,English,https://ibo.org/school/006835/
Elsie Whitlow Stokes Community Freedom Public Charter School,6771,t,f,f,f,PYP,t,English,https://ibo.org/school/006771/
Emerald Campus Dublin City Schools,3305,f,f,t,f,DP,t,English,https://ibo.org/school/003305/
Empowering Possibilities International Charter,51941,t,t,f,f,"PYP, MYP",t,"English, Russian, Other",https://ibo.org/school/051941/
Escuela Bilingüe Internacional,4749,t,t,f,f,"PYP, MYP",t,"English, Spanish",https://ibo.org/school/004749/
Esmond Elementary School,2034,f,t,f,f,MYP,t,English,https://ibo.org/school/002034/
Estrella Foothills Global Academy,61789,f,t,f,f,MYP,t,English,https://ibo.org/school/061789/
Eugene Field Elementary School,3184,t,f,f,f,PYP,t,English,https://ibo.org/school/003184/
Eugene International High School,440,f,f,t,f,DP,t,English,https://ibo.org/school/000440/
Evans High School,3966,f,f,t,f,DP,t,English,https://ibo.org/school/003966/
Evergreen Middle School,6734,f,t,f,f,MYP,t,English,https://ibo.org/school/006734/
Fairfax Senior High School,60878,f,f,t,f,DP,t,"English, Spanish",https://ibo.org/school/060878/
Fairfield Middle School,6450,f,t,f,f,MYP,t,English,https://ibo.org/school/006450/
Fairhope High School,3347,f,f,t,f,DP,t,English,https://ibo.org/school/003347/
Fairmont High School,3287,f,f,t,f,DP,t,English,https://ibo.org/school/003287/
Fairmont Preparatory Academy,842,f,f,t,f,DP,t,English,https://ibo.org/school/000842/
Fairmont Private School of Fresno,62008,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/062008/
"Fairmont Private Schools, Historic Anaheim Campus",60912,t,f,f,f,PYP,t,English,https://ibo.org/school/060912/
Fairview High School,804,f,f,t,f,DP,t,English,https://ibo.org/school/000804/
Fallbrook Union High School,60844,f,f,t,t,"DP, CP",t,"English, Spanish",https://ibo.org/school/060844/
Falls Church City Elementary School,6105,t,f,f,f,PYP,t,English,https://ibo.org/school/006105/
Farmdale Elementary School,6442,t,f,f,f,PYP,t,English,https://ibo.org/school/006442/
Farmington High School,6933,f,f,t,t,"DP, CP",t,English,https://ibo.org/school/006933/
Farmington Woods Elementary School - International Baccalaureate®,1921,t,f,f,f,PYP,t,English,https://ibo.org/school/001921/
Fenton Senior High School,3948,f,f,t,f,DP,t,English,https://ibo.org/school/003948/
Fernbank Elementary School,2434,t,f,f,f,PYP,t,English,https://ibo.org/school/002434/
Fernway Elementary School,4838,t,f,f,f,PYP,t,English,https://ibo.org/school/004838/
Fienberg-Fisher K-8 Center,4356,t,t,f,f,"PYP, MYP",t,English,https://ibo.org/school/004356/
Fifth Avenue Upper Elementary,3461,t,f,f,f,PYP,t,English,https://ibo.org/school/003461/
Firestone High School,805,f,f,t,f,DP,t,English,https://ibo.org/school/000805/
Fishers High School,2963,f,f,t,f,DP,t,English,https://ibo.org/school/002963/
Flagler Palm Coast High School,2312,f,f,t,f,DP,t,English,https://ibo.org/school/002312/
Flat Rock Middle School,62611,f,t,f,f,MYP,t,English,https://ibo.org/school/062611/
Flathead High School,1505,f,f,t,f,DP,t,English,https://ibo.org/school/001505/
Florence High School,6028,f,f,t,f,DP,t,English,https://ibo.org/school/006028/
Foothill High School,1160,f,f,t,f,DP,t,English,https://ibo.org/school/001160/
Foreign Language Academy,51562,t,t,f,f,"PYP, MYP",t,"English, Spanish",https://ibo.org/school/051562/
Forest Hill Community High School,2293,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/002293/
Forest Park Elementary School,4116,t,f,f,f,PYP,t,English,https://ibo.org/school/004116/
Forest Park Magnet School,2498,f,t,f,f,MYP,t,English,https://ibo.org/school/002498/
Fork Shoals School,2249,t,f,f,f,PYP,t,English,https://ibo.org/school/002249/
Fort Couch Middle School,2045,f,t,f,f,MYP,t,English,https://ibo.org/school/002045/
Fort Lee High School,3950,f,f,t,f,DP,t,English,https://ibo.org/school/003950/
Fort Myers High School,728,f,f,t,f,DP,t,English,https://ibo.org/school/000728/
Foster Middle School,61931,f,t,f,f,MYP,t,English,https://ibo.org/school/061931/
Fountain International Magnet School,4621,t,f,f,f,PYP,t,English,https://ibo.org/school/004621/
Fox Chapel Middle School,61784,f,t,f,f,MYP,t,English,https://ibo.org/school/061784/
Fox Road Magnet Elementary School,50452,t,f,f,f,PYP,t,English,https://ibo.org/school/050452/
Foxcroft Academy,52451,f,f,t,f,DP,t,English,https://ibo.org/school/052451/
Frances E. Willard Elementary School,2250,t,f,f,f,PYP,t,English,https://ibo.org/school/002250/
Francis Scott Key Middle School,3120,f,t,f,f,MYP,t,English,https://ibo.org/school/003120/
Francisco I. Madero Middle School,2242,f,t,f,f,MYP,t,English,https://ibo.org/school/002242/
Frank C. Martin International K-8 Center,1894,t,t,f,f,"PYP, MYP",t,English,https://ibo.org/school/001894/
Frank Guzick Elementary School,62809,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/062809/
Frank Hebron-Harman Elementary School,49774,t,f,f,f,PYP,t,English,https://ibo.org/school/049774/
Franklin Academy - Boynton Beach,52235,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/052235/
Franklin Academy - Cooper City,51073,f,t,f,f,MYP,t,English,https://ibo.org/school/051073/
Franklin Academy - Palm Beach Gardens,52155,t,t,f,f,"PYP, MYP",t,"English, Spanish",https://ibo.org/school/052155/
Franklin Academy - Pembroke Pines K-8,60030,f,t,f,f,MYP,t,"English, Spanish",https://ibo.org/school/060030/
Franklin Academy - Pembroke Pines MS/HS,60278,f,t,t,f,"MYP, DP",t,"English, Spanish",https://ibo.org/school/060278/
Franklin Academy - Sunrise,60279,f,t,f,f,MYP,t,"English, Spanish",https://ibo.org/school/060279/
Franklin High School,600,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/000600/
Franklin High School,1193,f,f,t,f,DP,t,English,https://ibo.org/school/001193/
Franklin International Exploratory Academy,51329,f,t,f,f,MYP,t,English,https://ibo.org/school/051329/
Franklin Middle School,49237,f,t,f,f,MYP,t,English,https://ibo.org/school/049237/
Frazier International Magnet School,4117,t,t,f,f,"PYP, MYP",t,English,https://ibo.org/school/004117/
Fred Armon Toomer Elementary,52467,t,f,f,f,PYP,t,"English, Chinese, Other",https://ibo.org/school/052467/
Fred M. Lynn Middle School,49175,f,t,f,f,MYP,t,English,https://ibo.org/school/049175/
Frederick Douglass High School,4046,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/004046/
Freedom 7 Elementary School of International Studies,2251,t,f,f,f,PYP,t,English,https://ibo.org/school/002251/
Freehold Township High School,50086,f,f,t,f,DP,t,English,https://ibo.org/school/050086/
Fremont International Academy,61341,t,f,f,f,PYP,t,English,https://ibo.org/school/061341/
French American International School of Boca Raton,52033,t,f,f,f,PYP,t,"English, French",https://ibo.org/school/052033/
French International School of Oregon,4047,t,t,f,f,"PYP, MYP",t,"English, French",https://ibo.org/school/004047/
French-American School of New York,50387,f,f,t,f,DP,t,English,https://ibo.org/school/050387/
Fresno High School,1469,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/001469/
Fridley High School,2492,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/002492/
Fridley Middle School,2570,f,t,f,f,MYP,t,English,https://ibo.org/school/002570/
Fridley Preschool,60967,t,f,f,f,PYP,t,English,https://ibo.org/school/060967/
Frisco High School,60843,f,f,t,f,DP,t,English,https://ibo.org/school/060843/
Fullerton Union High School,441,f,f,t,f,DP,t,English,https://ibo.org/school/000441/
"G-Star School of the Arts for Film, Animation and the Performing Arts",7107,f,f,t,f,DP,t,English,https://ibo.org/school/007107/
Galileo Magnet High School,2130,f,t,t,f,"MYP, DP",t,"English, Spanish",https://ibo.org/school/002130/
Gar-Field Senior High School,1133,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/001133/
Garden Hills Elementary School,2959,t,f,f,f,PYP,t,English,https://ibo.org/school/002959/
Garland High School,516,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/000516/
Garner Magnet High School,2294,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/002294/
Gateway High School (Osceola School District),1134,f,f,t,f,DP,t,English,https://ibo.org/school/001134/
Gateway International School,50093,t,t,f,f,"PYP, MYP",t,English,https://ibo.org/school/050093/
Gatewood Elementary School,63046,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/063046/
Gene L. Klida Utica Academy for International Studies,4001,f,f,t,f,DP,t,English,https://ibo.org/school/004001/
Genesee Academy,6793,f,t,f,f,MYP,t,English,https://ibo.org/school/006793/
Geneva Heights IB World School,51608,t,f,f,f,PYP,t,English,https://ibo.org/school/051608/
George C. Marshall High School,943,f,f,t,f,DP,t,English,https://ibo.org/school/000943/
George H. Moody Middle School,1989,f,t,f,f,MYP,t,English,https://ibo.org/school/001989/
George M. Hampton Middle School,2029,f,t,f,f,MYP,t,English,https://ibo.org/school/002029/
George School,327,f,f,t,f,DP,t,English,https://ibo.org/school/000327/
George Washington High School,315,f,f,t,f,DP,t,English,https://ibo.org/school/000315/
George Washington High School,2295,f,f,t,f,DP,t,English,https://ibo.org/school/002295/
George Washington High School,1233,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/001233/
German International School Chicago,51642,t,t,f,f,"PYP, MYP",t,"English, German, Other",https://ibo.org/school/051642/
German International School of Portland,50618,t,f,f,f,PYP,t,"English, German, Other",https://ibo.org/school/050618/
German-American School Manhattan,63195,t,f,f,f,PYP,t,"English, German, Other",https://ibo.org/school/063195/
Germantown Elementary School,49417,t,f,f,f,PYP,t,English,https://ibo.org/school/049417/
Germantown High School,3251,f,f,t,f,DP,t,English,https://ibo.org/school/003251/
Giaudrone Middle School,49245,f,t,f,f,MYP,t,English,https://ibo.org/school/049245/
Gilbert A. Dater High School,61979,f,t,f,f,MYP,t,"English, Spanish",https://ibo.org/school/061979/
Gilbert High School,61381,f,f,t,t,"DP, CP",t,English,https://ibo.org/school/061381/
Girls Global Academy,61388,f,f,f,t,CP,t,English,https://ibo.org/school/061388/
Glen A. Wilson High School,1023,f,f,t,t,"DP, CP",t,"English, Spanish",https://ibo.org/school/001023/
GlenOak High School,51348,f,f,t,f,DP,t,English,https://ibo.org/school/051348/
Global Academy of Phoenix,61053,t,t,f,f,"PYP, MYP",t,"English, Spanish",https://ibo.org/school/061053/
Global Community Charter School,51856,t,f,f,f,PYP,t,English,https://ibo.org/school/051856/
Goethe International Charter School,26019,t,t,f,f,"PYP, MYP",t,"English, German, Other",https://ibo.org/school/026019/
Golden Hills School,61413,f,t,f,f,MYP,t,English,https://ibo.org/school/061413/
Goodlettsville Middle School,3171,f,t,f,f,MYP,t,English,https://ibo.org/school/003171/
