name,school_id,offers_pyp,offers_myp,offers_dp,offers_cp,programmes,offers_any_ib,languages,ibo_url
Graciela Garcia Elementary School,3473,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/003473/
Granada High School,51185,f,f,t,f,DP,t,English,https://ibo.org/school/051185/
Granada Hills Charter,7006,t,t,t,f,"PYP, MYP, DP",t,English,https://ibo.org/school/007006/
Granada Preparatory School,51544,t,t,f,f,"PYP, MYP",t,"English, Spanish",https://ibo.org/school/051544/
Granby High School,991,f,f,t,t,"DP, CP",t,English,https://ibo.org/school/000991/
Grand Rapids Senior High School,247,f,f,t,f,DP,t,English,https://ibo.org/school/000247/
Granite Bay High School,2966,f,f,t,f,DP,t,English,https://ibo.org/school/002966/
Granite Hills High School,1320,f,f,t,f,DP,t,English,https://ibo.org/school/001320/
Gray-New Gloucester High School,6941,f,f,t,f,DP,t,English,https://ibo.org/school/006941/
Great Oak High School,2820,f,f,t,f,DP,t,English,https://ibo.org/school/002820/
Great River School,3319,f,f,t,f,DP,t,English,https://ibo.org/school/003319/
Greco Middle School,61725,f,t,f,f,MYP,t,English,https://ibo.org/school/061725/
Greeley West High School,912,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/000912/
Greely High School,3346,f,f,t,f,DP,t,English,https://ibo.org/school/003346/
Green Bay West High School,6611,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/006611/
Green Lake School District,4048,t,t,t,f,"PYP, MYP, DP",t,English,https://ibo.org/school/004048/
Green Run Collegiate,50354,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/050354/
Green Valley High School,668,f,f,t,t,"DP, CP",t,"English, Spanish",https://ibo.org/school/000668/
Greenville Central School,4942,f,f,t,f,DP,t,English,https://ibo.org/school/004942/
Greer High School,1504,f,f,t,f,DP,t,English,https://ibo.org/school/001504/
Grimsley High School,836,f,f,t,f,DP,t,English,https://ibo.org/school/000836/
Grisham Middle School,2510,f,t,f,f,MYP,t,English,https://ibo.org/school/002510/
Groton Middle School,60874,f,t,f,f,MYP,t,English,https://ibo.org/school/060874/
Grove Academy,64203,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/064203/
Grove Park Elementary School,60294,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/060294/
Grover Beach  Elementary School,49196,t,f,f,f,PYP,t,English,https://ibo.org/school/049196/
Guajome Park Academy,999,f,f,t,t,"DP, CP",t,English,https://ibo.org/school/000999/
Guilford High School,51431,f,f,t,f,DP,t,English,https://ibo.org/school/051431/
Gulf High School,2967,f,f,t,f,DP,t,English,https://ibo.org/school/002967/
Gulf Middle School,61757,f,t,f,f,MYP,t,"English, Spanish",https://ibo.org/school/061757/
Gulliver Preparatory Middle School,4723,f,t,f,f,MYP,t,English,https://ibo.org/school/004723/
Gulliver Preparatory School,913,f,f,t,f,DP,t,English,https://ibo.org/school/000913/
H. Allen Hight Elementary School,50267,t,f,f,f,PYP,t,English,https://ibo.org/school/050267/
H. Clarke Powers Elementary School,50423,t,t,f,f,"PYP, MYP",t,"English, Spanish",https://ibo.org/school/050423/
H. F. Hunt Middle School,62402,f,t,f,f,MYP,t,"English, Spanish",https://ibo.org/school/062402/
H. H. Dow High School,3052,f,f,t,f,DP,t,English,https://ibo.org/school/003052/
Haha`ione Elementary School,6069,t,f,f,f,PYP,t,English,https://ibo.org/school/006069/
Haines City High School IB East,3282,f,f,t,f,DP,t,English,https://ibo.org/school/003282/
Hamilton Middle School,50149,f,t,f,f,MYP,t,"English, Spanish",https://ibo.org/school/050149/
Hammond Eastside Magnet School,49178,t,t,f,f,"PYP, MYP",t,English,https://ibo.org/school/049178/
Hammond High Magnet School,49224,f,f,t,t,"DP, CP",t,English,https://ibo.org/school/049224/
Hampton High School,1278,f,f,t,f,DP,t,English,https://ibo.org/school/001278/
Handley Elementary School,4983,t,f,f,f,PYP,t,English,https://ibo.org/school/004983/
Hanover High School,1506,f,f,t,f,DP,t,English,https://ibo.org/school/001506/
Hansberry College Prep,49825,f,f,t,f,DP,t,English,https://ibo.org/school/049825/
Harbor High School,61197,f,f,t,f,DP,t,English,https://ibo.org/school/061197/
Harding High School,729,f,t,t,t,"MYP, DP, CP",t,"English, French",https://ibo.org/school/000729/
Harding University Partnership School,6082,t,f,f,f,PYP,t,English,https://ibo.org/school/006082/
Harlem Village Academies High,50662,f,f,t,f,DP,t,English,https://ibo.org/school/050662/
Harmony Grove Elementary School- A Global Academy,49600,t,f,f,f,PYP,t,"English, Portuguese, Other",https://ibo.org/school/049600/
Harold E. Winkler Middle School,60404,f,t,f,f,MYP,t,"English, Spanish",https://ibo.org/school/060404/
Harriet G. Eddy Middle School,51351,f,t,f,f,MYP,t,English,https://ibo.org/school/051351/
Harriet Tubman Elementary School,51490,t,t,f,f,"PYP, MYP",t,"English, Arabic, Other",https://ibo.org/school/051490/
Harrisburg Academy,2901,t,t,t,f,"PYP, MYP, DP",t,"English, French, Spanish",https://ibo.org/school/002901/
Harrison Avenue Elementary School,62552,t,f,f,f,PYP,t,English,https://ibo.org/school/062552/
Harrison High School,52569,f,t,t,t,"MYP, DP, CP",t,"English, Spanish",https://ibo.org/school/052569/
Harrison High School,6205,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/006205/
Harriton High School,1234,f,f,t,f,DP,t,English,https://ibo.org/school/001234/
Harry Stone Montessori Academy an IB World School-MYP,49791,f,t,f,f,MYP,t,English,https://ibo.org/school/049791/
Hartsfield Magnet School for International Studies,61627,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/061627/
Hartsville High School,3344,f,f,t,f,DP,t,English,https://ibo.org/school/003344/
Harvard Elementary School,4122,t,f,f,f,PYP,t,English,https://ibo.org/school/004122/
Hatikvah International Academy Charter School,7031,f,t,f,f,MYP,t,English,https://ibo.org/school/007031/
Hauppauge High School,6998,f,f,t,f,DP,t,English,https://ibo.org/school/006998/
Hawthorne Elementary IB World School,49018,t,f,f,f,PYP,t,English,https://ibo.org/school/049018/
Hayes Elementary School,4585,t,f,f,f,PYP,t,English,https://ibo.org/school/004585/
Hazel I. Jackson Middle School,62532,f,t,f,f,MYP,t,English,https://ibo.org/school/062532/
Hazel Park Preparatory Academy,49810,t,t,f,f,"PYP, MYP",t,English,https://ibo.org/school/049810/
Headwaters School,49396,f,f,t,f,DP,t,English,https://ibo.org/school/049396/
Heards Ferry Elementary,49955,t,f,f,f,PYP,t,English,https://ibo.org/school/049955/
Hector P. Garcia Middle School,61667,f,t,f,f,MYP,t,English,https://ibo.org/school/061667/
Heights Elementary School,3593,t,f,f,f,PYP,t,English,https://ibo.org/school/003593/
Heights High School (formerly J.H. Reagan HS),6675,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/006675/
Helen C. Peirce School of International Studies,7106,t,t,f,f,"PYP, MYP",t,English,https://ibo.org/school/007106/
Helen Keller Elementary School,4982,t,f,f,f,PYP,t,English,https://ibo.org/school/004982/
Hellgate High School,6469,f,f,t,f,DP,t,English,https://ibo.org/school/006469/
Henrico High School,806,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/000806/
Henry Foss High School,210,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/000210/
Henry J. Kaiser High School,3960,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/003960/
Henry R. Clissold School,2032,f,t,f,f,MYP,t,English,https://ibo.org/school/002032/
Hephzibah Elementary School,60042,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/060042/
Hephzibah High School,60035,f,t,f,f,MYP,t,"English, Spanish",https://ibo.org/school/060035/
Hephzibah Middle School,60108,f,t,f,f,MYP,t,"English, Spanish",https://ibo.org/school/060108/
Herbert A. Ammons Middle School,2526,f,t,f,f,MYP,t,English,https://ibo.org/school/002526/
Heritage High School,62716,f,f,t,f,DP,t,English,https://ibo.org/school/062716/
Hidden River Middle School,4081,f,t,f,f,MYP,t,English,https://ibo.org/school/004081/
High Meadows School,3484,t,f,f,f,PYP,t,English,https://ibo.org/school/003484/
High Point Central High School,875,f,f,t,f,DP,t,English,https://ibo.org/school/000875/
High Point Elementary School,51393,t,f,f,f,PYP,t,English,https://ibo.org/school/051393/
Higher Learning Academy,61199,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/061199/
Highland High School,3956,f,f,t,f,DP,t,English,https://ibo.org/school/003956/
Highland Park Elementary School,1934,t,f,f,f,PYP,t,English,https://ibo.org/school/001934/
Highland Park Middle School,4721,f,t,f,f,MYP,t,English,https://ibo.org/school/004721/
Highland Park Senior High School,745,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/000745/
Highview School,2596,t,f,f,f,PYP,t,English,https://ibo.org/school/002596/
Hill-Freedman World Academy,4591,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/004591/
Hillcrest High School,1395,f,f,t,t,"DP, CP",t,English,https://ibo.org/school/001395/
Hillcrest High School,51680,f,f,t,f,DP,t,English,https://ibo.org/school/051680/
Hillsboro Comprehensive High School,2131,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/002131/
Hillsboro High School,1396,f,f,t,f,DP,t,English,https://ibo.org/school/001396/
Hillsborough High School,601,f,f,t,f,DP,t,English,https://ibo.org/school/000601/
Hillside High School,992,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/000992/
Hillside Middle School,49104,f,t,f,f,MYP,t,English,https://ibo.org/school/049104/
Hillside School,63210,f,t,f,f,MYP,t,English,https://ibo.org/school/063210/
Hilton Head Elementary School,1898,t,f,f,f,PYP,t,English,https://ibo.org/school/001898/
Hilton Head High School,914,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/000914/
Hilton Head Island Middle School,6750,f,t,f,f,MYP,t,English,https://ibo.org/school/006750/
Hilton High School,1392,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/001392/
Hinkley High School,853,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/000853/
Holmes High School,273,f,f,t,f,DP,t,English,https://ibo.org/school/000273/
Holy Family Catholic Academy,51653,t,f,f,f,PYP,t,English,https://ibo.org/school/051653/
Holy Family Catholic School,50936,f,t,f,f,MYP,t,English,https://ibo.org/school/050936/
Homestead Middle School,4889,f,t,f,f,MYP,t,English,https://ibo.org/school/004889/
Homewood-Flossmoor High School District 233,7045,f,f,t,f,DP,t,English,https://ibo.org/school/007045/
Hoover High School,876,f,f,t,f,DP,t,English,https://ibo.org/school/000876/
Hopkins Middle School,51362,f,t,f,f,MYP,t,English,https://ibo.org/school/051362/
Hopkins North Middle School,49403,f,t,f,f,MYP,t,"English, French",https://ibo.org/school/049403/
Hopkins West Middle School,49404,f,t,f,f,MYP,t,English,https://ibo.org/school/049404/
Horace Greeley High School,63776,f,f,f,t,CP,t,English,https://ibo.org/school/063776/
Horace Mann School,2423,t,f,f,f,PYP,t,English,https://ibo.org/school/002423/
Horizons-on-the-Hudson Magnet School,3845,t,f,f,f,PYP,t,English,https://ibo.org/school/003845/
Hot Springs Junior Academy,2065,f,t,f,f,MYP,t,English,https://ibo.org/school/002065/
Hot Springs World Class High School,1867,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/001867/
Howard Middle School,4766,f,t,f,f,MYP,t,English,https://ibo.org/school/004766/
Howell High School,60382,f,f,t,f,DP,t,English,https://ibo.org/school/060382/
Howell L. Watkins Middle School,60295,f,t,f,f,MYP,t,"English, Spanish",https://ibo.org/school/060295/
Hubbard High School,1059,f,f,t,f,DP,t,English,https://ibo.org/school/001059/
Hubbell Elementary School,4123,t,f,f,f,PYP,t,English,https://ibo.org/school/004123/
Hubert Howe Bancroft Middle School,50272,f,t,f,f,MYP,t,English,https://ibo.org/school/050272/
Huda Upper School,3844,f,t,f,f,MYP,t,English,https://ibo.org/school/003844/
Hudson Pep Elementary,61935,t,f,f,f,PYP,t,English,https://ibo.org/school/061935/
Huffman Elementary School,60426,t,f,f,f,PYP,t,"English, Chinese, Other",https://ibo.org/school/060426/
Humble High School,2992,f,f,t,f,DP,t,English,https://ibo.org/school/002992/
Hunters Lane High School,1273,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/001273/
Huntingtowne Farms Elementary School,2438,t,f,f,f,PYP,t,English,https://ibo.org/school/002438/
Huron High School,51307,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/051307/
Hutchinson High School,2133,f,f,t,t,"DP, CP",t,English,https://ibo.org/school/002133/
Hyde Park Academy,1194,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/001194/
I.S. X303 Leadership And Community Service,63220,f,t,f,f,MYP,t,"English, Spanish",https://ibo.org/school/063220/
IB World School at Plano East,837,f,f,t,f,DP,t,English,https://ibo.org/school/000837/
Ida B. Wells Preparatory Academy School,50906,f,t,f,f,MYP,t,English,https://ibo.org/school/050906/
IDEA College Preparatory,2524,f,f,t,f,DP,t,English,https://ibo.org/school/002524/
IDEA College Preparatory McAllen,51866,f,f,t,f,DP,t,English,https://ibo.org/school/051866/
IDEA South Flores College Preparatory,60064,f,f,t,f,DP,t,"English, Spanish",https://ibo.org/school/060064/
Idlewild Elementary School,49027,t,f,f,f,PYP,t,English,https://ibo.org/school/049027/
Idyllwilde Elementary Future Ready Academy,60834,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/060834/
iLEAD Agua Dulce,62823,f,f,f,t,CP,t,"English, Spanish",https://ibo.org/school/062823/
Iles School,4764,t,f,f,f,PYP,t,English,https://ibo.org/school/004764/
Imagine International Academy of North Texas,49500,t,t,t,f,"PYP, MYP, DP",t,English,https://ibo.org/school/049500/
Imagine Lone Star International Academy,62107,t,f,f,f,PYP,t,English,https://ibo.org/school/062107/
Imperial Middle School,60768,f,t,f,f,MYP,t,English,https://ibo.org/school/060768/
Inderkum High School,49225,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/049225/
Inglemoor High School,944,f,f,t,f,DP,t,English,https://ibo.org/school/000944/
Ingraham High School,1401,f,f,t,t,"DP, CP",t,English,https://ibo.org/school/001401/
Inlet View Elementary School,61379,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/061379/
Interlake High School,844,f,f,t,f,DP,t,English,https://ibo.org/school/000844/
International Academy,993,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/000993/
International Academy of Macomb,3987,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/003987/
International Baccalaureate School at Bartow High School,909,f,f,t,f,DP,t,English,https://ibo.org/school/000909/
International Charter School of Atlanta,60011,t,t,f,f,"PYP, MYP",t,"English, French",https://ibo.org/school/060011/
International Community School,2548,t,f,f,f,PYP,t,English,https://ibo.org/school/002548/
International Community School--Kirkland,64025,f,f,t,f,DP,t,English,https://ibo.org/school/064025/
International High School,51006,f,f,t,t,"DP, CP",t,English,https://ibo.org/school/051006/
International Scholars Academy,3399,t,t,t,f,"PYP, MYP, DP",t,"English, Arabic, Other",https://ibo.org/school/003399/
International School of Beaverton,3101,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/003101/
International School of Boston,2088,f,t,t,f,"MYP, DP",t,"English, French",https://ibo.org/school/002088/
International School of Brooklyn,4981,t,t,f,f,"PYP, MYP",t,"English, Spanish, French",https://ibo.org/school/004981/
International School of Denver,6946,t,t,f,f,"PYP, MYP",t,"English, Spanish, French",https://ibo.org/school/006946/
International School of Indiana,1390,t,t,t,f,"PYP, MYP, DP",t,English,https://ibo.org/school/001390/
International School of Los Angeles,956,f,f,t,f,DP,t,English,https://ibo.org/school/000956/
International School of Monterey,49105,t,t,f,f,"PYP, MYP",t,English,https://ibo.org/school/049105/
International School of Portland,3584,t,f,f,f,PYP,t,"Chinese, Japanese, Other",https://ibo.org/school/003584/
International School of Texas,50839,t,t,t,f,"PYP, MYP, DP",t,"English, Spanish",https://ibo.org/school/050839/
International Spanish Language Academy,4125,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/004125/
International Studies Elementary Charter School,2446,t,f,f,f,PYP,t,English,https://ibo.org/school/002446/
Irmo High School International School for the Arts,2134,f,f,t,t,"DP, CP",t,English,https://ibo.org/school/002134/
Ironwood High School,2296,f,f,t,f,DP,t,English,https://ibo.org/school/002296/
Irvin C. Mollison,50923,f,t,f,f,MYP,t,English,https://ibo.org/school/050923/
Isthmus Montessori Academy Public,62220,f,f,t,f,DP,t,"English, Spanish",https://ibo.org/school/062220/
J. Colin English Elementary,49250,t,f,f,f,PYP,t,English,https://ibo.org/school/049250/
J. L. Everhart Elementary,2478,t,f,f,f,PYP,t,English,https://ibo.org/school/002478/
J.L. Long Middle School,36012,f,t,f,f,MYP,t,English,https://ibo.org/school/036012/
J.P. McCaskey High School,994,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/000994/
J.T. Hutchinson IB World Middle School,49227,f,t,f,f,MYP,t,English,https://ibo.org/school/049227/
J.T. Moore Middle School,2490,f,t,f,f,MYP,t,English,https://ibo.org/school/002490/
Jackson County High School,60274,f,f,t,f,DP,t,English,https://ibo.org/school/060274/
Jackson Elementary School,60962,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/060962/
Jacksonville High School,2558,f,f,t,t,"DP, CP",t,English,https://ibo.org/school/002558/
Jacobsville Elementary,60888,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/060888/
James A. Beneway High School,3334,f,f,t,f,DP,t,English,https://ibo.org/school/003334/
James A. Foshay Learning Center,6454,t,t,f,f,"PYP, MYP",t,English,https://ibo.org/school/006454/
James B. McPherson Elementary School,2055,t,t,f,f,"PYP, MYP",t,"English, Spanish",https://ibo.org/school/002055/
James B. Sanderlin K-8,2484,t,t,f,f,"PYP, MYP",t,English,https://ibo.org/school/002484/
James Bowie High School,2824,f,f,t,f,DP,t,English,https://ibo.org/school/002824/
James E. Shepard IB Magnet Middle School,1992,f,t,f,f,MYP,t,English,https://ibo.org/school/001992/
James H. Hendrix Elementary School,6508,t,f,f,f,PYP,t,English,https://ibo.org/school/006508/
James Island Charter High School,1136,f,f,t,f,DP,t,English,https://ibo.org/school/001136/
James Madison Middle School,4058,f,t,f,f,MYP,t,English,https://ibo.org/school/004058/
James S. Hogg Middle School,6367,f,t,f,f,MYP,t,English,https://ibo.org/school/006367/
James S. Rickards High School,881,f,f,t,t,"DP, CP",t,English,https://ibo.org/school/000881/
"James W. Robinson, Jr. Secondary School",1024,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/001024/
Janie Howard Wilson Elementary,61178,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/061178/
Jean Childs Young Middle School,60409,f,t,f,f,MYP,t,English,https://ibo.org/school/060409/
Jefferson County International Baccalaureate School,630,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/000630/
Jefferson Elementary School,3506,t,f,f,f,PYP,t,English,https://ibo.org/school/003506/
Jefferson Houston Prek-8 IB School,6288,t,t,f,f,"PYP, MYP",t,"English, Spanish",https://ibo.org/school/006288/
Jefferson School,61404,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/061404/
Jenks West Elementary School,49327,t,f,f,f,PYP,t,English,https://ibo.org/school/049327/
Jerome I. Case High School,116,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/000116/
Jesse Boyd Elementary School,4225,t,f,f,f,PYP,t,English,https://ibo.org/school/004225/
Jewett Middle Academy IB,6931,f,t,f,f,MYP,t,English,https://ibo.org/school/006931/
Jim Hill High School,696,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/000696/
JM Alexander Middle School,2012,f,t,f,f,MYP,t,English,https://ibo.org/school/002012/
Joe Michell School,50465,t,t,f,f,"PYP, MYP",t,English,https://ibo.org/school/050465/
Joel C. Harris Middle School,52492,f,t,f,f,MYP,t,"English, Spanish",https://ibo.org/school/052492/
John A. Ferguson Senior High School,2320,f,f,t,f,DP,t,English,https://ibo.org/school/002320/
John Adams High School,2825,f,f,t,f,DP,t,English,https://ibo.org/school/002825/
John Adams High School,50868,f,f,t,f,DP,t,English,https://ibo.org/school/050868/
John Ehret High School,2826,f,f,t,f,DP,t,English,https://ibo.org/school/002826/
John F Kennedy Middle School,2566,f,t,f,f,MYP,t,English,https://ibo.org/school/002566/
John F. Kennedy High School,50212,f,t,t,t,"MYP, DP, CP",t,"English, Spanish",https://ibo.org/school/050212/
John F. Kennedy High School,1137,f,f,t,f,DP,t,English,https://ibo.org/school/001137/
John F. Kennedy High School,4801,f,t,t,f,"MYP, DP",t,"English, Spanish",https://ibo.org/school/004801/
John F. Kennedy High School,2488,f,f,t,f,DP,t,English,https://ibo.org/school/002488/
John F. Peeler Elementary School,61910,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/061910/
John Fiske Elementary,50926,f,t,f,f,MYP,t,English,https://ibo.org/school/050926/
John Glenn Middle School,2617,f,t,f,f,MYP,t,English,https://ibo.org/school/002617/
John H Kinzie School,60379,f,t,f,f,MYP,t,"English, Spanish",https://ibo.org/school/060379/
John Herbert Phillips Academy,37012,t,t,f,f,"PYP, MYP",t,English,https://ibo.org/school/037012/
John L. Marsh Elementary School,2064,f,t,f,f,MYP,t,English,https://ibo.org/school/002064/
John M Andersen Elementary,62667,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/062667/
John M. Smyth Magnet School,3162,t,t,f,f,"PYP, MYP",t,English,https://ibo.org/school/003162/
John R. Lewis High School,1271,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/001271/
John Randolph Tucker High School,6451,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/006451/
John Reynolds Middle School,60349,f,t,f,f,MYP,t,"English, Spanish",https://ibo.org/school/060349/
John S. Clark Elementary School,60507,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/060507/
John Story Jenks Academy for the Arts and Sciences,63203,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/063203/
John T. Hoggard High School,50680,f,f,t,f,DP,t,English,https://ibo.org/school/050680/
John Wesley North High School,472,f,f,t,f,DP,t,English,https://ibo.org/school/000472/
Johnson High School,3342,f,f,t,f,DP,t,English,https://ibo.org/school/003342/
Johnston - McQueen Elementary School,61936,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/061936/
Jones High School,3757,f,f,t,f,DP,t,English,https://ibo.org/school/003757/
Jones-Farrar,6805,t,f,f,f,PYP,t,English,https://ibo.org/school/006805/
Jordan-Elbridge Middle School,49848,f,t,f,f,MYP,t,English,https://ibo.org/school/049848/
Jose de Diego Community Academy,50896,f,t,f,f,MYP,t,English,https://ibo.org/school/050896/
José S. Ramírez Elementary,50305,t,f,f,f,PYP,t,English,https://ibo.org/school/050305/
Joseph A. McNeil School,60949,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/060949/
Josephine C Locke Elementary School,2529,t,t,f,f,"PYP, MYP",t,"English, Spanish",https://ibo.org/school/002529/
Joshua D. Kershaw Magnet an IB World Elementary School,4062,t,t,f,f,"PYP, MYP",t,English,https://ibo.org/school/004062/
Josiah Quincy Elementary,51066,t,f,f,f,PYP,t,English,https://ibo.org/school/051066/
Josiah Quincy Upper School,6111,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/006111/
Joyce Kilmer Elementary School,62603,t,f,f,f,PYP,t,English,https://ibo.org/school/062603/
JT Roberts,61448,f,t,f,f,MYP,t,English,https://ibo.org/school/061448/
Judson Steam Academy,61930,f,t,f,f,MYP,t,English,https://ibo.org/school/061930/
Julia Green Elementary School,6045,t,f,f,f,PYP,t,English,https://ibo.org/school/006045/
Julius West Middle School,2078,f,t,f,f,MYP,t,English,https://ibo.org/school/002078/
Jurupa Hills High School,7121,f,t,t,f,"MYP, DP",t,"English, Spanish",https://ibo.org/school/007121/
Justice High School,772,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/000772/
JY Joyner Center for Spanish Language,2485,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/002485/
Kamiloʻiki Elementary School,49333,t,f,f,f,PYP,t,English,https://ibo.org/school/049333/
Kate Starr Kellogg Elementary School,2030,f,t,f,f,MYP,t,English,https://ibo.org/school/002030/
Kavod Charter School,61313,f,t,f,f,MYP,t,"English, Hebrew (Modern), Other",https://ibo.org/school/061313/
Kehoe-France School,60357,t,t,f,f,"PYP, MYP",t,"English, Spanish",https://ibo.org/school/060357/
"Kehoe-France School, Northshore",60408,t,t,f,f,"PYP, MYP",t,"English, Spanish",https://ibo.org/school/060408/
Keith Middle School,62425,f,t,f,f,MYP,t,"English, Spanish",https://ibo.org/school/062425/
Kenmore West High School,6507,f,f,t,f,DP,t,English,https://ibo.org/school/006507/
Kennebunk High School,3309,f,f,t,f,DP,t,English,https://ibo.org/school/003309/
KENNEDY INTERNATIONAL SCHOOL,49546,f,f,t,f,DP,t,"English, French",https://ibo.org/school/049546/
Kennewick High School,781,f,f,t,f,DP,t,English,https://ibo.org/school/000781/
Kent State University Child Development Center,52328,t,f,f,f,PYP,t,English,https://ibo.org/school/052328/
Kent-Meridian High School,1321,f,f,t,f,DP,t,English,https://ibo.org/school/001321/
Kenwood High School,723,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/000723/
Key Middle School,50360,f,t,f,f,MYP,t,English,https://ibo.org/school/050360/
Kids Community College Riverview Southeast,49979,t,t,f,f,"PYP, MYP",t,"English, Spanish",https://ibo.org/school/049979/
Kilo Middle School,6733,f,t,f,f,MYP,t,English,https://ibo.org/school/006733/
King Community Learning Center,60365,t,f,f,f,PYP,t,English,https://ibo.org/school/060365/
King's Fork High School,4607,f,f,t,f,DP,t,English,https://ibo.org/school/004607/
King/Robinson Inter-District Magnet An International Baccalaureate STEM School,3203,t,t,f,f,"PYP, MYP",t,English,https://ibo.org/school/003203/
KIPP University Prep,51133,f,f,t,f,DP,t,English,https://ibo.org/school/051133/
Klein Oak High School,1510,f,f,t,f,DP,t,"English, Spanish",https://ibo.org/school/001510/
Knowledge and Power Preparatory Academy (KAPPA) International,3961,f,f,t,f,DP,t,English,https://ibo.org/school/003961/
Koko Head Elementary School,49667,t,f,f,f,PYP,t,English,https://ibo.org/school/049667/
Kokomo High School,49331,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/049331/
Kyrene Middle School,60344,f,t,f,f,MYP,t,"English, Spanish",https://ibo.org/school/060344/
L.C. Anderson High School,628,f,f,t,f,DP,t,English,https://ibo.org/school/000628/
La Costa Canyon High School,52566,f,f,t,f,DP,t,English,https://ibo.org/school/052566/
La Quinta High School,1237,f,f,t,f,DP,t,English,https://ibo.org/school/001237/
La Scuola d'Italia Guglielmo Marconi,52237,f,f,t,f,DP,t,"English, Italian, Other",https://ibo.org/school/052237/
La Scuola International School,49755,t,t,f,f,"PYP, MYP",t,"English, Italian, Other",https://ibo.org/school/049755/
Lafayette Park Elementary School,15013,t,f,f,f,PYP,t,English,https://ibo.org/school/015013/
LaGrange High School,62145,f,f,t,f,DP,t,"English, Spanish",https://ibo.org/school/062145/
Laguna Creek High School,6155,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/006155/
Laguna Hills High School,429,f,f,t,f,DP,t,English,https://ibo.org/school/000429/
Lake Forest Elementary School,51061,t,f,f,f,PYP,t,English,https://ibo.org/school/051061/
Lake Forest Hills Elementary School,6708,t,f,f,f,PYP,t,English,https://ibo.org/school/006708/
Lake Wales High School,30013,f,f,t,f,DP,t,English,https://ibo.org/school/030013/
Lakes International Language Academy,2452,t,t,t,f,"PYP, MYP, DP",t,"English, Spanish",https://ibo.org/school/002452/
Lakeside High School,51757,f,f,t,f,DP,t,English,https://ibo.org/school/051757/
Lakeview Elementary School,3591,t,f,f,f,PYP,t,English,https://ibo.org/school/003591/
Lakewood Catholic Academy,51740,f,t,f,f,MYP,t,English,https://ibo.org/school/051740/
