destinationtable,rcdts,level,school_name,district,city,county,district_type,school_type,grades_served,summative_designation,summative_designation_student_group_s,title_i_status,state_senate_district,state_house_district,ebf_tier,pct_ebf_capacity_to_meet_expectations,count_school_enrollment,site_level_per_pupil_expenditures_federal,site_level_per_pupil_expenditures_state_local,site_level_per_pupil_expenditures_subtotal,district_centralized_per_pupil_expenditure_federal,district_centralized_per_pupil_expenditure_state_local,district_centralized_per_pupil_expenditure_subtotal,total_per_pupil_expenditures_federal,total_per_pupil_expenditures_state_local,total_per_pupil_expenditures_subtotal,exclusions,total_expenditures_sber,local_property_taxes,pct_local_property_taxes,other_local_funding,pct_other_local_funding,evidence_based_funding,pct_evidence_based_funding,other_state_funding,pct_other_state_funding,federal_funding,pct_federal_funding,total_revenue_source,eav_per_pupil,total_school_tax_rate_per_100,instructional_expenditure_per_pupil,operating_expenditures,instruction,pct_instruction,general_admin,pct_general_admin,supporting_services,pct_supporting_services,other_expenditures,pct_other_expenditures,education_fund,pct_education_fund,operations_b_m,pct_operations_b_m,transportation,pct_transportation,debt_service,pct_debt_service,tort,pct_tort,munic_ret_soc_security,pct_munic_ret_soc_security,fire_prev_safety,pct_fire_prev_safety,capital_projects_fund,pct_capital_projects_fund,total_expenditures_afr,per_pupil_pension_obligation_amount,total_pension_obligation_amount
Finance1,35-050-1220-02-1006,School,Lincoln Jr High School,La Salle ESD 122,La Salle,La Salle,Elementary District,Middle/Junior High School,6 - 8,Targeted,Children with Disabilities,Title 1 Schoolwide,38,76,,,274.5,1816.86,12673.81,14490.67,0,1373.75,1373.75,1816.86,14047.56,15864.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,35-050-1220-02-2005,School,Northwest Elem School,La Salle ESD 122,La Salle,La Salle,Elementary District,Elementary School,PK - 5,Commendable,All Students,Title 1 Schoolwide,38,76,,,616.5,2207.56,14535.12,16742.68,0,1373.75,1373.75,2207.56,15908.88,18116.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,35-050-1200-17-0000,District,,La Salle-Peru Twp HSD 120,La Salle,La Salle,High School District,,,,,,38,76,2,81.8,1148.07,628.24,13193.54,13821.78,129.49,6168.78,6298.27,757.73,19362.32,20120.05,10199332.26,33298562.25,19096133,64.8,4717564,16,2595747,8.8,881942,3,2157491,7.3,29448877,631848.52,2.57,11471.92,22371.9,11560946,34.1,1261556,3.7,14623387,43.1,6450261,19,16082112,47.4,2376254,7,1058629,3.1,5088257,15,2020192,6,622134,1.8,856490,2.5,5792082,17.1,33896150,934.3,1062298.11
Finance1,35-050-1200-17-0001,School,La Salle-Peru Twp High School,La Salle-Peru Twp HSD 120,La Salle,La Salle,High School District,High School,9 - 12,Commendable,All Students,Title 1 Schoolwide,38,76,,,1148.07,628.24,13193.54,13821.78,129.49,6168.78,6298.27,757.73,19362.32,20120.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,28-006-0940-04-0000,District,,Ladd CCSD 94,Ladd,Bureau,Elementary District,,,,,,38,76,2,81.8,172.75,114.8,16382.5,16497.3,0,0,0,114.8,16382.5,16497.3,330998,3180906.42,1480561,52.8,130595,4.7,546077,19.5,267499,9.5,381484,13.6,2806216,288738.39,2.84,7897.26,15045.39,1295072,46.8,253413,9.2,962564,34.8,256879,9.3,2054853,74.2,264722,9.6,171343,6.2,141782,5.1,69080,2.5,56598,2,9550,0.3,0,0,2767928,671.62,122235.2
Finance1,28-006-0940-04-2001,School,Ladd Comm Cons Sch,Ladd CCSD 94,Ladd,Bureau,Elementary District,Elementary School,PK - 8,Targeted,Children with Disabilities,Title 1 Schoolwide,38,76,,,172.75,114.8,16382.5,16497.3,0,0,0,114.8,16382.5,16497.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,06-016-1060-02-0000,District,,LaGrange Highlands SD 106,La Grange Highlands,Cook,Elementary District,,,,,,41,82,4,122.4,972.92,0.39,8543.68,8544.07,577.07,8845.72,9422.8,577.46,17389.41,17966.87,1907500.4,19387827.06,16809840,85.3,1368399,6.9,574381,2.9,352026,1.8,599060,3,19703706,485196.1,3.61,10780.33,17121.32,9834244,43.6,574384,2.5,5586701,24.8,6566124,29.1,14496169,64.3,1688684,7.5,205237,0.9,1328992,5.9,198265,0.9,368302,1.6,0,0,4275804,19,22561453,935.99,936928.4
Finance1,06-016-1060-02-2001,School,Highlands Elem School,LaGrange Highlands SD 106,La Grange Highlands,Cook,Elementary District,Elementary School,PK - 4,Exemplary,All Students,Title 1 Targeted,41,82,,,541.38,0,8559.42,8559.42,577.07,8845.72,9422.8,577.07,17405.14,17982.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,06-016-1060-02-1003,School,Highlands Middle School,LaGrange Highlands SD 106,La Grange Highlands,Cook,Elementary District,Middle/Junior High School,5 - 8,Commendable,All Students,Title 1 Targeted,41,82,,,431.54,0.87,8523.95,8524.82,577.07,8845.72,9422.8,577.95,17369.67,17947.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-0650-02-0000,District,,Lake Bluff ESD 65,Lake Bluff,Lake,Elementary District,,,,,,29,58,4,146.9,881,79.92,17841.72,17921.64,461.45,4783.46,5244.91,541.37,22625.18,23166.55,6840416,27250150,19925929,87.7,1623007,7.1,565793,2.5,95892,0.4,498493,2.2,22709114,840894.83,2.9,12587.91,23116.38,10203510,41.6,1097261,4.5,7309142,29.8,5906896,24.1,16551020,67.5,1955233,8,865267,3.5,2251618,9.2,0,0,498846,2,0,0,2394825,9.8,24516809,1295.28,1132077.6
Finance1,34-049-0650-02-2006,School,Lake Bluff Elem Sch,Lake Bluff ESD 65,Lake Bluff,Lake,Elementary District,Elementary School,PK - 5,Exemplary,All Students,Title 1 Targeted,29,58,,,575,115,16393,16508,442,4648,5090,557,21041,21598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-0650-02-1003,School,Lake Bluff Middle School,Lake Bluff ESD 65,Lake Bluff,Lake,Elementary District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Targeted,29,58,,,306,14,20564,20578,498,5038,5536,512,25602,26114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-1150-16-0000,District,,Lake Forest CHSD 115,Lake Forest,Lake,High School District,,,,,,29,58,4,193.2,1354.675,355.91,36383.02,36738.93,0,1751.24,1751.24,355.91,38134.26,38490.17,32226358.61,84368025.74,46884935,79.8,9772840,16.6,894138,1.5,542884,0.9,688423,1.2,58783220,2357874.55,1.54,22416.12,37229.9,28712364,40.7,617072,0.9,19559716,27.7,21600643,30.6,41952687,59.5,4877144,6.9,1766967,2.5,5655786,8,0,0,1271699,1.8,0,0,14965512,21.2,70489795,2083.44,2808470.63
Finance1,34-049-1150-16-0001,School,Lake Forest High School,Lake Forest CHSD 115,Lake Forest,Lake,High School District,High School,9 - 12,Exemplary,All Students,Title 1 Targeted,29,58,,,1354.68,355.91,36383.02,36738.93,0,1751.24,1751.24,355.91,38134.26,38490.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-0670-05-0000,District,,Lake Forest SD 67,Lake Forest,Lake,Elementary District,,,,,,29,58,4,172.5,1639.58,437.14,23269.75,23706.88,0,2698.78,2698.78,437.14,25968.52,26405.66,2792213.24,46086406.8,38896487,88.1,3200142,7.2,1016144,2.3,219401,0.5,834181,1.9,44166355,1511083.52,1.65,14480.49,26016.43,22404942,46.6,1203730,2.5,16710652,34.7,7791562,16.2,36659687,76.2,3035926,6.3,1519775,3.2,2098059,4.4,0,0,816748,1.7,0,0,3980691,8.3,48110886,1512.11,2485906.18
Finance1,34-049-0670-05-2001,School,Cherokee Elem School,Lake Forest SD 67,Lake Forest,Lake,Elementary District,Elementary School,K - 4,Exemplary,All Students,Title 1 Ineligible Due to Ranking,29,58,,,342.52,423.47,21340.74,21764.21,0,2698.78,2698.78,423.47,24039.51,24462.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-0670-05-2007,School,Deer Path Middle Sch East,Lake Forest SD 67,Lake Forest,Lake,Elementary District,Elementary School,5 - 6,Exemplary,All Students,Title 1 Ineligible Due to Ranking,29,58,,,381.55,423.47,23949.7,24373.17,0,2698.78,2698.78,423.47,26648.47,27071.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-0670-05-1003,School,Deer Path Middle Sch West,Lake Forest SD 67,Lake Forest,Lake,Elementary District,Middle/Junior High School,7 - 8,Exemplary,All Students,Title 1 Targeted,29,58,,,359.27,423.47,25633.34,26056.81,0,2698.78,2698.78,423.47,28332.11,28755.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-0670-05-2004,School,Everett Elem School,Lake Forest SD 67,Lake Forest,Lake,Elementary District,Elementary School,K - 4,Exemplary,All Students,Title 1 Ineligible Due to Ranking,29,58,,,309.02,423.47,21596.6,22020.08,0,2698.78,2698.78,423.47,24295.38,24718.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-0670-05-2005,School,Sheridan Elem School,Lake Forest SD 67,Lake Forest,Lake,Elementary District,Elementary School,PK - 4,Exemplary,All Students,Title 1 Targeted,29,58,,,247.22,514.1,23549.48,24063.58,0,2698.78,2698.78,514.1,26248.26,26762.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,19-022-1080-16-0000,District,,Lake Park CHSD 108,Roselle,Dupage,High School District,,,,,,24,48,4,105.8,2498,433.77,22726.27,23160.04,0,0,0,433.77,22726.27,23160.04,8447474.68,66301254.6,52069209,83.7,5419434,8.7,2074284,3.3,1111720,1.8,1536464,2.5,62211111,1093274.46,2.02,12500.78,22420.8,28805557,46,1347492,2.2,22629526,36.1,9873866,15.8,46521581,74.2,4664580,7.4,2961834,4.7,1751163,2.8,0,0,1516519,2.4,1099800,1.8,4140964,6.6,62656441,1196.95,2951674.87
Finance1,19-022-1080-16-0001,School,Lake Park High School,Lake Park CHSD 108,Roselle,Dupage,High School District,High School,9 - 12,Commendable,All Students,Title 1 Targeted,24,48,,,2498,433.77,22726.27,23160.04,0,0,0,433.77,22726.27,23160.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-0410-04-0000,District,,Lake Villa CCSD 41,Lake Villa,Lake,Elementary District,,,,,,32,64,1,73.1,2339.7,618.57,13154.21,13772.78,5.35,3811.18,3816.53,623.92,16965.39,17589.31,5546975.67,46700687.57,24792521,57.5,2134707,5,9509942,22.1,4818234,11.2,1866826,4.3,43122230,268363.69,3.87,7790.27,13365.87,17668331,43.4,1168437,2.9,12897527,31.6,9017586,22.1,28788481,70.6,2584667,6.3,3428985,8.4,2651237,6.5,192512,0.5,765456,1.9,0,0,2340543,5.7,40751881,732.54,1696565.45
Finance1,34-049-0410-04-2003,School,B J Hooper Elem School,Lake Villa CCSD 41,Lindenhurst,Lake,Elementary District,Elementary School,PK - 5,Commendable,All Students,Title 1 Targeted,31,61,,,523.25,717.96,11583.03,12300.99,5.53,3918.3,3923.83,723.49,15501.33,16224.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-0410-04-2001,School,Olive C Martin School,Lake Villa CCSD 41,Lake Villa,Lake,Elementary District,Elementary School,PK - 5,Commendable,All Students,Title 1 Targeted,32,64,,,488.5,736.72,11696.09,12432.81,5.53,3916.93,3922.45,742.25,15613.02,16355.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-0410-04-1004,School,Peter J Palombi School,Lake Villa CCSD 41,Lake Villa,Lake,Elementary District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Targeted,32,64,,,800.98,536.76,10057.83,10594.59,5.53,3889.54,3895.07,542.29,13947.37,14489.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-0410-04-2004,School,William L Thompson School,Lake Villa CCSD 41,Lake Villa,Lake,Elementary District,Elementary School,PK - 5,Commendable,All Students,Title 1 Ineligible Due to Ranking,32,64,,,454,570.13,12130.43,12700.56,5.53,3950.58,3956.1,575.66,16081,16656.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-0950-26-0000,District,,Lake Zurich CUSD 95,Lake Zurich,Lake,Unit District,,,,,,26,51,4,106.3,5740.35,176.61,11682.97,11859.58,234.04,6321.81,6555.86,410.65,18004.79,18415.44,16229660.68,121940723.09,97363214,83,9169972,7.8,4056723,3.5,3210387,2.7,3514759,3,117315055,340728.07,5.26,10670.87,15967.89,56152586,43.5,3129191,2.4,36853711,28.6,32892677,25.5,85753384,66.5,7197410,5.6,5410354,4.2,7249900,5.6,0,0,2411376,1.9,0,0,21005741,16.3,129028165,929.72,5316110.66
Finance1,34-049-0950-26-2007,School,Isaac Fox Elementary School,Lake Zurich CUSD 95,Lake Zurich,Lake,Unit District,Elementary School,K - 5,Exemplary,All Students,Title 1 Ineligible Due to Ranking,26,51,,,490.75,233.1,9255.74,9488.84,248.15,6031.33,6279.48,481.25,15287.07,15768.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-0950-26-0001,School,Lake Zurich High School,Lake Zurich CUSD 95,Lake Zurich,Lake,Unit District,High School,9 - 12,Exemplary,All Students,Title 1 Ineligible Due to Ranking,26,51,,,1811.15,217.22,12405.17,12622.38,212.34,6256.65,6468.99,429.55,18661.82,19091.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-0950-26-1002,School,Lake Zurich Middle - N Campus,Lake Zurich CUSD 95,Hawthorn Woods,Lake,Unit District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Schoolwide,26,51,,,680.6,62.18,12127.6,12189.78,240.25,6932.41,7172.66,302.43,19060.01,19362.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-0950-26-1003,School,Lake Zurich Middle - S Campus,Lake Zurich CUSD 95,Lake Zurich,Lake,Unit District,Middle/Junior High School,6 - 8,Exemplary,All Students,Title 1 Ineligible Due to Ranking,26,51,,,620,0.45,13517.27,13517.72,214.62,6619.04,6833.66,215.07,20136.32,20351.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-0950-26-2005,School,May Whitney Elem School,Lake Zurich CUSD 95,Lake Zurich,Lake,Unit District,Elementary School,PK - 5,Exemplary,All Students,Title 1 Schoolwide,26,51,,,722.3,141.69,11221.32,11363.01,273.6,6484.94,6758.54,415.29,17706.26,18121.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-0950-26-2006,School,Sarah Adams Elementary School,Lake Zurich CUSD 95,Lake Zurich,Lake,Unit District,Elementary School,K - 5,Commendable,All Students,Title 1 Schoolwide,26,51,,,422.25,80.64,12693.22,12773.87,255.26,5440.84,5696.1,335.9,18134.07,18469.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-0950-26-2003,School,Seth Paine Elem School,Lake Zurich CUSD 95,Hawthorn Woods,Lake,Unit District,Elementary School,K - 5,Exemplary,All Students,Title 1 Schoolwide,26,51,,,478.4,188.12,10541.59,10729.7,232.51,6083.62,6316.13,420.63,16625.21,17045.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-0950-26-2008,School,Spencer Loomis Elementary School,Lake Zurich CUSD 95,Hawthorn Woods,Lake,Unit District,Elementary School,K - 5,Commendable,All Students,Title 1 Ineligible Due to Ranking,26,51,,,499.9,0,9229.3,9229.3,234.95,6276.58,6511.53,234.95,15505.89,15740.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,07-016-1580-02-0000,District,,Lansing SD 158,Lansing,Cook,Elementary District,,,,,,17,33,2,80.8,2513.75,0,7557.46,7557.46,1228.42,8205.85,9434.28,1228.42,15763.31,16991.74,5455984.59,48168959.83,21099026,37.7,2746576,4.9,24841759,44.4,2048323,3.7,5272502,9.4,56008186,122917.45,7.87,9564.72,16342.24,21434543,40.3,798776,1.5,14332065,27,16597687,31.2,33781859,63.5,4459547,8.4,1814172,3.4,2069875,3.9,0,0,720857,1.4,0,0,10316761,19.4,53163071,665.68,1638226.91
Finance1,07-016-1580-02-2001,School,Coolidge Elementary School,Lansing SD 158,Lansing,Cook,Elementary District,Elementary School,K - 5,Commendable,All Students,Title 1 Schoolwide,17,33,,,665.25,0,6003.54,6003.54,1228.42,8205.85,9434.28,1228.42,14209.4,15437.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,07-016-1580-02-3001,School,Lester Crawl Primary Ctr,Lansing SD 158,Lansing,Cook,Elementary District,Special School,PK - 1,,,Title 1 Schoolwide,17,33,,,105,0,18084.65,18084.65,1228.42,8205.85,9434.28,1228.42,26290.5,27518.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,07-016-1580-02-1004,School,Memorial Jr High School,Lansing SD 158,Lansing,Cook,Elementary District,Middle/Junior High School,6 - 8,Targeted,Children with Disabilities,Title 1 Schoolwide,17,33,,,871,0,7154.57,7154.57,1228.42,8205.85,9434.28,1228.42,15360.42,16588.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,07-016-1580-02-2005,School,Oak Glen Elem School,Lansing SD 158,Lansing,Cook,Elementary District,Elementary School,K - 5,Targeted,Children with Disabilities,Title 1 Schoolwide,17,34,,,515,0,7469.98,7469.98,1228.42,8205.85,9434.28,1228.42,15675.83,16904.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,07-016-1580-02-2006,School,Reavis Elem School,Lansing SD 158,Lansing,Cook,Elementary District,Elementary School,K - 5,Commendable,All Students,Title 1 Schoolwide,17,33,,,357.5,0,8464.76,8464.76,1228.42,8205.85,9434.28,1228.42,16670.61,17899.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,56-099-070C-04-0000,District,,Laraway CCSD 70C,Joliet,Will,Elementary District,,,,,,43,86,4,240.3,435.53,560.51,38879.44,39439.95,264.05,14516.6,14780.65,824.56,53396.04,54220.6,1235214.93,24849912.99,17438841,81.8,518494,2.4,1198663,5.6,1111521,5.2,1044961,4.9,21312480,1050448.04,2.97,21572.38,36583.45,8989859,45.7,640184,3.3,5102052,25.9,4957069,25.2,12910209,65.6,1435692,7.3,1295970,6.6,2146662,10.9,178935,0.9,508913,2.6,90570,0.5,1122213,5.7,19689164,1359.23,557284.07
Finance1,56-099-070C-04-2001,School,Laraway School,Laraway CCSD 70C,Joliet,Will,Elementary District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,43,86,,,435.53,560.51,38879.44,39439.95,264.05,14516.6,14780.65,824.56,53396.04,54220.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,12-051-0200-26-0000,District,,Lawrence County CUD 20,Lawrenceville,Lawrence,Unit District,,,,,,51,102,2,79.5,1047.775,2066.79,9775.05,11841.84,404.37,2477.89,2882.26,2471.16,12252.94,14724.1,2717530.97,18145076.99,4508309,26,1296991,7.5,7633681,44.1,841061,4.9,3027477,17.5,17307519,123920.44,3.59,8897.23,16349.64,7936149,43.3,522901,2.9,6021074,32.8,3865591,21.1,12702377,69.2,3547210,19.3,841566,4.6,612248,3.3,309600,1.7,332714,1.8,0,0,0,0,18345715,594.78,613812.69
Finance1,12-051-0200-26-0008,School,Lawrenceville High School,Lawrence County CUD 20,Lawrenceville,Lawrence,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Eligible but Not Served,51,102,,,291.8,1472.66,13008.09,14480.75,404.37,2477.89,2882.26,1877.03,15485.98,17363.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,12-051-0200-26-2007,School,Parkside Elementary School,Lawrence County CUD 20,Lawrenceville,Lawrence,Unit District,Elementary School,PK - 5,Commendable,All Students,Title 1 Schoolwide,51,102,,,520.98,2202.27,7767.61,9969.88,404.37,2477.89,2882.26,2606.64,10245.5,12852.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,12-051-0200-26-1007,School,Parkview Jr High School,Lawrence County CUD 20,Lawrenceville,Lawrence,Unit District,Middle/Junior High School,6 - 8,Targeted,Children with Disabilities,Title 1 Eligible but Not Served,51,102,,,235,2504.18,10210.91,12715.09,404.37,2477.89,2882.26,2908.55,12688.8,15597.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-9010-25-0000,District,,LEARN John and Kathy Schreiber Charter School,Waukegan,Lake,Unit District,,,,,,30,60,,,523.5,1193.88,15177.46,16371.34,0,0,0,1193.88,15177.46,16371.34,1406078,9976474.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-9010-25-201C,School,LEARN John and Kathy Schreiber Charter School,LEARN John and Kathy Schreiber Charter School,Waukegan,Lake,Unit District,Elementary School,K - 8,Commendable,All Students,Title 1 Schoolwide,30,60,,,523.5,1193.88,15177.46,16371.34,0,0,0,1193.88,15177.46,16371.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,50-082-0090-26-0000,District,,Lebanon CUSD 9,Lebanon,Saint Clair,Unit District,,,,,,57,114,2,87.1,529,723.1,6351.56,7074.65,1123.2,7575.58,8698.78,1846.3,13927.13,15773.43,2837106.84,11181253.04,6075635,56.8,372004,3.5,1811897,16.9,289167,2.7,2155615,20.1,10704318,222632.5,5.72,10802.42,17468.63,4963280,48.1,737799,7.2,2228197,21.6,2388979,23.2,7144744,69.2,992015,9.6,355788,3.4,1102226,10.7,453620,4.4,243917,2.4,25945,0.3,0,0,10318255,762.06,393224.76
Finance1,50-082-0090-26-2002,School,Lebanon Elem School,Lebanon CUSD 9,Lebanon,Saint Clair,Unit District,Elementary School,PK - 5,Commendable,All Students,Title 1 Targeted,57,114,,,311.5,1014.88,3792.49,4807.38,1123.2,7575.58,8698.78,2138.09,11368.07,13506.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,50-082-0090-26-0003,School,Lebanon High School,Lebanon CUSD 9,Lebanon,Saint Clair,Unit District,High School,6 - 12,Commendable,All Students,Title 1 Targeted,57,114,,,217.5,305.21,10016.61,10321.82,1123.2,7575.58,8698.78,1428.41,17592.18,19020.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,35-050-0010-26-0000,District,,Leland CUSD 1,Leland,La Salle,Unit District,,,,,,37,74,4,107.3,258.72,173.5,7797.29,7970.79,428.04,10890.72,11318.76,601.54,18688.01,19289.55,376720.23,5367313.63,4123496,76.5,247714,4.6,352506,6.5,392926,7.3,275976,5.1,5392618,301507.65,5.91,10490.71,17551.84,2297570,39.5,188720,3.2,1510138,26,1816735,31.3,3529091,60.7,346135,6,309456,5.3,284055,4.9,261457,4.5,119654,2.1,0,0,963315,16.6,5813163,895.04,221970.67
Finance1,35-050-0010-26-2001,School,Leland Elem School,Leland CUSD 1,Leland,La Salle,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,37,74,,,170.47,197.37,5910.88,6108.25,428.04,10890.72,11318.76,625.41,16801.6,17427.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,35-050-0010-26-0001,School,Leland High School,Leland CUSD 1,Leland,La Salle,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Schoolwide,37,74,,,88.25,127.4,11441.21,11568.61,428.04,10890.72,11318.76,555.44,22331.93,22887.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,07-016-2100-17-0000,District,,Lemont Twp HSD 210,Lemont,Cook,High School District,,,,,,41,82,4,120.3,1284.625,467.79,17861.6,18329.39,7.78,4729.78,4737.57,475.57,22591.38,23066.95,8575595,38207976.52,30136675,78.3,4021854,10.4,889326,2.3,945683,2.5,2509734,6.5,38503272,1098045.48,2.24,12891.87,22480.82,15045199,44.8,979757,2.9,10466923,31.2,7106497,21.2,22954461,68.3,2910909,8.7,1353798,4,4655100,13.9,298110,0.9,860268,2.6,0,0,565730,1.7,33598376,1112.37,1419386.65
Finance1,07-016-2100-17-0001,School,Lemont Twp High School,Lemont Twp HSD 210,Lemont,Cook,High School District,High School,9 - 12,Commendable,All Students,Title 1 Targeted,41,82,,,1284.63,467.79,17861.6,18329.39,7.78,4729.78,4737.57,475.57,22591.38,23066.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,07-016-113A-02-0000,District,,Lemont-Bromberek CSD 113A,Lemont,Cook,Elementary District,,,,,,41,82,3,97.9,2655.375,130.56,7267.56,7398.12,231.23,6169.41,6400.65,361.79,13436.98,13798.77,2812492.97,39453399.54,30548696,79.6,3710405,9.7,1725777,4.5,939105,2.4,1445736,3.8,38369719,536953.98,2.3,8053.61,13536.71,18994992,46.7,944756,2.3,12968584,31.9,7754923,19.1,28286375,69.6,3356836,8.3,2634052,6.5,1952933,4.8,0,0,844940,2.1,0,0,3588119,8.8,40663255,614.22,1634427.48
Finance1,07-016-113A-02-2005,School,Central School,Lemont-Bromberek CSD 113A,Lemont,Cook,Elementary District,Elementary School,4 - 5,Commendable,All Students,Title 1 Targeted,41,82,,,600.03,167.71,7025.51,7193.22,231.23,6169.41,6400.65,398.95,13194.92,13593.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,07-016-113A-02-2002,School,Oakwood School,Lemont-Bromberek CSD 113A,Lemont,Cook,Elementary District,Elementary School,PK - 1,Commendable,All Students,Title 1 Targeted,41,82,,,596.35,158.18,7220.4,7378.58,231.23,6169.41,6400.65,389.41,13389.81,13779.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,07-016-113A-02-1002,School,Old Quarry Middle Sch,Lemont-Bromberek CSD 113A,Lemont,Cook,Elementary District,Middle/Junior High School,6 - 8,Exemplary,All Students,Title 1 Targeted,41,82,,,860.5,94.18,7728.96,7823.14,231.23,6169.41,6400.65,325.41,13898.38,14223.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,07-016-113A-02-2004,School,River Valley School,Lemont-Bromberek CSD 113A,Lemont,Cook,Elementary District,Elementary School,2 - 3,Commendable,All Students,Title 1 Targeted,41,82,,,598.5,118.1,6893.85,7011.95,231.23,6169.41,6400.65,349.33,13063.27,13412.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
