k,gap,sk,log_wk
2,1.6965422707450042,0.00428913822705716,9.981180596881588
3,1.7360558940262187,0.0038376466222156506,9.807335705078742
4,1.7470117958478024,0.00487908432567829,9.690743824975153
5,1.7507129893454714,0.004909607657616663,9.61080767614281
6,1.762889329319929,0.004264143375473716,9.536486942386043
7,1.7783026780230706,0.004638027162582583,9.473870672329529
8,1.792085477811117,0.0055229038583724955,9.410223175106111
