ceeb,org_name,sc_instnm,state,region,urbanicity,latitude,longitude,sc_control,sc_preddeg,iclevel,carnegie_basic,sc_ugds,sc_tuition_in,net_price,sc_pct_pell,sc_adm_rate,sc_sat_avg,sc_completion_150_4yr,cluster,cluster_fine,pca_1,pca_2
001133,Franciscan University of Steubenville,Franciscan University of Steubenville,OH,Midwest,4.0,40.376919,-80.620524,2.0,3.0,1.0,19.0,2775.0,32630.0,23987.0,0.2101,0.7223,1218.0,0.7709,1.0,2.0,1.4939439422851637,0.7937303019541289
002261,Franklin and Marshall College,Franklin and Marshall College,PA,Northeast,4.0,40.048045,-76.319037,2.0,3.0,1.0,21.0,1904.0,68380.0,39061.0,0.1668,0.3183,1394.0,0.8602,1.0,4.0,3.515530979034613,1.2407416895973886
006222,Frank Phillips College,Frank Phillips College,TX,South,2.0,35.657778,-101.406005,1.0,2.0,2.0,3.0,749.0,3712.0,10803.0,0.2356,,,,0.0,3.0,-1.2887215090480708,-0.6889593824818856
003519,Framingham State College,Framingham State University,MA,Northeast,4.0,42.297116,-71.437565,1.0,3.0,1.0,18.0,2556.0,11630.0,16698.0,0.3448,0.8487,1150.0,0.4954,0.0,0.0,-0.6648017499149175,0.514239292885866
001228,Franklin College,Franklin College,IN,Midwest,3.0,39.478298,-86.047182,2.0,3.0,1.0,21.0,872.0,37350.0,22762.0,0.385,0.7058,1119.0,0.634,1.0,2.0,1.4970505383133197,-0.7872343047427396
003395,Franklin Pierce College,Franklin Pierce University,NH,Northeast,1.0,42.78014,-72.058011,2.0,3.0,1.0,19.0,1055.0,44963.0,26906.0,0.2716,0.9019,1030.0,0.461,1.0,5.0,1.8191017023187706,-0.9586828585596835
001229,Franklin University,Franklin University,OH,Midwest,4.0,39.95831,-82.990375,2.0,3.0,1.0,18.0,5111.0,9577.0,22605.0,0.3343,,,0.3025,1.0,2.0,0.5384760729685641,0.4920549173054615
005230,Frederick Community College,Frederick Community College,MD,South,4.0,39.452241,-77.417849,1.0,2.0,2.0,8.0,4116.0,3772.0,2801.0,0.1759,,,,0.0,0.0,-1.6953858018245576,1.0668832486870385
001230,Freed-Hardeman University,Freed-Hardeman University,TN,South,2.0,35.440611,-88.637964,2.0,3.0,1.0,19.0,1244.0,25000.0,20082.0,0.2249,0.9062,1109.0,0.6837,1.0,5.0,0.8765340213249055,-0.5619529720090155
004311,Fresno City College,Fresno City College,CA,West,4.0,36.768164,-119.796096,1.0,2.0,2.0,5.0,18774.0,1334.0,1699.0,0.2827,,,,0.0,0.0,-2.1311600562861117,1.4873951808539343
006224,Friends University,Friends University,KS,Midwest,4.0,37.678459,-97.367048,2.0,3.0,1.0,18.0,1015.0,32748.0,25752.0,0.3365,0.5564,1014.0,0.6149,1.0,2.0,1.6510377073742184,-0.12212046999306995
005402,Frostburg State University,Frostburg State University,MD,South,2.0,39.650918,-78.934293,1.0,3.0,1.0,18.0,2849.0,9998.0,15323.0,0.3285,0.8944,,0.5207,0.0,3.0,-1.137619299925342,-0.2549801869961056
003164,Full Sail University,Full Sail University,FL,South,3.0,28.596546,-81.301286,3.0,3.0,1.0,18.0,25195.0,26417.0,31759.0,0.5669,,,0.4959,1.0,2.0,0.931459651254576,0.29569135749857733
004314,Fullerton College,Fullerton College,CA,West,3.0,33.875514,-117.918255,1.0,2.0,2.0,1.0,16637.0,1150.0,8090.0,0.259,,,,0.0,0.0,-1.8773702300992634,1.1903987182889706
002254,Fulton-Montgomery Community College,Fulton-Montgomery Community College,NY,Northeast,1.0,42.983805,-74.297492,1.0,2.0,2.0,1.0,953.0,6054.0,7803.0,0.277,,,,0.0,3.0,-1.458117016053954,-1.1145302291553125
005222,Furman University,Furman University,SC,South,3.0,34.924676,-82.440458,2.0,3.0,1.0,21.0,2322.0,58312.0,29997.0,0.1121,0.5257,1364.0,0.8149,1.0,4.0,2.5134732657526926,0.8991075591260103
005678,Galen College Of Nursing,Galen College of Nursing-Tampa Bay,FL,South,4.0,27.865391,-82.648151,3.0,2.0,1.0,10.0,1601.0,16400.0,29598.0,0.4832,,,0.6449,1.0,2.0,1.126935167714569,-0.45517126574786787
002270,Gannon University,Gannon University,PA,Northeast,4.0,42.128403,-80.087166,2.0,3.0,1.0,17.0,2467.0,37951.0,23206.0,0.22,0.767,,0.6954,1.0,2.0,1.675288059847758,0.7691969167315524
005242,Gardner-Webb University,Gardner-Webb University,NC,South,1.0,35.24732,-81.668141,2.0,3.0,1.0,17.0,1836.0,33450.0,24137.0,0.2682,0.8702,1146.0,0.6194,1.0,5.0,1.1339992449947875,-0.8204462730348175
005240,Gallaudet College,Gallaudet University,DC,South,4.0,38.907371,-76.993675,2.0,3.0,1.0,17.0,879.0,18382.0,14085.0,0.5427,0.6094,857.0,0.4656,1.0,1.0,0.40576819197588176,-1.161268636221864
005279,Garrett College,Garrett College,MD,South,1.0,39.560493,-79.342923,1.0,2.0,2.0,1.0,424.0,4060.0,6396.0,0.3057,,,,0.0,3.0,-1.5978135357665424,-1.6821111912361046
003425,Gateway Community College,Connecticut State Community College,CT,Northeast,4.0,41.303785,-72.927682,1.0,2.0,2.0,4.0,32292.0,5092.0,8865.0,0.4371,,,,0.0,0.0,-1.7440749389065233,1.2911970900216456
004678,Gavilan Community Coll,Gavilan College,CA,West,1.0,36.972627,-121.569842,1.0,2.0,2.0,1.0,4410.0,1506.0,2244.0,0.2412,,,,0.0,3.0,-2.196379918959658,-0.2955668731665733
001520,Generations College,Generations College,IL,Midwest,4.0,41.881773,-87.626675,2.0,2.0,2.0,4.0,317.0,12700.0,19558.0,0.7822,,,,1.0,1.0,0.5578102957981529,-2.4771008423816583
002272,Genesee Community College,Genesee Community College,NY,Northeast,2.0,43.017016,-78.138079,1.0,2.0,2.0,5.0,1966.0,5800.0,7989.0,0.2228,,,,0.0,3.0,-1.4079168395579769,-0.1580976107955121
002273,Geneva College,Geneva College,PA,Northeast,3.0,40.772518,-80.321826,2.0,3.0,1.0,20.0,1000.0,33610.0,21043.0,0.3179,,,0.6146,1.0,2.0,1.3759971303129208,-0.485768510497361
004325,George Fox University,George Fox University,OR,West,2.0,45.303629,-122.967494,2.0,3.0,1.0,17.0,2505.0,40940.0,29981.0,0.2675,0.9641,1170.0,0.6868,1.0,5.0,1.7556928231100177,-0.05052094274280296
005827,George Mason University,George Mason University,VA,South,3.0,38.83195,-77.307063,1.0,3.0,1.0,15.0,27083.0,13815.0,18287.0,0.2951,0.8883,1247.0,0.6932,0.0,0.0,-1.0704792184621144,1.4463848508615422
005246,George Washington University,George Washington University,DC,South,4.0,38.89923,-77.048363,2.0,3.0,1.0,15.0,10848.0,64990.0,37454.0,0.1483,0.4354,1433.0,0.8518,1.0,4.0,2.963356449282793,2.0850225576986188
001249,Georgetown College,Georgetown College,KY,South,2.0,38.207615,-84.553767,2.0,3.0,1.0,21.0,1180.0,42010.0,13485.0,0.3439,0.7388,1149.0,0.4754,1.0,5.0,0.9515964919764457,-0.9894807441645893
005244,Georgetown University,Georgetown University,DC,South,4.0,38.908809,-77.073463,2.0,3.0,1.0,15.0,7462.0,65081.0,39433.0,0.1032,0.1308,1494.0,0.943,1.0,4.0,3.164467931636621,2.0870131930038665
005268,Georgetown University Sch Med,Georgetown University,DC,South,4.0,38.908809,-77.073463,2.0,3.0,1.0,15.0,7462.0,65081.0,39433.0,0.1032,0.1308,1494.0,0.943,1.0,4.0,3.164467931636621,2.0870131930038665
005252,Georgia College,Georgia College & State University,GA,South,2.0,33.082787,-83.231962,1.0,3.0,1.0,18.0,5599.0,8998.0,18809.0,0.1637,0.8777,1150.0,0.6157,0.0,3.0,-0.9601637631060164,0.700069012850086
004796,Georgia Gwinnett College,Georgia Gwinnett College,GA,South,3.0,33.979409,-84.00459,1.0,3.0,1.0,22.0,11156.0,4458.0,11696.0,0.5034,0.9557,,0.198,0.0,0.0,-1.724866697740644,0.12520145157751714
005237,Georgia Highlands College,Georgia Highlands College,GA,South,3.0,34.169791,-85.207356,1.0,2.0,1.0,23.0,4441.0,2944.0,6588.0,0.3936,,,0.2079,0.0,0.0,-1.8156114922512743,-0.022713000636152288
005248,Georgia Institute of Technology,Georgia Institute of Technology-Main Campus,GA,South,4.0,33.77242,-84.394832,1.0,3.0,1.0,15.0,18260.0,11764.0,13289.0,0.1367,0.1646,1447.0,0.9228,0.0,0.0,-1.0972692624704146,2.1352275496195268
005249,Georgia Military College,Georgia Military College,GA,South,2.0,33.07944,-83.224211,1.0,2.0,1.0,14.0,3936.0,8112.0,14693.0,0.3298,,,0.3294,0.0,3.0,-1.2790500584794096,-0.12080829892273803
005711,Georgia Perimeter College,Georgia State University-Perimeter College,GA,South,4.0,33.7527,-84.38667,1.0,2.0,2.0,1.0,12871.0,2960.0,10102.0,0.4317,0.9959,963.0,,0.0,0.0,-1.703331099262905,0.8243078550927402
005253,Georgia Southern University,Georgia Southern University,GA,South,2.0,32.426153,-81.784045,1.0,3.0,1.0,16.0,21029.0,5905.0,16531.0,0.3549,0.8963,1057.0,0.5205,0.0,0.0,-1.5268459287529514,0.6288691785283332
005250,Georgia Southwestern College,Georgia Southwestern State University,GA,South,2.0,32.054662,-84.217738,1.0,3.0,1.0,19.0,2291.0,4980.0,12052.0,0.4066,0.7716,998.0,0.3191,0.0,3.0,-1.4887768152540586,-0.7144054796488034
005251,Georgia State University,Georgia State University,GA,South,4.0,33.7527,-84.38667,1.0,3.0,1.0,15.0,27109.0,8478.0,15931.0,0.5011,0.6228,1149.0,0.5372,0.0,0.0,-1.3956309423578406,1.0629481483178556
002274,Georgian Court College,Georgian Court University,NJ,Northeast,4.0,40.099617,-74.228186,2.0,3.0,1.0,18.0,1174.0,37110.0,20218.0,0.3025,0.7052,,0.5509,1.0,2.0,1.5426610351106411,0.06608531928470561
005276,Germanna Community College,Germanna Community College,VA,South,1.0,38.375532,-77.78012,1.0,2.0,2.0,2.0,5469.0,5066.0,6239.0,0.2512,,,,0.0,3.0,-1.9313970859684368,-0.22532719205013815
002275,Gettysburg College,Gettysburg College,PA,Northeast,2.0,39.836597,-77.236792,2.0,3.0,1.0,21.0,2209.0,64230.0,32775.0,0.2099,0.4751,1350.0,0.8273,1.0,4.0,2.7617056682127568,0.23402018671906893
001261,Glen Oaks Community College,Glen Oaks Community College,MI,Midwest,1.0,41.892504,-85.496929,1.0,2.0,2.0,6.0,577.0,4128.0,7930.0,0.2572,,,,0.0,3.0,-1.4687627908056813,-1.3478313071474444
004327,Glendale Community College,Glendale Community College,CA,West,4.0,34.16745,-118.227666,1.0,2.0,2.0,1.0,9807.0,1181.0,7461.0,0.353,,,,0.0,0.0,-1.781120518891571,0.9979158169786269
005254,Glenville State College,Glenville State University,WV,South,1.0,38.93547,-80.834295,1.0,3.0,1.0,22.0,1177.0,9412.0,16358.0,0.4204,,,0.3549,0.0,3.0,-1.1518870056981483,-1.411550622638975
001250,Gogebic Community College,Gogebic Community College,MI,Midwest,2.0,46.471893,-90.165592,1.0,2.0,2.0,7.0,508.0,5590.0,5216.0,0.3548,,,,0.0,3.0,-1.5060420309353721,-1.3745474870415089
004329,Golden Gate University,Golden Gate University,CA,West,4.0,37.789374,-122.398969,2.0,3.0,1.0,18.0,550.0,31243.0,,0.2196,,,,,,,
004339,Golden West College,Golden West College,CA,West,3.0,33.732531,-118.002568,1.0,2.0,2.0,2.0,8919.0,1196.0,2861.0,0.2274,,,,0.0,0.0,-2.0339939476801066,0.922305458621444
004330,Gonzaga University,Gonzaga University,WA,West,4.0,47.666531,-117.400625,2.0,3.0,1.0,17.0,5098.0,53500.0,36371.0,0.1326,0.7596,1316.0,0.8687,1.0,4.0,2.7042301467440812,1.7581002661907217
001259,Good Samaritan College Nursing,Good Samaritan College of Nursing and Health Science,OH,Midwest,4.0,39.140348,-84.521196,2.0,2.0,1.0,26.0,455.0,15470.0,22626.0,0.4324,0.1693,,0.75,1.0,2.0,1.0168604498329654,-1.0080294263985254
003417,Gordon College,Gordon College,MA,Northeast,1.0,42.590567,-70.82151,2.0,3.0,1.0,21.0,1247.0,28100.0,24817.0,0.2102,0.5878,1268.0,0.6763,1.0,5.0,1.2228348286076656,-0.7962175905190118
001251,Goshen College,Goshen College,IN,Midwest,4.0,41.563582,-85.827795,2.0,3.0,1.0,22.0,761.0,37760.0,15725.0,0.3738,0.8894,1049.0,0.6047,1.0,2.0,1.2822380415581938,-0.5015717633823017
003169,Goucher Coll Post-Bacc Pre-Med,Goucher College,MD,South,4.0,39.410175,-76.594843,2.0,3.0,1.0,21.0,948.0,51250.0,23774.0,0.3123,0.729,1225.0,0.6,1.0,2.0,2.0738993553000222,0.029650289692930522
000807,Governors State University,Governors State University,IL,Midwest,3.0,41.449103,-87.716441,1.0,3.0,1.0,18.0,2518.0,11320.0,9477.0,0.524,,,0.196,0.0,0.0,-1.3661954192273027,-0.6782602456588895
005257,Goucher College,Goucher College,MD,South,4.0,39.410175,-76.594843,2.0,3.0,1.0,21.0,948.0,51250.0,23774.0,0.3123,0.729,1225.0,0.6,1.0,2.0,2.0738993553000222,0.029650289692930522
005256,Gordon State College,Gordon State College,GA,South,2.0,33.04571,-84.154508,1.0,2.0,1.0,23.0,2605.0,3475.0,8918.0,0.4723,0.8678,950.0,0.1731,0.0,3.0,-1.7715600602114705,-0.9350660129792199
005255,Goldey-Beacom College,Goldey-Beacom College,DE,South,3.0,39.741501,-75.689624,2.0,3.0,1.0,18.0,634.0,13440.0,16957.0,0.3887,0.7653,,0.5886,1.0,2.0,0.46081758861646166,-1.179726132320815
003416,Goddard College,Goddard College,VT,Northeast,1.0,44.279087,-72.438388,2.0,3.0,1.0,20.0,113.0,19568.0,30152.0,0.5268,0.1951,,0.75,1.0,5.0,1.3809466719659582,-3.072346167370637
001238,God's Bible School and College,Gods Bible School and College,OH,Midwest,4.0,39.1153,-84.505703,2.0,3.0,1.0,22.0,285.0,7696.0,3138.0,0.2339,0.6403,,0.5,1.0,2.0,-0.03195663792992704,-0.8573586545104896
003333,Globe Institute Of Technology,Fashion Institute of Technology,NY,Northeast,4.0,40.74731,-73.994781,1.0,2.0,1.0,20.0,7575.0,6170.0,22024.0,0.323,0.5761,,0.8333,0.0,0.0,-0.6964018454615837,1.1655239288463632
000809,Grace Christian University,Grace Christian University,MI,Midwest,4.0,42.919541,-85.692077,2.0,3.0,1.0,22.0,707.0,14992.0,13996.0,0.4979,0.9931,,0.4286,1.0,1.0,0.42321352077393326,-1.1434100309211395
001252,Grace College,Grace College and Theological Seminary,IN,Midwest,2.0,41.22595,-85.814228,2.0,3.0,1.0,19.0,1511.0,30034.0,18406.0,0.2873,0.8078,1088.0,0.6991,1.0,5.0,0.9157593411967586,-0.6865062105613017
006249,Graceland College,Graceland University-Lamoni,IA,Midwest,1.0,40.615966,-93.924893,2.0,3.0,1.0,18.0,901.0,33220.0,15975.0,0.4516,0.8322,,0.3834,1.0,5.0,0.7170679250449634,-1.940606357156419
006250,Grambling State University,Grambling State University,LA,South,2.0,32.523797,-92.713245,1.0,3.0,1.0,18.0,4144.0,7683.0,19125.0,0.7217,0.2368,955.0,0.3234,0.0,1.0,-1.3638159966513295,-1.4166227622007401
004331,Grand Canyon University,Grand Canyon University,AZ,West,4.0,33.513231,-112.129929,3.0,3.0,1.0,17.0,68619.0,17450.0,21931.0,0.4308,0.6036,1095.0,0.4304,0.0,0.0,0.21920198031506313,1.562781847392889
001254,Grand Rapids Community College,Grand Rapids Community College,MI,Midwest,4.0,42.967076,-85.665625,1.0,2.0,2.0,4.0,10530.0,4059.0,11153.0,0.2656,,,,0.0,0.0,-1.3999645866496284,1.3216905093424118
001258,Grand Valley State University,Grand Valley State University,MI,Midwest,2.0,42.963001,-85.889826,1.0,3.0,1.0,17.0,19073.0,14628.0,17096.0,0.2577,0.9469,1079.0,0.6865,0.0,0.0,-1.089574259411026,0.9764243913049419
006251,Grand View University,Grand View University,IA,Midwest,4.0,41.620039,-93.600954,2.0,3.0,1.0,20.0,1472.0,33450.0,21613.0,0.3811,0.9838,,0.5579,1.0,2.0,1.359208661314718,-0.1483790993617297
002280,Gratz College,Gratz College,PA,Northeast,3.0,40.067206,-75.133915,2.0,3.0,1.0,20.0,158.0,,,0.0079,,,,,,,
004332,Grays Harbor College,Grays Harbor College,WA,West,1.0,46.953881,-123.803068,1.0,2.0,1.0,14.0,1058.0,4751.0,3149.0,0.2814,,,0.3156,0.0,3.0,-1.8597538576251904,-1.1079778568985958
003661,Great Bay Community College,Great Bay Community College,NH,Northeast,3.0,43.072093,-70.798969,1.0,2.0,2.0,6.0,1262.0,7200.0,18587.0,0.2636,,,,0.0,3.0,-0.6437644499495274,0.04220308235251474
007320,Great Lakes Christian College,Great Lakes Christian College,MI,Midwest,3.0,42.754249,-84.638714,2.0,3.0,1.0,22.0,156.0,19990.0,18700.0,0.6241,,,0.2593,1.0,1.0,0.8428173093361709,-2.6419076948998055
007625,Great Northern University,Great Northern University,WA,West,4.0,47.675837,-117.400562,2.0,3.0,1.0,-2.0,36.0,17700.0,31680.0,0.4571,1.0,,,1.0,2.0,1.8967996033356866,-2.1072376597074096
004337,Green River Community College,Green River College,WA,West,4.0,47.313648,-122.175819,1.0,2.0,1.0,23.0,4573.0,4580.0,12447.0,0.1943,,,0.4121,0.0,0.0,-1.1727273589805136,1.2704638278843214
003420,Greenfield Community College,Greenfield Community College,MA,Northeast,2.0,42.599512,-72.630977,1.0,2.0,2.0,5.0,1232.0,5810.0,8081.0,0.296,,,,0.0,3.0,-1.3862265544965047,-0.6449016155715934
005260,Greensboro College,Greensboro College,NC,South,4.0,36.071082,-79.800232,2.0,3.0,1.0,20.0,656.0,20400.0,19314.0,0.4507,0.9205,,0.4081,1.0,2.0,0.8614132751383722,-0.8967577903094626
001256,Greenville University,Greenville University,IL,Midwest,2.0,38.894162,-89.40824,2.0,3.0,1.0,20.0,873.0,30598.0,21270.0,0.3766,0.9537,1034.0,0.5136,1.0,5.0,1.1023008229534361,-1.2282721438061073
006252,Grinnell College,Grinnell College,IA,Midwest,2.0,41.747952,-92.722094,2.0,3.0,1.0,21.0,1705.0,64862.0,15608.0,0.1688,0.1268,1486.0,0.8747,1.0,5.0,1.883263489846293,-0.026673382283985386
002277,Grove City College,Grove City College,PA,Northeast,2.0,41.1558,-80.081481,2.0,3.0,1.0,22.0,2221.0,20890.0,,0.0,0.734,1261.0,0.7972,,,,
002302,Guam Community College,Guam Community College,GU,Other/Territory,3.0,13.440649,144.808944,1.0,2.0,1.0,4.0,1263.0,3414.0,4620.0,0.5229,,,0.224,0.0,3.0,-1.7720255208257725,-1.115256217041718
005261,Guilford College,Guilford College,NC,South,4.0,36.094233,-79.887737,2.0,3.0,1.0,21.0,1011.0,41140.0,19779.0,0.4358,0.8376,1120.0,0.4766,1.0,2.0,1.4526682460585842,-0.4927362327573995
005275,Guilford Tech C C Jamestown,Guilford College,NC,South,4.0,36.094233,-79.887737,2.0,3.0,1.0,21.0,1011.0,41140.0,19779.0,0.4358,0.8376,1120.0,0.4766,1.0,2.0,1.4526682460585842,-0.4927362327573995
005271,Gulf Coast Community College,Gulf Coast State College,FL,South,4.0,30.185542,-85.727918,1.0,2.0,1.0,14.0,3614.0,2370.0,2339.0,0.2763,,,0.448,0.0,0.0,-1.8188735754747427,0.6340158201924765
006200,Gupton Jones College of Funeral Service,Gupton Jones College of Funeral Service,GA,South,3.0,33.710709,-84.179775,2.0,2.0,2.0,12.0,451.0,21000.0,21563.0,0.3688,,,,1.0,2.0,1.0015884563169124,-1.165861192544253
006253,Gustavus Adolphus College,Gustavus Adolphus College,MN,Midwest,2.0,44.323626,-93.972196,2.0,3.0,1.0,21.0,1930.0,54310.0,26895.0,0.2138,0.618,1320.0,0.7585,1.0,5.0,2.1154949668487175,-0.035655828083434565
002278,Gwynedd-Mercy College,Gwynedd Mercy University,PA,Northeast,3.0,40.19774,-75.237224,2.0,3.0,1.0,17.0,1141.0,38310.0,27141.0,0.2996,0.9361,1110.0,0.5849,1.0,2.0,1.8360639452805432,-0.2424248130860767
005290,Hagerstown Community College,Hagerstown Community College,MD,South,3.0,39.631009,-77.667379,1.0,2.0,2.0,5.0,2783.0,4320.0,7672.0,0.3045,,,,0.0,0.0,-1.575520853884235,0.0840752355214928
000621,Halifax Community College,Halifax Community College,NC,South,1.0,36.427712,-77.617681,1.0,2.0,2.0,6.0,540.0,2608.0,4073.0,0.3106,,,,0.0,3.0,-1.8066515918541735,-1.6215147049529015
003166,Hallmark Inst Aero,Hallmark University,TX,South,4.0,29.466862,-98.685754,2.0,3.0,1.0,22.0,781.0,,11130.0,0.4963,0.9823,,0.6827,,,,
002286,Hamilton College,Hamilton College,NY,Northeast,3.0,43.050245,-75.408195,2.0,3.0,1.0,21.0,2045.0,65740.0,28314.0,0.181,0.1177,1487.0,0.9125,1.0,4.0,2.721823710487117,0.653523257889152
006265,Hamline University,Hamline University,MN,Midwest,4.0,44.966246,-93.164479,2.0,3.0,1.0,18.0,1685.0,48311.0,21385.0,0.3977,0.8983,1197.0,0.5771,1.0,2.0,1.75911739938338,-0.04872490438818255
005291,Hampden-Sydney College,Hampden-Sydney College,VA,South,1.0,37.240615,-78.464216,2.0,3.0,1.0,21.0,876.0,52388.0,24668.0,0.22,0.5013,1168.0,0.6527,1.0,5.0,1.8823455886903464,-0.887765683347514
003447,Hampshire College,Hampshire College,MA,Northeast,1.0,42.325852,-72.531469,2.0,3.0,1.0,21.0,716.0,56630.0,25810.0,0.376,0.7035,,0.5723,1.0,5.0,2.090720038738411,-1.458061348777656
005292,Hampton U,Hampton University,VA,South,3.0,37.019944,-76.339161,2.0,3.0,1.0,17.0,3254.0,29162.0,32145.0,0.3806,0.4827,1062.0,0.5567,1.0,2.0,1.4953838021553694,-0.035536104740069435
001290,Hanover College,Hanover College,IN,Midwest,2.0,38.715642,-85.460051,2.0,3.0,1.0,21.0,958.0,42894.0,21826.0,0.26,0.8397,1197.0,0.6356,1.0,5.0,1.5758141607076803,-0.686113956657968
005303,Harford Community College,Harford Community College,MD,South,1.0,39.56131,-76.282845,1.0,2.0,2.0,4.0,3628.0,3974.0,9953.0,0.2244,,,,0.0,3.0,-1.6815570909994078,-0.28925354305449913
006267,Harding University,Harding University,AR,South,2.0,35.247386,-91.726143,2.0,3.0,1.0,17.0,3323.0,24888.0,20579.0,0.1922,1.0,1187.0,0.7094,1.0,5.0,0.7721202656627952,0.04385570650226295
006268,Hardin-Simmons University,Hardin-Simmons University,TX,South,4.0,32.476434,-99.73564,2.0,3.0,1.0,17.0,1275.0,31686.0,21031.0,0.3838,0.9653,1064.0,0.4956,1.0,2.0,1.2397379917190547,-0.2382404635090181
002287,Harcum College,Harcum College,PA,Northeast,3.0,40.022582,-75.314801,2.0,2.0,2.0,7.0,904.0,29900.0,24791.0,0.5341,,,,1.0,2.0,1.3146858582045065,-1.2685557863381494
006269,Harris Stowe State University,Harris-Stowe State University,MO,Midwest,4.0,38.631744,-90.224288,1.0,3.0,1.0,22.0,1086.0,6442.0,13459.0,0.7288,,,0.2741,0.0,1.0,-1.207520162101566,-1.3824356014038706
002309,Harrisburg Area Community Coll,Harrisburg Area Community College,PA,Northeast,4.0,40.296777,-76.886408,1.0,2.0,2.0,8.0,9802.0,7373.0,12117.0,0.3288,,,,0.0,0.0,-1.2336866996665463,1.1434772841523124
004511,Harrisburg University of Science,Harrisburg University of Science and Technology,PA,Northeast,4.0,40.26193,-76.880261,2.0,3.0,1.0,18.0,650.0,23900.0,13766.0,0.4823,0.8178,,0.4337,1.0,2.0,0.7558932976998699,-1.0311485969051803
004340,Hartnell College,Hartnell College,CA,West,4.0,36.675091,-121.666054,1.0,2.0,2.0,1.0,7153.0,1404.0,2895.0,0.2747,,,,0.0,0.0,-1.909092776354554,1.0563812296977049
002288,Hartwick College,Hartwick College,NY,Northeast,2.0,42.457599,-75.071994,2.0,3.0,1.0,21.0,1099.0,52849.0,29800.0,0.3503,0.687,1170.0,0.4615,1.0,5.0,2.262286432984695,-0.7178734862491422
003500,Harvard Undergrad Transfer Adm,Harvard University,MA,Northeast,4.0,42.374471,-71.118313,2.0,3.0,1.0,15.0,7755.0,59076.0,16816.0,0.1579,0.0345,1553.0,0.9733,1.0,4.0,1.8374966312907226,1.5992535329971744
004341,Harvey Mudd College,Harvey Mudd College,CA,West,3.0,34.106515,-117.709837,2.0,3.0,1.0,21.0,915.0,66255.0,32492.0,0.141,0.1306,1537.0,0.9375,1.0,4.0,3.021401519041399,0.5015206353576043
000919,Haskell Indian Junior College,Haskell Indian Nations University,KS,Midwest,4.0,38.938834,-95.232879,1.0,2.0,1.0,33.0,879.0,600.0,3031.0,0.619,0.8832,,0.4259,0.0,1.0,-1.8224191768281934,-1.280973327923209
006270,Hastings College,Hastings College,NE,Midwest,2.0,40.59025,-98.374403,2.0,3.0,1.0,22.0,957.0,36130.0,21554.0,0.2894,0.6987,,0.5327,1.0,5.0,1.336006252364842,-0.836916882374697
002289,Haverford College,Haverford College,PA,Northeast,3.0,40.007452,-75.305207,2.0,3.0,1.0,21.0,1421.0,68300.0,25210.0,0.1407,0.1291,1498.0,0.894,1.0,4.0,2.7203744441576707,0.589404074477828
004352,Hawaii Pacific University,Hawaii Pacific University,HI,West,4.0,21.310306,-157.859645,2.0,3.0,1.0,18.0,2502.0,33020.0,30557.0,0.2,0.8448,1180.0,0.4121,1.0,4.0,1.8384319428171443,0.9593159192020224
003435,Hebrew College,Hebrew College,MA,Northeast,4.0,42.335716,-71.241226,2.0,4.0,1.0,24.0,0.0,,,,,,,,,,
000817,Hebrew Theological College,Hebrew Theological College,IL,Midwest,4.0,42.010103,-87.760874,2.0,3.0,1.0,21.0,81.0,14700.0,11197.0,0.1188,0.92,,0.7308,1.0,2.0,0.8908167932852474,-0.9130560480887446
002022,Helena College Univ Of Montana,Helena College University of Montana,MT,West,4.0,46.595384,-112.016035,1.0,2.0,2.0,9.0,641.0,3975.0,14455.0,0.1856,,,,0.0,0.0,-0.771776361397395,0.3560079723314142
002327,Helene Fuld Sch Nursing Ny,Helene Fuld College of Nursing,NY,Northeast,4.0,40.802495,-73.943356,2.0,2.0,1.0,26.0,722.0,24648.0,37732.0,0.3676,0.2381,,,1.0,2.0,2.129347759944039,-0.24079372678580166
006272,Henderson State University,Henderson State University,AR,South,2.0,34.128155,-93.059703,1.0,3.0,1.0,19.0,1491.0,7885.0,17574.0,0.461,0.8192,,0.3805,0.0,3.0,-1.081825916492959,-1.0231916589894956
006273,Hendrix College,Hendrix College,AR,South,4.0,35.101565,-92.443256,2.0,3.0,1.0,21.0,1094.0,36650.0,23409.0,0.2341,0.5298,1336.0,0.6923,1.0,2.0,1.654155489753906,0.2775814600665346
003449,Hellenic College,Hellenic College-Holy Cross Greek Orthodox School of Theology,MA,Northeast,3.0,42.317018,-71.129418,2.0,3.0,1.0,21.0,49.0,22490.0,14334.0,0.1795,0.9048,,0.4444,1.0,2.0,1.25623254162284,-1.6404536938086052
001292,Heidelberg College,Heidelberg University,OH,Midwest,2.0,41.114833,-83.168387,2.0,3.0,1.0,20.0,884.0,33628.0,21662.0,0.2851,0.6773,,0.4984,1.0,5.0,1.2823342373161688,-0.8753271691513262
005293,High Point University,High Point University,NC,South,4.0,35.972035,-79.994675,2.0,3.0,1.0,22.0,4970.0,44208.0,40721.0,0.105,0.7683,1242.0,0.7,1.0,4.0,2.668858559670941,1.7650652683172101
006274,Hesston College,Hesston College,KS,Midwest,1.0,38.134558,-97.433883,2.0,2.0,1.0,23.0,308.0,31368.0,21458.0,0.3025,,,0.5741,1.0,5.0,1.2350620955399576,-1.8806336447667005
