ceeb,org_name,sc_instnm,state,region,urbanicity,latitude,longitude,sc_control,sc_preddeg,iclevel,carnegie_basic,sc_ugds,sc_tuition_in,net_price,sc_pct_pell,sc_adm_rate,sc_sat_avg,sc_completion_150_4yr,cluster,cluster_fine,pca_1,pca_2
005001,Abraham Baldwin Agric College,Abraham Baldwin Agricultural College,GA,South,2.0,31.481889,-83.528281,1.0,3.0,1.0,23.0,3218.0,3195.0,6061.0,0.3412,0.7716,994.0,0.2912,0.0,3.0,-1.8647942788722527,-0.4104710900650748
006001,Abilene Christian University,Abilene Christian University,TX,South,4.0,32.468943,-99.709797,2.0,3.0,1.0,17.0,3129.0,42380.0,27401.0,0.2202,0.6388,1189.0,0.6021,1.0,4.0,1.8865410751798077,0.9362050823710186
003311,Academy Educ Ctr,Academy College,MN,Midwest,4.0,44.855722,-93.299809,3.0,3.0,1.0,28.0,112.0,18252.0,31307.0,0.3243,,,1.0,1.0,2.0,1.863488378901108,-1.1786314625864598
002002,Academy of the New Church,Bryn Athyn College of the New Church,PA,Northeast,3.0,40.134393,-75.060808,2.0,3.0,1.0,21.0,273.0,27804.0,19600.0,0.4632,0.742,1174.0,0.4632,1.0,2.0,1.2147943275735318,-1.6933739580051501
004001,Adams State University,Adams State University,CO,West,2.0,37.473636,-105.879642,1.0,3.0,1.0,18.0,1239.0,9776.0,14173.0,0.3499,,,0.3165,0.0,3.0,-1.0787515024974017,-0.679786387461412
001001,Adrian College,Adrian College,MI,Midwest,2.0,41.898591,-84.061481,2.0,3.0,1.0,22.0,1635.0,40556.0,21504.0,0.3114,0.6837,1030.0,0.5595,1.0,5.0,1.3660493389098132,-0.6228103445892565
002003,Adelphi University,Adelphi University,NY,Northeast,3.0,40.721439,-73.653321,2.0,3.0,1.0,17.0,5077.0,47290.0,28348.0,0.2944,0.7751,1224.0,0.6893,1.0,4.0,1.9419141339774593,0.5859300098949122
005002,Agnes Scott College,Agnes Scott College,GA,South,3.0,33.769268,-84.295459,2.0,3.0,1.0,21.0,898.0,48150.0,24224.0,0.3613,0.6731,1296.0,0.7052,1.0,2.0,1.8569535009688583,-0.5907233512238289
001003,Alabama A&M University,Alabama A & M University,AL,South,4.0,34.783368,-86.568502,1.0,3.0,1.0,18.0,5726.0,10024.0,14559.0,0.6441,0.6622,947.0,0.2874,0.0,0.0,-1.2904586445762238,-0.21663089818031747
005790,Alamance Community College,Alamance Community College,NC,South,3.0,36.066683,-79.357657,1.0,2.0,2.0,6.0,2393.0,2528.0,14047.0,0.3074,,,,0.0,0.0,-1.2677233856806513,0.07579181812509606
001237,Alaska Bible College,Alaska Bible College,AK,West,3.0,61.598553,-149.111972,2.0,3.0,1.0,24.0,34.0,10930.0,14093.0,0.4872,,,1.0,1.0,1.0,0.6216072093567772,-2.933571027873912
004201,Alaska Pacific University,Alaska Pacific University,AK,West,4.0,61.190968,-149.804168,2.0,3.0,1.0,22.0,400.0,20760.0,18976.0,0.3442,0.8621,,0.4688,1.0,2.0,1.0265358108927072,-0.6894348555498259
001006,Alabama State University,Alabama State University,AL,South,4.0,32.364317,-86.295677,1.0,3.0,1.0,17.0,3322.0,11248.0,13889.0,0.7203,0.9564,977.0,0.3018,0.0,1.0,-1.2633178265823437,-0.7548882525844622
002013,Albany College of Pharmacy,Albany College of Pharmacy and Health Sciences,NY,Northeast,4.0,42.650371,-73.779063,2.0,3.0,1.0,26.0,509.0,40375.0,26027.0,0.2928,0.5908,1280.0,0.6882,1.0,2.0,2.0878855285780453,-0.21080980712754588
005004,Albany State University,Albany State University,GA,South,4.0,31.56928,-84.141825,1.0,3.0,1.0,19.0,5829.0,5934.0,14251.0,0.6498,,,0.2279,0.0,0.0,-1.4367345112804142,-0.25817360156791874
002005,Alfred University,Alfred University,NY,Northeast,1.0,42.254476,-77.788106,2.0,3.0,1.0,18.0,1401.0,39530.0,22701.0,0.3898,0.4833,1205.0,0.555,1.0,5.0,1.296960412509665,-1.3274078273353291
005028,Allegany College Of Maryland,Allegany College of Maryland,MD,South,2.0,39.652152,-78.730398,1.0,2.0,2.0,7.0,1743.0,4730.0,10107.0,0.3029,,,,0.0,3.0,-1.478119029466186,-0.5125776128606986
003610,Allen C,Allen College,IA,Midwest,4.0,42.530084,-92.340148,2.0,3.0,1.0,26.0,279.0,20444.0,,0.2662,,,,,,,
006305,Allen County Community College,Allen County Community College,KS,Midwest,2.0,37.938038,-95.396377,1.0,2.0,2.0,3.0,761.0,3920.0,5899.0,0.172,,,,0.0,3.0,-1.4422417373057381,-0.5331947662212156
001011,Alpena Community College,Alpena Community College,MI,Midwest,2.0,45.081647,-83.445069,1.0,2.0,1.0,14.0,715.0,5130.0,4067.0,0.2077,,,0.502,0.0,3.0,-1.5214350111121875,-0.7071171775806822
001010,Alma College,Alma College,MI,Midwest,2.0,43.38004,-84.672053,2.0,3.0,1.0,22.0,1208.0,47430.0,24663.0,0.2092,0.6566,,0.6373,1.0,5.0,1.8662726627788124,-0.3250412194806875
005006,Allen University,Allen University,SC,South,4.0,34.010348,-81.020045,2.0,3.0,1.0,21.0,635.0,14304.0,11081.0,0.7977,0.3212,,0.1323,1.0,1.0,-0.02196812767030024,-2.286453288026796
002006,Allegheny College,Allegheny College,PA,Northeast,2.0,41.64869,-80.147168,2.0,3.0,1.0,21.0,1209.0,54960.0,21900.0,0.2515,0.5853,1292.0,0.6653,1.0,5.0,1.9648251356012527,-0.41842654804901763
004002,Allan Hancock College,Allan Hancock College,CA,West,4.0,34.943716,-120.421144,1.0,2.0,2.0,2.0,7911.0,1156.0,4638.0,0.2327,,,,0.0,0.0,-1.8069377866705063,1.2763462586467826
001098,Alice Lloyd College,Alice Lloyd College,KY,South,1.0,37.335087,-82.875068,2.0,3.0,1.0,22.0,528.0,14080.0,17839.0,0.5565,0.8557,980.0,0.2636,1.0,5.0,0.1891969628860732,-2.659594074609132
000771,Alexandria Technical College,Alexandria Technical & Community College,MN,Midwest,2.0,45.873107,-95.372369,1.0,2.0,2.0,9.0,1438.0,6213.0,14150.0,0.1557,,,,0.0,3.0,-1.0193237967505675,-0.033879558529520154
001008,Alcorn State University,Alcorn State University,MS,South,1.0,31.877216,-91.142854,1.0,3.0,1.0,20.0,2290.0,8549.0,14040.0,0.7742,0.2466,1039.0,0.4615,0.0,1.0,-1.6761925079434372,-2.366163228118253
002004,Albright College,Albright College,PA,Northeast,4.0,40.361351,-75.909742,2.0,3.0,1.0,21.0,1296.0,28794.0,21664.0,0.5039,0.8615,,0.4215,1.0,2.0,1.200609480046872,-0.6271328136975706
001007,Albion College,Albion College,MI,Midwest,2.0,42.245049,-84.745639,2.0,3.0,1.0,21.0,1347.0,55746.0,16882.0,0.4526,0.8316,,0.5709,1.0,5.0,1.4968213665139132,-1.1823713638475075
003001,Albertus Magnus College,Albertus Magnus College,CT,Northeast,4.0,41.332519,-72.923848,2.0,3.0,1.0,19.0,882.0,39924.0,32681.0,0.4711,0.6437,,0.4609,1.0,2.0,2.2075272010395435,-0.4788177293952405
002431,Alvernia College,Alvernia University,PA,Northeast,4.0,40.310028,-75.936754,2.0,3.0,1.0,17.0,2042.0,42810.0,28329.0,0.337,0.6232,1160.0,0.5849,1.0,2.0,2.0341996954089177,0.36557501394064734
001012,Alverno College,Alverno College,WI,Midwest,4.0,42.982842,-87.965174,2.0,3.0,1.0,18.0,724.0,32794.0,16722.0,0.4911,0.931,,0.5051,1.0,2.0,1.1042884398426573,-0.9569163084380556
006005,Alvin Community College,Alvin Community College,TX,South,3.0,29.396244,-95.240671,1.0,2.0,2.0,9.0,3451.0,1834.0,4233.0,0.2312,,,,0.0,0.0,-1.8109101385824686,0.38503225426378057
006006,Amarillo College,Amarillo College,TX,South,4.0,35.187839,-101.846988,1.0,2.0,2.0,4.0,7347.0,2136.0,6040.0,0.4395,,,,0.0,0.0,-1.8637221656660596,0.4590294105277339
006140,Amber University,Amberton University,TX,South,3.0,32.859931,-96.65302,2.0,3.0,1.0,18.0,110.0,,,0.2276,,,,,,,
007024,American Acad Dramatic Arts West,American Academy of Dramatic Arts-Los Angeles,CA,West,4.0,34.095378,-118.343701,2.0,2.0,2.0,-2.0,169.0,39475.0,40991.0,0.2785,0.8968,,,1.0,2.0,2.9469555641275957,-0.4592891547030969
000774,American Academy McAllister Inst,American Academy McAllister Institute of Funeral Service,NY,Northeast,4.0,40.757105,-73.986466,2.0,2.0,2.0,12.0,282.0,20018.0,21682.0,0.3665,,,,1.0,2.0,1.2803094375421427,-0.9502653872466104
001013,American Academy Of Art,American Academy of Art College,IL,Midwest,4.0,41.87742,-87.624788,3.0,3.0,1.0,30.0,90.0,39510.0,34298.0,0.6306,,,0.45,1.0,2.0,2.45966387809034,-2.1871864831474594
002603,American Academy Of Dramatics,American Academy of Dramatic Arts-New York,NY,Northeast,4.0,40.745545,-73.984843,2.0,2.0,2.0,12.0,225.0,39475.0,54625.0,0.2249,0.8135,,,1.0,4.0,3.766113774124163,0.014755036038436461
003002,American International College,American International College,MA,Northeast,4.0,42.112346,-72.558338,2.0,3.0,1.0,17.0,1097.0,42970.0,25299.0,0.5004,0.969,,0.4228,1.0,2.0,1.8484868207226557,-0.556710664023001
001031,American Islamic College,American Islamic College,IL,Midwest,4.0,41.954969,-87.646898,2.0,3.0,1.0,-2.0,6.0,7650.0,,0.0,1.0,,,,,,
006000,American Public University,American Public University System,WV,South,2.0,39.287826,-77.860121,3.0,3.0,1.0,18.0,38976.0,8400.0,9104.0,0.2467,,,0.5323,0.0,0.0,-0.7595362459237688,0.8037650644300961
000020,American Samoa Cmty College,American Samoa Community College,AS,Other/Territory,1.0,-14.322636,-170.742774,1.0,2.0,1.0,14.0,884.0,5460.0,4812.0,0.6717,,,0.4774,0.0,3.0,-1.9967155841166224,-2.614561598263941
003003,Amherst College,Amherst College,MA,Northeast,4.0,42.372459,-72.518493,2.0,3.0,1.0,21.0,1907.0,67280.0,18246.0,0.216,0.0982,1494.0,0.9342,1.0,4.0,2.333397399418344,0.7746485991715986
001030,Andrews U,Andrews University,MI,Midwest,2.0,41.963859,-86.355815,2.0,3.0,1.0,17.0,1262.0,33710.0,18597.0,0.22,0.874,1177.0,0.6593,1.0,5.0,1.115802996360696,-0.512366266241447
006644,Angelo State University,Angelo State University,TX,South,4.0,31.440914,-100.465051,1.0,3.0,1.0,18.0,5515.0,8319.0,12893.0,0.2707,0.7923,1049.0,0.4073,0.0,0.0,-1.1384039357071603,1.0454556093939003
003005,Anna Maria College,Anna Maria College,MA,Northeast,1.0,42.330542,-71.91896,2.0,3.0,1.0,19.0,948.0,43064.0,29396.0,0.3424,0.8956,,0.4044,1.0,5.0,1.857380898928877,-1.2384145973180538
006024,Anoka-Ramsey Community College,Anoka-Ramsey Community College,MN,Midwest,3.0,45.172978,-93.351697,1.0,2.0,2.0,3.0,3983.0,5682.0,11471.0,0.1962,,,,0.0,0.0,-1.248803131328618,0.693410647721196
004005,Antelope Valley College,Antelope Valley Community College District,CA,West,3.0,34.676207,-118.186166,1.0,2.0,1.0,14.0,10905.0,1124.0,8263.0,0.4203,,,0.3061,0.0,0.0,-1.926932040635238,0.41640826918240187
001862,Antioch S Calif Los Angeles,Antioch University-Los Angeles,CA,West,3.0,33.988533,-118.384458,2.0,3.0,1.0,18.0,61.0,,,0.3514,,,,,,,
003071,Antioch S Calif Santa Barbara,Santa Barbara City College,CA,West,4.0,34.406788,-119.698045,1.0,2.0,2.0,1.0,10070.0,1234.0,10029.0,0.1552,,,,0.0,0.0,-1.4948945770097728,1.7429550680776116
004527,Antioch School for Adult and Experiential Learning,Antioch College,OH,Midwest,1.0,39.799806,-83.888077,2.0,3.0,1.0,21.0,127.0,37143.0,6602.0,0.748,0.8167,,0.2632,1.0,1.0,0.41065968064855124,-4.051560403994063
000971,Antonelli Inst Art Photograhy,PITC Institute,PA,Northeast,3.0,40.097592,-75.145122,3.0,2.0,2.0,-2.0,113.0,,19304.0,0.3509,,,,,,,
001017,Antioch College,Antioch College,OH,Midwest,1.0,39.799806,-83.888077,2.0,3.0,1.0,21.0,127.0,37143.0,6602.0,0.748,0.8167,,0.2632,1.0,1.0,0.41065968064855124,-4.051560403994063
005019,Anne Arundel Community College,Anne Arundel Community College,MD,South,3.0,39.049813,-76.512223,1.0,2.0,2.0,5.0,8570.0,4178.0,15929.0,0.1977,,,,0.0,0.0,-1.2319126093318282,1.1277048098773332
005009,Andrew College,Andrew College,GA,South,1.0,31.772321,-84.795021,2.0,2.0,1.0,14.0,293.0,19126.0,21934.0,0.6235,0.5115,,0.2696,1.0,5.0,0.5991124107709217,-3.096773055105621
001016,Anderson University,Anderson University,IN,Midwest,4.0,40.112768,-85.664315,2.0,3.0,1.0,20.0,1070.0,35640.0,22144.0,0.3587,0.5342,1054.0,0.4942,1.0,2.0,1.5199695577480035,-0.20553842781530887
005008,Anderson College,Anderson University,SC,South,4.0,34.5152,-82.640358,2.0,3.0,1.0,18.0,3080.0,33580.0,28183.0,0.2166,0.5281,1190.0,0.6834,1.0,4.0,1.66951576751674,0.8958524782436598
005007,American University,American University,DC,South,4.0,38.936005,-77.088875,2.0,3.0,1.0,16.0,7593.0,56543.0,41945.0,0.1273,0.4738,1392.0,0.7849,1.0,4.0,3.021258106649472,1.9910201291392047
004004,American River College,American River College,CA,West,3.0,38.65085,-121.349672,1.0,2.0,2.0,5.0,25758.0,1288.0,4628.0,0.1989,,,,0.0,0.0,-2.079907846773561,1.5708317589302265
002486,American Intercontinental University,American InterContinental University-Atlanta,GA,South,4.0,33.938779,-84.354907,3.0,2.0,1.0,19.0,670.0,13416.0,15774.0,0.833,,,0.2105,1.0,1.0,0.16652626829038167,-2.3252958426753736
002401,American Bapt C ABT,American Baptist College,TN,South,4.0,36.202623,-86.789912,2.0,3.0,1.0,22.0,48.0,12474.0,19294.0,0.6792,,,0.3333,1.0,1.0,0.8509081063132625,-3.0327122200182015
007305,Appalachian Bible College,Appalachian Bible College,WV,South,3.0,37.853335,-81.198867,2.0,3.0,1.0,24.0,168.0,18230.0,17401.0,0.4091,0.9857,1068.0,0.7561,1.0,2.0,0.8183435818242891,-1.8681063579486348
005010,Appalachian State University,Appalachian State University,NC,South,2.0,36.215536,-81.680583,1.0,3.0,1.0,18.0,19304.0,7541.0,16487.0,0.257,0.8864,1187.0,0.7311,0.0,0.0,-1.391749140728159,0.9410629713574717
002039,Arcadia University,Arcadia University,PA,Northeast,3.0,40.092606,-75.163876,2.0,3.0,1.0,18.0,1799.0,48290.0,25866.0,0.2765,0.7919,1210.0,0.6401,1.0,4.0,2.0143632023788904,0.10936458513844917
006011,Arkansas State University,Arkansas State University,AR,South,4.0,35.842388,-90.679988,1.0,3.0,1.0,16.0,7994.0,7754.0,13085.0,0.3679,0.6967,1119.0,0.551,0.0,0.0,-1.27732852304832,0.8854946499248613
000782,Arkansas State University Beebe,Arkansas State University-Beebe,AR,South,2.0,35.074176,-91.895351,1.0,2.0,2.0,4.0,1902.0,3216.0,8652.0,0.3289,,,,0.0,3.0,-1.6347069952625155,-0.5907235051513343
006010,Arkansas Tech University,Arkansas Tech University,AR,South,2.0,35.293237,-93.13562,1.0,2.0,1.0,18.0,5993.0,8508.0,12171.0,0.3375,0.9629,1050.0,0.4866,0.0,3.0,-1.473048811429351,0.027282737327912032
006039,Arlington Baptist University,Arlington Baptist University,TX,South,4.0,32.739489,-97.156024,2.0,3.0,1.0,22.0,268.0,19290.0,28599.0,0.5509,,,0.0455,1.0,1.0,1.3857620035070208,-1.569280720232727
001002,Art Academy of Cincinnati,Art Academy of Cincinnati,OH,Midwest,4.0,39.108805,-84.513913,2.0,3.0,1.0,30.0,254.0,40250.0,38041.0,0.4803,0.3314,,0.4444,1.0,2.0,2.6367396256660216,-1.0934168614393531
004009,Art Center College of Design,Art Center College of Design,CA,West,4.0,34.169031,-118.185102,2.0,3.0,1.0,20.0,2054.0,51640.0,50209.0,0.245,0.7498,,0.8261,1.0,4.0,3.4422342666004693,1.092771486810644
007301,Arkansas Baptist College,Arkansas Baptist College,AR,South,4.0,34.734751,-92.290555,2.0,3.0,1.0,23.0,373.0,8760.0,11139.0,0.4597,,,0.0798,1.0,1.0,0.15651316831786535,-1.3931308762539591
004013,Arizona Western College,Arizona Western College,AZ,West,4.0,32.689306,-114.495968,1.0,2.0,2.0,2.0,5536.0,3020.0,9582.0,0.3918,,,,0.0,0.0,-1.5535999170608032,0.6201334970483859
004007,Arizona State University,Arizona State University Campus Immersion,AZ,West,4.0,33.417721,-111.934383,1.0,3.0,1.0,15.0,64398.0,12051.0,13670.0,0.2966,0.9019,,0.6785,0.0,0.0,-1.3728837312875524,2.279743084512629
001018,Aquinas College,Aquinas College,MI,Midwest,4.0,42.96019,-85.628785,2.0,3.0,1.0,21.0,1085.0,38520.0,18902.0,0.2301,0.9314,1087.0,0.625,1.0,2.0,1.5297378122076857,0.2276889820651972
002029,Art Institute of Pittsburgh,Pittsburgh Institute of Mortuary Science Inc,PA,Northeast,4.0,40.459175,-79.930487,2.0,2.0,2.0,12.0,369.0,,,0.2518,0.4898,,,,,,
001021,Ashland University,Ashland University,OH,Midwest,2.0,40.861755,-82.321061,2.0,3.0,1.0,18.0,2250.0,28910.0,21994.0,0.276,0.8057,1119.0,0.6059,1.0,5.0,1.0203835316255716,-0.4081084954968229
003656,Asnuntuck Community Tech Coll,Connecticut State Community College,CT,Northeast,3.0,41.998409,-72.570177,1.0,2.0,2.0,8.0,32292.0,5092.0,8865.0,0.4371,,,,0.0,0.0,-1.8628922428961103,0.8835489172404568
003009,Assumption College,Assumption University,MA,Northeast,4.0,42.294226,-71.828991,2.0,3.0,1.0,19.0,1664.0,49414.0,28853.0,0.1937,0.8654,,0.7459,1.0,4.0,2.4019590656379384,0.8183014852059216
002009,Assumpton College For Sisters,Assumption College for Sisters,NJ,Northeast,3.0,40.905857,-74.490693,2.0,2.0,2.0,1.0,35.0,5773.0,,0.0,,,,,,,
000706,Athens State University,Athens State University,AL,South,2.0,34.806793,-86.964698,1.0,3.0,1.0,22.0,2407.0,,,0.4238,,,,,,,
002945,ATI  Ft. Lauderdale,Keiser University-Ft Lauderdale,FL,South,4.0,26.185869,-80.163959,2.0,2.0,1.0,17.0,17370.0,24136.0,34439.0,0.5756,0.9742,,0.5479,1.0,2.0,1.1760564095877413,0.5116076887230699
005725,Atlanta Metropolitan College,Atlanta Metropolitan State College,GA,South,4.0,33.70893,-84.404659,1.0,2.0,1.0,23.0,1348.0,3105.0,5090.0,0.5382,,,0.1429,0.0,0.0,-1.6975463253062009,-0.7317247779513665
002024,Atlantic Cape Community Coll,Atlantic Cape Community College,NJ,Northeast,1.0,39.462081,-74.680019,1.0,2.0,2.0,1.0,3860.0,4863.0,8502.0,0.4981,,,,0.0,3.0,-1.8433801802738121,-1.2009481915348368
001036,Auburn University at Montgomery,Auburn University at Montgomery,AL,South,4.0,32.36736,-86.177544,1.0,3.0,1.0,18.0,2693.0,9436.0,14596.0,0.4275,0.9263,1090.0,0.3568,0.0,0.0,-1.0228101452876772,0.1704597959700118
001025,Augustana College,Augustana College,IL,Midwest,4.0,41.502365,-90.55057,2.0,3.0,1.0,21.0,2418.0,49834.0,23127.0,0.2192,0.6765,1133.0,0.7918,1.0,4.0,1.9785446067159398,0.7914266794761833
006015,Augustana University,Augustana University,SD,Midwest,4.0,43.525148,-96.736975,2.0,3.0,1.0,19.0,1818.0,39190.0,24723.0,0.16,0.5925,1187.0,0.7563,1.0,4.0,1.8341485135700408,0.8133900565041152
006016,Austin College,Austin College,TX,South,4.0,33.646345,-96.596331,2.0,3.0,1.0,21.0,1125.0,46500.0,23451.0,0.3042,0.4666,1272.0,0.6949,1.0,2.0,1.8937910717985014,0.10786834377985298
006759,Austin Community College,Austin Community College District,TX,South,4.0,30.326304,-97.713778,1.0,2.0,1.0,14.0,25969.0,2550.0,6306.0,0.2309,,,0.18,0.0,0.0,-1.8734189906228478,1.8225893946164942
004249,Ave Maria University,Ave Maria University,FL,South,1.0,26.335983,-81.438945,2.0,3.0,1.0,21.0,1229.0,28222.0,23655.0,0.2318,0.4481,,0.5548,1.0,5.0,1.0417020333892175,-0.9301539142073845
004596,Azusa Pacific University,Azusa Pacific University,CA,West,3.0,34.130047,-117.888375,2.0,3.0,1.0,16.0,2977.0,43600.0,19798.0,0.3465,0.7948,1155.0,0.6442,1.0,2.0,1.323308165357179,0.0408705850683929
001887,Baker C Jackson,Jackson College,MI,Midwest,1.0,42.16483,-84.403942,1.0,2.0,1.0,14.0,3213.0,7040.0,7657.0,0.3442,,,0.1738,0.0,3.0,-1.7293949328406082,-0.7927218759268052
001527,Baker College Of Muskegon,Muskegon Community College,MI,Midwest,4.0,43.250329,-86.196384,1.0,2.0,2.0,5.0,2781.0,6990.0,5196.0,0.2832,,,,0.0,0.0,-1.4366083846921833,0.5395106725550557
001051,Ball State University,Ball State University,IN,Midwest,4.0,40.203431,-85.409043,1.0,3.0,1.0,16.0,13770.0,10758.0,15898.0,0.3358,0.716,1172.0,0.6327,0.0,0.0,-1.0412282910079649,1.3149276831903043
002165,Baltimore Hebrew University,University of Baltimore,MD,South,4.0,39.305834,-76.616591,1.0,3.0,1.0,18.0,1229.0,9772.0,17546.0,0.4317,0.8555,1060.0,0.4673,0.0,0.0,-0.7365958184986227,-0.18841554542963915
005209,Baptist College Florida,Baptist University of Florida,FL,South,1.0,30.962708,-85.503931,2.0,3.0,1.0,22.0,248.0,13800.0,8829.0,0.3403,0.641,1045.0,0.6923,1.0,5.0,-0.017275623433161566,-2.3962424525101444
007042,Baptist Missionary Assoc Theol Sem,Baptist Missionary Association Theological Seminary,TX,South,2.0,31.978961,-95.255524,2.0,3.0,1.0,24.0,49.0,10050.0,,0.339,0.2308,,,,,,
001050,Baldwin-Wallace College,Baldwin Wallace University,OH,Midwest,3.0,41.373017,-81.851145,2.0,3.0,1.0,18.0,2775.0,37938.0,27654.0,0.285,0.7685,1176.0,0.6861,1.0,2.0,1.6726832743243194,0.20671483619426753
004015,Bakersfield College,Bakersfield College,CA,West,4.0,35.40911,-118.973753,1.0,2.0,1.0,14.0,16451.0,1430.0,4751.0,0.2876,,,0.2263,0.0,0.0,-1.9485805522662025,1.4476196384835578
006031,Baker University,Baker University,KS,Midwest,1.0,38.778712,-95.187346,2.0,3.0,1.0,17.0,1080.0,33900.0,22500.0,0.2386,0.921,950.0,0.5938,1.0,5.0,1.220966413703932,-1.0073041587139298
005270,Baker College of Owosso,Baker College,MI,Midwest,2.0,42.984804,-84.172404,2.0,3.0,1.0,19.0,3026.0,12810.0,15171.0,0.3811,0.875,1080.0,0.3133,1.0,5.0,0.046551813489712345,-0.8283604802191179
006030,Bacone College,Bacone College,OK,South,2.0,35.777082,-95.334046,2.0,3.0,1.0,22.0,106.0,15060.0,12197.0,0.5296,,,0.0239,1.0,1.0,0.30528614123220554,-3.017310431868265
003075,Babson College,Babson College,MA,Northeast,3.0,42.297017,-71.264057,2.0,3.0,1.0,29.0,2696.0,56032.0,38876.0,0.1423,0.1974,1435.0,0.9236,1.0,4.0,2.981161905431201,1.0097431116246056
001028,Austin Peay State University,Austin Peay State University,TN,South,4.0,36.533319,-87.354081,1.0,3.0,1.0,18.0,7365.0,8675.0,14846.0,0.456,0.9595,1050.0,0.445,0.0,0.0,-1.2105050174585064,0.5650564182903892
001027,Aurora University,Aurora University,IL,Midwest,3.0,41.753631,-88.349023,2.0,3.0,1.0,17.0,4021.0,28220.0,18992.0,0.4345,0.8514,1072.0,0.5832,1.0,2.0,0.7464930324215784,-0.31774241297236394
006014,Augsburg College,Augsburg University,MN,Midwest,4.0,44.966307,-93.240436,2.0,3.0,1.0,18.0,2429.0,43942.0,23875.0,0.515,0.7653,,0.5244,1.0,2.0,1.614217687186287,-0.27478010635745637
004802,Audrey Cohen College,Metropolitan College of New York,NY,Northeast,4.0,40.708706,-74.014702,2.0,3.0,1.0,19.0,430.0,20188.0,25180.0,0.608,0.7654,,0.2474,1.0,1.0,1.2215820713355716,-1.5435426781994497
001005,Auburn University,Auburn University,AL,South,4.0,32.599378,-85.488258,1.0,3.0,1.0,15.0,25732.0,12536.0,23897.0,0.1226,0.5047,1318.0,0.7921,0.0,0.0,-0.5503333422498127,2.505126895144272
006228,Barclay College,Barclay College,KS,Midwest,1.0,37.62012,-99.105351,2.0,3.0,1.0,22.0,161.0,26590.0,28827.0,0.6513,0.5449,,0.5517,1.0,5.0,1.3180513911238685,-3.355997954157476
002037,Bard College,Bard College,NY,Northeast,1.0,42.020386,-73.909927,2.0,3.0,1.0,21.0,2280.0,63612.0,31771.0,0.2308,0.5229,1387.0,0.7271,1.0,5.0,2.549812434499591,-0.2493562550550861
003795,Bard College at Simon's Rock,Simon's Rock at Bard College,MA,Northeast,1.0,42.208803,-73.379201,2.0,2.0,1.0,23.0,237.0,66594.0,36684.0,0.2349,0.9721,,0.5417,1.0,5.0,3.249728084152244,-1.2923542259515972
002038,Barnard College,Barnard College,NY,Northeast,4.0,40.810098,-73.963346,2.0,3.0,1.0,21.0,3219.0,66246.0,39253.0,0.154,0.0796,1500.0,0.9294,1.0,4.0,3.389982729561449,1.5338645147320595
005053,Barry University,Barry University,FL,South,3.0,25.878908,-80.198925,2.0,3.0,1.0,17.0,2245.0,33450.0,22978.0,0.4571,0.5907,,0.3659,1.0,2.0,1.1336767488892536,-0.5868713394457875
004020,Barstow Community College,Barstow Community College,CA,West,2.0,34.870285,-117.023412,1.0,2.0,2.0,7.0,2585.0,1104.0,12347.0,0.4745,,,,0.0,3.0,-1.6461657797876286,-0.8360602824414965
000784,Barton County Community College,Barton County Community College,KS,Midwest,1.0,38.403529,-98.731648,1.0,2.0,2.0,3.0,2273.0,3616.0,11865.0,0.1836,,,,0.0,3.0,-1.4305516960108235,-0.3619468038448547
003076,Bates College,Bates College,ME,Northeast,4.0,44.105299,-70.203333,2.0,3.0,1.0,21.0,1753.0,63478.0,30703.0,0.1022,0.1302,1446.0,0.9059,1.0,4.0,2.9846740874180546,1.2810787820816985
000181,Bastyr University,Bastyr University,WA,West,3.0,47.729935,-122.251708,2.0,3.0,1.0,17.0,58.0,,,0.3784,,,,,,,
005016,Barton College,Barton College,NC,South,2.0,35.734376,-77.913867,2.0,3.0,1.0,22.0,1020.0,35600.0,23665.0,0.369,0.9587,,0.5152,1.0,5.0,1.3061322515596199,-1.0502604943763996
001049,Bay De Noc Community College,Bay de Noc Community College,MI,Midwest,2.0,45.772586,-87.085228,1.0,2.0,2.0,5.0,1100.0,5910.0,9766.0,0.2439,,,,0.0,3.0,-1.2884523767592087,-0.5387678215682469
006032,Baylor University,Baylor University,TX,South,4.0,31.546872,-97.121041,2.0,3.0,1.0,15.0,15007.0,54844.0,41942.0,0.1298,0.5099,1313.0,0.8016,1.0,4.0,2.862317261009896,2.3075047654475647
003611,Beacon C,Beacon College,FL,South,3.0,28.811281,-81.87415,2.0,3.0,1.0,22.0,497.0,49230.0,36576.0,0.2601,0.6037,,0.5732,1.0,4.0,2.7181549779103733,-0.34895761435603617
006055,Bee County College,Coastal Bend College,TX,South,2.0,28.435194,-97.755896,1.0,2.0,2.0,9.0,1793.0,2933.0,3886.0,0.2769,,,,0.0,3.0,-1.8485800906531475,-0.5042247903150062
000928,Bel-Rea Institute of Animal Technology,Bel-Rea Institute of Animal Technology,CO,West,3.0,39.686194,-104.876207,3.0,2.0,2.0,10.0,161.0,13819.0,24961.0,0.4067,0.5942,,,1.0,2.0,1.111972105262798,-1.7260689694631222
001055,Belhaven College,Belhaven University,MS,South,4.0,32.318415,-90.169228,2.0,3.0,1.0,17.0,1370.0,29195.0,22078.0,0.4454,0.5325,1050.0,0.5113,1.0,2.0,1.162510159870444,-0.4210796590148142
