nces_id_12,calculus_offered,advmath_offered,chemistry_offered,physics_offered,stem_advanced_offered
317566000429,,,,,
317566001523,1.0,1.0,1.0,1.0,4.0
317566001524,,,,,
317569001526,,,,,
317569001527,0.0,1.0,1.0,0.0,2.0
317577001097,,,,,
317577001530,,,,,
317577001531,0.0,1.0,1.0,1.0,3.0
317581001533,1.0,0.0,1.0,1.0,3.0
317581001914,,,,,
317590001536,,,,,
317590001537,,,,,
317590001539,,,,,
317590001540,,,,,
317590001541,,,,,
317590001542,1.0,1.0,1.0,1.0,4.0
317590001543,,,,,
317590001544,,,,,
317593001545,,,,,
317593001546,0.0,1.0,1.0,1.0,3.0
317596001549,0.0,1.0,1.0,1.0,3.0
317596001823,,,,,
317599001550,,,,,
317599001551,0.0,0.0,1.0,1.0,2.0
317617000212,,,,,
317617001559,0.0,1.0,1.0,0.0,2.0
317638001569,,,,,
317638001570,1.0,1.0,0.0,1.0,3.0
317640001571,,,,,
317640001572,0.0,1.0,1.0,1.0,3.0
317640002428,,,,,
317641001573,,,,,
317641001574,1.0,1.0,1.0,1.0,4.0
317645000215,,,,,
317645000446,,,,,
317645001575,1.0,1.0,1.0,1.0,4.0
317645001576,,,,,
317645002216,,,,,
317645002217,,,,,
317645002218,,,,,
317645002425,,,,,
317647001119,,,,,
317647001578,,,,,
317647001579,,,,,
317647001580,,,,,
317647001581,,,,,
317647001582,1.0,1.0,1.0,1.0,4.0
317647001583,,,,,
317647002220,,,,,
317656001590,,,,,
317656001591,0.0,1.0,1.0,0.0,2.0
317656001592,,,,,
317659001593,,,,,
317659001594,1.0,1.0,1.0,1.0,4.0
317659002257,,,,,
317662001595,,,,,
317662001596,0.0,1.0,1.0,1.0,3.0
317665001597,,,,,
317665001598,1.0,1.0,1.0,0.0,3.0
317671000076,,,,,
317671001599,,,,,
317671001600,,,,,
317671001601,1.0,1.0,1.0,1.0,4.0
317671001602,,,,,
317671001603,,,,,
317671002229,0.0,0.0,0.0,0.0,0.0
317680000600,,,,,
317680001045,,,,,
317680001607,0.0,1.0,1.0,0.0,2.0
317680001907,,,,,
317686000236,,,,,
317686001313,,,,,
317686001610,,,,,
317686001612,,,,,
317686001614,,,,,
317686001615,,,,,
317686001616,1.0,1.0,1.0,1.0,4.0
317686002273,,,,,
317698001621,,,,,
317698001622,1.0,1.0,0.0,1.0,3.0
317710001627,,,,,
317710001628,0.0,1.0,1.0,0.0,2.0
317718001631,,,,,
317718001632,1.0,1.0,1.0,1.0,4.0
317718002379,,,,,
317719001633,,,,,
317719001634,1.0,1.0,1.0,0.0,3.0
317734001641,0.0,1.0,1.0,0.0,2.0
317734001642,0.0,1.0,1.0,0.0,2.0
317752001649,,,,,
317752001650,1.0,1.0,1.0,1.0,4.0
317755001653,,,,,
317755001654,1.0,1.0,1.0,1.0,4.0
317755002238,,,,,
317773000263,,,,,
317773001663,0.0,1.0,1.0,0.0,2.0
317802000883,,,,,
317802001672,,,,,
317802001673,,,,,
317802001674,1.0,1.0,1.0,0.0,3.0
317802002371,,,,,
317812001679,1.0,1.0,1.0,0.0,3.0
317812001680,,,,,
317821000312,,,,,
317821001682,1.0,1.0,1.0,1.0,4.0
317821001683,,,,,
317821001684,,,,,
317824001685,,,,,
317824001686,0.0,1.0,1.0,1.0,3.0
317826001687,,,,,
317826001688,1.0,1.0,1.0,0.0,3.0
317830001689,,,,,
317830001690,0.0,1.0,0.0,1.0,2.0
317845001695,,,,,
317845001696,1.0,1.0,1.0,1.0,4.0
317852001701,,,,,
317852001702,0.0,1.0,1.0,1.0,3.0
317852002267,,,,,
317852002319,,,,,
317854001704,,,,,
317854001705,0.0,1.0,1.0,0.0,2.0
317854002318,,,,,
317866001710,,,,,
317866001711,,,,,
317866001712,,,,,
317866001713,,,,,
317866001714,,,,,
317866001715,,,,,
317866001716,,,,,
317866001718,,,,,
317866001723,,,,,
317866001724,1.0,1.0,1.0,1.0,4.0
317866001793,,,,,
317866001915,,,,,
317867001725,,,,,
317867001726,0.0,1.0,0.0,0.0,1.0
317872001727,,,,,
317872001729,1.0,1.0,1.0,1.0,4.0
317872002417,,,,,
317881001737,,,,,
317881001738,0.0,1.0,1.0,1.0,3.0
317884001739,,,,,
317884001740,1.0,1.0,1.0,1.0,4.0
317894001560,,,,,
317894001743,,,,,
317894001744,0.0,1.0,1.0,1.0,3.0
317899001745,,,,,
317899001746,1.0,1.0,1.0,1.0,4.0
317899002117,,,,,
317905000405,,,,,
317905001917,1.0,0.0,1.0,1.0,3.0
317905001919,,,,,
317905002201,,,,,
317908001753,,,,,
317908001754,1.0,1.0,1.0,1.0,4.0
318001000134,,,,,
318003000409,0.0,0.0,0.0,0.0,0.0
318003002386,,,,,
318003002389,,,,,
318003002392,,,,,
318003002394,,,,,
318003002398,,,,,
318003002400,,,,,
318003002404,,,,,
318013001986,0.0,0.0,0.0,0.0,0.0
318013002025,0.0,0.0,0.0,0.0,0.0
318013002212,0.0,0.0,0.0,0.0,0.0
318013002342,,,,,
318013002347,,,,,
318013002407,,,,,
318013002421,,,,,
320000100608,1.0,1.0,1.0,1.0,4.0
320000100731,1.0,1.0,1.0,1.0,4.0
320000100734,1.0,1.0,1.0,1.0,4.0
320000100742,1.0,1.0,1.0,1.0,4.0
320000100751,0.0,0.0,0.0,0.0,0.0
320000100759,,,,,
320000100781,,,,,
320000100784,,,,,
320000100800,0.0,0.0,1.0,1.0,2.0
320000100817,1.0,1.0,1.0,1.0,4.0
320000100818,,,,,
320000100820,1.0,1.0,1.0,1.0,4.0
320000100821,,,,,
320000100825,0.0,0.0,1.0,1.0,2.0
320000100826,,,,,
320000100830,1.0,1.0,1.0,1.0,4.0
320000100833,,,,,
320000100842,,,,,
320000100843,1.0,1.0,1.0,1.0,4.0
320000100848,1.0,0.0,1.0,1.0,3.0
320000100851,,,,,
320000100856,1.0,1.0,1.0,1.0,4.0
320000100870,1.0,1.0,1.0,1.0,4.0
320000100881,,,,,
320000100882,1.0,1.0,1.0,1.0,4.0
320000100883,,,,,
320000100884,,,,,
320000100885,,,,,
320000100886,0.0,0.0,1.0,1.0,2.0
320000100888,,,,,
320000100890,,,,,
320000100891,,,,,
320000100892,,,,,
320000100893,,,,,
320000100894,,,,,
320000100895,,,,,
320000100896,,,,,
320000100897,,,,,
320000100898,0.0,1.0,1.0,1.0,3.0
320000100899,,,,,
320000100900,1.0,1.0,1.0,1.0,4.0
320000100901,,,,,
320000100902,,,,,
320000100903,1.0,1.0,1.0,1.0,4.0
320000100904,,,,,
320000100906,,,,,
320000100907,,,,,
320000100908,,,,,
320000100909,,,,,
320000100910,,,,,
320000100911,,,,,
320000100912,,,,,
320000100917,,,,,
320000100921,,,,,
320000100922,,,,,
320000100924,1.0,1.0,1.0,1.0,4.0
320000100928,0.0,1.0,0.0,0.0,1.0
320000100929,,,,,
320000100934,,,,,
320000100937,1.0,1.0,1.0,1.0,4.0
320000100938,,,,,
320000100941,0.0,1.0,1.0,1.0,3.0
320000100944,1.0,1.0,1.0,1.0,4.0
320000100948,1.0,1.0,1.0,1.0,4.0
320000100952,0.0,1.0,0.0,0.0,1.0
320000100953,,,,,
320000100954,,,,,
320000100955,0.0,0.0,1.0,0.0,1.0
320000100956,,,,,
320000100962,,,,,
320000100963,,,,,
320002100680,1.0,1.0,1.0,1.0,4.0
320002300808,0.0,0.0,0.0,0.0,0.0
320003000001,1.0,1.0,1.0,1.0,4.0
320003000003,,,,,
320003000004,,,,,
320003000005,,,,,
320003000021,,,,,
320003000431,,,,,
320003000868,0.0,0.0,0.0,0.0,0.0
320003099999,0.0,0.0,0.0,0.0,0.0
320006000007,1.0,1.0,1.0,1.0,4.0
320006000008,,,,,
320006000009,,,,,
320006000010,,,,,
320006000011,1.0,1.0,1.0,1.0,4.0
320006000012,,,,,
320006000013,1.0,1.0,1.0,1.0,4.0
320006000014,,,,,
320006000015,,,,,
320006000016,,,,,
320006000017,,,,,
320006000018,1.0,1.0,1.0,1.0,4.0
320006000019,,,,,
320006000020,0.0,0.0,0.0,1.0,1.0
320006000022,,,,,
320006000023,,,,,
320006000024,,,,,
320006000025,,,,,
320006000026,,,,,
320006000027,,,,,
320006000028,,,,,
320006000029,,,,,
320006000030,1.0,1.0,1.0,1.0,4.0
320006000031,,,,,
320006000032,1.0,1.0,1.0,1.0,4.0
320006000033,,,,,
320006000034,,,,,
320006000035,,,,,
320006000036,,,,,
320006000037,,,,,
320006000038,,,,,
320006000039,,,,,
320006000040,,,,,
320006000041,,,,,
320006000042,,,,,
320006000044,,,,,
320006000045,,,,,
320006000046,,,,,
320006000047,,,,,
320006000050,,,,,
320006000051,,,,,
320006000052,,,,,
320006000053,,,,,
320006000054,,,,,
320006000055,,,,,
320006000056,,,,,
320006000057,,,,,
320006000058,,,,,
320006000059,,,,,
320006000060,,,,,
320006000061,,,,,
320006000062,,,,,
320006000063,,,,,
320006000064,,,,,
320006000065,1.0,1.0,1.0,1.0,4.0
320006000066,,,,,
320006000067,,,,,
320006000068,,,,,
320006000069,,,,,
320006000072,,,,,
320006000073,,,,,
320006000074,,,,,
320006000075,,,,,
320006000076,,,,,
320006000077,,,,,
320006000078,1.0,1.0,1.0,1.0,4.0
320006000079,,,,,
320006000080,,,,,
320006000081,,,,,
320006000082,,,,,
320006000084,,,,,
320006000085,,,,,
320006000086,,,,,
320006000087,,,,,
320006000088,,,,,
320006000089,1.0,1.0,1.0,1.0,4.0
320006000090,,,,,
320006000091,,,,,
320006000092,,,,,
320006000093,,,,,
320006000094,,,,,
320006000095,,,,,
320006000096,,,,,
320006000097,,,,,
320006000099,,,,,
320006000101,0.0,0.0,0.0,0.0,0.0
320006000102,,,,,
320006000103,0.0,0.0,0.0,0.0,0.0
320006000104,,,,,
320006000105,,,,,
320006000106,,,,,
320006000107,1.0,1.0,1.0,1.0,4.0
320006000108,0.0,0.0,0.0,1.0,1.0
320006000109,,,,,
320006000110,,,,,
320006000111,1.0,1.0,1.0,1.0,4.0
320006000112,,,,,
320006000113,,,,,
320006000114,1.0,1.0,1.0,1.0,4.0
320006000115,,,,,
320006000116,,,,,
320006000117,,,,,
320006000118,,,,,
320006000127,,,,,
320006000259,,,,,
320006000260,,,,,
320006000264,,,,,
320006000265,,,,,
320006000266,,,,,
320006000268,,,,,
320006000269,,,,,
320006000270,,,,,
320006000271,,,,,
320006000272,,,,,
320006000273,,,,,
320006000274,,,,,
320006000275,,,,,
320006000276,1.0,1.0,1.0,1.0,4.0
320006000277,1.0,1.0,1.0,1.0,4.0
320006000289,,,,,
320006000290,,,,,
320006000291,,,,,
320006000292,,,,,
320006000294,0.0,0.0,0.0,1.0,1.0
320006000297,,,,,
320006000298,,,,,
320006000301,,,,,
320006000302,,,,,
320006000303,,,,,
320006000304,1.0,1.0,1.0,1.0,4.0
320006000313,0.0,0.0,1.0,0.0,1.0
320006000328,0.0,0.0,1.0,1.0,2.0
320006000329,0.0,0.0,0.0,0.0,0.0
320006000331,,,,,
320006000337,,,,,
320006000338,,,,,
320006000339,,,,,
320006000340,,,,,
320006000341,,,,,
320006000342,,,,,
320006000343,,,,,
320006000344,,,,,
320006000345,,,,,
320006000346,,,,,
320006000354,,,,,
320006000355,,,,,
320006000356,,,,,
320006000357,,,,,
320006000359,,,,,
320006000371,,,,,
320006000372,,,,,
320006000373,,,,,
320006000375,,,,,
320006000376,,,,,
320006000377,,,,,
320006000378,,,,,
320006000379,,,,,
320006000380,,,,,
320006000381,,,,,
320006000382,,,,,
320006000383,,,,,
320006000384,0.0,0.0,0.0,0.0,0.0
320006000395,,,,,
320006000396,,,,,
320006000397,,,,,
320006000398,,,,,
320006000399,,,,,
320006000400,,,,,
320006000401,,,,,
320006000402,,,,,
320006000403,,,,,
320006000404,,,,,
320006000405,1.0,1.0,1.0,1.0,4.0
320006000406,1.0,1.0,1.0,1.0,4.0
320006000407,1.0,1.0,1.0,1.0,4.0
320006000408,0.0,0.0,1.0,1.0,2.0
320006000417,,,,,
320006000419,1.0,1.0,1.0,1.0,4.0
320006000420,1.0,1.0,1.0,1.0,4.0
320006000434,,,,,
320006000435,,,,,
320006000436,,,,,
320006000437,,,,,
320006000438,,,,,
320006000439,,,,,
320006000440,,,,,
320006000441,,,,,
320006000442,,,,,
320006000443,0.0,1.0,0.0,0.0,1.0
320006000444,0.0,0.0,0.0,0.0,0.0
320006000445,1.0,1.0,1.0,1.0,4.0
320006000446,1.0,1.0,1.0,1.0,4.0
320006000454,,,,,
320006000455,,,,,
320006000456,,,,,
320006000457,,,,,
320006000458,,,,,
320006000459,,,,,
320006000460,1.0,1.0,1.0,1.0,4.0
320006000461,,,,,
320006000462,,,,,
320006000463,0.0,1.0,0.0,0.0,1.0
320006000469,,,,,
320006000470,,,,,
320006000471,,,,,
320006000472,,,,,
320006000473,,,,,
320006000474,,,,,
320006000475,,,,,
320006000476,,,,,
320006000485,,,,,
320006000486,,,,,
320006000487,,,,,
320006000488,,,,,
320006000489,,,,,
320006000490,,,,,
320006000493,1.0,1.0,1.0,1.0,4.0
320006000494,1.0,1.0,1.0,1.0,4.0
320006000495,1.0,1.0,1.0,1.0,4.0
320006000499,0.0,0.0,1.0,0.0,1.0
320006000506,,,,,
320006000507,,,,,
320006000508,,,,,
320006000509,,,,,
320006000510,,,,,
320006000511,,,,,
320006000512,,,,,
320006000513,,,,,
320006000514,,,,,
320006000515,,,,,
320006000518,0.0,0.0,0.0,0.0,0.0
320006000526,,,,,
320006000527,,,,,
320006000528,,,,,
320006000529,,,,,
320006000530,,,,,
320006000531,,,,,
320006000532,,,,,
320006000534,,,,,
320006000535,,,,,
320006000536,,,,,
320006000537,,,,,
320006000538,,,,,
320006000539,1.0,1.0,1.0,1.0,4.0
320006000540,1.0,1.0,1.0,1.0,4.0
320006000547,,,,,
320006000548,,,,,
320006000549,,,,,
320006000550,,,,,
320006000551,,,,,
320006000552,,,,,
320006000553,,,,,
320006000554,,,,,
320006000565,,,,,
320006000567,1.0,1.0,1.0,1.0,4.0
320006000570,,,,,
320006000571,1.0,1.0,1.0,1.0,4.0
320006000573,,,,,
320006000574,,,,,
320006000577,,,,,
320006000578,,,,,
320006000580,,,,,
320006000581,,,,,
320006000583,,,,,
320006000584,,,,,
320006000585,,,,,
320006000586,,,,,
320006000587,,,,,
320006000588,,,,,
320006000589,,,,,
320006000590,,,,,
320006000591,,,,,
320006000592,,,,,
320006000595,1.0,1.0,1.0,1.0,4.0
320006000596,,,,,
320006000597,0.0,0.0,0.0,0.0,0.0
320006000598,0.0,0.0,1.0,1.0,2.0
320006000604,1.0,1.0,1.0,1.0,4.0
320006000605,,,,,
320006000607,,,,,
320006000609,1.0,1.0,1.0,1.0,4.0
320006000612,,,,,
320006000616,1.0,1.0,1.0,1.0,4.0
320006000619,,,,,
320006000621,,,,,
320006000623,,,,,
320006000652,,,,,
320006000653,,,,,
320006000654,,,,,
320006000655,,,,,
320006000656,,,,,
320006000657,,,,,
320006000658,,,,,
320006000659,,,,,
320006000660,,,,,
320006000661,1.0,1.0,1.0,1.0,4.0
320006000663,,,,,
320006000670,,,,,
320006000672,,,,,
320006000679,,,,,
320006000683,0.0,0.0,1.0,1.0,2.0
320006000686,0.0,1.0,1.0,1.0,3.0
320006000689,,,,,
320006000690,,,,,
320006000694,0.0,0.0,0.0,1.0,1.0
320006000695,,,,,
320006000698,,,,,
320006000699,,,,,
320006000700,,,,,
320006000707,0.0,0.0,1.0,0.0,1.0
320006000714,1.0,1.0,1.0,1.0,4.0
320006000716,,,,,
320006000717,,,,,
320006000722,,,,,
320006000730,,,,,
320006000732,,,,,
320006000733,,,,,
320006000736,,,,,
320006000737,,,,,
320006000738,,,,,
320006000739,,,,,
320006000740,,,,,
320006000741,,,,,
320006000743,,,,,
320006000744,,,,,
320006000745,0.0,1.0,1.0,1.0,3.0
320006000747,,,,,
320006000748,0.0,1.0,1.0,1.0,3.0
320006000749,0.0,0.0,1.0,1.0,2.0
320006000753,,,,,
320006000754,1.0,1.0,1.0,1.0,4.0
320006000755,1.0,1.0,1.0,1.0,4.0
320006000756,,,,,
320006000757,,,,,
320006000758,,,,,
320006000767,0.0,0.0,0.0,1.0,1.0
320006000771,,,,,
320006000774,0.0,0.0,0.0,0.0,0.0
320006000777,1.0,1.0,1.0,1.0,4.0
320006000778,1.0,1.0,1.0,1.0,4.0
320006000780,1.0,1.0,1.0,1.0,4.0
320006000786,,,,,
320006000796,1.0,0.0,1.0,1.0,3.0
320006000797,,,,,
320006000801,,,,,
320006000804,,,,,
320006000805,,,,,
320006000806,,,,,
320006000812,1.0,1.0,1.0,1.0,4.0
320006000814,,,,,
320006000816,,,,,
320006000845,1.0,1.0,1.0,1.0,4.0
320006000872,,,,,
320006000873,,,,,
320006000874,,,,,
320006000875,,,,,
320006000876,,,,,
320006000877,,,,,
320006000878,0.0,0.0,1.0,1.0,2.0
320006000879,,,,,
320006000915,,,,,
320006000916,,,,,
320006000923,0.0,0.0,0.0,0.0,0.0
320006000927,,,,,
320006000930,,,,,
320006000933,,,,,
320006000935,,,,,
320006000945,,,,,
320006000946,,,,,
320006000947,,,,,
320006000949,,,,,
320006000950,0.0,0.0,0.0,0.0,0.0
320006000967,,,,,
320009000119,,,,,
320009000120,1.0,1.0,1.0,1.0,4.0
320009000121,,,,,
320009000122,1.0,1.0,1.0,1.0,4.0
320009000124,,,,,
320009000293,,,,,
320009000307,,,,,
320009000347,,,,,
320009000348,0.0,0.0,0.0,0.0,0.0
320009000422,,,,,
320009000447,,,,,
320009000448,,,,,
320009000764,0.0,0.0,0.0,0.0,0.0
320009000832,0.0,0.0,0.0,0.0,0.0
320009000861,0.0,0.0,0.0,0.0,0.0
320009000951,0.0,1.0,1.0,0.0,2.0
320012000125,,,,,
320012000129,,,,,
320012000130,1.0,1.0,1.0,1.0,4.0
320012000131,,,,,
320012000132,,,,,
320012000133,,,,,
320012000134,,,,,
320012000135,,,,,
320012000139,,,,,
320012000140,,,,,
320012000141,,,,,
320012000308,,,,,
320012000326,,,,,
320012000330,1.0,1.0,1.0,1.0,4.0
320012000349,,,,,
320012000350,,,,,
320012000385,,,,,
320012000449,1.0,1.0,1.0,1.0,4.0
320012000464,,,,,
320012000568,0.0,1.0,1.0,1.0,3.0
320012000579,0.0,1.0,0.0,1.0,2.0
320012000610,0.0,1.0,0.0,1.0,2.0
320012000622,1.0,1.0,1.0,1.0,4.0
320012000674,,,,,
320012000684,,,,,
320012000685,,,,,
320012000692,,,,,
320012000727,,,,,
320012000728,,,,,
320012000750,,,,,
320012000836,,,,,
320012000839,0.0,1.0,1.0,1.0,3.0
320012000854,0.0,0.0,0.0,0.0,0.0
320012000931,,,,,
320012000969,0.0,0.0,0.0,1.0,1.0
320015000143,,,,,
320015000144,,,,,
320015000145,,,,,
320015000943,0.0,0.0,0.0,0.0,0.0
320018000146,,,,,
320018000147,,,,,
320018000148,1.0,1.0,1.0,1.0,4.0
320021000149,1.0,1.0,1.0,1.0,4.0
320021000150,,,,,
320021000151,,,,,
320021000153,,,,,
320021000154,0.0,0.0,0.0,1.0,1.0
320021000155,,,,,
320021000156,,,,,
320021000157,,,,,
320021000158,,,,,
320021000159,,,,,
320021000325,,,,,
320021000416,,,,,
320021000708,,,,,
320021000858,,,,,
320024000162,,,,,
320024000163,1.0,1.0,1.0,1.0,4.0
320024000165,,,,,
320024000866,,,,,
320027000166,,,,,
320027000168,1.0,1.0,1.0,1.0,4.0
320027000169,0.0,0.0,0.0,0.0,0.0
320027000170,,,,,
320027000171,0.0,1.0,1.0,0.0,2.0
320027000172,,,,,
320027000173,,,,,
320027000410,,,,,
320027000423,,,,,
320027000850,,,,,
320027000865,0.0,0.0,0.0,0.0,0.0
320030000174,,,,,
320030000175,,,,,
320030000176,1.0,1.0,1.0,0.0,3.0
320030000178,0.0,1.0,1.0,1.0,3.0
320030000179,,,,,
320030000180,1.0,1.0,1.0,0.0,3.0
320030000299,,,,,
320030000310,1.0,1.0,1.0,1.0,4.0
320030000311,,,,,
320030000312,,,,,
320030000386,,,,,
320030000387,,,,,
320030000424,,,,,
320030000450,,,,,
320030000555,0.0,1.0,1.0,0.0,2.0
320030000704,,,,,
320030000746,,,,,
320030000768,0.0,0.0,0.0,0.0,0.0
320030000810,,,,,
320030000860,0.0,0.0,0.0,0.0,0.0
320033000183,1.0,1.0,1.0,0.0,3.0
320033000184,,,,,
320033000479,,,,,
320033000811,,,,,
320033000859,,,,,
320036000185,,,,,
320036000186,,,,,
320036000187,0.0,1.0,0.0,1.0,2.0
320036000188,,,,,
320036000189,,,,,
320036000190,0.0,0.0,0.0,1.0,1.0
320036000191,,,,,
320036000192,0.0,1.0,1.0,1.0,3.0
320036000193,,,,,
320036000194,,,,,
320036000195,0.0,1.0,1.0,1.0,3.0
320036000351,,,,,
320036000363,0.0,1.0,1.0,1.0,3.0
320036000412,,,,,
320036000425,,,,,
320036000543,,,,,
320036000556,,,,,
320036000557,0.0,1.0,1.0,1.0,3.0
320036000564,,,,,
320036000566,,,,,
320036000575,,,,,
320036000611,,,,,
320036000618,,,,,
320036000752,,,,,
320036000852,,,,,
320036000862,,,,,
320039000160,,,,,
320039000280,1.0,1.0,1.0,1.0,4.0
320039000281,,,,,
320039000282,,,,,
320039000285,,,,,
320039000286,,,,,
320039000288,,,,,
320039000315,,,,,
320039000364,,,,,
320039000480,0.0,0.0,1.0,1.0,2.0
320039000569,,,,,
320039000792,0.0,0.0,0.0,0.0,0.0
320039000803,,,,,
320042000167,,,,,
320042000196,,,,,
320042000197,,,,,
320042000198,1.0,1.0,1.0,0.0,3.0
320045000199,0.0,1.0,1.0,1.0,3.0
320045000200,,,,,
320045000365,,,,,
320045000413,,,,,
320048000201,,,,,
320048000202,,,,,
320048000203,,,,,
320048000204,,,,,
320048000205,,,,,
320048000206,,,,,
320048000207,,,,,
320048000208,1.0,1.0,1.0,1.0,4.0
320048000209,,,,,
320048000210,1.0,1.0,1.0,1.0,4.0
320048000211,,,,,
320048000212,,,,,
320048000214,,,,,
320048000215,,,,,
320048000216,,,,,
320048000217,0.0,0.0,1.0,0.0,1.0
320048000218,,,,,
320048000219,,,,,
320048000220,,,,,
320048000221,,,,,
320048000222,,,,,
320048000223,,,,,
320048000224,,,,,
320048000225,1.0,1.0,1.0,1.0,4.0
320048000226,,,,,
320048000227,,,,,
320048000228,,,,,
320048000229,,,,,
320048000230,,,,,
320048000231,,,,,
320048000232,,,,,
320048000233,0.0,0.0,0.0,0.0,0.0
320048000234,,,,,
320048000235,,,,,
320048000236,,,,,
320048000237,,,,,
320048000238,1.0,1.0,1.0,1.0,4.0
320048000239,1.0,1.0,1.0,1.0,4.0
320048000240,,,,,
320048000241,,,,,
320048000242,,,,,
320048000243,,,,,
320048000245,,,,,
320048000246,1.0,1.0,1.0,0.0,3.0
320048000247,,,,,
320048000248,,,,,
320048000249,,,,,
320048000250,,,,,
320048000251,,,,,
320048000257,1.0,1.0,1.0,1.0,4.0
320048000316,,,,,
320048000317,,,,,
320048000318,,,,,
320048000319,,,,,
320048000320,,,,,
320048000321,,,,,
320048000322,,,,,
320048000323,1.0,1.0,1.0,1.0,4.0
320048000324,,,,,
320048000336,,,,,
320048000366,,,,,
320048000367,,,,,
320048000368,,,,,
320048000388,,,,,
320048000389,,,,,
320048000390,,,,,
320048000391,,,,,
320048000414,,,,,
320048000426,,,,,
320048000427,,,,,
320048000428,,,,,
320048000432,,,,,
320048000433,,,,,
320048000452,,,,,
320048000466,,,,,
320048000467,,,,,
320048000468,0.0,0.0,0.0,0.0,0.0
320048000481,,,,,
320048000503,0.0,0.0,0.0,0.0,0.0
320048000523,,,,,
320048000525,1.0,1.0,1.0,1.0,4.0
320048000544,,,,,
320048000545,1.0,1.0,1.0,1.0,4.0
320048000546,1.0,1.0,1.0,1.0,4.0
320048000558,,,,,
320048000559,,,,,
320048000560,,,,,
320048000561,,,,,
320048000562,0.0,1.0,0.0,0.0,1.0
320048000602,1.0,1.0,1.0,1.0,4.0
320048000603,0.0,0.0,0.0,0.0,0.0
320048000624,,,,,
320048000664,1.0,1.0,1.0,1.0,4.0
320048000673,,,,,
320048000678,,,,,
320048000682,,,,,
320048000706,,,,,
320048000723,,,,,
320048000766,0.0,0.0,0.0,0.0,0.0
320048000822,0.0,0.0,1.0,0.0,1.0
320048000834,,,,,
320048000844,1.0,1.0,1.0,1.0,4.0
320048000869,0.0,1.0,1.0,0.0,2.0
320048000880,,,,,
320048000913,,,,,
320048000932,,,,,
320048000936,,,,,
320048000939,,,,,
320048000942,,,,,
320048000960,,,,,
320048000961,,,,,
320051000254,,,,,
320051000255,,,,,
320051000256,,,,,
320051000263,,,,,
320051000267,1.0,1.0,1.0,1.0,4.0
320051000483,0.0,0.0,0.0,0.0,0.0
320051000606,0.0,0.0,1.0,0.0,1.0
320051000720,,,,,
320051000776,,,,,
330000300500,1.0,1.0,1.0,1.0,4.0
330001700106,1.0,1.0,1.0,1.0,4.0
330001700107,,,,,
330003000605,0.0,0.0,0.0,1.0,1.0
330003100606,,,,,
330003500047,,,,,
330003500141,,,,,
330003500142,1.0,0.0,1.0,1.0,3.0
330003900617,,,,,
330004000678,,,,,
330004000684,1.0,1.0,1.0,1.0,4.0
330004100677,0.0,0.0,1.0,1.0,2.0
330004200683,,,,,
330004300695,0.0,0.0,0.0,1.0,1.0
330004800609,0.0,0.0,1.0,0.0,1.0
330004800688,,,,,
330004900619,1.0,1.0,1.0,1.0,4.0
330061600295,,,,,
330061600296,,,,,
330061600544,0.0,0.0,1.0,0.0,1.0
330138000001,,,,,
330138000002,,,,,
330144000003,,,,,
330147000006,,,,,
330147000007,,,,,
330150000008,,,,,
330156000010,,,,,
330159000011,,,,,
330162000012,,,,,
330165000013,,,,,
330165000014,,,,,
330165000700,,,,,
330168000015,,,,,
330171000016,,,,,
330174000017,,,,,
330174000018,,,,,
330174000019,,,,,
330174000580,,,,,
330174000680,1.0,1.0,1.0,1.0,4.0
330174000681,,,,,
330186000024,,,,,
330186000027,1.0,1.0,1.0,1.0,4.0
330186000163,,,,,
330189000028,,,,,
330195000029,,,,,
330195000480,,,,,
330195000563,1.0,1.0,1.0,1.0,4.0
330201000030,,,,,
330207000031,,,,,
330207000670,,,,,
330210000032,,,,,
330213000033,,,,,
330225000035,,,,,
330228000036,,,,,
330231000037,,,,,
330234000038,,,,,
330234000039,,,,,
330234000040,,,,,
330234000045,0.0,1.0,1.0,1.0,3.0
330234000488,,,,,
330234000724,,,,,
330240000049,0.0,1.0,1.0,1.0,3.0
330240000050,,,,,
330246000053,,,,,
330246000054,,,,,
330246000055,1.0,1.0,1.0,1.0,4.0
330246000056,,,,,
330246000060,,,,,
330246000063,,,,,
330246000496,,,,,
330248000065,,,,,
330248000066,,,,,
330248000067,1.0,1.0,1.0,1.0,4.0
330248000068,,,,,
330248000069,,,,,
330248000070,,,,,
330248000071,,,,,
330248000072,,,,,
330248000073,,,,,
330248000074,,,,,
330248000075,,,,,
330249000043,,,,,
330249000076,1.0,1.0,1.0,1.0,4.0
330249000077,,,,,
330249000078,,,,,
330249000079,,,,,
330252000080,,,,,
330255000081,,,,,
330258000082,,,,,
330261000083,,,,,
330261000085,,,,,
330261000086,,,,,
330261000087,,,,,
330261000194,,,,,
330261000497,,,,,
330261000607,,,,,
330261000716,,,,,
330264000088,1.0,1.0,1.0,1.0,4.0
330264000089,,,,,
330264000090,,,,,
330264000091,,,,,
330264000094,,,,,
330267000095,,,,,
330267000096,1.0,1.0,1.0,1.0,4.0
330276000098,,,,,
330279000100,,,,,
330288000102,,,,,
330288000103,1.0,1.0,1.0,1.0,4.0
330288000540,,,,,
330291000104,,,,,
330294000105,,,,,
330297000108,,,,,
330297000109,,,,,
330299000112,,,,,
330299000113,,,,,
330299000114,,,,,
