nces_id_12,calculus_offered,advmath_offered,chemistry_offered,physics_offered,stem_advanced_offered
130138000595,,,,,
130138000597,,,,,
130138000598,,,,,
130138001975,,,,,
130141000126,,,,,
130141000248,,,,,
130141000599,,,,,
130141000601,,,,,
130141000602,,,,,
130141000603,1.0,1.0,1.0,1.0,4.0
130141000604,,,,,
130141000606,,,,,
130141000607,,,,,
130141000610,,,,,
130141000611,,,,,
130141001501,1.0,1.0,1.0,1.0,4.0
130141001502,,,,,
130141001506,,,,,
130141001885,1.0,1.0,1.0,1.0,4.0
130141001886,,,,,
130141001996,,,,,
130141001997,,,,,
130141002025,1.0,1.0,1.0,1.0,4.0
130141002072,,,,,
130141002073,,,,,
130141002161,,,,,
130141002366,,,,,
130141002528,,,,,
130141002848,,,,,
130141003325,,,,,
130141003554,,,,,
130141003694,,,,,
130141003903,1.0,1.0,1.0,1.0,4.0
130141004042,,,,,
130141004246,,,,,
130144000621,,,,,
130144000622,1.0,1.0,1.0,1.0,4.0
130144000623,,,,,
130144003617,,,,,
130147000628,,,,,
130147001107,,,,,
130147003327,,,,,
130147003900,0.0,1.0,1.0,0.0,2.0
130150000208,,,,,
130150000747,,,,,
130150000748,,,,,
130150000750,,,,,
130150000751,,,,,
130150000753,,,,,
130150000754,1.0,1.0,1.0,1.0,4.0
130150000755,,,,,
130150000760,,,,,
130150000761,,,,,
130150000762,,,,,
130150000816,,,,,
130150000818,,,,,
130150000825,,,,,
130150001108,1.0,1.0,1.0,1.0,4.0
130150002026,,,,,
130150002027,,,,,
130150002028,1.0,1.0,1.0,1.0,4.0
130150002162,,,,,
130150002251,,,,,
130150002252,,,,,
130150002307,,,,,
130150002367,,,,,
130150002531,,,,,
130150003328,,,,,
130150003329,,,,,
130150003637,,,,,
130150003756,0.0,0.0,0.0,0.0,0.0
130150003784,,,,,
130150003881,,,,,
130150003930,0.0,0.0,0.0,0.0,0.0
130150004423,,,,,
130150099999,,,,,
130153000080,0.0,1.0,1.0,1.0,3.0
130153000766,,,,,
130153002151,,,,,
130156000769,0.0,1.0,1.0,1.0,3.0
130156000771,,,,,
130156000772,,,,,
130156001508,,,,,
130156004157,,,,,
130159000775,0.0,0.0,1.0,1.0,2.0
130159000777,,,,,
130159000778,,,,,
130159000868,,,,,
130162000782,,,,,
130162000783,,,,,
130162000786,1.0,1.0,1.0,1.0,4.0
130162000788,,,,,
130162002458,,,,,
130162002460,,,,,
130162003476,,,,,
130162004419,0.0,1.0,0.0,0.0,1.0
130162004421,,,,,
130162004422,0.0,1.0,1.0,1.0,3.0
130165001952,,,,,
130165002030,,,,,
130165002253,1.0,1.0,1.0,1.0,4.0
130165002254,,,,,
130165002536,,,,,
130165003623,0.0,0.0,0.0,0.0,0.0
130165004005,,,,,
130168000795,,,,,
130168000796,,,,,
130168000798,,,,,
130168000799,,,,,
130168000802,1.0,1.0,1.0,1.0,4.0
130168002618,,,,,
130168003477,,,,,
130168004028,,,,,
130168004156,,,,,
130168004351,,,,,
130171000612,0.0,1.0,1.0,1.0,3.0
130171000613,,,,,
130171000614,,,,,
130171000617,,,,,
130171000619,,,,,
130171004170,0.0,1.0,0.0,1.0,2.0
130174000083,,,,,
130174000162,,,,,
130174000222,,,,,
130174000635,,,,,
130174000636,0.0,1.0,1.0,1.0,3.0
130174000637,,,,,
130174000638,,,,,
130174000639,1.0,1.0,1.0,1.0,4.0
130174000640,,,,,
130174000642,,,,,
130174000644,1.0,1.0,1.0,1.0,4.0
130174000645,,,,,
130174000646,,,,,
130174000649,,,,,
130174000650,,,,,
130174000651,,,,,
130174000652,,,,,
130174000653,,,,,
130174000654,,,,,
130174000656,,,,,
130174000660,,,,,
130174000662,,,,,
130174000664,,,,,
130174000665,1.0,1.0,1.0,1.0,4.0
130174000666,1.0,1.0,1.0,1.0,4.0
130174000667,,,,,
130174000668,,,,,
130174000669,1.0,1.0,1.0,1.0,4.0
130174000672,,,,,
130174000677,,,,,
130174000678,,,,,
130174000679,1.0,1.0,1.0,1.0,4.0
130174000680,,,,,
130174000681,,,,,
130174000682,,,,,
130174000684,,,,,
130174000686,0.0,1.0,1.0,1.0,3.0
130174000687,,,,,
130174000688,,,,,
130174000690,1.0,1.0,1.0,1.0,4.0
130174000692,1.0,1.0,1.0,1.0,4.0
130174000694,,,,,
130174000695,,,,,
130174000696,,,,,
130174000698,,,,,
130174000699,,,,,
130174000700,,,,,
130174000701,,,,,
130174000702,,,,,
130174000703,,,,,
130174000704,,,,,
130174000707,1.0,1.0,1.0,1.0,4.0
130174000708,1.0,1.0,1.0,1.0,4.0
130174000709,,,,,
130174000710,,,,,
130174000712,0.0,1.0,1.0,1.0,3.0
130174000713,,,,,
130174000714,,,,,
130174000715,,,,,
130174000717,,,,,
130174000718,,,,,
130174000721,1.0,1.0,1.0,1.0,4.0
130174000722,,,,,
130174000723,,,,,
130174000724,,,,,
130174000725,,,,,
130174000726,,,,,
130174000727,,,,,
130174000728,,,,,
130174000729,,,,,
130174000732,,,,,
130174000734,,,,,
130174000737,,,,,
130174000738,,,,,
130174000740,,,,,
130174000741,,,,,
130174001521,,,,,
130174001531,,,,,
130174001547,,,,,
130174001553,1.0,1.0,1.0,1.0,4.0
130174001568,,,,,
130174001586,,,,,
130174001589,,,,,
130174001862,,,,,
130174001998,,,,,
130174001999,,,,,
130174002031,,,,,
130174002074,,,,,
130174002112,,,,,
130174002256,,,,,
130174002308,,,,,
130174002310,,,,,
130174002313,0.0,1.0,1.0,1.0,3.0
130174002370,,,,,
130174002478,,,,,
130174002479,0.0,1.0,1.0,1.0,3.0
130174002480,,,,,
130174002482,,,,,
130174002537,0.0,1.0,1.0,1.0,3.0
130174002538,,,,,
130174002543,0.0,0.0,0.0,0.0,0.0
130174002642,0.0,0.0,1.0,0.0,1.0
130174002858,,,,,
130174002859,,,,,
130174003332,1.0,1.0,1.0,1.0,4.0
130174003334,,,,,
130174003336,,,,,
130174003337,,,,,
130174003338,,,,,
130174003339,,,,,
130174003613,0.0,0.0,1.0,1.0,2.0
130174003634,,,,,
130174003643,,,,,
130174003665,,,,,
130174003708,1.0,1.0,1.0,1.0,4.0
130174003750,,,,,
130174003766,,,,,
130174003868,0.0,0.0,1.0,1.0,2.0
130174003884,1.0,1.0,1.0,1.0,4.0
130174003914,,,,,
130174003915,1.0,1.0,1.0,1.0,4.0
130174003921,0.0,1.0,1.0,1.0,3.0
130174003955,,,,,
130174004006,,,,,
130174004039,,,,,
130174004071,,,,,
130174004142,,,,,
130174004159,1.0,1.0,1.0,1.0,4.0
130174004199,,,,,
130174004248,,,,,
130174004362,,,,,
130174004403,,,,,
130174099996,0.0,1.0,1.0,1.0,3.0
130174099997,,,,,
130174099998,0.0,0.0,1.0,1.0,2.0
130174099999,,,,,
130177000803,,,,,
130177002113,,,,,
130177002114,,,,,
130177003340,0.0,1.0,1.0,0.0,2.0
130177004186,0.0,1.0,1.0,1.0,3.0
130180001889,0.0,1.0,1.0,0.0,2.0
130180002075,,,,,
130180002862,,,,,
130180004286,0.0,0.0,0.0,0.0,0.0
130183000824,0.0,1.0,1.0,0.0,2.0
130183000829,,,,,
130183000832,1.0,1.0,1.0,0.0,3.0
130183000833,,,,,
130183000834,,,,,
130183000836,,,,,
130183000837,,,,,
130183000839,1.0,1.0,1.0,1.0,4.0
130183000840,,,,,
130183000842,,,,,
130183000843,,,,,
130183000846,,,,,
130183000848,,,,,
130183002314,,,,,
130183002315,,,,,
130183002316,,,,,
130183002546,,,,,
130183003341,,,,,
130183003342,,,,,
130183003343,,,,,
130183003344,,,,,
130183004407,0.0,1.0,1.0,1.0,3.0
130183099993,0.0,1.0,1.0,0.0,2.0
130183099994,0.0,0.0,1.0,0.0,1.0
130183099995,,,,,
130183099996,,,,,
130183099998,0.0,1.0,0.0,0.0,1.0
130183099999,1.0,1.0,1.0,1.0,4.0
130186000062,,,,,
130186000851,,,,,
130186000853,1.0,1.0,1.0,1.0,4.0
130186000855,,,,,
130186000856,,,,,
130186000858,,,,,
130186000859,,,,,
130186000860,,,,,
130186000861,,,,,
130186000863,,,,,
130186000864,1.0,1.0,1.0,1.0,4.0
130186000865,,,,,
130186000866,,,,,
130186001927,,,,,
130186001976,1.0,1.0,1.0,1.0,4.0
130186002000,,,,,
130186002032,,,,,
130186002156,,,,,
130186002157,,,,,
130186002159,,,,,
130186002160,,,,,
130186002317,0.0,1.0,1.0,1.0,3.0
130186002318,,,,,
130186002547,,,,,
130186002548,,,,,
130186002549,,,,,
130186003345,,,,,
130186003346,,,,,
130186003557,,,,,
130186003628,,,,,
130186003670,,,,,
130186003689,0.0,0.0,0.0,0.0,0.0
130186003890,,,,,
130186003911,,,,,
130186004034,0.0,1.0,1.0,1.0,3.0
130187000869,,,,,
130187000873,1.0,1.0,1.0,0.0,3.0
130187002217,,,,,
130187004050,0.0,1.0,0.0,0.0,1.0
130187004061,,,,,
130187099999,,,,,
130189000875,,,,,
130189000878,,,,,
130189000879,,,,,
130189000880,,,,,
130189001707,0.0,1.0,1.0,0.0,2.0
130189001729,,,,,
130189002934,,,,,
130189003887,1.0,1.0,1.0,1.0,4.0
130192000252,,,,,
130192000884,0.0,1.0,1.0,1.0,3.0
130192002163,,,,,
130195000886,0.0,0.0,1.0,1.0,2.0
130195003976,,,,,
130198000887,,,,,
130198000888,,,,,
130198000889,,,,,
130198000890,1.0,1.0,1.0,1.0,4.0
130198000891,,,,,
130198000892,,,,,
130198001141,,,,,
130198001170,,,,,
130198001594,1.0,1.0,1.0,1.0,4.0
130198001597,,,,,
130198001954,,,,,
130198002550,,,,,
130198003348,,,,,
130198099997,0.0,0.0,0.0,0.0,0.0
130198099998,0.0,1.0,1.0,1.0,3.0
130198099999,1.0,1.0,1.0,1.0,4.0
130201000894,1.0,1.0,1.0,0.0,3.0
130201002871,,,,,
130201004085,,,,,
130201004097,,,,,
130201004100,,,,,
130204000905,0.0,1.0,1.0,0.0,2.0
130204000906,,,,,
130204000908,,,,,
130204002033,0.0,0.0,0.0,0.0,0.0
130204002034,,,,,
130204002164,,,,,
130207000909,0.0,1.0,1.0,1.0,3.0
130207000911,,,,,
130207002257,,,,,
130207004287,0.0,0.0,0.0,1.0,1.0
130210000067,,,,,
130210000156,,,,,
130210000255,,,,,
130210000912,1.0,1.0,1.0,1.0,4.0
130210000916,,,,,
130213000920,,,,,
130213000923,,,,,
130213000925,,,,,
130213001174,,,,,
130213001235,,,,,
130213001892,1.0,1.0,1.0,1.0,4.0
130213001893,,,,,
130213001955,,,,,
130213002115,,,,,
130213002116,,,,,
130213002117,,,,,
130213002118,,,,,
130213002165,1.0,1.0,1.0,1.0,4.0
130213002166,,,,,
130213002167,1.0,1.0,1.0,1.0,4.0
130213002168,1.0,1.0,1.0,1.0,4.0
130213002258,,,,,
130213002485,,,,,
130213002554,,,,,
130213002555,,,,,
130213002876,,,,,
130213002877,1.0,1.0,1.0,1.0,4.0
130213003638,,,,,
130213003802,,,,,
130219000882,,,,,
130219000934,,,,,
130219000937,1.0,1.0,1.0,1.0,4.0
130219000938,,,,,
130219000939,,,,,
130219000940,,,,,
130219000941,,,,,
130219000942,,,,,
130219000943,,,,,
130219000945,,,,,
130219000949,,,,,
130219002260,,,,,
130219002372,,,,,
130219002373,1.0,1.0,1.0,1.0,4.0
130219002374,,,,,
130219002375,1.0,1.0,1.0,1.0,4.0
130219003351,0.0,1.0,1.0,1.0,3.0
130222000268,,,,,
130222000893,1.0,1.0,1.0,1.0,4.0
130222000951,,,,,
130222000953,,,,,
130222000954,,,,,
130222000955,,,,,
130222000956,1.0,1.0,1.0,1.0,4.0
130222000957,,,,,
130222001610,,,,,
130222001895,,,,,
130222001897,1.0,1.0,1.0,1.0,4.0
130222002169,,,,,
130222002173,,,,,
130222002178,,,,,
130222002261,,,,,
130222002262,,,,,
130222002320,,,,,
130222002487,,,,,
130222002559,,,,,
130222002720,0.0,1.0,1.0,0.0,2.0
130222002880,,,,,
130222002881,,,,,
130222003352,,,,,
130222003353,,,,,
130222003354,1.0,1.0,1.0,1.0,4.0
130222003355,,,,,
130222003356,,,,,
130222003357,,,,,
130222003685,,,,,
130222003825,,,,,
130222003840,0.0,1.0,1.0,1.0,3.0
130222003853,,,,,
130222003858,,,,,
130222003923,,,,,
130222003954,1.0,1.0,1.0,1.0,4.0
130222003995,1.0,1.0,1.0,1.0,4.0
130222004084,,,,,
130222004228,,,,,
130222004233,,,,,
130222004314,1.0,1.0,1.0,1.0,4.0
130222004320,1.0,1.0,1.0,1.0,4.0
130222004400,,,,,
130222004417,,,,,
130222004418,0.0,1.0,1.0,1.0,3.0
130225000961,0.0,1.0,1.0,0.0,2.0
130225000963,,,,,
130225000964,,,,,
130225003358,,,,,
130225003359,,,,,
130228000035,,,,,
130228000217,,,,,
130228000927,,,,,
130228000948,,,,,
130228000965,,,,,
130228000967,1.0,1.0,1.0,1.0,4.0
130228000968,,,,,
130228000969,,,,,
130228000970,,,,,
130228000971,,,,,
130228000974,,,,,
130228000975,,,,,
130228000976,,,,,
130228000978,,,,,
130228000986,,,,,
130228000987,1.0,1.0,1.0,1.0,4.0
130228000988,,,,,
130228000991,,,,,
130228000997,,,,,
130228000998,,,,,
130228001005,1.0,1.0,1.0,1.0,4.0
130228001006,,,,,
130228001013,,,,,
130228001015,,,,,
130228001024,1.0,1.0,1.0,1.0,4.0
130228001025,,,,,
130228001026,,,,,
130228001031,1.0,1.0,1.0,1.0,4.0
130228001032,,,,,
130228001036,,,,,
130228001043,,,,,
130228001615,,,,,
130228001620,,,,,
130228001623,,,,,
130228001627,,,,,
130228001631,,,,,
130228001928,,,,,
130228001929,,,,,
130228001930,,,,,
130228001956,,,,,
130228001957,,,,,
130228001958,0.0,1.0,1.0,1.0,3.0
130228001979,,,,,
130228002001,,,,,
130228002035,,,,,
130228002036,,,,,
130228002037,0.0,1.0,1.0,0.0,2.0
130228002078,,,,,
130228002119,1.0,1.0,1.0,1.0,4.0
130228002120,1.0,1.0,1.0,1.0,4.0
130228002121,,,,,
130228002122,,,,,
130228002123,,,,,
130228002124,1.0,1.0,1.0,1.0,4.0
130228002170,,,,,
130228002172,1.0,1.0,1.0,1.0,4.0
130228002181,1.0,1.0,1.0,1.0,4.0
130228002189,,,,,
130228002190,,,,,
130228002264,,,,,
130228002265,,,,,
130228002321,,,,,
130228002378,,,,,
130228002379,,,,,
130228002380,,,,,
130228002382,,,,,
130228002489,,,,,
130228002490,,,,,
130228002491,,,,,
130228002492,,,,,
130228002493,,,,,
130228002560,1.0,1.0,1.0,1.0,4.0
130228002561,,,,,
130228002564,,,,,
130228002885,,,,,
130228002886,,,,,
130228002887,,,,,
130228003360,,,,,
130228003363,,,,,
130228003364,1.0,1.0,1.0,1.0,4.0
130228003365,,,,,
130228003367,,,,,
130228003368,,,,,
130228003369,,,,,
130228003535,,,,,
130228003561,,,,,
130228003563,,,,,
130228003651,0.0,0.0,0.0,0.0,0.0
130228003816,,,,,
130228003842,,,,,
130228003874,,,,,
130228003913,0.0,1.0,1.0,1.0,3.0
130228003935,1.0,1.0,1.0,1.0,4.0
130228003940,,,,,
130228003990,,,,,
130228004002,,,,,
130228004045,1.0,1.0,1.0,1.0,4.0
130228004099,1.0,1.0,1.0,1.0,4.0
130228004147,,,,,
130228004187,,,,,
130228004201,,,,,
130228004218,,,,,
130228004225,0.0,1.0,0.0,1.0,2.0
130228004243,,,,,
130228004247,,,,,
130228004259,,,,,
130228004261,0.0,0.0,0.0,0.0,0.0
130228004408,1.0,1.0,1.0,1.0,4.0
130228004409,1.0,1.0,1.0,1.0,4.0
130228004411,0.0,1.0,1.0,0.0,2.0
130228099996,0.0,0.0,0.0,0.0,0.0
130228099997,0.0,0.0,0.0,0.0,0.0
130228099998,0.0,0.0,0.0,0.0,0.0
130231000037,,,,,
130231001044,,,,,
130231001046,,,,,
130231001048,1.0,1.0,1.0,1.0,4.0
130231003048,,,,,
130231003049,,,,,
130231003897,,,,,
130231004284,,,,,
130234001053,1.0,1.0,1.0,1.0,4.0
130234001054,,,,,
130234002565,,,,,
130234003371,,,,,
130234004093,,,,,
130237001055,0.0,1.0,1.0,0.0,2.0
130237004318,,,,,
130240000950,,,,,
130240001056,,,,,
130240001058,,,,,
130240001059,,,,,
130240001061,,,,,
130240001063,,,,,
130240001064,,,,,
130240001065,1.0,1.0,1.0,1.0,4.0
130240001067,,,,,
130240001068,1.0,1.0,1.0,1.0,4.0
130240002080,,,,,
130240002191,,,,,
130240002192,,,,,
130240002266,,,,,
130240002566,,,,,
130240002894,0.0,0.0,0.0,0.0,0.0
130240003372,,,,,
130240003697,0.0,0.0,0.0,0.0,0.0
130240003773,,,,,
130240004076,,,,,
130240004086,0.0,0.0,0.0,0.0,0.0
130243001071,,,,,
130243001072,,,,,
130243001075,,,,,
130243001077,,,,,
130243001959,1.0,1.0,1.0,1.0,4.0
130243002081,,,,,
130243002175,,,,,
130243003374,1.0,1.0,1.0,1.0,4.0
130243003877,,,,,
130243004118,,,,,
130246001079,,,,,
130246001080,,,,,
130246001081,,,,,
130246001082,,,,,
130246001083,1.0,1.0,1.0,1.0,4.0
130246001084,,,,,
130246001936,,,,,
130249002383,,,,,
130249002384,,,,,
130249002386,0.0,1.0,1.0,1.0,3.0
130249003570,,,,,
130249003968,,,,,
130249004341,1.0,1.0,1.0,1.0,4.0
130252001049,,,,,
130252001089,,,,,
130252001092,0.0,1.0,1.0,1.0,3.0
130252001093,,,,,
130252001098,,,,,
130252001099,,,,,
130252001100,,,,,
130252001101,,,,,
130252001102,,,,,
130252002194,,,,,
130252002281,,,,,
130252002429,1.0,1.0,1.0,1.0,4.0
130252002430,,,,,
130252002776,0.0,0.0,0.0,1.0,1.0
130252002978,0.0,0.0,0.0,1.0,1.0
130252003447,,,,,
130252003448,,,,,
130252003449,,,,,
130252003588,0.0,0.0,1.0,0.0,1.0
130252003951,,,,,
130255000046,,,,,
130255000272,,,,,
130255000296,,,,,
130255000308,0.0,1.0,1.0,1.0,3.0
130255000309,,,,,
130255000327,,,,,
130255000959,1.0,1.0,1.0,1.0,4.0
130255000972,,,,,
130255000973,,,,,
130255000992,,,,,
130255001109,,,,,
130255001110,,,,,
130255001111,,,,,
130255001112,,,,,
130255001114,1.0,1.0,1.0,1.0,4.0
130255001115,,,,,
130255001116,,,,,
130255001117,,,,,
130255001118,1.0,1.0,1.0,1.0,4.0
130255001119,,,,,
130255001120,,,,,
130255001121,,,,,
130255001122,,,,,
130255001123,1.0,1.0,1.0,1.0,4.0
130255001124,,,,,
130255001125,,,,,
130255001127,1.0,1.0,1.0,1.0,4.0
130255001129,1.0,1.0,1.0,1.0,4.0
130255001130,,,,,
130255001131,,,,,
130255001132,1.0,1.0,1.0,1.0,4.0
130255001133,,,,,
130255001134,,,,,
130255001135,1.0,1.0,1.0,1.0,4.0
130255001136,,,,,
130255001137,,,,,
130255001138,,,,,
130255001139,,,,,
130255001140,,,,,
130255001142,,,,,
130255001143,,,,,
130255001144,,,,,
130255001249,,,,,
130255001632,,,,,
130255001633,,,,,
130255001635,,,,,
130255001638,,,,,
130255001901,,,,,
130255001902,,,,,
130255001903,,,,,
130255001905,1.0,1.0,1.0,1.0,4.0
130255001906,1.0,1.0,1.0,1.0,4.0
130255001907,,,,,
130255001909,,,,,
130255001910,,,,,
130255001931,,,,,
130255001937,1.0,1.0,1.0,1.0,4.0
130255001938,,,,,
130255001960,,,,,
130255001961,,,,,
130255001980,1.0,1.0,1.0,1.0,4.0
130255001981,,,,,
130255002004,,,,,
130255002005,,,,,
130255002039,1.0,1.0,1.0,1.0,4.0
130255002040,,,,,
130255002041,,,,,
130255002082,,,,,
130255002125,,,,,
130255002126,,,,,
130255002176,,,,,
130255002196,,,,,
130255002197,,,,,
130255002211,,,,,
130255002214,,,,,
130255002267,,,,,
130255002322,,,,,
130255002323,,,,,
130255002324,,,,,
130255002325,,,,,
130255002387,1.0,1.0,1.0,1.0,4.0
130255002898,,,,,
130255002899,,,,,
130255002900,,,,,
130255002901,,,,,
130255002902,,,,,
130255002903,1.0,1.0,1.0,1.0,4.0
130255002904,,,,,
130255002905,,,,,
130255003376,1.0,1.0,1.0,1.0,4.0
130255003380,,,,,
130255003381,,,,,
130255003382,,,,,
130255003385,,,,,
130255003388,,,,,
130255003393,,,,,
130255003395,,,,,
130255003396,,,,,
130255003397,,,,,
130255003398,,,,,
130255003399,,,,,
130255003553,1.0,1.0,1.0,1.0,4.0
130255003627,0.0,0.0,0.0,0.0,0.0
130255003690,0.0,1.0,1.0,1.0,3.0
130255003738,,,,,
130255003785,,,,,
130255003786,,,,,
130255003813,,,,,
130255003814,,,,,
130255003835,,,,,
130255003838,1.0,1.0,1.0,1.0,4.0
130255003870,,,,,
130255003893,,,,,
130255003912,,,,,
130255003916,1.0,1.0,1.0,1.0,4.0
130255003917,,,,,
130255003943,,,,,
130255003945,,,,,
130255003965,,,,,
130255003979,,,,,
130255003989,,,,,
130255003991,,,,,
130255003993,,,,,
130255003998,1.0,1.0,1.0,1.0,4.0
130255004003,,,,,
130255004004,,,,,
130255004026,,,,,
130255004057,1.0,1.0,1.0,1.0,4.0
130255004149,,,,,
130255004169,,,,,
130255004181,,,,,
130255004184,,,,,
130255004210,,,,,
130255004212,1.0,1.0,1.0,1.0,4.0
130255004234,,,,,
130255004251,,,,,
130255004257,0.0,1.0,1.0,1.0,3.0
130255004313,1.0,1.0,1.0,1.0,4.0
130255004344,1.0,1.0,1.0,1.0,4.0
130258001145,1.0,1.0,1.0,1.0,4.0
130258001147,,,,,
130258001148,,,,,
130258001149,,,,,
130258001150,,,,,
130258001151,,,,,
130258001152,,,,,
130258001153,,,,,
130258001154,,,,,
130258002042,,,,,
130258003401,,,,,
130258003402,0.0,0.0,1.0,0.0,1.0
130258004032,,,,,
130258004144,0.0,1.0,0.0,0.0,1.0
130261000344,,,,,
130261000357,,,,,
130261001155,,,,,
130261001156,,,,,
130261001157,,,,,
130261001158,,,,,
130261001159,,,,,
130261001160,,,,,
130261001161,1.0,1.0,1.0,1.0,4.0
130261001162,0.0,1.0,1.0,1.0,3.0
130261001163,,,,,
130261001164,,,,,
130261001165,,,,,
130261001166,,,,,
130261001168,1.0,1.0,1.0,1.0,4.0
130261001169,,,,,
130261001171,,,,,
130261001172,,,,,
130261001173,,,,,
130261001268,,,,,
130261002043,1.0,1.0,1.0,1.0,4.0
130261002044,,,,,
130261002045,,,,,
130261002177,,,,,
130261002326,,,,,
130261002327,,,,,
130261002390,,,,,
130261002569,1.0,1.0,1.0,1.0,4.0
130261002570,,,,,
130261002571,1.0,1.0,1.0,1.0,4.0
130261003403,0.0,0.0,0.0,1.0,1.0
130261003404,,,,,
130261003805,,,,,
130261004305,0.0,1.0,1.0,1.0,3.0
130261004308,,,,,
130261004327,1.0,1.0,1.0,1.0,4.0
130261004328,,,,,
130264001178,0.0,1.0,1.0,0.0,2.0
130264002006,,,,,
130264003539,,,,,
130267001180,,,,,
130267001181,,,,,
130267001182,,,,,
130267001183,1.0,1.0,1.0,1.0,4.0
130267001184,,,,,
130267001639,,,,,
130267004310,0.0,0.0,0.0,0.0,0.0
130270001188,,,,,
130270002007,,,,,
130270002083,,,,,
130270002269,,,,,
130270002270,1.0,1.0,1.0,1.0,4.0
130270002271,,,,,
130270003958,,,,,
130273001193,1.0,1.0,1.0,1.0,4.0
130273001197,,,,,
130273002127,,,,,
130273002572,,,,,
130273002573,,,,,
130279001199,,,,,
130279001200,,,,,
130279001201,0.0,1.0,1.0,0.0,2.0
130279001202,,,,,
130279002574,,,,,
130279004413,0.0,1.0,0.0,0.0,1.0
130282000367,,,,,
130282000378,,,,,
130282000399,,,,,
130282001204,,,,,
130282001205,1.0,1.0,1.0,1.0,4.0
130282001206,,,,,
130282001207,,,,,
130282001208,1.0,1.0,1.0,1.0,4.0
130282001209,,,,,
130282001212,,,,,
130282001213,,,,,
130282001214,,,,,
130282001288,,,,,
130282001641,,,,,
130282001655,,,,,
130282001663,,,,,
130282002128,,,,,
130282002129,,,,,
130282002130,1.0,1.0,1.0,1.0,4.0
130282002328,,,,,
130282002329,,,,,
130282002391,1.0,1.0,1.0,1.0,4.0
130282002392,,,,,
130282002393,,,,,
130282002394,,,,,
130282002575,,,,,
130282002916,1.0,1.0,1.0,1.0,4.0
130282002918,,,,,
130282003407,1.0,1.0,1.0,1.0,4.0
130282003408,,,,,
130282003409,,,,,
130282003410,,,,,
130282003411,,,,,
130282003412,,,,,
130282003413,,,,,
130282003414,1.0,1.0,1.0,1.0,4.0
130282003415,,,,,
130282003416,,,,,
130282003417,,,,,
130282003418,1.0,1.0,1.0,1.0,4.0
130282003419,,,,,
130282003566,,,,,
130282003730,,,,,
130282003747,,,,,
130282003824,,,,,
130282003928,1.0,1.0,1.0,1.0,4.0
130282003937,,,,,
130282003952,,,,,
130282004172,1.0,1.0,1.0,1.0,4.0
130282004214,0.0,1.0,1.0,0.0,2.0
130288000414,,,,,
130288001002,,,,,
130288001218,,,,,
130288001221,,,,,
130288001222,1.0,1.0,1.0,1.0,4.0
130288001223,,,,,
130288001224,,,,,
130288001225,,,,,
130288001227,,,,,
130288001229,,,,,
130288001230,1.0,1.0,1.0,1.0,4.0
130288001231,,,,,
130288001232,,,,,
130288001233,,,,,
130288001234,,,,,
130288001236,,,,,
130288001237,,,,,
130288001238,,,,,
130288001239,,,,,
130288001240,1.0,1.0,1.0,1.0,4.0
130288001241,,,,,
130288001676,,,,,
130288001677,,,,,
130288002131,,,,,
130288002132,,,,,
130288002179,1.0,1.0,1.0,1.0,4.0
130288002330,,,,,
130288002331,,,,,
130288002498,,,,,
130288002920,,,,,
130288002921,,,,,
130288003585,,,,,
130288003618,,,,,
130288003661,,,,,
130288003969,1.0,1.0,1.0,1.0,4.0
130288004166,,,,,
130288004380,,,,,
130291001243,,,,,
130291001244,,,,,
130291001246,0.0,1.0,1.0,0.0,2.0
130294001251,,,,,
130294001252,,,,,
130294001253,,,,,
130294001683,,,,,
130294001696,,,,,
130294002134,1.0,1.0,1.0,1.0,4.0
130294002499,,,,,
130294002924,,,,,
130294003421,1.0,1.0,1.0,1.0,4.0
130294003742,,,,,
130297001004,,,,,
130297001255,,,,,
130297002397,,,,,
130297003423,1.0,1.0,1.0,1.0,4.0
130300001256,,,,,
130300001257,,,,,
130300001258,,,,,
130300001259,1.0,1.0,1.0,1.0,4.0
130303001260,1.0,1.0,1.0,1.0,4.0
130303001261,,,,,
130303002346,,,,,
130303003671,,,,,
130306001263,,,,,
130306001264,,,,,
130306001267,,,,,
130306001291,1.0,1.0,1.0,0.0,3.0
130306004340,,,,,
130309001270,0.0,0.0,1.0,0.0,1.0
130309001271,,,,,
130309002398,0.0,0.0,0.0,0.0,0.0
130312000055,0.0,1.0,1.0,0.0,2.0
130312001697,,,,,
130312002400,,,,,
130315001277,,,,,
130315001279,1.0,1.0,1.0,1.0,4.0
130315002272,,,,,
130315002502,,,,,
130315002503,,,,,
130315003424,,,,,
130315004018,,,,,
130321001294,0.0,1.0,1.0,0.0,2.0
130321002084,,,,,
130321002273,,,,,
130321003425,,,,,
130324001297,,,,,
130324002402,,,,,
130324002403,0.0,1.0,0.0,1.0,2.0
130324003829,,,,,
130327000057,1.0,1.0,1.0,1.0,4.0
130327000146,,,,,
130327000206,,,,,
130327001298,,,,,
130327001731,,,,,
130327001982,,,,,
130327003761,0.0,0.0,0.0,0.0,0.0
130327004128,,,,,
130330000436,,,,,
130330001007,,,,,
130330001301,,,,,
130330001303,0.0,1.0,1.0,1.0,3.0
130330001305,,,,,
130330001326,,,,,
130330001736,,,,,
130330001911,,,,,
130330002046,,,,,
130330002182,0.0,1.0,1.0,1.0,3.0
130330002406,,,,,
130330002504,,,,,
130330002580,,,,,
