ibo_school_id,ib_name,offers_dp,offers_cp,offers_myp,offers_pyp,programmes,ncessch,nces_name,city,state
4578,Baker Middle School,f,f,t,f,MYP,1302420,Baker Middle School,Columbus,GA 
4578,Baker Middle School,f,f,t,f,MYP,4100001,Baker Middle School,Baker City,OR 
4578,Baker Middle School,f,f,t,f,MYP,0401161,Baker Middle School,Kayenta,AZ 
4578,Baker Middle School,f,f,t,f,MYP,2606962,Baker Middle School,TROY,MI 
4578,Baker Middle School,f,f,t,f,MYP,5301454,Baker Middle School,Tacoma,WA 
4578,Baker Middle School,f,f,t,f,MYP,2200343,Baker Middle School,Baker,LA 
62742,Baldwin High School,t,f,f,f,DP,1300158,Baldwin High School,Milledgeville,GA 
62742,Baldwin High School,t,f,f,f,DP,2000704,Baldwin High School,Baldwin City,KS 
63875,Ballantyne Ridge High School,t,f,f,f,DP,3703662,Ballantyne Ridge High School,Charlotte,NC 
6618,Balmoral Ridgeway Elementary,f,f,f,t,PYP,,,,
1014,Baltimore City College,t,f,t,f,"MYP, DP",2400150,Baltimore City College,Baltimore,MD 
4842,Baltimore International Academy,f,f,t,t,"PYP, MYP",2401631,Baltimore International Academy,Baltimore,MD 
61380,Baltimore International Academy West,f,f,t,f,MYP,2401752,Baltimore International Academy West,Baltimore,MD 
6838,Bancroft Elementary School,f,f,f,t,PYP,3101937,BANCROFT ELEMENTARY SCHOOL,OMAHA,NE 
61939,Bannon Creek School,f,f,f,t,PYP,,,,
62577,Barack and Michelle Obama Academy,f,f,f,t,PYP,1300077,Barack and Michelle Obama Academy,Atlanta,GA 
6563,Barack Obama Academy of International Studies,t,f,t,f,"MYP, DP",,,,
60945,Barack Obama Elementary School,f,f,f,t,PYP,2801052,Barack Obama Elementary School,Jackson,MS 
60945,Barack Obama Elementary School,f,f,f,t,PYP,3601156,BARACK OBAMA ELEMENTARY SCHOOL,HEMPSTEAD,NY 
60945,Barack Obama Elementary School,f,f,f,t,PYP,2903189,BARACK OBAMA ELEMENTARY SCHOOL,ST. LOUIS,MO 
