ibo_school_id,ib_name,offers_dp,offers_cp,offers_myp,offers_pyp,programmes,ncessch,nces_name,city,state
1084,Dalton High School,t,f,f,f,DP,1300786,Dalton High School,Dalton,GA 
1084,Dalton High School,t,f,f,f,DP,3903980,Dalton High School,Dalton,OH 
6401,Damien High School,f,t,f,f,CP,,,,
51910,Daniel Ortiz Middle School,f,f,t,f,MYP,,,,
3328,Daphne High School,t,f,f,f,DP,0101759,Daphne High School,Daphne,AL 
1945,Darrell Lynn Hines College Preparatory Academy of Excellence,f,f,f,t,PYP,,,,
50185,David G. Farragut Career Academy High School,t,t,t,f,"MYP, DP, CP",,,,
60946,David Paterson School,f,f,f,t,PYP,3601151,DAVID PATERSON SCHOOL,HEMPSTEAD,NY 
64023,Davis Ninth Grade School,f,f,t,f,MYP,,,,
52106,Daystar Academy,t,f,t,t,"PYP, MYP, DP",,,,
51074,DC International School,t,t,t,f,"MYP, DP, CP",,,,
6778,Decatur High School,t,t,t,f,"MYP, DP, CP",0500221,DECATUR HIGH SCHOOL,DECATUR,AR 
6778,Decatur High School,t,t,t,f,"MYP, DP, CP",0100429,Decatur High School,Decatur,AL 
6778,Decatur High School,t,t,t,f,"MYP, DP, CP",5300434,Decatur High School,FEDERAL WAY,WA 
6778,Decatur High School,t,t,t,f,"MYP, DP, CP",1300802,Decatur High School,Decatur,GA 
533,Deerfield Beach High School,t,f,t,f,"MYP, DP",1200251,DEERFIELD BEACH HIGH SCHOOL,DEERFIELD BEACH,FL 
2622,Deerfield Beach Middle School,f,f,t,f,MYP,1200213,DEERFIELD BEACH MIDDLE SCHOOL,DEERFIELD BEACH,FL 
3730,Deerwood Academy,f,f,f,t,PYP,1303470,Deerwood Academy,Atlanta,GA 
534,Deland High School,t,f,f,f,DP,1201969,DELAND HIGH SCHOOL,DELAND,FL 
61501,Delevan Drive Elementary,f,f,f,t,PYP,0602954,Delevan Drive Elementary,Los Angeles,CA 
50777,Del Mar High School,t,f,f,f,DP,,,,
3333,Denton High School,t,f,t,f,"MYP, DP",3000252,Denton High School,Denton,MT 
50431,DePaul College Prep,t,f,f,f,DP,,,,
51732,Desert Garden Montessori,f,f,t,f,MYP,,,,
1020,Desert Mountain High School,t,f,t,f,"MYP, DP",0400604,Desert Mountain High School,Scottsdale,AZ 
6536,Detroit Edison Public School Academy,t,f,t,f,"MYP, DP",2601202,Detroit Edison Public School Academy,DETROIT,MI 
6542,Dexter High School,t,f,f,f,DP,2604916,Dexter High School,DEXTER,MI 
1355,Diamond Bar High School,t,f,f,f,DP,,,,
61588,Dimmitt Middle School,f,f,t,f,MYP,5302564,Dimmitt Middle School,Seattle,WA 
4741,Dina Link Elementary School,f,f,f,t,PYP,,,,
3099,Discovery Canyon Campus,t,t,t,t,"PYP, MYP, DP, CP",,,,
50373,Discovery School,f,f,f,t,PYP,4900736,Discovery School,VERNAL,UT 
50373,Discovery School,f,f,f,t,PYP,3703498,Discovery School,Statesville,NC 
50373,Discovery School,f,f,f,t,PYP,3603478,DISCOVERY SCHOOL,BUFFALO,NY 
50373,Discovery School,f,f,f,t,PYP,4701248,Discovery School,Murfreesboro,TN 
50373,Discovery School,f,f,f,t,PYP,4900123,Discovery School,BRIGHAM CITY,UT 
50373,Discovery School,f,f,f,t,PYP,0400058,Discovery School,GLENDALE,AZ 
52423,D.M. Therrell High School,t,t,f,f,"DP, CP",,,,
1054,Dobbs Ferry High School,t,f,t,f,"MYP, DP",3600702,DOBBS FERRY HIGH SCHOOL,DOBBS FERRY,NY 
50332,Dobbs Ferry Middle School,f,f,t,f,MYP,3604681,DOBBS FERRY MIDDLE SCHOOL,DOBBS FERRY,NY 
60471,Dogwood Elementary School,f,f,f,t,PYP,3603678,DOGWOOD ELEMENTARY SCHOOL,SMITHTOWN,NY 
60471,Dogwood Elementary School,f,f,f,t,PYP,4701576,Dogwood Elementary School,Germantown,TN 
60132,Dolores Huerta International Academy,f,f,f,t,PYP,0614002,Dolores Huerta International Academy,Fontana,CA 
51760,Doral Academy Preparatory High School,t,f,f,f,DP,,,,
62851,Doral Performing Arts and Entertainment Academy,t,f,f,f,DP,,,,
63162,Dorothy C. York Innovation Academy,f,f,t,t,"PYP, MYP",,,,
1468,Dos Pueblos High School,t,f,f,f,DP,,,,
51686,Dos Rios Elementary School,f,f,f,t,PYP,0801482,Dos Rios Elementary School,EVANS,CO 
51686,Dos Rios Elementary School,f,f,f,t,PYP,0801691,Dos Rios Elementary School,GRAND JUNCTION,CO 
988,Douglas County High School,t,f,t,f,"MYP, DP",0800440,Douglas County High School,CASTLE ROCK,CO 
988,Douglas County High School,t,f,t,f,"MYP, DP",1300864,Douglas County High School,Douglasville,GA 
7005,Downingtown STEM Academy,t,f,f,f,DP,4207401,Downingtown STEM Academy,Downingtown,PA 
61851,Downtown Doral Charter Upper School,t,f,t,f,"MYP, DP",1208658,DOWNTOWN DORAL CHARTER UPPER SCHOOL,DORAL,FL 
6435,Downtown Magnets High School,t,f,f,f,DP,,,,
49723,Dr. Edward Alexander Bouchet International School,f,f,t,t,"PYP, MYP",,,,
62494,Dr. Frederick D. Haynes III Global Preparatory Academy at Paul Quinn College,t,f,f,f,DP,,,,
2137,"Dr. Martin Luther King, Jr. HS",t,f,f,f,DP,,,,
51108,"Dr. Martin Luther King, Jr. Middle School",f,f,t,f,MYP,,,,
4995,Dr. Mary McLeod Bethune Elementary School,f,f,f,t,PYP,,,,
6117,"Dr. Orlando Edreira Academy, School 26",f,f,t,t,"PYP, MYP",,,,
4039,Dr. Pablo Perez Elementary School,f,f,f,t,PYP,,,,
49700,Dr. Thomas S. O Connell Elementary School,f,f,f,t,PYP,,,,
2129,Druid Hills High School,t,f,f,f,DP,1300665,Druid Hills High School,Atlanta,GA 
2543,Druid Hills Middle School,f,f,t,f,MYP,1301589,Druid Hills Middle School,Decatur,GA 
63800,Dual Language Middle School MS 247,f,f,t,f,MYP,,,,
49494,Dublin High School,t,f,f,f,DP,1300873,Dublin High School,Dublin,GA 
60328,Dunbar Elementary School,f,f,f,t,PYP,,,,
50269,Dunbar High School,t,t,f,f,"DP, CP",1204368,DUNBAR HIGH SCHOOL,FORT MYERS,FL 
51270,Dundee Elementary Academy,f,f,f,t,PYP,1201794,DUNDEE ELEMENTARY ACADEMY,DUNDEE,FL 
51175,Dundee Ridge Academy,f,f,t,f,MYP,,,,
2038,Dunn Elementary School,f,f,f,t,PYP,0800526,Dunn Elementary School,FORT COLLINS,CO 
4221,Durham Elementary IB World School,f,f,f,t,PYP,,,,
63526,Duval Charter School at Flagler Center,f,f,t,f,MYP,1208500,DUVAL CHARTER SCHOOL AT FLAGLER CENTER,JACKSONVILLE,FL 
3043,Dwight D. Eisenhower High School,t,f,f,f,DP,,,,
4038,Dwight D. Eisenhower Middle School,f,f,t,f,MYP,2001732,Dwight D. Eisenhower Middle School,Goddard,KS 
4038,Dwight D. Eisenhower Middle School,f,f,t,f,MYP,3400944,Dwight D. Eisenhower Middle School,WYCKOFF,NJ 
58,Dwight School,t,f,t,t,"PYP, MYP, DP",,,,
51060,Eagle Hill School,t,f,f,f,DP,,,,
6464,Eagle Rock Junior/Senior High School,t,t,t,f,"MYP, DP, CP",,,,
4111,Eagle Valley Elementary School,f,f,f,t,PYP,0800462,Eagle Valley Elementary School,EAGLE,CO 
6018,Eakin Elementary School,f,f,f,t,PYP,3904315,Eakin Elementary School,Columbus,OH 
2025,EA Murchison Middle School,f,f,t,f,MYP,,,,
3728,Earlington Heights Elementary School,f,f,f,t,PYP,1200410,EARLINGTON HEIGHTS ELEMENTARY SCHOOL,MIAMI,FL 
942,Earl Wooster High School,t,t,t,f,"MYP, DP, CP",3200208,EARL WOOSTER HIGH SCHOOL,RENO,NV 
61993,East Bay German International School,t,f,f,f,DP,,,,
49200,Eastern Senior High School,t,f,t,f,"MYP, DP",,,,
3189,East Garner Magnet Middle School,f,f,t,f,MYP,,,,
49221,East Grand Rapids High School,t,f,f,f,DP,2604961,East Grand Rapids High School,GRAND RAPIDS,MI 
49837,East High School,t,f,f,f,DP,2700461,East High School,DULUTH,MN 
49837,East High School,t,f,f,f,DP,2900880,EAST HIGH SCHOOL,KANSAS CITY,MO 
49837,East High School,t,f,f,f,DP,3902082,East High School,Youngstown,OH 
49837,East High School,t,f,f,f,DP,3900624,East High School,Columbus,OH 
49837,East High School,t,f,f,f,DP,1700143,East High School,Aurora,IL 
49837,East High School,t,f,f,f,DP,1900528,East High School,Des Moines,IA 
49837,East High School,t,f,f,f,DP,0800338,East High School,DENVER,CO 
49837,East High School,t,f,f,f,DP,1901504,East High School,Sioux City,IA 
49837,East High School,t,f,f,f,DP,5600091,East High School,Cheyenne,WY 
49837,East High School,t,f,f,f,DP,0801040,East High School,PUEBLO,CO 
49837,East High School,t,f,f,f,DP,1901714,East High School,Waterloo,IA 
1021,East Mecklenburg High School,t,t,t,f,"MYP, DP, CP",3701214,East Mecklenburg High School,Charlotte,NC 
6539,East Middle School,f,f,t,f,MYP,3000882,East Middle School,Great Falls,MT 
6539,East Middle School,f,f,t,f,MYP,2600001,East Middle School,TRAVERSE CITY,MI 
6539,East Middle School,f,f,t,f,MYP,2605036,East Middle School,FARMINGTON HILLS,MI 
6539,East Middle School,f,f,t,f,MYP,3600228,EAST MIDDLE SCHOOL,BINGHAMTON,NY 
6539,East Middle School,f,f,t,f,MYP,0800060,East Middle School,AURORA,CO 
6539,East Middle School,f,f,t,f,MYP,2500364,East Middle School,Braintree,MA 
6539,East Middle School,f,f,t,f,MYP,3604144,EAST MIDDLE SCHOOL,WEST SENECA,NY 
6539,East Middle School,f,f,t,f,MYP,3600248,EAST MIDDLE SCHOOL,BRENTWOOD,NY 
6539,East Middle School,f,f,t,f,MYP,2606411,East Middle School,PLYMOUTH,MI 
6539,East Middle School,f,f,t,f,MYP,4701712,East Middle School,Tullahoma,TN 
6539,East Middle School,f,f,t,f,MYP,1901505,East Middle School,Sioux City,IA 
6539,East Middle School,f,f,t,f,MYP,2500389,East Middle School,Brockton,MA 
6539,East Middle School,f,f,t,f,MYP,3000905,East Middle School,Butte,MT 
61668,East Nashville Magnet High School,t,f,t,f,"MYP, DP",4700592,East Nashville Magnet High School,Nashville,TN 
61669,East Nashville Magnet Middle School,f,f,t,f,MYP,,,,
50827,Eastport Elementary School,f,f,f,t,PYP,2300912,Eastport Elementary School,Eastport,ME 
50827,Eastport Elementary School,f,f,f,t,PYP,3600788,EASTPORT ELEMENTARY SCHOOL,EASTPORT,NY 
262,Eastside High School,t,f,f,f,DP,1200028,EASTSIDE HIGH SCHOOL,GAINESVILLE,FL 
262,Eastside High School,t,f,f,f,DP,3404866,Eastside High School,PATERSON,NJ 
262,Eastside High School,t,f,f,f,DP,1301023,Eastside High School,Covington,GA 
262,Eastside High School,t,f,f,f,DP,3401348,Eastside High School,CAMDEN,NJ 
61932,East Texas Montessori Prep Academy,f,f,f,t,PYP,4813422,EAST TEXAS MONTESSORI PREP ACADEMY,LONGVIEW,TX 
62976,East Valley High School,t,f,f,f,DP,5300805,East Valley High School,Yakima,WA 
62976,East Valley High School,t,f,f,f,DP,0402525,East Valley High School,MESA,AZ 
62976,East Valley High School,t,f,f,f,DP,5300312,East Valley High School,Spokane Valley,WA 
62976,East Valley High School,t,f,f,f,DP,5401632,East Valley High School,Pine Grove,WV 
49497,Edgar Allan Poe Elementary School,f,f,f,t,PYP,,,,
2240,Edgar Allan Poe Middle School,f,f,t,f,MYP,,,,
3947,Edgewood High School,t,f,f,f,DP,1801546,Edgewood High School,Ellettsville,IN 
3947,Edgewood High School,t,f,f,f,DP,3902424,Edgewood High School,Trenton,OH 
3947,Edgewood High School,t,f,f,f,DP,3902358,Edgewood High School,Ashtabula,OH 
51896,Edgewood Schools,f,f,t,f,MYP,,,,
6916,Edgewood Schools,t,t,t,f,"MYP, DP, CP",,,,
874,Edmonds-Woodway High School,t,f,f,f,DP,,,,
50928,Edward K. Duke Ellington,f,f,t,f,MYP,,,,
61787,EF Academy Pasadena,t,f,f,f,DP,,,,
6047,EF International Academy Inc,t,f,f,f,DP,,,,
62386,Eisenhower Elementary,f,f,f,t,PYP,5502078,Eisenhower Elementary,Wauwatosa,WI 
62386,Eisenhower Elementary,f,f,f,t,PYP,2702206,EISENHOWER ELEMENTARY,HOPKINS,MN 
62386,Eisenhower Elementary,f,f,f,t,PYP,2700103,Eisenhower Elementary,COON RAPIDS,MN 
62386,Eisenhower Elementary,f,f,f,t,PYP,2100710,Eisenhower Elementary,Louisville,KY 
62386,Eisenhower Elementary,f,f,f,t,PYP,2001026,Eisenhower Elementary,McPherson,KS 
62386,Eisenhower Elementary,f,f,f,t,PYP,5500620,Eisenhower Elementary,Green Bay,WI 
63181,E. K. Powe Elementary School,f,f,f,t,PYP,,,,
2819,El Dorado High School,t,f,f,f,DP,0500274,EL DORADO HIGH SCHOOL,EL DORADO,AR 
50866,Elgin High School,t,f,f,f,DP,3100923,ELGIN HIGH SCHOOL,ELGIN,NE 
50866,Elgin High School,t,f,f,f,DP,4101141,Elgin High School,Elgin,OR 
50866,Elgin High School,t,f,f,f,DP,3903240,Elgin High School,Marion,OH 
50866,Elgin High School,t,f,f,f,DP,1701674,Elgin High School,Elgin,IL 
50164,Eliot-Hine Middle School,f,f,t,f,MYP,,,,
2031,Elizabeth Sutherland Elementary School,f,f,t,f,MYP,,,,
2059,Ellen Glasgow Middle School,f,f,t,f,MYP,,,,
6835,Ellis Elementary,f,f,f,t,PYP,0606460,Ellis Elementary,Sunnyvale,CA 
52286,El Rancho High School,t,f,f,f,DP,,,,
61884,El Roble Intermediate School,f,f,t,f,MYP,,,,
6919,El Segundo Middle School,f,f,t,f,MYP,,,,
6434,El Sereno Middle School,f,f,t,f,MYP,,,,
6771,Elsie Whitlow Stokes Community Freedom Public Charter School,f,f,f,t,PYP,,,,
3305,Emerald Campus Dublin City Schools,t,f,f,f,DP,,,,
51941,Empowering Possibilities International Charter,f,f,t,t,"PYP, MYP",0613935,Empowering Possibilities International Charter,West Sacramento,CA 
2425,E. Rivers Elementary School,f,f,f,t,PYP,1300036,E. Rivers Elementary School,Atlanta,GA 
60350,E.R. Martin School,f,f,t,f,MYP,,,,
4749,Escuela Bilingüe Internacional,f,f,t,t,"PYP, MYP",,,,
2034,Esmond Elementary School,f,f,t,f,MYP,,,,
61789,Estrella Foothills Global Academy,f,f,t,f,MYP,0403697,Estrella Foothills Global Academy,Laveen,AZ 
3184,Eugene Field Elementary School,f,f,f,t,PYP,,,,
440,Eugene International High School,t,f,f,f,DP,,,,
3966,Evans High School,t,f,f,f,DP,1300603,Evans High School,Evans,GA 
3966,Evans High School,t,f,f,f,DP,2201407,Evans High School,Evans,LA 
6734,Evergreen Middle School,f,f,t,f,MYP,5301841,Evergreen Middle School,Redmond,WA 
6734,Evergreen Middle School,f,f,t,f,MYP,0800718,Evergreen Middle School,EVERGREEN,CO 
6734,Evergreen Middle School,f,f,t,f,MYP,5300452,Evergreen Middle School,KENT,WA 
6734,Evergreen Middle School,f,f,t,f,MYP,5300193,Evergreen Middle School,Spokane Valley,WA 
6734,Evergreen Middle School,f,f,t,f,MYP,5300397,Evergreen Middle School,Everett,WA 
6734,Evergreen Middle School,f,f,t,f,MYP,3902761,Evergreen Middle School,Metamora,OH 
60878,Fairfax Senior High School,t,f,f,f,DP,,,,
6450,Fairfield Middle School,f,f,t,f,MYP,1900694,Fairfield Middle School,Fairfield,IA 
3347,Fairhope High School,t,f,f,f,DP,0100100,Fairhope High School,Fairhope,AL 
3287,Fairmont High School,t,f,f,f,DP,,,,
842,Fairmont Preparatory Academy,t,f,f,f,DP,,,,
62008,Fairmont Private School of Fresno,f,f,f,t,PYP,,,,
60912,"Fairmont Private Schools, Historic Anaheim Campus",f,f,f,t,PYP,,,,
804,Fairview High School,t,f,f,f,DP,2100348,Fairview High School,Ashland,KY 
804,Fairview High School,t,f,f,f,DP,3902628,Fairview High School,Sherwood,OH 
804,Fairview High School,t,f,f,f,DP,0800114,Fairview High School,BOULDER,CO 
804,Fairview High School,t,f,f,f,DP,3000284,Fairview High School,Fairview,MT 
804,Fairview High School,t,f,f,f,DP,3900934,Fairview High School,Fairview Park,OH 
804,Fairview High School,t,f,f,f,DP,4701804,Fairview High School,Fairview,TN 
804,Fairview High School,t,f,f,f,DP,2200025,Fairview High School,Grant,LA 
804,Fairview High School,t,f,f,f,DP,0100377,Fairview High School,Cullman,AL 
60844,Fallbrook Union High School,t,t,f,f,"DP, CP",,,,
6105,Falls Church City Elementary School,f,f,f,t,PYP,,,,
6442,Farmdale Elementary School,f,f,f,t,PYP,,,,
6933,Farmington High School,t,t,f,f,"DP, CP",2605039,Farmington High School,FARMINGTON,MI 
6933,Farmington High School,t,t,f,f,"DP, CP",0501716,FARMINGTON HIGH SCHOOL,FARMINGTON,AR 
6933,Farmington High School,t,t,f,f,"DP, CP",0900273,Farmington High School,Farmington,CT 
6933,Farmington High School,t,t,f,f,"DP, CP",2700568,FARMINGTON HIGH SCHOOL,FARMINGTON,MN 
1921,Farmington Woods Elementary School - International Baccalaureate®,f,f,f,t,PYP,,,,
3948,Fenton Senior High School,t,f,f,f,DP,2605068,Fenton Senior High School,FENTON,MI 
2434,Fernbank Elementary School,f,f,f,t,PYP,1300664,Fernbank Elementary School,Atlanta,GA 
4838,Fernway Elementary School,f,f,f,t,PYP,3901609,Fernway Elementary School,Shaker Heights,OH 
4356,Fienberg-Fisher K-8 Center,f,f,t,t,"PYP, MYP",,,,
3461,Fifth Avenue Upper Elementary,f,f,f,t,PYP,,,,
805,Firestone High School,t,f,f,f,DP,,,,
2963,Fishers High School,t,f,f,f,DP,1802392,Fishers High School,Fishers,IN 
2312,Flagler Palm Coast High School,t,f,f,f,DP,,,,
1505,Flathead High School,t,f,f,f,DP,3000470,Flathead High School,Kalispell,MT 
62611,Flat Rock Middle School,f,f,t,f,MYP,1302118,Flat Rock Middle School,Tyrone,GA 
6028,Florence High School,t,f,f,f,DP,0400228,Florence High School,FLORENCE,AZ 
6028,Florence High School,t,f,f,f,DP,2801075,Florence High School,Florence,MS 
6028,Florence High School,t,f,f,f,DP,0100528,Florence High School,Florence,AL 
1160,Foothill High School,t,f,f,f,DP,3500985,FOOTHILL HIGH SCHOOL,ALBUQUERQUE,NM 
51562,Foreign Language Academy,f,f,t,t,"PYP, MYP",2902376,FOREIGN LANGUAGE ACADEMY,KANSAS CITY,MO 
2293,Forest Hill Community High School,t,t,t,f,"MYP, DP, CP",1201507,FOREST HILL COMMUNITY HIGH SCHOOL,WEST PALM BEACH,FL 
4116,Forest Park Elementary School,f,f,f,t,PYP,3904316,Forest Park Elementary School,Columbus,OH 
4116,Forest Park Elementary School,f,f,f,t,PYP,4101395,Forest Park Elementary School,Portland,OR 
4116,Forest Park Elementary School,f,f,f,t,PYP,2608234,Forest Park Elementary School,EASTPOINTE,MI 
4116,Forest Park Elementary School,f,f,f,t,PYP,0500611,FOREST PARK ELEMENTARY SCHOOL,LITTLE ROCK,AR 
4116,Forest Park Elementary School,f,f,f,t,PYP,1800522,Forest Park Elementary School,Fort Wayne,IN 
4116,Forest Park Elementary School,f,f,f,t,PYP,3604568,FOREST PARK ELEMENTARY SCHOOL,ALBANY,NY 
4116,Forest Park Elementary School,f,f,f,t,PYP,1201526,FOREST PARK ELEMENTARY SCHOOL,BOYNTON BEACH,FL 
4116,Forest Park Elementary School,f,f,f,t,PYP,1800159,Forest Park Elementary School,Brazil,IN 
2498,Forest Park Magnet School,f,f,t,f,MYP,4803139,FOREST PARK MAGNET SCHOOL,LONGVIEW,TX 
2249,Fork Shoals School,f,f,f,t,PYP,4500512,Fork Shoals School,Pelzer,SC 
2045,Fort Couch Middle School,f,f,t,f,MYP,,,,
3950,Fort Lee High School,t,f,f,f,DP,3400442,Fort Lee High School,FORT LEE,NJ 
728,Fort Myers High School,t,f,f,f,DP,1201133,FORT MYERS HIGH SCHOOL,FORT MYERS,FL 
61931,Foster Middle School,f,f,t,f,MYP,,,,
4621,Fountain International Magnet School,f,f,f,t,PYP,0806378,Fountain International Magnet School,PUEBLO,CO 
61784,Fox Chapel Middle School,f,f,t,f,MYP,1202067,FOX CHAPEL MIDDLE SCHOOL,SPRING HILL,FL 
52451,Foxcroft Academy,t,f,f,f,DP,,,,
50452,Fox Road Magnet Elementary School,f,f,f,t,PYP,,,,
2250,Frances E. Willard Elementary School,f,f,f,t,PYP,,,,
2242,Francisco I. Madero Middle School,f,f,t,f,MYP,,,,
3120,Francis Scott Key Middle School,f,f,t,f,MYP,,,,
1894,Frank C. Martin International K-8 Center,f,f,t,t,"PYP, MYP",,,,
62809,Frank Guzick Elementary School,f,f,f,t,PYP,,,,
49774,Frank Hebron-Harman Elementary School,f,f,f,t,PYP,,,,
52235,Franklin Academy - Boynton Beach,f,f,f,t,PYP,1208241,FRANKLIN ACADEMY - BOYNTON BEACH,BOYNTON BEACH,FL 
51073,Franklin Academy - Cooper City,f,f,t,f,MYP,,,,
52155,Franklin Academy - Palm Beach Gardens,f,f,t,t,"PYP, MYP",,,,
60030,Franklin Academy - Pembroke Pines K-8,f,f,t,f,MYP,,,,
60278,Franklin Academy - Pembroke Pines MS/HS,t,f,t,f,"MYP, DP",,,,
60279,Franklin Academy - Sunrise,f,f,t,f,MYP,,,,
1193,Franklin High School,t,f,f,f,DP,2800224,Franklin High School,Meadville,MS 
1193,Franklin High School,t,f,f,f,DP,2605882,Franklin High School,LIVONIA,MI 
1193,Franklin High School,t,f,f,f,DP,4100960,Franklin High School,Portland,OR 
1193,Franklin High School,t,f,f,f,DP,5301168,Franklin High School,SEATTLE,WA 
1193,Franklin High School,t,f,f,f,DP,3300128,Franklin High School,Franklin,NH 
1193,Franklin High School,t,f,f,f,DP,3100971,FRANKLIN HIGH SCHOOL,FRANKLIN,NE 
1193,Franklin High School,t,f,f,f,DP,3405194,Franklin High School,Somerset,NJ 
1193,Franklin High School,t,f,f,f,DP,4701805,Franklin High School,Franklin,TN 
1193,Franklin High School,t,f,f,f,DP,3900963,Franklin High School,Franklin,OH 
600,Franklin High School,t,f,t,f,"MYP, DP",2800224,Franklin High School,Meadville,MS 
600,Franklin High School,t,f,t,f,"MYP, DP",2605882,Franklin High School,LIVONIA,MI 
600,Franklin High School,t,f,t,f,"MYP, DP",4100960,Franklin High School,Portland,OR 
600,Franklin High School,t,f,t,f,"MYP, DP",5301168,Franklin High School,SEATTLE,WA 
600,Franklin High School,t,f,t,f,"MYP, DP",3300128,Franklin High School,Franklin,NH 
600,Franklin High School,t,f,t,f,"MYP, DP",3100971,FRANKLIN HIGH SCHOOL,FRANKLIN,NE 
600,Franklin High School,t,f,t,f,"MYP, DP",3405194,Franklin High School,Somerset,NJ 
600,Franklin High School,t,f,t,f,"MYP, DP",4701805,Franklin High School,Franklin,TN 
600,Franklin High School,t,f,t,f,"MYP, DP",3900963,Franklin High School,Franklin,OH 
51329,Franklin International Exploratory Academy,f,f,t,f,MYP,,,,
49237,Franklin Middle School,f,f,t,f,MYP,3300511,Franklin Middle School,Franklin,NH 
49237,Franklin Middle School,f,f,t,f,MYP,0800639,Franklin Middle School,GREELEY,CO 
49237,Franklin Middle School,f,f,t,f,MYP,2801111,Franklin Middle School,Meadville,MS 
49237,Franklin Middle School,f,f,t,f,MYP,5301691,Franklin Middle School,Yakima,WA 
49237,Franklin Middle School,f,f,t,f,MYP,1705407,Franklin Middle School,Champaign,IL 
49237,Franklin Middle School,f,f,t,f,MYP,3102440,FRANKLIN MIDDLE SCHOOL,FRANKLIN,NE 
49237,Franklin Middle School,f,f,t,f,MYP,1704211,Franklin Middle School,Wheaton,IL 
49237,Franklin Middle School,f,f,t,f,MYP,1900239,Franklin Middle School,Cedar Rapids,IA 
49237,Franklin Middle School,f,f,t,f,MYP,1600469,FRANKLIN MIDDLE SCHOOL,POCATELLO,ID 
4117,Frazier International Magnet School,f,f,t,t,"PYP, MYP",,,,
52467,Fred Armon Toomer Elementary,f,f,f,t,PYP,,,,
4046,Frederick Douglass High School,t,f,t,f,"MYP, DP",1300089,Frederick Douglass High School,Atlanta,GA 
4046,Frederick Douglass High School,t,f,t,f,"MYP, DP",2102459,Frederick Douglass High School,Lexington,KY 
49175,Fred M. Lynn Middle School,f,f,t,f,MYP,,,,
2251,Freedom 7 Elementary School of International Studies,f,f,f,t,PYP,1204311,FREEDOM 7 ELEMENTARY SCHOOL OF INTERNATIONAL STUDIES,COCOA BEACH,FL 
50086,Freehold Township High School,t,f,f,f,DP,3403798,Freehold Township High School,FREEHOLD TWP.,NJ 
61341,Fremont International Academy,f,f,f,t,PYP,2608923,Fremont International Academy,BATTLE CREEK,MI 
52033,French American International School of Boca Raton,f,f,f,t,PYP,,,,
50387,French-American School of New York,t,f,f,f,DP,,,,
4047,French International School of Oregon,f,f,t,t,"PYP, MYP",,,,
1469,Fresno High School,t,t,t,f,"MYP, DP, CP",,,,
2492,Fridley High School,t,t,t,f,"MYP, DP, CP",,,,
2570,Fridley Middle School,f,f,t,f,MYP,,,,
60967,Fridley Preschool,f,f,f,t,PYP,,,,
60843,Frisco High School,t,f,f,f,DP,,,,
441,Fullerton Union High School,t,f,f,f,DP,,,,
2130,Galileo Magnet High School,t,f,t,f,"MYP, DP",,,,
2959,Garden Hills Elementary School,f,f,f,t,PYP,1300029,Garden Hills Elementary School,Atlanta,GA 
1133,Gar-Field Senior High School,t,t,t,f,"MYP, DP, CP",,,,
516,Garland High School,t,f,t,f,"MYP, DP",,,,
2294,Garner Magnet High School,t,t,t,f,"MYP, DP, CP",,,,
1134,Gateway High School (Osceola School District),t,f,f,f,DP,,,,
50093,Gateway International School,f,f,t,t,"PYP, MYP",,,,
63046,Gatewood Elementary School,f,f,f,t,PYP,5301172,Gatewood Elementary School,SEATTLE,WA 
4001,Gene L. Klida Utica Academy for International Studies,t,f,f,f,DP,,,,
6793,Genesee Academy,f,f,t,f,MYP,,,,
51608,Geneva Heights IB World School,f,f,f,t,PYP,,,,
943,George C. Marshall High School,t,f,f,f,DP,,,,
1989,George H. Moody Middle School,f,f,t,f,MYP,,,,
2029,George M. Hampton Middle School,f,f,t,f,MYP,,,,
327,George School,t,f,f,f,DP,,,,
2295,George Washington High School,t,f,f,f,DP,5400397,George Washington High School,Charleston,WV 
2295,George Washington High School,t,f,f,f,DP,1801446,George Washington High School,Indianapolis,IN 
2295,George Washington High School,t,f,f,f,DP,1900241,George Washington High School,Cedar Rapids,IA 
2295,George Washington High School,t,f,f,f,DP,0800352,George Washington High School,DENVER,CO 
2295,George Washington High School,t,f,f,f,DP,6600075,GEORGE WASHINGTON HIGH SCHOOL,MANGILAO,GU 
315,George Washington High School,t,f,f,f,DP,5400397,George Washington High School,Charleston,WV 
315,George Washington High School,t,f,f,f,DP,1801446,George Washington High School,Indianapolis,IN 
315,George Washington High School,t,f,f,f,DP,1900241,George Washington High School,Cedar Rapids,IA 
315,George Washington High School,t,f,f,f,DP,0800352,George Washington High School,DENVER,CO 
315,George Washington High School,t,f,f,f,DP,6600075,GEORGE WASHINGTON HIGH SCHOOL,MANGILAO,GU 
1233,George Washington High School,t,f,t,f,"MYP, DP",5400397,George Washington High School,Charleston,WV 
1233,George Washington High School,t,f,t,f,"MYP, DP",1801446,George Washington High School,Indianapolis,IN 
1233,George Washington High School,t,f,t,f,"MYP, DP",1900241,George Washington High School,Cedar Rapids,IA 
1233,George Washington High School,t,f,t,f,"MYP, DP",0800352,George Washington High School,DENVER,CO 
1233,George Washington High School,t,f,t,f,"MYP, DP",6600075,GEORGE WASHINGTON HIGH SCHOOL,MANGILAO,GU 
63195,German-American School Manhattan,f,f,f,t,PYP,,,,
51642,German International School Chicago,f,f,t,t,"PYP, MYP",,,,
50618,German International School of Portland,f,f,f,t,PYP,,,,
