ceeb,school_name,state,sector,rigor_tier_label,rigor_score,ap_score_nu,ap_tests_offered,ap_efficiency,ap_efficiency_quadrant,stem_advanced_offered,calculus_offered,physics_offered,grad_rate_2021
052362,Christian Center School,,private,,,,,,,,,,
052363,Brethren Christian High School,,private,Below Average,-1.0587580904637723,,,,,,,,
052364,Gethsemane Baptist Christian,,private,,,,,,,,,,
052365,Paramount High,CA,public,Average,-0.4878503433041717,2.09,18.0,-1.0926523324569055,Broad but underperforming,,,,88.0
052370,Parlier High,CA,public,Below Average,-0.6581316974034409,2.1,7.0,0.2894663740650423,"Limited (few offered, low scores)",,,,96.0
052373,Blair High,CA,public,Average,-0.2138123904387405,2.9,12.0,0.9748768389870663,"Selective & effective (few offered, high scores)",,,,77.0
052375,Flintridge Preparatory School,,private,Most Demanding,2.035156821105828,3.79,28.0,0.44144666119225096,Broad & high-performing,,,,
052378,Christ Centered Pasadena Ch Sc,,private,,,,,,,,,,
052379,Pacifica High,CA,public,Average,-0.4736286274913652,2.55,20.0,-0.5898988571609456,Broad but underperforming,,,,85.0
052380,FLINTRIDGE SACRED HEART ACADEMY,CA,private,Demanding,0.5081264040231975,3.09,24.0,-0.2048485490284333,Broad & high-performing,,,,
052382,Rose City High (Continuation),CA,public,Below Average,-0.6476837366291835,,,,,,,,52.0
052384,Colony High,CA,public,Average,-0.272208242486347,2.43,23.0,-1.158320961038375,Broad but underperforming,,,,87.0
052387,Trinity Christian High School,,private,Demanding,0.1397445406986053,1.81,3.0,0.3126112254452986,"Limited (few offered, low scores)",,,,
052388,Marshall Fundamental,CA,public,Very Demanding,0.6746177472433939,2.68,25.0,-0.9984514197331401,Broad but underperforming,,,,97.0
052390,John Muir High,CA,public,Average,-0.5274423758953004,2.41,10.0,0.4231399445495744,"Limited (few offered, low scores)",,,,92.0
052392,LA SALLE COLLEGE PREPARATORY,CA,private,Demanding,0.4429362057788032,3.18,29.0,-0.6787123371226711,Broad & high-performing,,,,
052395,MAYFIELD SENIOR SCHOOL,CA,private,Very Demanding,0.7520942963695492,3.46,20.0,0.895931523465532,Broad & high-performing,,,,
052396,Marianne Frostig School,,private,,,,,,,,,,
052401,Pasadena High,CA,public,Demanding,0.2425794464831841,2.79,27.0,-1.0671711677550562,Broad & high-performing,,,,93.0
052402,Polytechnic School,,private,Very Demanding,1.8400320585899,3.85,28.0,0.5394134994753155,Broad & high-performing,,,,
052403,Bible Presbyterian Academy,,private,,,,,,,,,,
052407,Options for Youth-Acton,CA,public,Below Average,-0.9454857217421112,,,,,,,,27.0
052409,Marysville Charter Academy for the Arts,CA,public,Below Average,-0.5999140594763593,,,,,,,,95.0
052410,Oakland School for the Arts,CA,public,Average,-0.4696499855419554,3.28,12.0,1.5953334814464744,"Selective & effective (few offered, high scores)",,,,97.5
052412,Christbridge Academy,,private,Average,-0.3656472570745386,,,,,,,,
052418,Rosemary School,,private,,,,,,,,,,
052419,Waverly School,,private,,,,,,,,,,
052420,Westridge School For Girls,,private,Very Demanding,1.2014726662778237,3.52,23.0,0.6214099344372958,Broad & high-performing,,,,
052421,Advanced Christian High School,,private,,,,,,,,,,
052425,Paso Robles High,CA,public,Demanding,0.1576698022597596,2.77,21.0,-0.35484992589347586,Broad & high-performing,,,,92.0
052429,Options for Youth-Victor Valley Charter,CA,public,Below Average,-0.8694310728085873,,,,,,,,27.0
052430,Patterson High,CA,public,Below Average,-0.7991203699273852,2.61,21.0,-0.6160948279816479,Broad but underperforming,,,,94.0
052431,Del Puerto High,CA,public,Below Average,-0.6476837366291835,,,,,,,,47.0
052434,Lighthouse Christian Academy,,private,,,,,,,,,,
052435,Robert Louis Stevenson School,,private,Very Demanding,1.3612478896249802,3.35,25.0,0.09551160776107936,Broad & high-performing,,,,
052437,Serrano High,CA,public,Average,-0.3499223847748522,2.79,19.0,-0.07386869492492042,Broad & high-performing,,,,96.0
052440,Perris High,CA,public,Below Average,-0.7047280466331566,2.22,19.0,-1.0045536586140322,Broad but underperforming,,,,86.0
052442,Perris Lake High (Continuation),CA,public,Below Average,-0.6476837366291835,,,,,,,,75.0
052443,Temple Christian High School,,private,,,,,,,,,,
052444,Mid Mountain Christian School,,private,,,,,,,,,,
052445,Pescadero High,CA,public,Average,-0.3982204443705224,,,,,,,,90.0
052446,Val Verde High,CA,public,Below Average,-0.7418419195911107,,,,,,,,69.0
052447,Larry M Simmons HS,,private,,,,,,,,,,
052448,Casa Grande High,CA,public,Average,-0.1790261771592082,2.94,21.0,-0.07727721742479338,Broad & high-performing,,,,93.0
052449,Family Life Center-Kiva,,private,,,,,,,,,,
052455,Saint Vincent De Paul High Sch,,private,Demanding,0.1358158546022979,2.5,18.0,-0.42321227085596497,Broad but underperforming,,,,
052456,Valley Oaks High (Alternative),CA,public,Below Average,-0.6476837366291835,,,,,,,,75.0
052457,San Antonio High (Continuation),CA,public,Below Average,-0.6476837366291835,,,,,,,,47.0
052460,Petaluma High,CA,public,Demanding,0.1752983038584885,3.02,19.0,0.3016708518268266,Broad & high-performing,,,,93.0
052461,Chaparral High,CA,public,Below Average,-0.6476837366291835,,,,,,,,82.0
052462,Piedmont High,CA,public,Very Demanding,0.8077569756357423,3.58,30.0,-0.14976289100600848,Broad & high-performing,,,,97.0
052464,Pinole Valley High,CA,public,Average,-0.1277488063723323,2.31,17.0,-0.6092777829819019,"Limited (few offered, low scores)",,,,85.0
052466,Christian Center School,,private,,,,,,,,,,
052468,Millennium High Alternative,CA,public,Average,-0.5099209190457688,2.53,8.0,0.8673992393232366,"Limited (few offered, low scores)",,,,90.0
052469,Ruben Salazar Continuation,CA,public,Below Average,-0.6476837366291835,,,,,,,,82.0
052473,Black Diamond High (Continuation),CA,public,Below Average,-0.6476837366291835,,,,,,,,67.0
052475,Pittsburg Senior High,CA,public,Average,-0.4936506553600378,2.17,21.0,-1.3345183087241204,Broad but underperforming,,,,90.0
052476,El Camino Real Continuation High,CA,public,Below Average,-0.6476837366291835,,,,,,,,72.0
052477,Unicorn School,,private,,,,,,,,,,
052478,El Dorado High,CA,public,Demanding,0.3291577004370063,3.56,27.0,0.19006992354427088,Broad & high-performing,,,,97.0
052480,Valencia High,CA,public,Very Demanding,0.8757096664768964,3.78,29.0,0.30095604570797274,Broad & high-performing,,,,98.0
052481,Highway Bible Christian Acad,,private,,,,,,,,,,
052482,El Dorado Adventist School,,private,,,,,,,,,,
052485,El Dorado High,CA,public,Average,-0.0526402832222389,3.2,18.0,0.7197341757797872,Broad & high-performing,,,,96.0
052487,Saint Bernard High School,,private,Average,-0.171492432839455,1.51,8.0,-0.7980370114888586,"Limited (few offered, low scores)",,,,
052489,Discovery Charter Preparatory #2,CA,public,Below Average,-0.6506749357914189,2.05,6.0,0.3319901512662551,"Limited (few offered, low scores)",,,,87.0
052491,William J. (Pete) Knight High,CA,public,Average,-0.4443924232626313,2.23,24.0,-1.6090398977523568,Broad but underperforming,,,,81.0
052493,Planada Christian Academy,,private,,,,,,,,,,
052494,Prospect High (Continuation),CA,public,Below Average,-0.6476837366291835,,,,,,,,64.5
052495,Amador Valley High,CA,public,Very Demanding,1.2789459010130104,4.19,31.0,0.7220704891013803,Broad & high-performing,,,,97.0
052496,American Christian Academy,,private,,,,,,,,,,
052497,Foothill High,CA,public,Very Demanding,0.8917717588202491,3.85,31.0,0.16692507216401453,Broad & high-performing,,,,98.0
052498,Marin School The,,private,Very Demanding,0.8131378868230461,,,,,,,,
052499,Village High,CA,public,Below Average,-0.6476837366291835,,,,,,,,54.5
052500,Point Arena High,CA,public,Below Average,-0.7875013215078026,,,,,,,,90.0
052501,Garey High,CA,public,Average,-0.4359735100916991,2.01,20.0,-1.4716004017085256,Broad but underperforming,,,,88.0
052502,Damien High School,,private,Demanding,0.4833537919578899,2.63,28.0,-1.4525788789469951,Broad but underperforming,,,,
052503,Ganesha High,CA,public,Average,-0.4219424596732659,2.59,21.0,-0.6487504407426694,Broad but underperforming,,,,92.0
052504,Pomona Catholic High School,,private,Demanding,0.0413133836579092,2.86,21.0,-0.20789966846887942,Broad & high-performing,,,,
052505,Pomona High,CA,public,Average,-0.3666751884804366,,,,,,,,83.0
052506,Park West High (Continuation),CA,public,Below Average,-0.6476837366291835,,,,,,,,77.0
052508,International Polytechnic High,CA,public,Below Average,-0.7477660212677486,2.0,6.0,0.2503511193637016,"Limited (few offered, low scores)",,,,97.5
052509,Coast Christian Academy,,private,,,,,,,,,,
052511,Citrus High,CA,public,Below Average,-0.6476837366291835,,,,,,,,38.0
052513,Monache High,CA,public,Average,-0.5532846835462918,2.49,15.0,-0.06705164992517443,"Limited (few offered, low scores)",,,,97.0
052515,Porterville High,CA,public,Average,-0.4496961567622074,2.35,5.0,0.9459871517853446,"Limited (few offered, low scores)",,,,95.0
052516,Diamond Ranch High,CA,public,Average,-0.1351795128855821,2.39,22.0,-1.0994693774566509,Broad but underperforming,,,,97.0
052517,Grace Christian School,,private,,,,,,,,,,
052518,City Of Knowledge,,private,Demanding,0.5720267469608435,2.49,16.0,-0.1912144590289414,"Limited (few offered, low scores)",,,,
052519,Granite Hills High,CA,public,Average,-0.521228517066701,2.14,21.0,-1.3835017278656523,Broad but underperforming,,,,91.0
052525,Portola Junior/Senior High,CA,public,Average,-0.3879253787926218,,,,,,,,95.0
052527,Woodside Priory School,,private,Very Demanding,1.640428621988808,3.5,28.0,-0.03205972384256062,Broad & high-performing,,,,
052530,Potter Valley High,CA,public,Below Average,-0.6476837366291835,,,,,,,,75.0
052532,Poway Christian School,,private,,,,,,,,,,
052533,Poway High,CA,public,Demanding,0.417508459076105,3.6,27.0,0.2553811490663138,Broad & high-performing,,,,96.0
052535,Princeton High,CA,public,Below Average,-0.6476837366291835,,,,,,,,75.0
052536,Rancho Bernardo High,CA,public,Demanding,0.3246215766668294,3.72,29.0,0.2029892074249089,Broad & high-performing,,,,96.0
052537,Village Academy High School at Indian Hill,CA,public,Average,-0.5214675713116041,,,,,,,,97.5
052541,Highland High,CA,public,Below Average,-0.7748127500670126,2.03,22.0,-1.687270407155038,Broad but underperforming,,,,82.0
052542,Holy Family Academy,,private,,,,,,,,,,
052543,Quartz Hill High,CA,public,Average,-0.3571767478933317,2.53,26.0,-1.3675313245445688,Broad but underperforming,,,,91.0
052545,Quincy Junior/Senior High,CA,public,Average,-0.5773791835339561,,,,,,,,84.5
052546,Rancho Cucamonga High,CA,public,Demanding,0.1159860567276716,3.01,30.0,-1.0804478546951213,Broad & high-performing,,,,96.0
052550,Ramona High,CA,public,Average,-0.3086446510349168,2.71,18.0,-0.08032833686523949,Broad but underperforming,,,,96.0
052551,Montecito High (Continuation),CA,public,Below Average,-0.6476837366291835,,,,,,,,74.5
052553,Cordova High,CA,public,Below Average,-0.5829774975529775,,,,,,,,91.0
052554,Washington Tabernacle Academy,,private,,,,,,,,,,
052560,Kinney High (Continuation),CA,public,Below Average,-0.6476837366291835,,,,,,,,54.5
052561,Lutheran High School,,private,,,,,,,,,,
052563,Santa Margarita Catholic HS,,private,Very Demanding,0.6837585382112311,3.3,28.0,-0.35861585145277575,Broad & high-performing,,,,
052564,Fairbanks Country Day School,,private,,,,,,,,,,
052565,Academy Thought & Industry,,private,Most Demanding,2.1649090612613606,,,,,,,,
052566,Edward R Adams Educ Foundation,,private,,,,,,,,,,
052567,Martin Luther King Jr. High,CA,public,Demanding,0.151088198378317,3.28,26.0,-0.14294584600626326,Broad & high-performing,,,,98.0
052568,Concordia Jr-Sr High School,,private,,,,,,,,,,
052570,Mercy High School,,private,,,,,,,,,,
052571,Weaver Christian Academy,,private,,,,,,,,,,
052572,Redlands East Valley High,CA,public,Demanding,0.2702734312583731,2.73,29.0,-1.4134636242456546,Broad but underperforming,,,,95.0
052573,Redding Adventist Academy,,private,,,,,,,,,,
052574,Deep Valley Christian School,,private,,,,,,,,,,
052575,Red Bluff High,CA,public,Average,-0.5134652030289533,2.81,10.0,1.0762521997700039,"Selective & effective (few offered, high scores)",,,,92.0
052580,Enterprise High,CA,public,Average,-0.3925972901806703,2.58,19.0,-0.4167526289156459,Broad but underperforming,,,,91.0
052581,Foothill High,CA,public,Average,-0.1697114898642677,,,,,,,,96.0
052582,H O P E Schools Intl Shasta Co,,private,,,,,,,,,,
052583,Liberty Christian School,,private,,,,,,,,,,
052584,North Valley Christian HS,,private,,,,,,,,,,
052585,Shasta High,CA,public,Demanding,0.0933745577575817,3.16,20.0,0.40609733205021015,Broad & high-performing,,,,96.0
052587,Shasta Baptist School,,private,,,,,,,,,,
052589,Shasta Christian Academy,,private,,,,,,,,,,
052590,Redlands Senior High,CA,public,Demanding,0.3298723194108703,3.35,29.0,-0.40113962865398856,Broad & high-performing,,,,95.0
052591,Orangewood High (Continuation),CA,public,Below Average,-0.7864668148332761,,,,,,,,72.0
052592,South Bay Faith Academy,,private,Demanding,0.323565263649034,,,,,,,,
052596,Eastside Christian Academy,,private,,,,,,,,,,
052597,Dikaios Christian Academy,,private,,,,,,,,,,
052598,Woodcreek High,CA,public,Average,-0.0173656977085943,3.18,23.0,0.06626451749993068,Broad & high-performing,,,,90.0
052600,Redondo Union High,CA,public,Demanding,0.5905413233469898,3.81,32.0,-0.022548962461795607,Broad & high-performing,,,,97.0
052603,Redwood High,CA,public,Below Average,-0.6314469412210839,,,,,,,,47.0
052605,Sequoia High,CA,public,Demanding,0.0198379902290153,3.76,14.0,2.1307425695034556,"Selective & effective (few offered, high scores)",,,,89.0
052606,Westbay Christian Academy,,private,,,,,,,,,,
052609,Rocklin High,CA,public,Demanding,0.3738212905251621,3.57,24.0,0.5788861572360822,Broad & high-performing,,,,97.0
052611,Packinghouse Christian Academy,,private,,,,,,,,,,
052612,Sherman School,,private,,,,,,,,,,
052613,Immanuel High School,,private,,,,,,,,,,
052614,Zane Grey Continuation,CA,public,Below Average,-0.8156889412423842,,,,,,,,5.0
052615,Reedley High,CA,public,Average,-0.3353620558166569,2.33,20.0,-0.9491105975321814,Broad but underperforming,,,,91.0
052616,John R. Wooden High,CA,public,Below Average,-0.6476837366291835,,,,,,,,15.0
052617,Valley Oaks Center for Enriched Studies,CA,public,Demanding,0.5031729166811411,3.06,24.0,-0.2538319681699652,Broad & high-performing,,,,84.5
052618,Grover Cleveland Charter High,CA,public,Demanding,0.2597533899166295,3.0,26.0,-0.6001244246605637,Broad & high-performing,,,,91.0
052620,Reseda Charter High,CA,public,Average,-0.1313895282974665,2.52,27.0,-1.5080219400288462,Broad but underperforming,,,,92.0
052622,Eisenhower High,CA,public,Demanding,0.5463717444405135,,,,,,,,95.0
052624,Arlington Christian School,,private,,,,,,,,,,
052625,De Anza High,CA,public,Average,-0.1455014355902537,2.13,18.0,-1.0273411069348626,Broad but underperforming,,,,89.0
052626,Lighthouse Christian Academy,,private,,,,,,,,,,
052628,Immanuel Baptist School,,private,,,,,,,,,,
052629,Rialto High,CA,public,Average,-0.1910446413376876,2.37,22.0,-1.1321249902176724,Broad but underperforming,,,,93.0
052630,John F. Kennedy High,CA,public,Below Average,-0.6747440755984813,2.1,15.0,-0.7038360987650935,"Limited (few offered, low scores)",,,,77.0
052636,Richmond High,CA,public,Below Average,-0.7468770699978831,1.74,17.0,-1.5399627466710144,"Limited (few offered, low scores)",,,,84.0
052637,SALESIAN COLLEGE PREPARATORY,CA,private,Average,-0.2320731375515511,2.44,18.0,-0.5211791091390294,Broad but underperforming,,,,
052639,Immanuel Christian School,,private,,,,,,,,,,
052643,Rio Linda High,CA,public,Average,-0.5641180345761001,2.28,20.0,-1.0307496294347356,Broad but underperforming,,,,89.0
052644,Pilgrim Christian School,,private,,,,,,,,,,
052645,Rio Vista High,CA,public,Average,-0.2520665909585331,,,,,,,,92.0
052647,Calvary Christian School,,private,,,,,,,,,,
052648,Ripon Christian High School,,private,,,,,,,,,,
052649,Faith Christian School,,private,,,,,,,,,,
052650,Ripon High,CA,public,Demanding,0.0540501675059558,2.67,15.0,0.22684886492401843,"Limited (few offered, low scores)",,,,98.0
052653,Armenian Mesrobian High School,,private,,,,,,,,,,
052654,Independence High (Alternative),CA,public,Demanding,0.2977655069063097,,,,,,,,57.0
052655,El Rancho High,CA,public,Average,-0.5014984962423754,2.4,18.0,-0.5864903346610725,Broad but underperforming,,,,95.0
052656,Riverdale Christian Academy,,private,,,,,,,,,,
052657,Riverbank High,CA,public,Average,-0.3170685734246558,2.45,15.0,-0.13236287544721748,"Limited (few offered, low scores)",,,,97.5
052658,Arlington High,CA,public,Average,-0.4950072805243777,2.34,18.0,-0.6844571729441371,Broad but underperforming,,,,95.0
052659,La Sierra High,CA,public,Average,-0.4710185438910644,2.48,17.0,-0.3317050745132195,"Limited (few offered, low scores)",,,,95.0
052660,Riverdale High,CA,public,Average,-0.5478368993546123,,,,,,,,97.5
052661,John W. North High,CA,public,Average,-0.2738920678971537,2.46,26.0,-1.4818259692081437,Broad but underperforming,,,,94.0
052663,NOTRE DAME HIGH SCHOOL,CA,private,Average,-0.0566594728897016,2.16,21.0,-1.3508461151046307,Broad but underperforming,,,,
052664,Norte Vista High,CA,public,Average,-0.2843545130559592,1.78,9.0,-0.4813490483188356,"Limited (few offered, low scores)",,,,90.0
052665,Polytechnic High,CA,public,Average,-0.0580700942820848,2.74,25.0,-0.9004845814500756,Broad but underperforming,,,,95.0
052668,Bethel Christian High School,,private,Below Average,-0.620764657543222,2.02,11.0,-0.33780731339411163,"Limited (few offered, low scores)",,,,
052670,Ramona High,CA,public,Average,-0.4497098046335675,2.31,22.0,-1.2300918285007367,Broad but underperforming,,,,97.0
052671,Carnegie Schools Riverside,,private,,,,,,,,,,
052672,Rubidoux High,CA,public,Average,-0.5303745817284451,2.04,17.0,-1.050128555255692,"Limited (few offered, low scores)",,,,83.0
052674,Berean Baptist Christian Acad,,private,,,,,,,,,,
052676,Sherman Indian High School,,private,,,,,,,,,,
052677,Woodcrest Christian School,,private,Average,-0.156536276974312,3.1,13.0,1.1772701574935145,"Selective & effective (few offered, high scores)",,,,
052678,Rancho Cotate High,CA,public,Below Average,-0.9056384158237109,,,,,,,,93.0
052680,Chadwick School,,private,Most Demanding,1.9548688306648343,3.73,30.0,0.09515420470165248,Broad & high-performing,,,,
052681,Rolling Hills Prep School,,private,Demanding,0.5105856029394004,3.04,23.0,-0.16232477182721983,Broad & high-performing,,,,
052683,Palos Verdes Peninsula High,CA,public,Very Demanding,0.9011843413095384,3.69,35.0,-0.5909710663392256,Broad & high-performing,,,,99.5
052684,Rosamond High Early College Campus,CA,public,Below Average,-1.0492661244246138,1.94,6.0,0.15238428108063706,"Limited (few offered, low scores)",,,,92.0
052685,Rosemead High,CA,public,Average,-0.184237525951943,2.94,21.0,-0.07727721742479338,Broad & high-performing,,,,93.0
052686,MARANATHA HIGH SCHOOL,CA,private,Demanding,0.5934497200870226,3.17,29.0,-0.6950401435031822,Broad & high-performing,,,,
052687,Adelante High (Continuation),CA,public,Below Average,-0.7446009772052262,,,,,,,,57.0
052688,Oakmont High,CA,public,Demanding,0.237120482130695,3.11,18.0,0.5727839183551899,Broad & high-performing,,,,91.0
052690,Roseville High,CA,public,Average,-0.0959796582824775,2.83,25.0,-0.7535343240254792,Broad & high-performing,,,,89.0
052692,Santana High (Continuation),CA,public,Below Average,-0.6476837366291835,,,,,,,,57.0
052693,Cedu School,,private,,,,,,,,,,
052694,Glen A. Wilson High,CA,public,Demanding,0.5877135576572037,3.16,26.0,-0.3388795225723916,Broad & high-performing,,,,96.0
052695,THE BRANSON SCHOOL,CA,private,Very Demanding,0.7507118616809682,3.31,20.0,0.6510144277578711,Broad & high-performing,,,,
052696,John A. Rowland High,CA,public,Demanding,0.3047853725548979,3.4,29.0,-0.3195005967514353,Broad & high-performing,,,,94.0
052697,CHRISTIAN BROTHERS HIGH SCHOOL,CA,private,Demanding,0.3990695285886493,3.4,21.0,0.6738018760787006,Broad & high-performing,,,,
052698,Saint Francis High School,,private,Demanding,0.4878303695968559,3.36,26.0,-0.01232339496217727,Broad & high-performing,,,,
052700,American Legion High (Continuation),CA,public,Demanding,0.3633805173107696,,,,,,,,57.0
052703,Machon,,private,,,,,,,,,,
052705,C. K. McClatchy High,CA,public,Demanding,0.0906634357525981,2.61,23.0,-0.8644204461891819,Broad but underperforming,,,,90.0
052707,Citadel Faith Christian Acad,,private,,,,,,,,,,
052708,Destiny Christian Academy,,private,Demanding,0.013679796254408,2.76,21.0,-0.371177732273987,Broad but underperforming,,,,
052709,Valley Christian Academy,,private,,,,,,,,,,
052710,El Camino Fundamental High,CA,public,Average,-0.3342823092995961,2.67,19.0,-0.26980237149104946,Broad but underperforming,,,,90.0
052711,Calvary Baptist School,,private,,,,,,,,,,
052713,John F. Kennedy High,CA,public,Demanding,0.2322042270983778,2.43,22.0,-1.0341581519346077,Broad but underperforming,,,,92.0
052714,JESUIT HIGH SCHOOL,CA,private,Demanding,0.5664480874143907,3.14,30.0,-0.868186371748481,Broad & high-performing,,,,
052716,Encina High,CA,public,Below Average,-0.8293326193158626,,,,,,,,67.0
052717,Hiram W. Johnson High,CA,public,Average,-0.3984812097610807,,,,,,,,80.0
052718,Loretto HS,,private,,,,,,,,,,
052719,Luther Burbank High,CA,public,Very Demanding,0.7352881863198264,3.08,1.0,2.6345682539776965,"Selective & effective (few offered, high scores)",,,,85.0
052722,Florin High,CA,public,Below Average,-0.6141099513590141,1.89,20.0,-1.6675340782746542,Broad but underperforming,,,,83.0
052723,Mira Loma High,CA,public,Demanding,0.2847127722367731,3.85,16.0,2.0293672087205192,"Selective & effective (few offered, high scores)",,,,92.0
052726,El Sereno Alternative Education,CA,public,Below Average,-0.7136084494019481,,,,,,,,87.0
052727,Cypress Christian Academy,,private,,,,,,,,,,
052728,West Campus,CA,public,Very Demanding,0.6637431303836115,3.12,28.0,-0.6525163663019686,Broad & high-performing,,,,99.5
052730,Rio Americano High,CA,public,Average,-0.0593170543483005,3.13,25.0,-0.26370013261015723,Broad & high-performing,,,,93.0
052731,Revival Center Christian Sch,,private,,,,,,,,,,
052733,Sacramento Country Day School,,private,Very Demanding,1.301430254767879,3.39,28.0,-0.21166559402817864,Broad & high-performing,,,,
052736,Valley High,CA,public,Average,-0.3268343423636142,2.32,18.0,-0.7171127857051586,Broad but underperforming,,,,91.0
052740,Saint Helena High,CA,public,Average,-0.0032965359590796,3.19,18.0,0.703406369399276,Broad & high-performing,,,,87.0
052741,Santa Fe Christian School,,private,Very Demanding,0.7262345540059386,3.36,23.0,0.36016503234912356,Broad & high-performing,,,,
052742,Alisal High,CA,public,Average,-0.5056017244934811,2.42,16.0,-0.30550910369251705,"Limited (few offered, low scores)",,,,86.0
052745,Palma High School,,private,Demanding,0.4974599951885401,2.86,14.0,0.6612399952574894,"Selective & effective (few offered, high scores)",,,,
052746,North Salinas High,CA,public,Average,-0.3523119563280846,2.09,16.0,-0.8443267142493717,"Limited (few offered, low scores)",,,,92.0
052748,NOTRE DAME HIGH SCHOOL,CA,private,Demanding,0.2013923632055559,2.45,15.0,-0.13236287544721748,"Limited (few offered, low scores)",,,,
052749,Prunedale Christian Academy,,private,,,,,,,,,,
052751,Mount Toro High,CA,public,Below Average,-0.7180344210469016,,,,,,,,47.0
052753,Baptist Temple School,,private,,,,,,,,,,
052755,Salinas High,CA,public,Average,-0.2945831408704159,2.63,24.0,-0.9559276425319273,Broad but underperforming,,,,90.0
052756,Sacramento Preparatory Acad,,private,,,,,,,,,,
052759,West Shores High,CA,public,Demanding,0.0043774173178652,2.34,12.0,0.060519681678464776,"Limited (few offered, low scores)",,,,67.0
052760,Calaveras High,CA,public,Average,-0.2210836417986998,2.38,11.0,0.2499937163042748,"Limited (few offered, low scores)",,,,97.5
052762,William Daylor High,CA,public,Below Average,-0.8681985350215229,,,,,,,,24.5
052763,Calvine High,CA,public,Below Average,-0.6476837366291835,,,,,,,,62.0
052764,Raincross High (Continuation),CA,public,Below Average,-0.6476837366291835,,,,,,,,83.0
052770,Archie Williams High,CA,public,Demanding,0.3571258315494766,3.14,23.0,0.000953291977887738,Broad & high-performing,,,,97.0
052771,James R Sylla HS,,private,,,,,,,,,,
052772,AQUINAS HIGH SCHOOL,CA,private,Demanding,0.0770909426726933,2.84,27.0,-0.9855321358525028,Broad & high-performing,,,,
052773,Cajon High,CA,public,Average,-0.2158625299177363,2.47,9.0,0.6452695919364058,"Limited (few offered, low scores)",,,,96.0
052774,Redlands Christian School,,private,Demanding,0.1806519722393044,3.07,16.0,0.755798311040681,"Selective & effective (few offered, high scores)",,,,
052776,Cornerstone Christian School,,private,Below Average,-0.7505519516248232,,,,,,,,
052777,Temple Philadelphia Chrn Acad,,private,,,,,,,,,,
052778,Everett Alvarez High,CA,public,Average,-0.3566211290285859,2.08,19.0,-1.2331429479411828,Broad but underperforming,,,,92.0
052779,Riverbank Christian Academy,,private,,,,,,,,,,
052782,Natomas High,CA,public,Below Average,-0.6074721522005329,1.66,22.0,-2.2913992432339354,Broad but underperforming,,,,87.0
052783,Family Christian Academy,,private,,,,,,,,,,
052784,Sacramento Christian Academy,,private,,,,,,,,,,
052786,Christian Life Academy,,private,,,,,,,,,,
052787,Gateway Education Center,,private,,,,,,,,,,
052788,Gospel Assembley Chrisitan Ac,,private,,,,,,,,,,
052789,Calvary Christian School,,private,,,,,,,,,,
052790,Pacific High,CA,public,Average,-0.4581454966438735,1.59,13.0,-1.2882286059636074,"Limited (few offered, low scores)",,,,90.0
052792,Sheldon High,CA,public,Average,-0.166380690121916,3.19,23.0,0.08259232388044113,Broad & high-performing,,,,94.0
052793,Sacramento Valley School,,private,,,,,,,,,,
052796,Sierra High,CA,public,Below Average,-0.763865881444411,,,,,,,,54.0
052797,San Bernardino High,CA,public,Below Average,-0.7501270355899475,,,,,,,,85.0
052798,San Gorgonio High,CA,public,Average,-0.4697214427680088,2.23,13.0,-0.24324899761092011,"Limited (few offered, low scores)",,,,92.0
052802,River Valley High School,,private,,,,,,,,,,
052804,Petros Christian Academy Inc,,private,,,,,,,,,,
052806,Franklin D Roosevelt School,,private,,,,,,,,,,
052807,Creative Learning School,,private,,,,,,,,,,
052810,Capuchino High,CA,public,Average,-0.1364041496595356,2.18,2.0,1.040902870627963,"Limited (few offered, low scores)",,,,90.0
052812,Peninsula High (Continuation),CA,public,Below Average,-0.8263352551030565,,,,,,,,67.0
052814,San Clemente High,CA,public,Demanding,0.5452890248200628,3.2,24.0,-0.025242678842814614,Broad & high-performing,,,,97.0
052816,Dawn Christian Academy,,private,,,,,,,,,,
052819,True Learning Center W Bay HS,,private,,,,,,,,,,
052820,ACADEMY OF OUR LADY OF PEACE,CA,private,Demanding,0.4705215951411837,3.21,24.0,-0.008914872462304269,Broad & high-performing,,,,
052821,Balboa School,,private,,,,,,,,,,
052822,Al Basit Academy,,private,,,,,,,,,,
052827,Excelsior Academy,,private,,,,,,,,,,
052828,Futures Academy- San Diego,,private,Demanding,0.1940201643585131,2.93,12.0,1.023860258128599,"Selective & effective (few offered, high scores)",,,,
052829,Faithful Ambassadors Bible Bap,,private,,,,,,,,,,
052831,Altus Schools Charter School of San Diego,CA,public,Below Average,-0.7838157142423021,2.26,11.0,0.05406003973814577,"Limited (few offered, low scores)",,,,49.0
052833,Foundation HS,,private,,,,,,,,,,
052834,Scripps Ranch High,CA,public,Demanding,0.5881170014814355,3.85,27.0,0.6635763085790825,Broad & high-performing,,,,99.5
052835,Academy Of Sports Science,,private,,,,,,,,,,
052836,Christian High School,,private,Demanding,0.1250710306479108,2.82,17.0,0.22344034242414543,"Selective & effective (few offered, high scores)",,,,
052837,Clairemont High,CA,public,Below Average,-0.7531252271642873,2.76,16.0,0.24963631324484786,"Limited (few offered, low scores)",,,,93.0
052839,Heritage Christian School,,private,,,,,,,,,,
052840,Garfield High,CA,public,Below Average,-0.7045536570635537,,,,,,,,27.0
