ceeb,school_name,state,sector,rigor_tier_label,rigor_score,ap_score_nu,ap_tests_offered,ap_efficiency,ap_efficiency_quadrant,stem_advanced_offered,calculus_offered,physics_offered,grad_rate_2021
,FRANK L MADLA EARLY COLLEGE H S,TX,public,Very Demanding,1.13554363827631,,,,,,,,95.0
,FRED W EDWARDS ACADEMY AEC,TX,public,Below Average,-1.3241475550941832,,,,,,,,72.0
,FREDERICK A DOUGLASS LEARNING ACADEMY,TX,public,Average,-0.5532144397871224,,,,,,,,82.0
,FREEMAN H S,TX,public,,,,,,,,,,
,FULSHEAR H S,TX,public,Average,-0.2932631865621169,,,,,,,,98.0
,GALENA PARK ISD CAREER & TECHNICAL ECHS,TX,public,Most Demanding,2.2636836066601416,,,,,,,,
,GAME DEVELOPMENT DESIGN SCHOOL AT BURLESON ISD,TX,public,Average,-0.1499494447385662,,,,,,,,
,GARDEN CITY H S,TX,public,Demanding,0.6423733452685668,,,,,,,,90.0
,GATEWAY CHARTER ACADEMY - MIDDLE - H S,TX,public,Below Average,-1.3241475550941832,,,,,,,,95.0
,GATEWAY H S,TX,public,Below Average,-0.8505743556912743,,,,,,,,
,GATEWAY TECH H S,TX,public,Demanding,0.5206621043347028,,,,,,,,69.5
,GEORGE H W BUSH NEW TECH ODESSA,TX,public,Very Demanding,1.2554712402137442,,,,,,,,97.5
,GLENN H S,TX,public,Demanding,0.1149363100971689,,,,,,,,95.0
,GOOSE CREEK MEMORIAL,TX,public,Average,-0.1394364154293197,,,,,,,,95.0
,GRADUATION PREP ACADEMY NAVARRO,TX,public,Below Average,-1.3241475550941832,,,,,,,,24.5
,GRAND OAKS H S,TX,public,Demanding,0.061633882314947,,,,,,,,
,GRAND PRAIRIE COLLEGIATE INSTITUTE,TX,public,Most Demanding,2.2636746702038786,,,,,,,,90.0
,GRAPEVINE-COLLEYVILLE COLLEGIATE ACADEMY AT TCC NE,TX,public,Very Demanding,1.4861715916613898,,,,,,,,97.5
,GREAT HEARTS IRVING UPPER,TX,public,Average,-0.2812223069709232,,,,,,,,
,GREENLEAF NCC,TX,public,,,,,,,,,,
,GRULLA H S,TX,public,Average,-0.4712179023026225,,,,,,,,97.0
,GUY M SCONZO EARLY COLLEGE H S,TX,public,Most Demanding,1.9886924880423813,,,,,,,,97.5
,GUYER H S,TX,public,Demanding,0.2864391764592875,,,,,,,,99.5
,HAC DAEP H S,TX,public,Below Average,-1.13471827533302,,,,,,,,
,HALL SUCCESS ACADEMY,TX,public,Below Average,-0.6107904572594219,,,,,,,,32.0
,HARLAN H S,TX,public,Very Demanding,1.1964312796635213,,,,,,,,98.0
,HARLANDALE ISD STEM ECHS-ALAMO COLLEGES AT PAC,TX,public,Demanding,0.0367614496129257,,,,,,,,97.5
,HARLINGEN COLLEGIATE H S,TX,public,Demanding,0.4885590408299862,,,,,,,,97.5
,HARLINGEN SCHOOL OF HEALTH PROFESSIONS,TX,public,Very Demanding,0.7993084558932483,,,,,,,,97.5
,HARMONY SCHOOL OF DISCOVERY - HOUSTON,TX,public,Most Demanding,1.9691984254985044,,,,,,,,95.0
,HARMONY SCHOOL OF EXCELLENCE - AUSTIN,TX,public,Very Demanding,0.8578187296534843,,,,,,,,95.0
,HARMONY SCHOOL OF EXCELLENCE - DALLAS,TX,public,Very Demanding,0.9315212208480044,,,,,,,,84.5
,HARMONY SCHOOL OF EXCELLENCE - LAREDO,TX,public,Demanding,0.6550141986902384,,,,,,,,97.5
,HARMONY SCHOOL OF INGENUITY-HOUSTON,TX,public,Demanding,0.5647990883890135,,,,,,,,92.0
,HARMONY SCHOOL OF INNOVATION - BROWNSVILLE,TX,public,Very Demanding,1.3203841512073624,,,,,,,,95.0
,HARMONY SCHOOL OF INNOVATION - FORT WORTH,TX,public,Very Demanding,0.964224544377966,,,,,,,,97.5
,HARMONY SCHOOL OF INNOVATION - GARLAND,TX,public,Most Demanding,1.887224175250681,,,,,,,,87.0
,HARMONY SCHOOL OF INNOVATION - KATY,TX,public,Demanding,0.2355111998133171,,,,,,,,92.0
,HARMONY SCHOOL OF INNOVATION - WACO,TX,public,Demanding,0.5654074083703977,,,,,,,,92.0
,HARMONY SCHOOL OF INNOVATION-SUGAR LAND,TX,public,Very Demanding,1.0684604300003964,,,,,,,,97.5
,HARMONY SCIENCE ACAD (EL PASO),TX,public,Very Demanding,1.552637095078632,,,,,,,,92.0
,HARMONY SCIENCE ACADEMY - CARROLLTON,TX,public,Most Demanding,2.256520382935127,,,,,,,,84.5
,HARMONY SCIENCE ACADEMY - EULESS,TX,public,Most Demanding,1.8834925581880155,,,,,,,,97.5
,HARMONY SCIENCE ACADEMY-PFLUGERVILLE,TX,public,Very Demanding,1.452559004001535,,,,,,,,97.5
,HARPER DAEP,TX,public,Below Average,-1.3241475550941832,,,,,,,,
,HARRIS COUNTY YOUTH VILLAGE,TX,public,,,,,,,,,,
,HARTS BLUFF EARLY COLLEGE H S,TX,public,Demanding,0.1862659355381373,,,,,,,,
,HCC LIFE SKILLS PROGRAM,TX,public,,,,,,,,,,
,HEALY-MURPHY,TX,public,Below Average,-1.089040292979264,,,,,,,,37.0
,HECTOR J GARCIA EARLY COLLEGE H S,TX,public,Most Demanding,2.143702396759667,,,,,,,,97.5
,HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN,TX,public,Average,-0.3459471759996503,,,,,,,,74.5
,HERITAGE ACADEMY OF DEL RIO,TX,public,Demanding,0.1257037208286571,,,,,,,,95.0
,HILL COUNTRY COLLEGE PREP H S,TX,public,Below Average,-0.646240379835389,,,,,,,,
,HOPE ACADEMY,TX,public,Below Average,-1.2078313306794335,,,,,,,,
,HOUSTON MATH SCIENCE AND TECHNOLOGY CENTER,TX,public,Average,-0.030302246423755,,,,,,,,81.0
,HUMBLE COMMUNITY LEARNING CENTER,TX,public,Below Average,-1.2457382331979827,,,,,,,,
,HUTTO NINTH GRADE CENTER,TX,public,,,,,,,,,,
,HUTTO VIRTUAL ACADEMY,TX,public,,,,,,,,,,
,IDEA ACHIEVE COLLEGE PREPARATORY,TX,public,,,,,,,,,,
,IDEA BLUFF SPRINGS COLLEGE PREPARATORY,TX,public,Most Demanding,2.1868646157659497,,,,,,,,
,IDEA BRACKENRIDGE COLLEGE PREPARATORY,TX,public,Very Demanding,0.9310846765976384,,,,,,,,
,IDEA BROWNSVILLE COLLEGE PREPARATORY,TX,public,Most Demanding,1.9048195732483904,,,,,,,,97.5
,IDEA BURKE COLLEGE PREPARATORY,TX,public,,,,,,,,,,
,IDEA CARVER COLLEGE PREPARATORY,TX,public,Most Demanding,3.088175375007325,,,,,,,,97.5
,IDEA COLLEGE PREP WESLACO,TX,public,Most Demanding,2.3324437102352267,,,,,,,,97.5
,IDEA COLLEGE PREPARATORY ALAMO,TX,public,Very Demanding,1.570284114158645,,,,,,,,95.0
,IDEA COLLEGE PREPARATORY MISSION,TX,public,Very Demanding,1.6592164546678356,,,,,,,,97.5
,IDEA COLLEGE PREPARATORY SAN JUAN,TX,public,Most Demanding,3.676088770302107,,,,,,,,97.5
,IDEA EASTSIDE COLLEGE PREPARATORY,TX,public,Most Demanding,3.047441631958117,,,,,,,,
,IDEA EDGEMERE COLLEGE PREPARATORY,TX,public,Demanding,0.1938157937352707,,,,,,,,
,IDEA EDINBURG COLLEGE PREPARATORY,TX,public,Most Demanding,3.6867711594186305,,,,,,,,97.5
,IDEA ELSA COLLEGE PREPARATORY,TX,public,Average,-0.2608385117685083,,,,,,,,
,IDEA EWING HALSELL COLLEGE PREPARATORY,TX,public,Very Demanding,0.8790374570635042,,,,,,,,
,IDEA HEALTH PROFESSIONS COLLEGE PREPARATORY,TX,public,,,,,,,,,,
,IDEA INGRAM HILLS COLLEGE PREPARATORY,TX,public,Below Average,-1.3241475550941832,,,,,,,,
,IDEA JUDSON COLLEGE PREPARATORY,TX,public,Most Demanding,1.8780337300886447,,,,,,,,
,IDEA KYLE COLLEGE PREPARATORY,TX,public,Demanding,0.0319689591454732,,,,,,,,
,IDEA LOS ENCINOS COLLEGE PREPARATORY,TX,public,,,,,,,,,,
,IDEA MAYS COLLEGE PREPARATORY,TX,public,Very Demanding,1.2982582736343398,,,,,,,,
,IDEA MCALLEN COLLEGE PREPARATORY,TX,public,Most Demanding,1.9124428909424456,,,,,,,,97.5
,IDEA MESA HILLS COLLEGE PREPARATORY,TX,public,,,,,,,,,,
,IDEA MONTERREY PARK COLLEGE PREPARATORY,TX,public,Most Demanding,3.304733234442268,,,,,,,,
,IDEA MONTOPOLIS COLLEGE PREPARATORY,TX,public,Most Demanding,3.123252586694348,,,,,,,,97.5
,IDEA NAJIM COLLEGE PREPARATORY,TX,public,Demanding,0.3582591016072574,,,,,,,,
,IDEA NORTH MISSION COLLEGE PREPARATORY,TX,public,Most Demanding,3.069770742808947,,,,,,,,
,IDEA OWASSA COLLEGE PREPARATORY,TX,public,Average,-0.0908239254591318,,,,,,,,
,IDEA PARMER PARK COLLEGE PREPARATORY,TX,public,,,,,,,,,,
,IDEA PFLUGERVILLE COLLEGE PREPARATORY,TX,public,Demanding,0.276007603150779,,,,,,,,
,IDEA QUEST COLLEGE PREPARATORY,TX,public,Most Demanding,3.6867711594186305,,,,,,,,97.5
,IDEA RIO GRANDE CITY COLLEGE PREPARATORY,TX,public,Very Demanding,0.9071108717094842,,,,,,,,
,IDEA RIO VISTA COLLEGE PREPARATORY,TX,public,Demanding,0.172865922890501,,,,,,,,
,IDEA RISE COLLEGE PREPARATORY,TX,public,,,,,,,,,,
,IDEA RIVERVIEW COLLEGE PREPARATORY,TX,public,Most Demanding,3.331505194156525,,,,,,,,
,IDEA ROBINDALE COLLEGE PREPARATORY,TX,public,,,,,,,,,,
,IDEA RUNDBERG COLLEGE PREPARATORY,TX,public,Most Demanding,3.1713706667943224,,,,,,,,
,IDEA SOUTH FLORES COLLEGE PREPARATORY,TX,public,Very Demanding,1.7682682465704715,,,,,,,,
,IDEA SPORTS PARK COLLEGE PREPARATORY,TX,public,Most Demanding,2.4123817081936094,,,,,,,,
,IDEA TOROS COLLEGE PREPARATORY,TX,public,Most Demanding,3.143638902865323,,,,,,,,74.5
,IDEA TRES LAGOS COLLEGE PREPARATORY,TX,public,Very Demanding,0.8579508022040159,,,,,,,,
,IDEA WALZEM COLLEGE PREPARATORY,TX,public,Most Demanding,2.518108345632154,,,,,,,,
,IDEA WESLACO PIKE COLLEGE PREPARATORY,TX,public,Most Demanding,3.6076478083687977,,,,,,,,
,ILTEXAS AGGIELAND H S,TX,public,Average,-0.0250978120143465,,,,,,,,
,ILTEXAS ARLINGTON-GRAND PRAIRIE H S,TX,public,Demanding,0.3402394489468899,,,,,,,,97.5
,ILTEXAS GARLAND H S,TX,public,Demanding,0.5699853601110201,,,,,,,,97.5
,ILTEXAS HOUSTON WINDMILL LAKES OREM H S,TX,public,Average,-0.4299666135146417,,,,,,,,
,ILTEXAS KATY WESTPARK H S,TX,public,Demanding,0.1462064172227472,,,,,,,,
,ILTEXAS KELLER SAGINAW H S,TX,public,Very Demanding,0.7746668515339397,,,,,,,,97.5
,ILTEXAS LANCASTER DESOTO H S,TX,public,Demanding,0.2889784585287512,,,,,,,,
,ILTEXAS LIBERTY H S,TX,public,,,,,,,,,,
,IM TERRELL ACADEMY FOR STEM AND VPA,TX,public,Very Demanding,0.7385161989888613,,,,,,,,
,IMPACT EARLY COLLEGE H S,TX,public,Demanding,0.5916361602996484,,,,,,,,97.5
,INFINITY EARLY COLLEGE H S,TX,public,Very Demanding,1.2520479165258778,,,,,,,,97.5
,INNOVATION DESIGN ENTREPRENEURSHIP ACADEMY,TX,public,Most Demanding,2.346425035681535,,,,,,,,95.0
,INSPIRED VISION ACADEMY SECONDARY,TX,public,Average,-0.1758635532603857,,,,,,,,92.0
,INSTR/GUID CENTER,TX,public,,,,,,,,,,
,IOWA COLONY H S,TX,public,,,,,,,,,,
,ISCHOOL HIGH - ATASCOCITA,TX,public,Below Average,-0.9784724048525878,,,,,,,,
,ISCHOOL HIGH AT UNIVERSITY PARK,TX,public,Average,-0.395674661344052,,,,,,,,97.5
,ISCHOOL VIRTUAL ACADEMY OF TEXAS,TX,public,Average,-0.2243160793656577,,,,,,,,
,ISCHOOL-CREEKSIDE,TX,public,,,,,,,,,,
,JASPER H S,TX,public,,,,,,,,,,
,JEFFERSON LEARNING CTR,TX,public,,,,,,,,,,
,JIMMY CARTER EARLY COLLEGE H S,TX,public,Most Demanding,2.375858268346731,,,,,,,,97.5
,JOE DALE SPARKS CAMPUS,TX,public,Below Average,-1.3241475550941832,,,,,,,,50.0
,JOHN A DUBISKI CAREER H S,TX,public,Demanding,0.0795208013175356,,,,,,,,99.5
,JOSHUA H S NINTH GRADE CAMPUS,TX,public,,,,,,,,,,
,JUAREZ-LINCOLN H S,TX,public,Demanding,0.1037579533219527,,,,,,,,80.0
,JUDSON CARE ACADEMY,TX,public,Below Average,-0.6825322526773387,,,,,,,,
,JUVENILE DETENT CTR,TX,public,Below Average,-1.3241475550941832,,,,,,,,
,JUVENILE DETENT CTR,TX,public,Below Average,-1.3241475550941832,,,,,,,,
,JUVENILE DETENTION CTR,TX,public,,,,,,,,,,
,K E KAUFMAN ALTERNATIVE EDUCATION CENTER,TX,public,Below Average,-1.0793340638127702,,,,,,,,
,KAREN WAGNER H S,TX,public,Average,-0.204313907114375,,,,,,,,85.0
,KASE ACADEMY,TX,public,,,,,,,,,,
,KATHLYN JOY GILLIAM COLLEGIATE ACADEMY,TX,public,Very Demanding,1.681274728717291,,,,,,,,97.5
,KELLER COLLEGIATE ACADEMY,TX,public,Below Average,-0.6931665804200798,,,,,,,,
,KEYS H S,TX,public,,,,,,,,,,
,KI CHARTER ACADEMY LIBERTY HILL,TX,public,Below Average,-1.3241475550941832,,,,,,,,
,KILLEEN ISD EARLY COLLEGE H S,TX,public,Very Demanding,0.6941374043628615,,,,,,,,98.0
,KIPP AUSTIN BRAVE,TX,public,Very Demanding,1.1595681482446216,,,,,,,,
,KIPP EAST END H S,TX,public,Demanding,0.4007443284326263,,,,,,,,
,KIPP GENERATIONS COLLEGIATE,TX,public,Demanding,0.4007586478734986,,,,,,,,
,KIPP JOURNEY COLLEGIATE SCHOOL,TX,public,,,,,,,,,,
,KIPP NORTHEAST COLLEGE PREPARATORY,TX,public,Very Demanding,1.3970513961076296,,,,,,,,
,KIPP OAK CLIFF ACADEMY,TX,public,Very Demanding,1.30337537632415,,,,,,,,
,KIPP PLEASANT GROVE LEADERSHIP ACADEMY,TX,public,Average,-0.1619069336191761,,,,,,,,
,KIPP SHARPSTOWN COLLEGE PREP,TX,public,,,,,,,,,,
,KIPP SOMOS COLLEGIATE,TX,public,Very Demanding,0.9272133958058432,,,,,,,,
,KIPP SUNNYSIDE H S,TX,public,Very Demanding,1.6513361912922664,,,,,,,,
,KIPP UNIVERSITY PREP H S,TX,public,Very Demanding,1.2190792913531798,,,,,,,,
,KLEIN CAIN H S,TX,public,Demanding,0.0829324648849027,,,,,,,,
,LA JOYA PALMVIEW H S,TX,public,Demanding,0.0324093344184233,,,,,,,,81.0
,LA PROMESA,TX,public,Below Average,-1.3241475550941832,,,,,,,,
,LAKE BELTON H S,TX,public,Average,-0.2339992721901805,,,,,,,,
,LAKE CREEK H S,TX,public,Demanding,0.0020902156255797,,,,,,,,
,LAKE GRANBURY ACADEMY,TX,public,Below Average,-1.3241475550941832,,,,,,,,
,LAMAR - PHOENIX ALTERNATIVE EDUCATION,TX,public,,,,,,,,,,
,LASARA H S,TX,public,Average,-0.2626140975035866,,,,,,,,90.0
,LBJ EARLY COLLEGE H S,TX,public,Below Average,-0.6057105242412292,,,,,,,,92.0
,LEAD ACADEMY H S,TX,public,Below Average,-1.0654656294364704,,,,,,,,92.0
,LEADERSHIP ACADEMY,TX,public,,,,,,,,,,
,LEADERSHIP PREP SCHOOL SECONDARY,TX,public,Below Average,-0.87312275372504,,,,,,,,
,LEANDER EXTENDED OPPORTUNITY,TX,public,Below Average,-1.152210032756532,,,,,,,,
,LEARN4LIFE,TX,public,Below Average,-1.1031348884508383,,,,,,,,
,LEBANON TRAIL H S,TX,public,Demanding,0.5227193315338734,,,,,,,,93.0
,LEGACY EARLY COLLEGE H S,TX,public,Most Demanding,2.7624842377612904,,,,,,,,
,LEGACY FRESHMAN H S,TX,public,,,,,,,,,,
,LEGACY LEARNING CENTER,TX,public,,,,,,,,,,
,LEGACY RANCH H S,TX,public,,,,,,,,,,
,LEGACY SCHOOL OF SPORT SCIENCES,TX,public,Below Average,-0.7079237385263659,,,,,,,,
,LEGACY TRADITIONAL- BASSE SECONDARY,TX,public,Below Average,-0.7925671955953494,,,,,,,,90.0
,LETOT CAMPUS,TX,public,Below Average,-1.3241475550941832,,,,,,,,
,LEWISVILLE SCHOOL OF SCIENCE AND TECHNOLOGY,TX,public,Most Demanding,3.881981300494852,,,,,,,,92.0
,LIBERTY H S,TX,public,Below Average,-1.0498568473074803,,,,,,,,2.5
,LIFE H S WAXAHACHIE,TX,public,Average,-0.0054398524596695,,,,,,,,99.5
,LIGHTHOUSE HIGH,TX,public,Below Average,-1.3241475550941832,,,,,,,,
,LOCKHART PRIDE H S,TX,public,,,,,,,,,,
,LONDON H S,TX,public,Average,-0.1842026767562502,,,,,,,,97.5
,LONE STAR H S CENTRAL (TJJD),TX,public,Below Average,-1.3241475550941832,,,,,,,,
,LONE STAR H S NORTH (TJJD),TX,public,Below Average,-1.3241475550941832,,,,,,,,
,LONE STAR H S SOUTH (TJJD),TX,public,Below Average,-1.3241475550941832,,,,,,,,
,LONE STAR H S SOUTHEAST (TJJD),TX,public,Below Average,-1.3241475550941832,,,,,,,,
,LONE STAR H S WEST (TJJD),TX,public,,,,,,,,,,
,LONE STAR VIRTUAL ACADEMY,TX,public,,,,,,,,,,
,LONG CREEK H S,TX,public,,,,,,,,,,
,LOVELADY J H H S,TX,public,Average,-0.142577964809341,,,,,,,,90.0
,LOWERY FRESHMAN CENTER,TX,public,,,,,,,,,,
,LUBBOCK-COOPER LIBERTY H S,TX,public,,,,,,,,,,
,LUBBOCK-COOPER NEW HOPE ACADEMY,TX,public,,,,,,,,,,
,M R WOOD CENTER FOR LEARNING,TX,public,Below Average,-1.0053963631883795,,,,,,,,
,MAGNOLIA WEST H S,TX,public,Average,-0.1904188606498072,,,,,,,,96.0
,MANARA LEADERSHIP ACADEMY,TX,public,Average,-0.4804787195896396,,,,,,,,90.0
,MANSFIELD FRONTIER STEM ACADEMY,TX,public,Average,-0.2743033831652814,,,,,,,,
,MARGIE CHUMBLEY ACADEMY FOR SUCCESS,TX,public,Below Average,-1.3241475550941832,,,,,,,,87.0
,MARINE CREEK COLLEGIATE H S,TX,public,Very Demanding,0.9876723586990332,,,,,,,,97.5
,MARSHALL EARLY GRADUATION SCHOOL,TX,public,Below Average,-1.3241475550941832,,,,,,,,
,MARY E SMITHEY PACE H S,TX,public,Below Average,-1.3241475550941832,,,,,,,,52.0
,MCDADE H S,TX,public,Average,-0.2300824874511695,,,,,,,,75.0
,MCKINNEY BOYD H S,TX,public,Very Demanding,0.7822730759806343,,,,,,,,97.0
,MCMILLEN H S,TX,public,,,,,,,,,,
,MEDLOCK YOUTH VILLAGE,TX,public,Below Average,-1.3241475550941832,,,,,,,,
,MEMORIAL EARLY COLLEGE H S,TX,public,Very Demanding,1.1473310045251237,,,,,,,,97.5
,MEMORIAL H S,TX,public,Very Demanding,1.1672065286962297,,,,,,,,
,MEMORIAL H S,TX,public,,,,,,,,,,
,MERCEDES ACADEMIC ACADEMY,TX,public,Below Average,-1.3241475550941832,,,,,,,,84.5
,MERCEDES EARLY COLLEGE ACADEMY,TX,public,Average,-0.1829497870715959,,,,,,,,97.5
,MERCER & BLUMBERG LRN CTR,TX,public,Below Average,-0.9608585254152392,,,,,,,,97.5
,METHODIST CHILDREN'S HOME,TX,public,Below Average,-0.7509096571837832,,,,,,,,
,MICKEY LELAND COLLEGE PREP ACAD FOR YOUNG MEN,TX,public,Most Demanding,2.6394587399287364,,,,,,,,95.0
,MIDDLE COLLEGE H S AT HCC FRAGA,TX,public,Very Demanding,0.7161690746600098,,,,,,,,95.0
,MIDDLE COLLEGE H S AT HCC GULFTON,TX,public,Average,-0.4953944561390924,,,,,,,,52.0
,MIDLAND ALTERNATIVE PROGRAM,TX,public,Below Average,-1.3241475550941832,,,,,,,,
,MIDLAND FRESHMAN H S,TX,public,,,,,,,,,,
,MISSION COLLEGIATE H S,TX,public,Most Demanding,2.1601873184178197,,,,,,,,97.5
,MISSION EARLY COLLEGE H S,TX,public,Most Demanding,2.676723013545912,,,,,,,,97.5
,MOE AND GENE JOHNSON H S,TX,public,Average,-0.228375303817608,,,,,,,,
,MOMENTUM H S,TX,public,,,,,,,,,,
,MONTE ALTO H S,TX,public,Below Average,-0.8493719766492887,,,,,,,,95.0
,NEW HEIGHTS,TX,public,,,,,,,,,,
,NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON GIBBINS,TX,public,Demanding,0.4016085008053361,,,,,,,,
,NORTH FOREST H S,TX,public,Average,-0.3032445881938483,,,,,,,,79.0
,NORTH HEIGHTS ALTER,TX,public,,,,,,,,,,
,NORTH HOUSTON EARLY COLLEGE H S,TX,public,Most Demanding,2.1803737054122903,,,,,,,,97.5
,NORTH LAKE EARLY COLLEGE H S,TX,public,Very Demanding,0.897844816539526,,,,,,,,
,NORTH PLAINS OPPORTUNITY CENTER,TX,public,,,,,,,,,,
,NORTHEAST CAMPUS,TX,public,Demanding,0.035857530370581,,,,,,,,69.5
,NORTHWEST EARLY COLLEGE H S (NWECHS),TX,public,Very Demanding,1.5002691537197603,,,,,,,,97.5
,ODESSA CAREER AND TECHNICAL EARLY COLLEGE H S,TX,public,Most Demanding,2.1953980603128507,,,,,,,,97.5
,ODESSA COLLEGIATE ACADEMY EARLY COLLEGE H S,TX,public,Most Demanding,1.8833095220459304,,,,,,,,95.0
,OPTIONS EARLY GRADUATION H S,TX,public,Below Average,-0.9499097669072324,,,,,,,,92.0
,PACE CENTER,TX,public,,,,,,,,,,
,PAETOW H S,TX,public,Average,-0.3826655413673616,,,,,,,,
,PANOLA EARLY COLLEGE H S,TX,public,Most Demanding,1.8669323430946656,,,,,,,,75.0
,PATHWAYS ACADEMIC CAMPUS,TX,public,Very Demanding,1.7792683048227529,,,,,,,,73.0
,PAUL AND JANE MEYER PUBLIC H S,TX,public,Demanding,0.2796200189815098,,,,,,,,95.0
,PEBBLE HILLS H S,TX,public,Demanding,0.3951228790691095,,,,,,,,89.0
,PETER E HYLAND CENTER,TX,public,,,,,,,,,,
,PFLUGERVILLE ACADEMIC AND CAREER EDUCATION (PACE),TX,public,,,,,,,,,,
,PIEPER H S,TX,public,Below Average,-1.2544641762339288,,,,,,,,
,PINEYWOODS COMMUNITY ACADEMY H S,TX,public,Very Demanding,0.9408914077890344,,,,,,,,95.0
,PIONEER TECHNOLOGY (PTAA) FATE,TX,public,Demanding,0.1324906167563084,,,,,,,,
,PIONEER TECHNOLOGY (PTAA) MESQUITE,TX,public,Very Demanding,1.329952312472,,,,,,,,
,PLANO EAST SR H S,TX,public,Very Demanding,1.3307461790230388,,,,,,,,95.0
,POINT ALTERNATIVE CENTER,TX,public,Below Average,-0.7511824496437504,,,,,,,,
,POSITIVE SOLUTIONS CHARTER,TX,public,Below Average,-1.3241475550941832,,,,,,,,27.0
,PREMIER H S - CORPUS CHRISTI,TX,public,Below Average,-1.0883661252798138,,,,,,,,
,PREMIER H S - DESOTO,TX,public,,,,,,,,,,
,PREMIER H S - FORT WORTH (JACKSBORO),TX,public,,,,,,,,,,
,PREMIER H S - FORT WORTH (SOUTHSIDE),TX,public,,,,,,,,,,
,PREMIER H S - HOUSTON (GREENSPOINT),TX,public,,,,,,,,,,
,PREMIER H S - HOUSTON (SHARPSTOWN),TX,public,,,,,,,,,,
,PREMIER H S - HOUSTON - HOBBY,TX,public,Below Average,-1.0443333328984068,,,,,,,,
,PREMIER H S - LONGVIEW,TX,public,,,,,,,,,,
,PREMIER H S - LUBBOCK (BRIERCROFT),TX,public,,,,,,,,,,
,PREMIER H S - SAN ANGELO,TX,public,Below Average,-0.708437482465502,,,,,,,,
,PREMIER H S HOUSTON GALLERY NORTH,TX,public,Average,-0.3472326812577767,,,,,,,,
,PREMIER H S MESQUITE,TX,public,,,,,,,,,,
,PREMIER H S ODESSA,TX,public,Below Average,-0.6449901059821727,,,,,,,,
,PREMIER H S OF ABILENE,TX,public,Below Average,-0.86830817452547,,,,,,,,84.5
,PREMIER H S OF AMARILLO,TX,public,Below Average,-0.8480217107288264,,,,,,,,67.0
,PREMIER H S OF ARLINGTON,TX,public,Below Average,-0.6804705467787715,,,,,,,,34.5
,PREMIER H S OF BROWNSVILLE,TX,public,Below Average,-0.8651136570467846,,,,,,,,15.0
,PREMIER H S OF DAYTON,TX,public,Below Average,-0.876358358571757,,,,,,,,95.0
,PREMIER H S OF DEL RIO,TX,public,Below Average,-0.9471999781790832,,,,,,,,49.5
,PREMIER H S OF FORT WORTH,TX,public,Below Average,-0.5792805989281307,,,,,,,,42.0
,PREMIER H S OF GRANBURY,TX,public,Below Average,-0.9828522965435548,,,,,,,,87.0
,PREMIER H S OF HUNTSVILLE,TX,public,Below Average,-0.6190728744257462,,,,,,,,30.0
,PREMIER H S OF LAREDO,TX,public,Below Average,-0.633375025619092,,,,,,,,30.0
,PREMIER H S OF LUBBOCK,TX,public,Below Average,-0.7157840207951507,,,,,,,,72.0
,PREMIER H S OF MIDLAND,TX,public,Below Average,-0.8880195305235803,,,,,,,,84.5
,PREMIER H S OF MISSION,TX,public,Below Average,-0.9639154165133962,,,,,,,,44.5
,PREMIER H S OF PALMVIEW,TX,public,Below Average,-0.6839490213666732,,,,,,,,49.5
,PREMIER H S OF PFLUGERVILLE,TX,public,Below Average,-0.8094523844981711,,,,,,,,54.5
,PREMIER H S OF SAN JUAN,TX,public,Below Average,-0.7145595977402095,,,,,,,,49.5
,PREMIER H S OF TEXARKANA,TX,public,Below Average,-0.8870919373001399,,,,,,,,54.5
,PREMIER H S OF TYLER,TX,public,Demanding,0.1054816324771514,,,,,,,,34.5
,PREMIER H S OF WACO,TX,public,Below Average,-0.6475989619230991,,,,,,,,62.0
,PREMIER H S OF WESLACO,TX,public,Below Average,-0.787806334062599,,,,,,,,75.0
,PREMIER H S-HOUSTON (CHAMPIONS),TX,public,Below Average,-0.9001888728127536,,,,,,,,30.0
,PREMIER HIGH SCHOOL-AUSTIN SOUTH CAMPUS,TX,public,Below Average,-0.7771116451122176,,,,,,,,44.5
,PREMIER HIGH SCHOOL-AUSTIN WELLS BRANCH,TX,public,Below Average,-0.7851760759088616,,,,,,,,30.0
,PREMIER HIGH SCHOOL-CANYON,TX,public,Below Average,-0.5959436142927569,,,,,,,,
,PREMIER HIGH SCHOOL-EL PASO EASTPOINTE,TX,public,Average,-0.5042037169012694,,,,,,,,42.0
,PREMIER HIGH SCHOOL-EL PASO MESA,TX,public,Below Average,-0.8392787229646166,,,,,,,,54.5
,PREMIER HIGH SCHOOL-SAN ANTONIO INGRAM,TX,public,Average,-0.5425070477786099,,,,,,,,44.5
,PREMIER HIGH SCHOOL-SAN ANTONIO WINDCREST,TX,public,Average,-0.5615067158725291,,,,,,,,34.5
,PREMIER HIGH SCHOOLS - EDINBURG CAREER & TECHNICAL,TX,public,Below Average,-0.8532075024909312,,,,,,,,74.5
,PREPARATORY FOR EARLY COLLEGE H S,TX,public,Very Demanding,1.1302256853923502,,,,,,,,97.5
,PRIORITY INTERVENTION ACADEMY,TX,public,Average,-0.0816187632982231,,,,,,,,
,PSJA COLLEGIATE SCHOOL OF HEALTH PROFESSIONS,TX,public,,,,,,,,,,
