destinationtable,rcdts,level,school_name,district,city,county,district_type,school_type,grades_served,summative_designation,summative_designation_student_group_s,title_i_status,state_senate_district,state_house_district,ebf_tier,pct_ebf_capacity_to_meet_expectations,count_school_enrollment,site_level_per_pupil_expenditures_federal,site_level_per_pupil_expenditures_state_local,site_level_per_pupil_expenditures_subtotal,district_centralized_per_pupil_expenditure_federal,district_centralized_per_pupil_expenditure_state_local,district_centralized_per_pupil_expenditure_subtotal,total_per_pupil_expenditures_federal,total_per_pupil_expenditures_state_local,total_per_pupil_expenditures_subtotal,exclusions,total_expenditures_sber,local_property_taxes,pct_local_property_taxes,other_local_funding,pct_other_local_funding,evidence_based_funding,pct_evidence_based_funding,other_state_funding,pct_other_state_funding,federal_funding,pct_federal_funding,total_revenue_source,eav_per_pupil,total_school_tax_rate_per_100,instructional_expenditure_per_pupil,operating_expenditures,instruction,pct_instruction,general_admin,pct_general_admin,supporting_services,pct_supporting_services,other_expenditures,pct_other_expenditures,education_fund,pct_education_fund,operations_b_m,pct_operations_b_m,transportation,pct_transportation,debt_service,pct_debt_service,tort,pct_tort,munic_ret_soc_security,pct_munic_ret_soc_security,fire_prev_safety,pct_fire_prev_safety,capital_projects_fund,pct_capital_projects_fund,total_expenditures_afr,per_pupil_pension_obligation_amount,total_pension_obligation_amount
Finance1,13-058-1350-02-3001,School,Centralia Pre-Kindergarten Ctr,,Centralia,Marion,Elementary District,Special School,PK,,,Title 1 Eligible but Not Served,55,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,15-016-2990-25-0053,School,Disney II Magnet HS,,Chicago,Cook,Unit District,High School,7 - 12,Commendable,All Students,Title 1 Ineligible Due to Ranking,20,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,65-108-9030-80-0001,School,Illinois Mathematics and Science Academy,,Aurora,State Of Illinois,Administrative Agent,High School,10 - 12,,,Not a Participant in Title One Program,25,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,15-016-2990-25-0855,School,Ogden Int High School,,Chicago,Cook,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Ineligible Due to Ranking,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,07-016-1520-02-3001,School,Riley Early Childhood Center,,Harvey,Cook,Elementary District,Special School,,,,Title 1 Ineligible Due to Ranking,15,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,65-108-9010-80-2001,School,Thomas Metcalf School,,Normal,State Of Illinois,Administrative Agent,Elementary School,PK - 8,,,Not a Participant in Title One Program,46,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,65-108-9010-80-0001,School,University High School,,Normal,State Of Illinois,Administrative Agent,High School,9 - 12,,,Not a Participant in Title One Program,46,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,65-108-9020-80-0001,School,University of Illinois High Sch,,Urbana,State Of Illinois,Administrative Agent,High School,7 - 12,,,Not a Participant in Title One Program,52,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,01-009-2620-26-2001,School,A-C Central Elementary School,A-C Central CUSD 262,Chandlerville,Cass,Unit District,Elementary School,PK - 4,Commendable,All Students,Title 1 Targeted,50,99,,,122,369.94,6530.36,6900.3,522.66,9881.58,10404.24,892.6,16411.94,17304.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,01-009-2620-26-0002,School,A-C Central High School,A-C Central CUSD 262,Ashland,Cass,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Eligible but Not Served,50,99,,,94,256.36,9173.76,9430.12,522.66,9881.58,10404.24,779.02,19055.34,19834.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,01-009-2620-26-1002,School,A-C Central Middle School,A-C Central CUSD 262,Ashland,Cass,Unit District,Middle/Junior High School,5 - 8,Commendable,All Students,Title 1 Targeted,50,99,,,89,25.49,5307.76,5333.26,522.66,9881.58,10404.24,548.15,15189.34,15737.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,33-048-2760-26-0001,School,Abingdon-Avon High Sch,Abingdon-Avon CUSD 276,Abingdon,Knox,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Eligible but Not Served,47,94,,,267,0,9923.41,9923.41,471.97,4987.32,5459.29,471.97,14910.73,15382.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,33-048-2760-26-1001,School,Abingdon-Avon Middle Sch,Abingdon-Avon CUSD 276,Avon,Knox,Unit District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Schoolwide,47,94,,,204.6,145.65,10805.32,10950.98,471.97,4987.32,5459.29,617.63,15792.64,16410.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,33-048-2760-26-2002,School,Avon Elem Sch,Abingdon-Avon CUSD 276,Avon,Knox,Unit District,Elementary School,PK - 1,,,Title 1 Schoolwide,47,94,,,47.5,29.56,10143.53,10173.1,471.97,4987.32,5459.29,501.54,15130.85,15632.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,33-048-2760-26-2001,School,Hedding Grade Sch,Abingdon-Avon CUSD 276,Abingdon,Knox,Unit District,Elementary School,PK - 5,Targeted,Children with Disabilities,Title 1 Schoolwide,47,94,,,376.15,20.98,10242.39,10263.37,471.97,4987.32,5459.29,492.96,15229.71,15722.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,15-016-9020-25-201C,School,ACE Amandla Charter School,ACE Amandla Charter School,Chicago,Cook,Unit District,Elementary School,9 - 12,Commendable,All Students,Title 1 Schoolwide,16,32,,,142.5,3954.8,13098.84,17053.64,749.73,5656.86,6406.59,4704.53,18755.7,23460.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,19-022-0040-02-3002,School,Addison Early Learning Center,Addison SD 4,Addison,Dupage,Elementary District,Special School,PK,,,Title 1 Schoolwide,23,45,,,130.91,298.91,16064.92,16363.83,595.5,5761.94,6357.44,894.41,21826.87,22721.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,19-022-0040-02-2011,School,Ardmore Elem School,Addison SD 4,Addison,Dupage,Elementary District,Elementary School,K - 5,Commendable,All Students,Title 1 Schoolwide,23,45,,,232,310.55,8929.39,9239.94,606.65,5651.08,6257.73,917.2,14580.47,15497.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,19-022-0040-02-2002,School,Army Trail Elem School,Addison SD 4,Addison,Dupage,Elementary District,Elementary School,K - 5,Targeted,"White, Children with Disabilities",Title 1 Schoolwide,39,77,,,254.5,460.87,10752.22,11213.09,606.65,5651.08,6257.73,1067.52,16403.29,17470.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,19-022-0040-02-2003,School,Fullerton Elem School,Addison SD 4,Addison,Dupage,Elementary District,Elementary School,K - 5,Commendable,All Students,Title 1 Schoolwide,23,45,,,374.5,225.09,8198.71,8423.8,606.65,5651.08,6257.73,831.74,13849.79,14681.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,19-022-0040-02-1009,School,Indian Trail Jr High School,Addison SD 4,Addison,Dupage,Elementary District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Schoolwide,39,77,,,1124.21,196.38,8030.29,8226.68,595.5,5627.69,6223.19,791.88,13657.99,14449.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,19-022-0040-02-2004,School,Lake Park Elem School,Addison SD 4,Addison,Dupage,Elementary District,Elementary School,K - 5,Commendable,All Students,Title 1 Schoolwide,23,46,,,291,411.2,10075.56,10486.76,606.65,5651.08,6257.73,1017.86,15726.63,16744.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,19-022-0040-02-2005,School,Lincoln Elem School,Addison SD 4,Addison,Dupage,Elementary District,Elementary School,K - 5,Commendable,All Students,Title 1 Schoolwide,39,77,,,342,607.17,9243.75,9850.92,606.65,5651.08,6257.73,1213.82,14894.82,16108.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,19-022-0040-02-2010,School,Stone Elem School,Addison SD 4,Addison,Dupage,Elementary District,Elementary School,K - 5,Commendable,All Students,Title 1 Schoolwide,23,46,,,373.25,569.26,9996.9,10566.16,606.65,5651.08,6257.73,1175.92,15647.97,16823.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,19-022-0040-02-2008,School,Wesley Elem School,Addison SD 4,Addison,Dupage,Elementary District,Elementary School,K - 5,Commendable,All Students,Title 1 Schoolwide,23,46,,,225.5,568.53,11820.89,12389.42,606.65,5651.08,6257.73,1175.18,17471.97,18647.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-1250-13-0001,School,Adlai E Stevenson High School,Adlai E Stevenson HSD 125,Lincolnshire,Lake,High School District,High School,9 - 12,Commendable,All Students,Title 1 Targeted,30,59,,,4753.85,43.16,17906.17,17949.33,170.34,8518.42,8688.76,213.5,26424.59,26638.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,21-028-0910-04-2001,School,Akin Comm Cons Elem School,Akin CCSD 91,Akin,Franklin,Elementary District,Elementary School,K - 8,Commendable,All Students,Title 1 Schoolwide,59,117,,,118,566.34,9562.43,10128.77,238.27,6987.74,7226.01,804.61,16550.17,17354.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,13-014-0630-02-2001,School,Albers Elem School,Albers SD 63,Albers,Clinton,Elementary District,Elementary School,PK - 8,Commendable,All Students,Not a Participant in Title One Program,55,109,,,154,491.39,9770.51,10261.91,0,2400.77,2400.77,491.39,12171.29,12662.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,44-063-0190-24-2001,School,Alden Hebron Elem School,Alden Hebron SD 19,Hebron,McHenry,Unit District,Elementary School,PK - 5,Commendable,All Students,Title 1 Schoolwide,35,69,,,201.8,27.75,7385.47,7413.22,902.32,7891.35,8793.67,930.07,15276.81,16206.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,44-063-0190-24-0002,School,Alden-Hebron High School,Alden Hebron SD 19,Hebron,McHenry,Unit District,High School,9 - 12,Exemplary,All Students,Title 1 Schoolwide,35,69,,,110.5,0,11047.7,11047.7,902.32,7891.35,8793.67,902.32,18939.05,19841.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,44-063-0190-24-1001,School,Alden-Hebron Middle School,Alden Hebron SD 19,Hebron,McHenry,Unit District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Schoolwide,35,69,,,99,0,6289.11,6289.11,902.32,7891.35,8793.67,902.32,14180.46,15082.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,35-050-0650-04-2001,School,Ransom Grade School,Allen-Otter Creek CCSD 65,Ransom,La Salle,Elementary District,Elementary School,K - 8,Commendable,All Students,Title 1 Schoolwide,53,106,,,96.6,0,0,0,644.1,19871.47,20515.58,644.1,19871.47,20515.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,20-093-0170-24-2001,School,Allendale Elementary School,Allendale CCSD 17,Allendale,Wabash,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,58,116,,,128.5,1484.94,9260.63,10745.56,0,0,0,1484.94,9260.63,10745.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,07-016-1260-02-3001,School,District 126 Early Childhood Center,Alsip-Hazlgrn-Oaklwn SD 126,Alsip,Cook,Elementary District,Special School,PK,,,Not a Participant in Title One Program,18,35,,,113.58,16.89,10889.43,10906.32,94.11,2423.39,2517.5,111.01,13312.82,13423.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,07-016-1260-02-2001,School,Hazelgreen Elem School,Alsip-Hazlgrn-Oaklwn SD 126,Alsip,Cook,Elementary District,Elementary School,K - 6,Commendable,All Students,Title 1 Schoolwide,18,35,,,275.5,232.17,11353.59,11585.76,205.27,5285.56,5490.83,437.44,16639.15,17076.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,07-016-1260-02-2002,School,Lane Elem School,Alsip-Hazlgrn-Oaklwn SD 126,Alsip,Cook,Elementary District,Elementary School,K - 6,Commendable,All Students,Title 1 Schoolwide,18,35,,,239,216.07,14701.26,14917.33,237.49,6115.35,6352.84,453.56,20816.61,21270.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,07-016-1260-02-1005,School,Prairie Jr High School,Alsip-Hazlgrn-Oaklwn SD 126,Alsip,Cook,Elementary District,Middle/Junior High School,7 - 8,Commendable,All Students,Title 1 Schoolwide,18,35,,,292,212.44,13040.23,13252.67,373.14,9608.18,9981.32,585.58,22648.41,23233.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,07-016-1260-02-2004,School,Stony Creek Elem School,Alsip-Hazlgrn-Oaklwn SD 126,Alsip,Cook,Elementary District,Elementary School,K - 6,Commendable,All Students,Title 1 Schoolwide,18,35,,,619,236.11,9553.7,9789.81,161.59,4160.94,4322.53,397.7,13714.64,14112.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,03-025-0100-26-2002,School,Altamont Grade School,Altamont CUSD 10,Altamont,Effingham,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,54,107,,,464,815.68,6865.78,7681.46,0,3734.53,3734.53,815.68,10600.31,11415.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,03-025-0100-26-0001,School,Altamont High School,Altamont CUSD 10,Altamont,Effingham,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Eligible but Not Served,54,107,,,227.8,372.17,10814.99,11187.16,0,3646.82,3646.82,372.17,14461.81,14833.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,41-057-0110-26-0001,School,Alton High School,Alton CUSD 11,Alton,Madison,Unit District,High School,9 - 12,Targeted,Low Income,Title 1 Schoolwide,56,111,,,1725.4,490.16,11090.65,11580.81,317.29,5008.1,5325.39,807.45,16098.76,16906.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,41-057-0110-26-1006,School,Alton Middle School,Alton CUSD 11,Alton,Madison,Unit District,Middle/Junior High School,6 - 8,Targeted,Children with Disabilities,Title 1 Schoolwide,56,111,,,1196.75,558.18,10377.99,10936.17,287.64,4468.75,4756.39,845.82,14846.74,15692.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,41-057-0110-26-3004,School,Early Childhood,Alton CUSD 11,Godfrey,Madison,Unit District,Special School,PK,,,Title 1 Eligible but Not Served,56,111,,,280.25,1928.25,6680.83,8609.08,287.64,6561.52,6849.15,2215.89,13242.35,15458.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,41-057-0110-26-2029,School,East Elementary School,Alton CUSD 11,Alton,Madison,Unit District,Elementary School,3 - 5,Commendable,All Students,Title 1 Schoolwide,56,111,,,412.5,2496.36,8993.45,11489.81,289,4454.14,4743.14,2785.36,13447.59,16232.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,41-057-0110-26-2007,School,Eunice Smith Elem School,Alton CUSD 11,Alton,Madison,Unit District,Elementary School,K - 2,Commendable,All Students,Title 1 Schoolwide,56,111,,,198,3125.47,9964.92,13090.39,289,4454.14,4743.14,3414.47,14419.06,17833.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,41-057-0110-26-2010,School,Gilson Brown Elem School,Alton CUSD 11,Godfrey,Madison,Unit District,Elementary School,K - 1,Targeted,"Black/African American, Children with Disabilities, Low Income",Title 1 Schoolwide,50,100,,,184.25,3943.67,8518.87,12462.54,289,4454.14,4743.14,4232.67,12973.01,17205.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,41-057-0110-26-2015,School,Lewis & Clark Elem School,Alton CUSD 11,Godfrey,Madison,Unit District,Elementary School,K - 1,Targeted,"Black/African American, Children with Disabilities, Low Income",Title 1 Schoolwide,50,100,,,246.5,1541.82,9117.53,10659.35,289,4454.14,4743.14,1830.82,13571.67,15402.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,41-057-0110-26-2024,School,Lovejoy Elem School,Alton CUSD 11,Alton,Madison,Unit District,Elementary School,K - 2,Commendable,All Students,Title 1 Schoolwide,56,111,,,230.5,3493.03,9346.21,12839.24,289,4454.14,4743.14,3782.03,13800.35,17582.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,41-057-0110-26-2030,School,North Elementary School,Alton CUSD 11,Godfrey,Madison,Unit District,Elementary School,2 - 5,Targeted,"Black/African American, Children with Disabilities",Title 1 Schoolwide,56,111,,,527,1239.92,7633.94,8873.86,289,4454.14,4743.14,1528.91,12088.08,13617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,41-057-0110-26-2028,School,West Elementary School,Alton CUSD 11,Alton,Madison,Unit District,Elementary School,2 - 5,Targeted,"Black/African American, Children with Disabilities, Low Income",Title 1 Schoolwide,56,111,,,435.5,1730.53,8429.83,10160.35,289,4454.14,4743.14,2019.52,12883.97,14903.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,28-037-2250-26-0001,School,AlWood  Middle/High School,AlWood CUSD 225,Woodhull,Henry,Unit District,High School,6 - 12,Commendable,All Students,Title 1 Eligible but Not Served,47,93,,,182.63,355.41,15164.34,15519.75,275.95,3377.74,3653.7,631.36,18542.08,19173.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,28-037-2250-26-2003,School,AlWood Elem School,AlWood CUSD 225,Alpha,Henry,Unit District,Elementary School,PK - 5,Commendable,All Students,Title 1 Targeted,36,71,,,174.5,1116.38,12261.03,13377.41,275.95,3377.74,3653.7,1392.33,15638.77,17031.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,47-052-2720-26-2003,School,Amboy Central Elem School,Amboy CUSD 272,Amboy,Lee,Unit District,Elementary School,PK - 4,Commendable,All Students,Title 1 Targeted,37,74,,,256.63,90.36,8918.52,9008.88,306.57,7496.76,7803.33,396.93,16415.28,16812.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,47-052-2720-26-0001,School,Amboy High School,Amboy CUSD 272,Amboy,Lee,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Eligible but Not Served,37,74,,,226.5,0,12098.82,12098.82,306.57,6831.5,7138.08,306.57,18930.32,19236.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,47-052-2720-26-1002,School,Amboy Jr High School,Amboy CUSD 272,Amboy,Lee,Unit District,Middle/Junior High School,5 - 8,Targeted,Children with Disabilities,Title 1 Eligible but Not Served,37,74,,,209.5,1.74,9343.68,9345.41,306.57,6831.5,7138.08,308.31,16175.18,16483.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,30-091-0370-04-1001,School,Anna Junior High School,Anna CCSD 37,Anna,Union,Elementary District,Middle/Junior High School,5 - 8,Commendable,All Students,Title 1 Schoolwide,59,118,,,234,0,10605.34,10605.34,967.42,2852.3,3819.72,967.42,13457.64,14425.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,30-091-0370-04-2002,School,Davie Elem School,Anna CCSD 37,Anna,Union,Elementary District,Elementary School,3 - 4,Commendable,All Students,Title 1 Schoolwide,59,118,,,122,0,8443.43,8443.43,967.42,2852.3,3819.72,967.42,11295.72,12263.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,30-091-0370-04-2003,School,Lincoln Elem School,Anna CCSD 37,Anna,Union,Elementary District,Elementary School,PK - 2,Commendable,All Students,Title 1 Schoolwide,59,118,,,228.25,2868.67,6910.98,9779.65,967.42,2852.3,3819.72,3836.09,9763.27,13599.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,30-091-0810-16-0001,School,Anna-Jonesboro High School,Anna Jonesboro CHSD 81,Anna,Union,High School District,High School,9 - 12,Commendable,All Students,Title 1 Schoolwide,59,118,,,465.1,565.51,10994.91,11560.42,315.83,3583.23,3899.05,881.33,14578.14,15459.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,28-037-2260-26-2002,School,Annawan Grade School,Annawan CUSD 226,Annawan,Henry,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Targeted,47,93,,,223.25,407.23,5587.77,5994.99,445.41,8270.7,8716.1,852.63,13858.47,14711.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,28-037-2260-26-0001,School,Annawan High School,Annawan CUSD 226,Annawan,Henry,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Eligible but Not Served,47,93,,,99,0,8608.12,8608.12,445.41,8270.7,8716.1,445.41,16878.82,17324.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-0340-04-1002,School,Antioch Upper Grade School,Antioch CCSD 34,Antioch,Lake,Elementary District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Ineligible Due to Ranking,32,64,,,881,108.9,9376.58,9485.48,214.36,5178.73,5393.09,323.25,14555.32,14878.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-0340-04-2006,School,Hillcrest Elementary School,Antioch CCSD 34,Antioch,Lake,Elementary District,Elementary School,K - 5,Commendable,All Students,Title 1 Targeted,32,64,,,600.5,359.91,9540.52,9900.43,214.36,5178.73,5393.09,574.27,14719.26,15293.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-0340-04-3001,School,Mary Kay McNeill Early Learning Center,Antioch CCSD 34,Antioch,Lake,Elementary District,Special School,PK,,,Title 1 Eligible but Not Served,32,64,,,123,195.85,13890.36,14086.21,214.36,5178.73,5393.09,410.21,19069.09,19479.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-0340-04-2004,School,Oakland Elementary School,Antioch CCSD 34,Lake Villa,Lake,Elementary District,Elementary School,K - 5,Commendable,All Students,Title 1 Ineligible Due to Ranking,32,64,,,534.15,18.64,10601.52,10620.15,214.36,5178.73,5393.09,233,15780.25,16013.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-0340-04-2005,School,W C Petty Elementary School,Antioch CCSD 34,Antioch,Lake,Elementary District,Elementary School,K - 5,Commendable,All Students,Title 1 Targeted,32,64,,,452,492.91,8323.33,8816.25,214.36,5178.73,5393.09,707.27,13502.07,14209.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-1020-04-1002,School,Aptakisic Junior High School,Aptakisic-Tripp CCSD 102,Buffalo Grove,Lake,Elementary District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Targeted,30,59,,,942.6,218.67,8268.46,8487.13,947.5,8114.73,9062.23,1166.17,16383.19,17549.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-1020-04-2002,School,Earl Pritchett School,Aptakisic-Tripp CCSD 102,Buffalo Grove,Lake,Elementary District,Elementary School,K - 3,Commendable,All Students,Title 1 Ineligible Due to Ranking,30,59,,,423.35,362.89,10068.22,10431.1,947.5,8123.83,9071.33,1310.38,18192.05,19502.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-1020-04-2005,School,Meridian School,Aptakisic-Tripp CCSD 102,Buffalo Grove,Lake,Elementary District,Elementary School,PK - 5,Commendable,All Students,Title 1 Targeted,30,59,,,641.25,300.12,7677,7977.12,976.29,9525.85,10502.14,1276.4,17202.85,18479.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-1020-04-2003,School,Tripp School,Aptakisic-Tripp CCSD 102,Buffalo Grove,Lake,Elementary District,Elementary School,K - 3,Commendable,All Students,Title 1 Targeted,30,59,,,479.25,48.09,9852.53,9900.62,947.5,8123.84,9071.33,995.59,17976.36,18971.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,07-016-1450-02-2004,School,Arbor Elementary School,Arbor Park SD 145,Oak Forest,Cook,Elementary District,Elementary School,1 - 2,Commendable,All Students,Title 1 Targeted,19,38,,,235.55,829.14,3948.83,4777.97,1182.28,9681.26,10863.54,2011.42,13630.09,15641.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,07-016-1450-02-1001,School,Arbor Park Middle School,Arbor Park SD 145,Oak Forest,Cook,Elementary District,Middle/Junior High School,5 - 8,Targeted,Children with Disabilities,Title 1 Eligible but Not Served,19,38,,,523.5,0,6794.84,6794.84,1182.28,9681.26,10863.54,1182.28,16476.1,17658.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,07-016-1450-02-2002,School,Kimberly Heights Elementary School,Arbor Park SD 145,Tinley Park,Cook,Elementary District,Elementary School,PK - K,,,Title 1 Eligible but Not Served,14,28,,,159.75,0,4806.39,4806.39,1182.28,9681.26,10863.54,1182.28,14487.65,15669.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,07-016-1450-02-2003,School,Scarlet Oak Elementary School,Arbor Park SD 145,Oak Forest,Cook,Elementary District,Elementary School,3 - 4,Commendable,All Students,Title 1 Targeted,14,28,,,251.55,829.14,5405.52,6234.66,1182.28,9681.26,10863.54,2011.42,15086.78,17098.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
