destinationtable,rcdts,level,school_name,district,city,county,district_type,school_type,grades_served,summative_designation,summative_designation_student_group_s,title_i_status,state_senate_district,state_house_district,ebf_tier,pct_ebf_capacity_to_meet_expectations,count_school_enrollment,site_level_per_pupil_expenditures_federal,site_level_per_pupil_expenditures_state_local,site_level_per_pupil_expenditures_subtotal,district_centralized_per_pupil_expenditure_federal,district_centralized_per_pupil_expenditure_state_local,district_centralized_per_pupil_expenditure_subtotal,total_per_pupil_expenditures_federal,total_per_pupil_expenditures_state_local,total_per_pupil_expenditures_subtotal,exclusions,total_expenditures_sber,local_property_taxes,pct_local_property_taxes,other_local_funding,pct_other_local_funding,evidence_based_funding,pct_evidence_based_funding,other_state_funding,pct_other_state_funding,federal_funding,pct_federal_funding,total_revenue_source,eav_per_pupil,total_school_tax_rate_per_100,instructional_expenditure_per_pupil,operating_expenditures,instruction,pct_instruction,general_admin,pct_general_admin,supporting_services,pct_supporting_services,other_expenditures,pct_other_expenditures,education_fund,pct_education_fund,operations_b_m,pct_operations_b_m,transportation,pct_transportation,debt_service,pct_debt_service,tort,pct_tort,munic_ret_soc_security,pct_munic_ret_soc_security,fire_prev_safety,pct_fire_prev_safety,capital_projects_fund,pct_capital_projects_fund,total_expenditures_afr,per_pupil_pension_obligation_amount,total_pension_obligation_amount
Finance1,31-045-3020-26-2011,School,Kaneland IgKnight Academy,Kaneland CUSD 302,Maple Park,Kane,Unit District,Elementary School,3 - 8,Commendable,All Students,Title 1 Eligible but Not Served,35,70,,,99.51,0,14540.6,14540.6,199.71,8296.41,8496.11,199.71,22837,23036.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,31-045-3020-26-2007,School,Kaneland John Shields Elem Sch,Kaneland CUSD 302,Sugar Grove,Kane,Unit District,Elementary School,PK - 5,Exemplary,All Students,Title 1 Ineligible Due to Ranking,35,70,,,362.78,0,9691.85,9691.85,199.71,8296.41,8496.11,199.71,17988.26,18187.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,31-045-3020-26-2008,School,Kaneland John Stewart Elem Sch,Kaneland CUSD 302,Elburn,Kane,Unit District,Elementary School,PK - 5,Exemplary,All Students,Title 1 Targeted,33,65,,,419.75,0,9575.83,9575.83,199.71,8296.41,8496.11,199.71,17872.23,18071.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,31-045-3020-26-2010,School,Kaneland McDole Elem School,Kaneland CUSD 302,Montgomery,Kane,Unit District,Elementary School,PK - 5,Commendable,All Students,Title 1 Targeted,42,83,,,396.35,13.82,9856.33,9870.15,199.71,8296.41,8496.11,213.53,18152.73,18366.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,31-045-3020-26-0001,School,Kaneland Senior High School,Kaneland CUSD 302,Maple Park,Kane,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Ineligible Due to Ranking,35,70,,,1115.17,15.26,12780.97,12796.22,199.71,8296.41,8496.11,214.97,21077.37,21292.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,32-046-1110-25-2003,School,Edison Primary School,Kankakee SD 111,Kankakee,Kankakee,Unit District,Elementary School,K - 3,Intensive,"All Students, From Comprehensive",Title 1 Schoolwide,40,79,,,198.5,466.7,284.14,750.84,1722.26,16856.79,18579.06,2188.96,17140.94,19329.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,32-046-1110-25-2015,School,John Kennedy Middle Grade School,Kankakee SD 111,Kankakee,Kankakee,Unit District,Elementary School,2 - 6,Comprehensive,All Students,Title 1 Schoolwide,40,79,,,510,176.5,56.34,232.83,1722.26,16856.79,18579.06,1898.76,16913.13,18811.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,32-046-1110-25-0014,School,Kankakee High School,Kankakee SD 111,Kankakee,Kankakee,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Schoolwide,40,79,,,1346.88,262.97,1208.15,1471.12,1722.26,16856.79,18579.06,1985.23,18064.95,20050.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,32-046-1110-25-1008,School,Kankakee Junior High School,Kankakee SD 111,Kankakee,Kankakee,Unit District,Middle/Junior High School,7 - 8,Targeted,Children with Disabilities,Title 1 Schoolwide,17,34,,,501,152.49,203.2,355.69,1722.26,16856.79,18579.06,1874.75,17059.99,18934.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,32-046-1110-25-2016,School,King Middle Grade School,Kankakee SD 111,Kankakee,Kankakee,Unit District,Elementary School,3 - 6,Targeted,Children with Disabilities,Title 1 Schoolwide,40,79,,,376.5,225.78,98.82,324.61,1722.26,16856.79,18579.06,1948.05,16955.62,18903.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,32-046-1110-25-2013,School,Lincoln Cltrl Ctr-Montessori Elem,Kankakee SD 111,Kankakee,Kankakee,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,40,79,,,450,149.31,119.36,268.67,1722.26,16856.79,18579.06,1871.57,16976.15,18847.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,32-046-1110-25-2011,School,Mark Twain Primary School,Kankakee SD 111,Kankakee,Kankakee,Unit District,Elementary School,PK - 3,Comprehensive,All Students,Title 1 Schoolwide,17,34,,,224,427.1,93.81,520.91,1722.26,16856.79,18579.06,2149.36,16950.6,19099.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,32-046-1110-25-3003,School,Proegler School,Kankakee SD 111,Kankakee,Kankakee,Unit District,Special School,PK,,,Title 1 Ineligible Due to Ranking,40,79,,,246.5,12138.33,0,12138.33,1722.26,16856.79,18579.06,13860.59,16856.79,30717.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,32-046-1110-25-2009,School,Steuben Elementary School,Kankakee SD 111,Kankakee,Kankakee,Unit District,Elementary School,PK - 3,Commendable,All Students,Title 1 Schoolwide,40,79,,,272.75,79.43,70.58,150.01,1722.26,16856.79,18579.06,1801.69,16927.37,18729.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,32-046-1110-25-2010,School,Taft Primary School,Kankakee SD 111,Kankakee,Kankakee,Unit District,Elementary School,K - 3,Comprehensive,All Students,Title 1 Schoolwide,40,79,,,310,311.03,119.95,430.98,1722.26,16856.79,18579.06,2033.3,16976.75,19010.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,11-023-0030-26-2002,School,Kansas Elem School,Kansas CUSD 3,Kansas,Edgar,Unit District,Elementary School,PK - 6,Commendable,All Students,Title 1 Targeted,51,102,,,96,0,8081.81,8081.81,747.6,11155.12,11902.72,747.6,19236.93,19984.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,11-023-0030-26-0001,School,Kansas High School,Kansas CUSD 3,Kansas,Edgar,Unit District,High School,7 - 12,Commendable,All Students,Title 1 Targeted,51,102,,,75.34,0,10075.19,10075.19,747.6,11155.12,11902.72,747.6,21230.31,21977.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,19-022-0200-02-2003,School,Greenbrook Elem School,Keeneyville SD 20,Hanover Park,Dupage,Elementary District,Elementary School,PK - 5,Targeted,Children with Disabilities,Title 1 Schoolwide,28,56,,,413,1021.47,12475.93,13497.4,272.22,7300.31,7572.53,1293.69,19776.24,21069.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,19-022-0200-02-1001,School,Spring Wood Middle School,Keeneyville SD 20,Hanover Park,Dupage,Elementary District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Schoolwide,28,56,,,419.6,476.31,12498.44,12974.75,272.22,7300.31,7572.53,748.53,19798.75,20547.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,19-022-0200-02-2002,School,Waterbury Elem School,Keeneyville SD 20,Roselle,Dupage,Elementary District,Elementary School,K - 5,Commendable,All Students,Title 1 Schoolwide,24,48,,,414,537.61,10174.75,10712.36,272.22,7300.31,7572.53,809.82,17475.06,18284.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,13-058-0020-03-2001,School,Kell Grade School,Kell Cons SD 2,Kell,Marion,Elementary District,Elementary School,K - 8,Commendable,All Students,Title 1 Schoolwide,55,110,,,64.55,1595.89,12981.88,14577.76,0,5986.27,5986.27,1595.89,18968.15,20564.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,05-016-0380-02-2001,School,The Joseph Sears School,Kenilworth SD 38,Kenilworth,Cook,Elementary District,Elementary School,PK - 8,Exemplary,All Students,Title 1 Targeted,9,18,,,476,781.79,29927.44,30709.23,0,0,0,781.79,29927.44,30709.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,28-037-2290-26-2004,School,Belle Alexander Elem School,Kewanee CUSD 229,Kewanee,Henry,Unit District,Elementary School,K - 1,Commendable,All Students,Title 1 Schoolwide,47,93,,,243,1188.35,6850.38,8038.73,111.43,4823.95,4935.38,1299.78,11674.33,12974.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,28-037-2290-26-2002,School,Central Elem,Kewanee CUSD 229,Kewanee,Henry,Unit District,Elementary School,4 - 6,Commendable,All Students,Title 1 Schoolwide,47,93,,,352,1558.66,9321.64,10880.3,122.36,4665.3,4787.66,1681.02,13986.94,15667.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,28-037-2290-26-1001,School,Central Junior High,Kewanee CUSD 229,Kewanee,Henry,Unit District,Middle/Junior High School,7 - 8,Targeted,Children with Disabilities,Title 1 Schoolwide,47,93,,,231.5,1826.71,5800.79,7627.5,111.43,6310,6421.43,1938.14,12110.79,14048.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,28-037-2290-26-2005,School,Irving Elem School,Kewanee CUSD 229,Kewanee,Henry,Unit District,Elementary School,2 - 3,Commendable,All Students,Title 1 Schoolwide,47,93,,,240,1237.45,6447.95,7685.4,111.43,5783.59,5895.02,1348.88,12231.54,13580.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,28-037-2290-26-0001,School,Kewanee High School,Kewanee CUSD 229,Kewanee,Henry,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Eligible but Not Served,47,93,,,576,35.68,7882.37,7918.05,193.39,7910.92,8104.31,229.07,15793.29,16022.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,28-037-2290-26-3003,School,Lyle School,Kewanee CUSD 229,Kewanee,Henry,Unit District,Special School,PK,,,Title 1 Eligible but Not Served,47,93,,,93,71.36,9731.07,9802.43,111.43,3990.93,4102.36,182.79,13722,13904.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,28-037-2290-26-2007,School,Neponset Grade School,Kewanee CUSD 229,Neponset,Henry,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,37,73,,,137.5,1180.18,10137.38,11317.56,192.84,4586.71,4779.55,1373.02,14724.09,16097.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-0960-04-2005,School,Country Meadows Elem School,Kildeer Countryside CCSD 96,Long Grove,Lake,Elementary District,Elementary School,1 - 5,Commendable,All Students,Title 1 Targeted,26,51,,,451,136.91,8209.47,8346.38,361.35,11115.86,11477.21,498.26,19325.33,19823.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-0960-04-2006,School,Ivy Hall Elementary School,Kildeer Countryside CCSD 96,Buffalo Grove,Lake,Elementary District,Elementary School,1 - 5,Commendable,All Students,Title 1 Ineligible Due to Ranking,30,59,,,487,0,10501.09,10501.09,361.35,11115.86,11477.21,361.35,21616.94,21978.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-0960-04-2003,School,Kildeer Countryside Elem School,Kildeer Countryside CCSD 96,Long Grove,Lake,Elementary District,Elementary School,1 - 5,Exemplary,All Students,Title 1 Ineligible Due to Ranking,26,51,,,426.5,0,11966.46,11966.46,361.35,11115.86,11477.21,361.35,23082.32,23443.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-0960-04-2004,School,Prairie Elementary School,Kildeer Countryside CCSD 96,Buffalo Grove,Lake,Elementary District,Elementary School,1 - 5,Commendable,All Students,Title 1 Ineligible Due to Ranking,30,59,,,443,0,10898.97,10898.97,361.35,11115.86,11477.21,361.35,22014.83,22376.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-0960-04-1002,School,Twin Groves Middle School,Kildeer Countryside CCSD 96,Buffalo Grove,Lake,Elementary District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Ineligible Due to Ranking,30,59,,,635,0,9777.92,9777.92,361.35,11115.86,11477.21,361.35,20893.78,21255.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-0960-04-2002,School,Willow Grove Early Learning Center,Kildeer Countryside CCSD 96,Buffalo Grove,Lake,Elementary District,Elementary School,PK - K,,,Title 1 Ineligible Due to Ranking,30,59,,,364,0,9611.25,9611.25,361.35,11115.86,11477.21,361.35,20727.11,21088.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,34-049-0960-04-1003,School,Woodlawn Middle School,Kildeer Countryside CCSD 96,Long Grove,Lake,Elementary District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Targeted,26,51,,,627,65.74,10035,10100.74,361.35,11115.86,11477.21,427.09,21150.86,21577.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,47-071-1440-03-2001,School,Kings Elementary School,Kings Cons SD 144,Kings,Ogle,Elementary District,Elementary School,K - 8,Commendable,All Students,Title 1 Targeted,45,89,,,82.5,1561,14048,15609,391,3512,3903,1952,17560,19512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,04-101-1310-04-2001,School,Kinnikinnick School,Kinnikinnick CCSD 131,Roscoe,Winnebago,Elementary District,Elementary School,4 - 5,Commendable,All Students,Title 1 Schoolwide,45,90,,,346.5,444.21,7997.53,8441.74,403.42,4578.68,4982.1,847.63,12576.21,13423.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,04-101-1310-04-2002,School,Ledgewood Elem School,Kinnikinnick CCSD 131,Roscoe,Winnebago,Elementary District,Elementary School,PK - 1,Commendable,All Students,Title 1 Targeted,45,90,,,331.3,508.35,9093.18,9601.53,403.42,4578.68,4982.1,911.77,13671.87,14583.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,04-101-1310-04-1002,School,Roscoe Middle School,Kinnikinnick CCSD 131,Roscoe,Winnebago,Elementary District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Schoolwide,45,90,,,594.15,434.82,7665.63,8100.45,403.42,4578.68,4982.1,838.24,12244.31,13082.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,04-101-1310-04-2003,School,Stone Creek School,Kinnikinnick CCSD 131,Roscoe,Winnebago,Elementary District,Elementary School,2 - 3,Commendable,All Students,Title 1 Schoolwide,45,90,,,370.5,418.65,7754.07,8172.72,403.42,4578.68,4982.1,822.07,12332.75,13154.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,07-016-1400-02-2006,School,Christa McAuliffe School,Kirby SD 140,Tinley Park,Cook,Elementary District,Elementary School,PK - 5,Commendable,All Students,Title 1 Ineligible Due to Ranking,19,37,,,514.35,367,11961,12328,23,4117,4140,390,16078,16468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,07-016-1400-02-2001,School,Fernway Park Elem School,Kirby SD 140,Orland Park,Cook,Elementary District,Elementary School,PK - 5,Commendable,All Students,Title 1 Targeted,19,37,,,419.5,820,11964,12784,23,4218,4241,843,16182,17025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,07-016-1400-02-2004,School,Helen Keller Elem School,Kirby SD 140,Tinley Park,Cook,Elementary District,Elementary School,PK - 5,Commendable,All Students,Title 1 Targeted,14,28,,,411,829,11959,12788,23,4044,4067,852,16003,16855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,07-016-1400-02-2005,School,John A Bannes Elem School,Kirby SD 140,Tinley Park,Cook,Elementary District,Elementary School,PK - 5,Commendable,All Students,Title 1 Targeted,19,38,,,426.6,812,11981,12793,23,4158,4181,835,16139,16974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,07-016-1400-02-2007,School,Millennium Elem School,Kirby SD 140,Tinley Park,Cook,Elementary District,Elementary School,PK - 5,Commendable,All Students,Title 1 Ineligible Due to Ranking,14,28,,,474.45,367,12229,12596,23,4462,4485,390,16691,17081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,07-016-1400-02-1004,School,Prairie View Middle School,Kirby SD 140,Tinley Park,Cook,Elementary District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Ineligible Due to Ranking,14,27,,,594.2,367,12827,13194,23,4538,4561,390,17365,17755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,07-016-1400-02-1003,School,Virgil I Grissom Middle School,Kirby SD 140,Tinley Park,Cook,Elementary District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Ineligible Due to Ranking,14,28,,,630.6,367,12817,13184,23,4711,4734,390,17528,17918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,33-048-2020-26-1002,School,Knoxville Jr High School,Knoxville CUSD 202,Knoxville,Knox,Unit District,Middle/Junior High School,5 - 8,Commendable,All Students,Title 1 Schoolwide,36,71,,,261,0,4551.87,4551.87,643.54,8025.11,8668.65,643.54,12576.98,13220.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,33-048-2020-26-0001,School,Knoxville Sr High School,Knoxville CUSD 202,Knoxville,Knox,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Eligible but Not Served,36,71,,,266.03,0,7801.57,7801.57,643.54,7679.36,8322.9,643.54,15480.94,16124.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,33-048-2020-26-2002,School,Mable Woolsey Elem School,Knoxville CUSD 202,Knoxville,Knox,Unit District,Elementary School,PK - 4,Commendable,All Students,Title 1 Schoolwide,36,71,,,385.75,419.06,4629.14,5048.2,642.34,7674.36,8316.71,1061.4,12303.5,13364.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,06-016-0940-02-2001,School,Komarek Elem School,Komarek SD 94,North Riverside,Cook,Elementary District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,4,8,,,566.29,275.34,11331.15,11606.5,0,4907.57,4907.57,275.34,16238.72,16514.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,06-016-1020-02-2008,School,Barnsdale Road School,La Grange SD 102,La Grange Park,Cook,Elementary District,Elementary School,PK - K,,,Title 1 Eligible but Not Served,11,21,,,265.25,22.18,16683.26,16705.44,262.55,5073.15,5335.7,284.73,21756.42,22041.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,06-016-1020-02-2001,School,Congress Park Elem School,La Grange SD 102,Brookfield,Cook,Elementary District,Elementary School,K - 6,Commendable,All Students,Title 1 Schoolwide,11,21,,,419,0,14345.07,14345.07,496.17,5073.98,5570.16,496.17,19419.05,19915.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,06-016-1020-02-2002,School,Cossitt Ave Elem School,La Grange SD 102,La Grange,Cook,Elementary District,Elementary School,K - 6,Exemplary,All Students,Title 1 Ineligible Due to Ranking,4,8,,,470.5,0,13685.36,13685.36,262.55,5073.15,5335.7,262.55,18758.51,19021.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,06-016-1020-02-2003,School,Forest Road Elem School,La Grange SD 102,La Grange Park,Cook,Elementary District,Elementary School,1 - 6,Exemplary,All Students,Title 1 Targeted,11,21,,,454,0,15666.09,15666.09,476.04,5073.91,5549.96,476.04,20740,21216.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,06-016-1020-02-2007,School,Ogden Ave Elem School,La Grange SD 102,La Grange,Cook,Elementary District,Elementary School,K - 6,Exemplary,All Students,Title 1 Ineligible Due to Ranking,4,8,,,551,0,11325.65,11325.65,262.55,5073.15,5335.7,262.55,16398.8,16661.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,06-016-1020-02-1004,School,Park Junior High School,La Grange SD 102,La Grange Park,Cook,Elementary District,Middle/Junior High School,7 - 8,Commendable,All Students,Title 1 Eligible but Not Served,4,8,,,660.75,0,13261.32,13261.32,262.55,5073.15,5335.7,262.55,18334.47,18597.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,06-016-1050-02-2002,School,Hodgkins Elem School,La Grange SD 105 South,Hodgkins,Cook,Elementary District,Elementary School,PK - 6,Commendable,All Students,Title 1 Schoolwide,11,21,,,143.25,687.3,17701.75,18389.05,392.52,11704.39,12096.91,1079.82,29406.13,30485.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,06-016-1050-02-2003,School,Ideal Elem School,La Grange SD 105 South,Countryside,Cook,Elementary District,Elementary School,K - 6,Commendable,All Students,Title 1 Schoolwide,11,21,,,258.5,757.24,14221.65,14978.89,392.52,9474.02,9866.54,1149.76,23695.67,24845.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,06-016-1050-02-2004,School,Seventh Ave Elem School,La Grange SD 105 South,La Grange,Cook,Elementary District,Elementary School,K - 6,Exemplary,All Students,Title 1 Ineligible Due to Ranking,11,21,,,194.5,0,15860.8,15860.8,392.52,9474.02,9866.54,392.52,25334.81,25727.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,06-016-1050-02-2005,School,Spring Ave Elem School,La Grange SD 105 South,La Grange,Cook,Elementary District,Elementary School,K - 6,Exemplary,All Students,Title 1 Ineligible Due to Ranking,4,8,,,314,0,10656.31,10656.31,392.52,9474.02,9866.54,392.52,20130.32,20522.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,06-016-1050-02-1001,School,Wm F Gurrie Middle School,La Grange SD 105 South,La Grange,Cook,Elementary District,Middle/Junior High School,7 - 8,Commendable,All Students,Title 1 Ineligible Due to Ranking,4,8,,,279.5,0,15711.88,15711.88,392.52,9474.02,9866.54,392.52,25185.9,25578.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,26-034-3470-04-2005,School,La Harpe Elementary School,La Harpe CSD 347,La Harpe,Hancock,Elementary District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,47,94,,,184.5,1613.26,10445.39,12058.65,161.17,6869.25,7030.43,1774.44,17314.64,19089.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,28-006-3030-26-2004,School,Allen Grade School,La Moille CUSD 303,La Moille,Bureau,Unit District,Elementary School,K - 6,Commendable,All Students,Title 1 Targeted,37,73,,,96.57,1563.1,20574.89,22137.99,77.15,0,77.15,1640.25,20574.89,22215.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,28-006-3030-26-0001,School,La Moille Jr/Sr High School,La Moille CUSD 303,La Moille,Bureau,Unit District,High School,7 - 12,Commendable,All Students,Title 1 Schoolwide,37,73,,,84,1580.11,26104.22,27684.33,77.15,0,77.15,1657.26,26104.22,27761.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,35-050-1220-02-1006,School,Lincoln Jr High School,La Salle ESD 122,La Salle,La Salle,Elementary District,Middle/Junior High School,6 - 8,Targeted,Children with Disabilities,Title 1 Schoolwide,38,76,,,274.5,1816.86,12673.81,14490.67,0,1373.75,1373.75,1816.86,14047.56,15864.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,35-050-1220-02-2005,School,Northwest Elem School,La Salle ESD 122,La Salle,La Salle,Elementary District,Elementary School,PK - 5,Commendable,All Students,Title 1 Schoolwide,38,76,,,616.5,2207.56,14535.12,16742.68,0,1373.75,1373.75,2207.56,15908.88,18116.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,35-050-1200-17-0001,School,La Salle-Peru Twp High School,La Salle-Peru Twp HSD 120,La Salle,La Salle,High School District,High School,9 - 12,Commendable,All Students,Title 1 Schoolwide,38,76,,,1148.07,628.24,13193.54,13821.78,129.49,6168.78,6298.27,757.73,19362.32,20120.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,28-006-0940-04-2001,School,Ladd Comm Cons Sch,Ladd CCSD 94,Ladd,Bureau,Elementary District,Elementary School,PK - 8,Targeted,Children with Disabilities,Title 1 Schoolwide,38,76,,,172.75,114.8,16382.5,16497.3,0,0,0,114.8,16382.5,16497.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,06-016-1060-02-2001,School,Highlands Elem School,LaGrange Highlands SD 106,La Grange Highlands,Cook,Elementary District,Elementary School,PK - 4,Exemplary,All Students,Title 1 Targeted,41,82,,,541.38,0,8559.42,8559.42,577.07,8845.72,9422.8,577.07,17405.14,17982.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,06-016-1060-02-1003,School,Highlands Middle School,LaGrange Highlands SD 106,La Grange Highlands,Cook,Elementary District,Middle/Junior High School,5 - 8,Commendable,All Students,Title 1 Targeted,41,82,,,431.54,0.87,8523.95,8524.82,577.07,8845.72,9422.8,577.95,17369.67,17947.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
