school_id,our_name,our_city,state,sector,bob_ceeb,bob_name,bob_city,match_rule,score,confidence
1900566,North High School,Des Moines,IA,public,164056,North High School,SIOUX CITY,exact_normalized_name,99.0,high
1900177,North Iowa High School,Buffalo Center,IA,public,160535,North Iowa High School,Buffalo Ctr,ceeb_exact,100.0,high
1901245,North Mahaska Jr-Sr High School,New Sharon,IA,public,163180,North Mahaska Junior-Senior HS,NEW SHARON,exact_normalized_name,99.0,high
1901248,North Polk High School,Alleman,IA,public,160080,North Polk High School,Alleman,ceeb_exact,100.0,high
1901256,North Scott High School,Eldridge,IA,public,161111,North High School,Davenport,ceeb_exact,100.0,high
1901258,North Tama High School,Traer,IA,public,161111,North High School,Davenport,ceeb_exact,100.0,high
1901899,North Union High School,Armstrong,IA,public,161111,North High School,Davenport,ceeb_exact,100.0,high
1901243,North-Linn Senior High School,Troy Mills,IA,public,160880,North-Linn High School,TROY MILLS,exact_normalized_name,99.0,high
1901266,Northeast Middle-High School,Goose Lake,IA,public,161790,Northeast Community HS,Goose Lake,ceeb_exact,100.0,high
1900380,Northview Middle School,Ankeny,IA,public,164056,North High School,SIOUX CITY,exact_normalized_name,99.0,high
1902303,Northwest High School,Waukee,IA,public,160009,Northwest High School,WAUKEE,exact_normalized_name,99.0,high
1901271,Northwood-Kensett Middle/High School,Northwood,IA,public,163240,Northwood-Kensett Jr-Sr HS,Northwood,ceeb_exact,100.0,high
1901275,Norwalk Senior High School,Norwalk,IA,public,163245,Norwalk Community High School,NORWALK,subset_same_city,97.0,high
1902248,Odebolt Arthur Battle Creek Ida Grove High School,Ida Grove,IA,public,162115,Battle Creek-Ida Grove HS,Ida. Grove,ceeb_exact,100.0,high
1901288,Oelwein High School,Oelwein,IA,public,163290,Oelwein High School,Oelwein,ceeb_exact,100.0,high
1901295,Ogden High School,Ogden,IA,public,163295,Ogden High School,Ogden,ceeb_exact,100.0,high
1902002,Okoboji High School,Milford,IA,public,162905,Okoboji High School,Milford,ceeb_exact,100.0,high
1901299,Orient-Macksburg Senior High School,Orient,IA,public,163350,Orient-Macksburg Community HS,Orient,ceeb_exact,100.0,high
1901302,Osage High School,Osage,IA,public,163365,Osage Community High School,Osage,ceeb_exact,100.0,high
1901309,Oskaloosa High School,Oskaloosa,IA,public,163380,Oskaloosa Community Senior HS,Oskaloosa,ceeb_exact,100.0,high
1901322,Ottumwa High School,Ottumwa,IA,public,163415,Ottumwa High School,OTTUMWA,exact_normalized_name,99.0,high
1902060,PCM High School,Monroe,IA,public,162990,Pcm High School,Monroe,ceeb_exact,100.0,high
1901334,Panorama High School,Panora,IA,public,163465,Panorama Community High School,Panora,ceeb_exact,100.0,high
1901339,Paton-Churdan Jr-Sr High School,Churdan,IA,public,160780,Paton-Churdan High School,Churdan,ceeb_exact,100.0,high
1901343,Pekin Community Junior/ Senior High School,Packwood,IA,public,163445,Pekin Community High School,Packwood,ceeb_exact,100.0,high
1901350,Pella High School,Pella,IA,public,163490,Pella Community High School,Pella,ceeb_exact,100.0,high
1901355,Perry High School,Perry,IA,public,163505,Perry High School,Perry,ceeb_exact,100.0,high
1901364,Pleasant Valley High School,Bettendorf,IA,public,160387,Pleasant Valley High School,BETTENDORF,exact_normalized_name,99.0,high
1901369,Pleasantville High School,Pleasantville,IA,public,163555,Pleasantville High School,Pleasantville,ceeb_exact,100.0,high
1901373,Pocahontas Area Middle/ High School,Pocahontas,IA,public,163570,Pocahontas Area Community Sch,Pocahontas,ceeb_exact,100.0,high
1900377,Pocahontas Area Regional Learning Center,Pocahontas,IA,public,,,,unmatched,,
1900388,Prairie High School,Cedar Rapids,IA,public,160686,Prairie High School,Cedar Rapids,ceeb_exact,100.0,high
1900931,Prairieview School,Waukee,IA,public,160686,Prairie High School,CEDAR RAPIDS,exact_normalized_name,99.0,high
1901397,Red Oak Junior/Senior High School,Red Oak,IA,public,163685,Red Oak Community High School,RED OAK,subset_same_city,97.0,high
1901410,Riceville High School,Riceville,IA,public,163730,Riceville High School,Riceville,ceeb_exact,100.0,high
1901960,Ridge View High School,Holstein,IA,public,162045,Ridge View High School,HOLSTEIN,exact_normalized_name,99.0,high
1900658,River Valley Junior- Senior High School,Correctionville,IA,public,160965,River Valley Comm Sch Dist,Correctionville,ceeb_exact,100.0,high
1900260,Riverside Middle/Senior High School,Oakland,IA,public,163260,Riverside High School,Oakland,ceeb_exact,100.0,high
1901415,Rock Valley High School,Rock Valley,IA,public,161435,Valley HS,Elgin,ceeb_exact,100.0,high
1901431,Rockford Junior-Senior High School,Rockford,IA,public,163775,Rudd-Rockford-Marble Rock HS,Rockford,ceeb_exact,100.0,high
1901423,Roland-Story High School,Story City,IA,public,164175,Roland-Story High School,Story City,ceeb_exact,100.0,high
1900574,Roosevelt High School,Des Moines,IA,public,161215,Theodore Roosevelt High School,Des Moines,ceeb_exact,100.0,high
1901967,Ruthven-Ayrshire High School,Ruthven,IA,public,163865,Ruthven-Ayrshire Community Sch,Ruthven,ceeb_exact,100.0,high
1901447,Saydel High School,Des Moines,IA,public,161212,Saydel High School,Des Moines,ceeb_exact,100.0,high
1901460,Sergeant Bluff-Luton Senior High School,Sergeant Bluff,IA,public,163955,Sergeant Bluff Luton HS,Sergeant Blf,ceeb_exact,100.0,high
1901465,Seymour High School,Seymour,IA,public,163965,Seymour High School,Seymour,ceeb_exact,100.0,high
1901474,Sheldon High School,Sheldon,IA,public,163995,Sheldon High School,Sheldon,ceeb_exact,100.0,high
1901482,Shenandoah High School,Shenandoah,IA,public,164010,Shenandoah High School,Shenandoah,ceeb_exact,100.0,high
1901487,Sibley-Ocheyedan High School,Sibley,IA,public,164015,Sibley-Ocheyedan High School,Sibley,ceeb_exact,100.0,high
1901489,Sidney High School,Sidney,IA,public,164020,Sidney High School,Sidney,ceeb_exact,100.0,high
1901491,Sigourney Jr-Sr High Sch,Sigourney,IA,public,164025,Sigourney Junior-Senior HS,Sigourney,ceeb_exact,100.0,high
1901496,Sioux Center High School,Sioux Center,IA,public,164035,Sioux Center Community HS,Sioux Center,ceeb_exact,100.0,high
1901896,Sioux Central High School,Sioux Rapids,IA,public,164060,Sioux Central Community HS,Sioux Rapids,ceeb_exact,100.0,high
1901543,Solon High School,Solon,IA,public,164085,Solon High School,Solon,ceeb_exact,100.0,high
1900961,South Central Calhoun High School,Lake City,IA,public,162325,South Central Calhoun HS,LAKE CITY,exact_normalized_name,99.0,high
1901549,South Hamilton Middle And High School,Jewell,IA,public,162215,South Hamilton High School,Jewell,ceeb_exact,100.0,high
1902048,South Hardin High School,Eldora,IA,public,161430,South Hardin Community School,ELDORA,subset_same_city,97.0,high
1901341,South O'Brien Secondary School,Paullina,IA,public,163485,South O'brien High School,Paullina,ceeb_exact,100.0,high
1901556,South Tama County High School,Tama,IA,public,164240,South Tama County High School,Tama,ceeb_exact,100.0,high
1901565,South Winneshiek High School,Calmar,IA,public,160575,South Winneshiek Community Sch,Calmar,ceeb_exact,100.0,high
1901572,Southeast Polk High School,Pleasant Hill,IA,public,163850,Southeast Polk High School,Pleasant Hill,ceeb_exact,100.0,high
1901573,Southeast Polk Junior High,Pleasant Hill,IA,public,163850,Southeast Polk High School,PLEASANT HILL,exact_normalized_name,99.0,high
1902323,Southeast Valley High School,Gowrie,IA,public,,,,unmatched,,
1901576,Southeast Warren Jr-Sr High School,Liberty Center,IA,public,162515,Southeast Warren Junior-Senior,Liberty Ctr,ceeb_exact,100.0,high
1902186,Southview Middle School,Ankeny,IA,public,,,,unmatched,,
1900404,Southwest Valley High school,Corning,IA,public,,,,unmatched,,
1901582,Spencer High School,Spencer,IA,public,164095,Spencer High School,Spencer,ceeb_exact,100.0,high
1901585,Spirit Lake High School,Spirit Lake,IA,public,164105,Spirit Lake High School,Spirit Lake,ceeb_exact,100.0,high
1901587,Springville Secondary School,Springville,IA,public,164115,Springville Secondary School,Springville,ceeb_exact,100.0,high
1901442,St Ansgar High School,St Ansgar,IA,public,163885,Saint Ansgar High School,Saint Ansgar,ceeb_exact,100.0,high
1900847,St Lake/IA Cntrl/Buena Vista Early College HS,Storm Lake,IA,public,,,,unmatched,,
1901589,Stanton High School,Stanton,IA,public,164135,Stanton Community School,Stanton,ceeb_exact,100.0,high
1901592,Starmont High School,Arlington,IA,public,164190,Starmont Senior High School,Arlington,ceeb_exact,100.0,high
1901601,Storm Lake High School,Storm Lake,IA,public,164170,Storm Lake Senior High School,Storm Lake,ceeb_exact,100.0,high
1901610,Sumner-Fredericksburg High School,Sumner,IA,public,161680,Fredericksburg HS,Fredericksburg,ceeb_exact,100.0,high
1900435,Thomas Jefferson High School,Council Bluffs,IA,public,160672,Thomas Jefferson High School,Cedar Rapids,ceeb_exact,100.0,high
1900263,Thomas Jefferson High School,Cedar Rapids,IA,public,160672,Thomas Jefferson High School,Cedar Rapids,ceeb_exact,100.0,high
1902222,Timberline School,Waukee,IA,public,,,,unmatched,,
1901622,Tipton High School,Tipton,IA,public,164295,Tipton Community High School,Tipton,ceeb_exact,100.0,high
1901627,Treynor High School,Treynor,IA,public,164320,Treynor Community High School,Treynor,ceeb_exact,100.0,high
1901632,Tri-Center High School,Neola,IA,public,163105,Tri Center High School,Neola,ceeb_exact,100.0,high
1901634,Tri-County JR/SR High School,Thornburg,IA,public,164270,Tri-County Community HS,Thornburg,ceeb_exact,100.0,high
1901638,Tripoli Middle/Sr High School,Tripoli,IA,public,164325,Tripoli Community School,TRIPOLI,subset_same_city,97.0,high
1901640,Turkey Valley Jr-Sr High School,Jackson Junction,IA,public,162435,Turkey Valley Community Sch,JACKSON JUNCTION,subset_same_city,97.0,high
1901642,Twin Cedars Jr-Sr High School,Bussey,IA,public,160560,Twin Cedars High School,Bussey,ceeb_exact,100.0,high
1901647,Underwood High School,Underwood,IA,public,164355,Underwood High School,Underwood,ceeb_exact,100.0,high
1900957,Union High School,La Porte City,IA,public,162400,Union High School,LA Porte City,ceeb_exact,100.0,high
1901659,Urbandale High School,Urbandale,IA,public,161220,Urbandale High School,Urbandale,ceeb_exact,100.0,high
1901797,Valley High School,West Des Moines,IA,public,164625,Valley High School,WDM,exact_normalized_name,99.0,high
1900483,Valley Southwoods,West Des Moines,IA,public,169005,Valley Southwoods Freshman HS,W DES MOINES,subset_multi_token,90.0,review
1901670,Van Buren County Community Middle & High School,Keosauqua,IA,public,162275,Van Buren Community Schools,Keosauqua,ceeb_exact,100.0,high
1901672,Van Meter High School,Van Meter,IA,public,164390,Van Meter Junior-Senior HS,Van Meter,ceeb_exact,100.0,high
1901681,Vinton-Shellsburg High School,Vinton,IA,public,164430,Vinton Shellsburg High School,VINTON,exact_normalized_name,99.0,high
1902268,Virtual Campus,Des Moines,IA,public,,,,unmatched,,
1901684,WACO High School,Wayland,IA,public,163300,Waco High School,Wayland,ceeb_exact,100.0,high
1902052,WEST Academy Alternative School,Newton,IA,public,,,,unmatched,,
1900393,Walnut Creek Campus,West Des Moines,IA,public,164626,Walnut Creek Campus,Wdm,ceeb_exact,100.0,high
1901692,Wapello Senior High School,Wapello,IA,public,164470,Wapello High School,Wapello,ceeb_exact,100.0,high
1901700,Wapsie Valley High School,Fairbank,IA,public,161535,Wapsie Valley High School,FAIRBANK,exact_normalized_name,99.0,high
1900333,Washington High School,Cherokee,IA,public,160703,George Washington High School,Cedar Rapids,ceeb_exact,100.0,high
1901704,Washington High School,Washington,IA,public,160703,George Washington High School,Cedar Rapids,ceeb_exact,100.0,high
1901744,Waukee High School,Waukee,IA,public,164535,Waukee Community High School,Waukee,ceeb_exact,100.0,high
1900038,Waukon High School,Waukon,IA,public,164540,Waukon High School,Waukon,ceeb_exact,100.0,high
1901749,Waverly-Shell Rock Senior High School,Waverly,IA,public,164550,Waverly-Shell Rock High School,Waverly,ceeb_exact,100.0,high
1901755,Wayne Community Jr-Sr High School,Corydon,IA,public,160975,Wayne Community High School,Corydon,ceeb_exact,100.0,high
1901764,Webster City High School,Webster City,IA,public,006932,Iowa Central Cc Webster City,WEBSTER CITY,subset_same_city,97.0,high
1901770,West Bend-Mallard High School,West Bend,IA,public,164600,West Bend Mallard High School,WEST BEND,exact_normalized_name,99.0,high
1901774,West Branch High School,West Branch,IA,public,164605,West Branch High School,WEST BRANCH,exact_normalized_name,99.0,high
1901776,West Burlington Arnold Jr./Sr. High School,West Burlington,IA,public,164615,West Burlington High School,W BURLINGTON,subset_multi_token,90.0,review
1901353,West Central Charter High School,Maynard,IA,public,162820,West Central Jr-Sr High School,MAYNARD,subset_same_city,97.0,high
1901607,West Central Valley High School,Stuart,IA,public,164195,West Central Valley High Sch,STUART,exact_normalized_name,99.0,high
1901786,West Delaware High School,Manchester,IA,public,162700,West Delaware High School,MANCHESTER,exact_normalized_name,99.0,high
1901468,West Fork High School,Sheffield,IA,public,161113,West High School,Davenport,ceeb_exact,100.0,high
1900172,West Hancock High School,Britt,IA,public,160510,West Hancock High School,Britt,ceeb_exact,100.0,high
1901801,West Harrison Middle School/High School,Mondamin,IA,public,162970,West Harrison Junior-Senior HS,MONDAMIN,exact_normalized_name,99.0,high
1901533,West High School,Sioux City,IA,public,164520,West High School,WATERLOO,exact_normalized_name,99.0,high
1900487,West High School,Davenport,IA,public,164520,West High School,WATERLOO,exact_normalized_name,99.0,high
1901738,West High School,Waterloo,IA,public,164520,West High School,WATERLOO,exact_normalized_name,99.0,high
1901805,West Liberty High School,West Liberty,IA,public,164635,West Liberty High School,WEST LIBERTY,exact_normalized_name,99.0,high
1901807,West Lyon High School,Inwood,IA,public,161113,West High School,Davenport,ceeb_exact,100.0,high
1901812,West Marshall High School,State Center,IA,public,164145,West Marshall Community School,STATE CENTER,subset_same_city,97.0,high
1901817,West Monona High School,Onawa,IA,public,163315,West Monona High School,ONAWA,exact_normalized_name,99.0,high
1900902,West Senior High School,Iowa City,IA,public,164520,West High School,WATERLOO,exact_normalized_name,99.0,high
1901821,West Sioux High School,Hawarden,IA,public,162005,West Sioux High School,HAWARDEN,exact_normalized_name,99.0,high
1901832,Western Dubuque High School,Epworth,IA,public,161505,Western Dubuque High School,Epworth,ceeb_exact,100.0,high
1900085,Westside Junior-Senior High School,Westside,IA,public,164660,Ar-We-Va High School,Westside,ceeb_exact,100.0,high
1901837,Westwood High School,Sloan,IA,public,164070,Westwood Community School,Sloan,ceeb_exact,100.0,high
1901842,Whiting Senior High School,Whiting,IA,public,164680,Whiting High School,Whiting,ceeb_exact,100.0,high
1901845,Williamsburg Jr-Sr High School,Williamsburg,IA,public,164700,Williamsburg High School,Williamsburg,ceeb_exact,100.0,high
1901850,Wilton Jr-Sr High School,Wilton,IA,public,164705,Wilton Jr-Sr High School,Wilton,ceeb_exact,100.0,high
1901852,Winfield-Mt Union Jr-Sr High School,Winfield,IA,public,164710,Winfield-Mount Union Jr-Sr HS,WINFIELD,exact_normalized_name,99.0,high
1901858,Winterset Senior High School,Winterset,IA,public,164715,Winterset High School,Winterset,ceeb_exact,100.0,high
1901015,WisdomQuest Education  Center,Mount Pleasant,IA,public,,,,unmatched,,
1901862,Woodbine High School,Woodbine,IA,public,164735,Woodbine High School,Woodbine,ceeb_exact,100.0,high
1901865,Woodbury Central High School,Moville,IA,public,163070,Woodbury Central High School,Moville,ceeb_exact,100.0,high
1902079,Woodward Academy,Woodward,IA,public,,,,unmatched,,
1901868,Woodward-Granger High School,Woodward,IA,public,164745,Woodward-Granger High School,Woodward,ceeb_exact,100.0,high
1601119,A Neil DeAtley Career Technical Education Center,LEWISTON,ID,public,,,,unmatched,,
1600002,ABERDEEN HIGH SCHOOL,ABERDEEN,ID,public,130000,Aberdeen High School,Aberdeen,ceeb_exact,100.0,high
1600708,ADA COUNTY JUVENILE CENTER,BOISE,ID,public,,,,unmatched,,
1600789,ADA PROFESSIONAL-TECHNICAL CENTER,MERIDIAN,ID,public,,,,unmatched,,
1601150,ALTURAS PREPARATORY ACADEMY,IDAHO FALLS,ID,public,130151,Alturas Preparatory School,IDAHO FALLS,subset_same_city,97.0,high
1600768,AMERICAN FALLS ACADEMY,AMERICAN FALLS,ID,public,130005,American Falls High School,AMERICAN FLS,subset_multi_token,90.0,review
1600003,AMERICAN FALLS HIGH SCHOOL,AMERICAN FALLS,ID,public,130005,American Falls High School,American Fls,ceeb_exact,100.0,high
1600884,BASIN ALTERNATIVE HIGH SCHOOL,DRIGGS,ID,public,130174,Basin High School,DRIGGS,subset_same_city,97.0,high
1600018,BEAR LAKE HIGH SCHOOL,MONTPELIER,ID,public,130405,Bear Lake High School,Montpelier,ceeb_exact,100.0,high
1601041,BENNETT MOUNTAIN HIGH SCHOOL,MOUNTAIN HOME,ID,public,130422,Bennett Mountain High School,MOUNTAIN HOME,exact_normalized_name,99.0,high
1601067,BINGHAM ACADEMY,BLACKFOOT,ID,public,,,,unmatched,,
1600095,BLACK CANYON JR/SR HIGH SCHOOL,EMMETT,ID,public,130191,Black Canyon High School,EMMETT,exact_normalized_name,99.0,high
1600022,BLACKFOOT HIGH SCHOOL,BLACKFOOT,ID,public,130035,Blackfoot High School,Blackfoot,ceeb_exact,100.0,high
1601184,BLACKFOOT SCHOOL DISTRICT ONLINE JR/SR SCHOOL,BLACKFOOT,ID,public,130035,Blackfoot High School,BLACKFOOT,subset_same_city,97.0,high
1601135,BOISE ONLINE SCHOOL - SECONDARY,BOISE,ID,public,130042,Boise High School,BOISE,subset_same_city,97.0,high
1600044,BOISE SENIOR HIGH SCHOOL,BOISE,ID,public,130042,Boise High School,Boise,ceeb_exact,100.0,high
1600089,BONNERS FERRY HIGH SCHOOL,BONNERS FERRY,ID,public,130055,Bonners Ferry High School,Bonners Ferry,ceeb_exact,100.0,high
1600169,BONNEVILLE HIGH SCHOOL,IDAHO FALLS,ID,public,130290,Bonneville High School,Idaho Falls,ceeb_exact,100.0,high
1601050,BONNEVILLE ONLINE SCHOOL,IDAHO FALLS,ID,public,130288,Bonneville Online School,IDAHO FALLS,exact_normalized_name,99.0,high
1600045,BORAH SENIOR HIGH SCHOOL,BOISE,ID,public,130043,Borah High School,Boise,ceeb_exact,100.0,high
1600102,BUHL HIGH SCHOOL,BUHL,ID,public,130065,Buhl High School,Buhl,ceeb_exact,100.0,high
1600124,BURLEY SENIOR HIGH SCHOOL,BURLEY,ID,public,130070,Burley High School,Burley,ceeb_exact,100.0,high
1600008,BUTTE COUNTY MIDDLE/HIGH SCHOOL,ARCO,ID,public,130010,Butte County High School,Arco,ceeb_exact,100.0,high
1600104,CALDWELL SENIOR HIGH SCHOOL,CALDWELL,ID,public,130073,Caldwell Senior High School,Caldwell,ceeb_exact,100.0,high
1600111,CAMAS COUNTY HIGH SCHOOL,FAIRFIELD,ID,public,130195,Camas County High School,Fairfield,ceeb_exact,100.0,high
1600113,CAMBRIDGE MIDDLE/HIGH SCHOOL,CAMBRIDGE,ID,public,130085,Cambridge High School,Cambridge,ceeb_exact,100.0,high
1600998,CANYON RIDGE HIGH SCHOOL,TWIN FALLS,ID,public,130636,Canyon Ridge High School,Twin Falls,ceeb_exact,100.0,high
1600041,CANYON SPRINGS HIGH SCHOOL,CALDWELL,ID,public,130434,Canyon Springs High School,Caldwell,ceeb_exact,100.0,high
1600047,CAPITAL SENIOR HIGH SCHOOL,BOISE,ID,public,130046,Capital High School,Boise,ceeb_exact,100.0,high
1601151,CARDINAL ACADEMY,BOISE,ID,public,,,,unmatched,,
1600784,CAREER & TECHNICAL EDUCATION CENTER,IDAHO FALLS,ID,public,,,,unmatched,,
1600121,CASCADE JR/SR HIGH SCHOOL,CASCADE,ID,public,130095,Cascade High School,Cascade,ceeb_exact,100.0,high
1600540,CASSIA JR/SR HIGH SCHOOL,BURLEY,ID,public,130071,Cassia High School,BURLEY,exact_normalized_name,99.0,high
1600782,CASSIA REGIONAL TECHNICAL CENTER,BURLEY,ID,public,130071,Cassia High School,BURLEY,subset_same_city,97.0,high
1600674,CENTENNIAL HIGH SCHOOL,BOISE,ID,public,130389,Centennial High School,Boise,ceeb_exact,100.0,high
1600903,CENTRAL ACADEMY HIGH SCHOOL,MERIDIAN,ID,public,130386,Central Academy,MERIDIAN,exact_normalized_name,99.0,high
1600296,CENTRAL HIGH SCHOOL,REXBURG,ID,public,130530,Central High School,REXBURG,exact_normalized_name,99.0,high
1600646,CENTURY HIGH SCHOOL,POCATELLO,ID,public,130497,Century High School,Pocatello,ceeb_exact,100.0,high
1600140,CHALLIS JR/SR HIGH SCHOOL,CHALLIS,ID,public,130105,Challis High School,Challis,ceeb_exact,100.0,high
1600144,CLARK COUNTY JR/SR HIGH SCHOOL,DUBOIS,ID,public,130175,Clark County High School,Dubois,ceeb_exact,100.0,high
1600082,CLARK FORK JR/SR HIGH SCHOOL,CLARK FORK,ID,public,130110,Clark Fork Jr-Sr High School,Clark Fork,ceeb_exact,100.0,high
1600936,CLEARWATER VALLEY JR/SR,KOOSKIA,ID,public,130330,Clearwater Valley High School,Kooskia,ceeb_exact,100.0,high
1600827,CLOVER CREEK HIGH SCHOOL,MONTPELIER,ID,public,,,,unmatched,,
1600765,COEUR D'ALENE CHARTER ACADEMY SCHOOL,COEUR D'ALENE,ID,public,130115,Coeur D Alene Charter Acad,COEUR D ALENE,exact_normalized_name,99.0,high
1600149,COEUR D'ALENE HIGH SCHOOL,COEUR D'ALENE,ID,public,130120,Coeur D Alene Sr High School,Coeur D Alene,ceeb_exact,100.0,high
1600870,COLUMBIA HIGH SCHOOL,NAMPA,ID,public,130438,Columbia High School,NAMPA,exact_normalized_name,99.0,high
1601043,COMPASS ACADEMY,IDAHO FALLS,ID,public,130286,Compass Academy,IDAHO FALLS,exact_normalized_name,99.0,high
1601162,CORNERSTONE HIGH SCHOOL,HAZELTON,ID,public,,,,unmatched,,
1600304,COSSA ACADEMY,WILDER,ID,public,130072,Cossa Academy,WILDER,exact_normalized_name,99.0,high
1600163,COUNCIL JR/SR HIGH SCHOOL,COUNCIL,ID,public,130135,Council High School,Council,ceeb_exact,100.0,high
1601173,CTE PREP SCHOOL,SODA SPRINGS,ID,public,,,,unmatched,,
1600127,DECLO SENIOR HIGH SCHOOL,DECLO,ID,public,130160,Declo High School,Declo,ceeb_exact,100.0,high
1600817,DEHRYL A DENNIS PROF-TECH CENTER,BOISE,ID,public,,,,unmatched,,
1600466,EAGLE ACADEMY,EAGLE,ID,public,130176,Eagle Academy,Eagle,ceeb_exact,100.0,high
1600318,EAGLE HIGH SCHOOL,EAGLE,ID,public,130177,Eagle High School,Eagle,ceeb_exact,100.0,high
1601113,ELEVATE ACADEMY,CALDWELL,ID,public,130109,Elevate Academy,CALDWELL,exact_normalized_name,99.0,high
1601165,ELEVATE ACADEMY NAMPA,NAMPA,ID,public,130440,Nampa High School,NAMPA,subset_same_city,97.0,high
1601164,ELEVATE ACADEMY NORTH,POST FALLS,ID,public,130109,Elevate Academy,CALDWELL,subset_multi_token,90.0,review
1600697,EMERSON HIGH SCHOOL,IDAHO FALLS,ID,public,130299,Emerson High School,IDAHO FALLS,exact_normalized_name,99.0,high
1600187,EMMETT HIGH SCHOOL,EMMETT,ID,public,130190,Emmett High School,Emmett,ceeb_exact,100.0,high
1601120,EMPOWER CONNECTIONS ACADEMY,BOISE,ID,public,,,,unmatched,,
1600097,FALLS CITY ACADEMY,JEROME,ID,public,,,,unmatched,,
1600194,FILER HIGH SCHOOL,FILER,ID,public,130205,Filer High School,Filer,ceeb_exact,100.0,high
1600198,FIRTH HIGH SCHOOL,FIRTH,ID,public,130210,Firth Senior High School,Firth,ceeb_exact,100.0,high
1600912,FIVE-COUNTY DETENTION CENTER,ST ANTHONY,ID,public,,,,unmatched,,
1600772,FORREST M BIRD CHARTER SCHOOL,SANDPOINT,ID,public,130596,Forrest M Bird Charter School,Sandpoint,ceeb_exact,100.0,high
1600984,FRANK CHURCH HIGH SCHOOL,BOISE,ID,public,130052,Frank Church High School,BOISE,exact_normalized_name,99.0,high
1600764,FRANKLIN COUNTY HIGH SCHOOL,PRESTON,ID,public,130516,Franklin County High School,PRESTON,exact_normalized_name,99.0,high
1600212,FRUITLAND HIGH SCHOOL,FRUITLAND,ID,public,130215,Fruitland High School,Fruitland,ceeb_exact,100.0,high
1600988,FRUITLAND PREPARATORY ACADEMY,FRUITLAND,ID,public,130216,Fruitland Preparatory Academy,FRUITLAND,exact_normalized_name,99.0,high
1600220,GLENNS FERRY HIGH SCHOOL,GLENNS FERRY,ID,public,130230,Glenns Ferry High School,Glenns Ferry,ceeb_exact,100.0,high
1601161,GOODING ALTERNATIVE LEARNING CENTER,GOODING,ID,public,130236,Gooding Accelerated Learn Ctr,Gooding,ceeb_exact,100.0,high
1600224,GOODING HIGH SCHOOL,GOODING,ID,public,130235,Gooding High School,Gooding,ceeb_exact,100.0,high
1600742,GRACE JR/SR HIGH SCHOOL,GRACE,ID,public,130240,Grace High School,Grace,ceeb_exact,100.0,high
1600937,GRANGEVILLE HIGH SCHOOL,GRANGEVILLE,ID,public,130250,Grangeville High School,Grangeville,ceeb_exact,100.0,high
1600757,HANSEN JR/SR HIGH SCHOOL,HANSEN,ID,public,130275,Hansen High School,Hansen,ceeb_exact,100.0,high
1600740,HEARTLAND HIGH SCHOOL,MCCALL,ID,public,130012,Heartland High School,MCCALL,exact_normalized_name,99.0,high
1601026,HIGH DESERT,SHOSHONE,ID,public,,,,unmatched,,
1600472,HIGHLAND HIGH SCHOOL,POCATELLO,ID,public,130140,Highland Senior High School,Craigmont,ceeb_exact,100.0,high
1600024,HILLCREST HIGH SCHOOL,AMMON,ID,public,130294,Hillcrest High School,Idaho Falls,ceeb_exact,100.0,high
1600248,HOMEDALE HIGH SCHOOL,HOMEDALE,ID,public,130285,Homedale High School,Homedale,ceeb_exact,100.0,high
1601190,HORSESHOE BEND ALTERNATIVE SCHOOL,HORSESHOE BEND,ID,public,130287,Horseshoe Bend High School,HORSESHOE BND,subset_multi_token,90.0,review
1600831,HORSESHOE BEND MIDDLE/SR HIGH,HORSESHOE BEND,ID,public,130287,Horseshoe Bend High School,Horseshoe Bnd,ceeb_exact,100.0,high
1600790,IDAHO CENTER OF ADVANCED TECHNOLOGY,NAMPA,ID,public,,,,unmatched,,
1600350,IDAHO CITY HIGH SCHOOL,IDAHO CITY,ID,public,130293,Idaho City High School,Idaho City,ceeb_exact,100.0,high
1601023,IDAHO CONNECTS ONLINE ALTERNATIVE SCHOOL,BOISE,ID,public,130700,Idaho Connects Online School,NAMPA,subset_multi_token,90.0,review
1600993,IDAHO CONNECTS ONLINE SCHOOL,NAMPA,ID,public,130700,Idaho Connects Online School,NAMPA,exact_normalized_name,99.0,high
1600262,IDAHO FALLS SENIOR HIGH SCHOOL,IDAHO FALLS,ID,public,130295,Idaho Falls High School,Idaho Falls,ceeb_exact,100.0,high
1601071,IDAHO FINE ARTS ACADEMY,MERIDIAN,ID,public,130181,Idaho Fine Arts Academy,Eagle,ceeb_exact,100.0,high
1601069,IDAHO TECHNICAL CAREER ACADEMY,MERIDIAN,ID,public,130402,Idaho Technical Career Academy,MERIDIAN,exact_normalized_name,99.0,high
1601057,IDAHO YOUTH CHALLENGE ACADEMY FALL,PIERCE,ID,public,130490,Idaho Youth Challenge Academy,PIERCE,subset_same_city,97.0,high
1601059,IDAHO YOUTH CHALLENGE ACADEMY SPRING,PIERCE,ID,public,130490,Idaho Youth Challenge Academy,PIERCE,subset_same_city,97.0,high
1600689,INDEPENDENCE ALTERNATIVE HIGH SCHOOL,BLACKFOOT,ID,public,130031,Independence Alt High School,Blackfoot,ceeb_exact,100.0,high
1601049,INDIANHEAD ACADEMY HIGH SCHOOL,WEISER,ID,public,,,,unmatched,,
1600962,INITIAL POINT HIGH SCHOOL,KUNA,ID,public,130334,Initial Point High School,KUNA,exact_normalized_name,99.0,high
1601035,INSIGHT SCHOOL OF IDAHO,MERIDIAN,ID,public,,,,unmatched,,
