school_id,our_name,our_city,state,sector,bob_ceeb,bob_name,bob_city,match_rule,score,confidence
A1900008,BUILD UP COMMUNITY SCHOOL,BIRMINGHAM,AL,private,,,,unmatched,,
00000237,HOLY FAMILY CRISTO REY CATHOLIC HIGH SCHOOL,BIRMINGHAM,AL,private,010970,Holy Family Cristo Rey HS,BIRMINGHAM,subset_same_city,97.0,high
00000226,JOHN CARROLL CATHOLIC HIGH SCHOOL,BIRMINGHAM,AL,private,010370,John Carroll Catholic HS,BIRMINGHAM,exact_normalized_name,99.0,high
01925841,MCGILL-TOOLEN CATHOLIC HIGH SCHOOL,MOBILE,AL,private,011820,Mcgill-Toolen Catholic HS,Mobile,ceeb_exact,100.0,high
A2100130,SOUTHERN CHRISTIAN PREPARATORY ACADEMY,BIRMINGHAM,AL,private,011297,Southern Academy,GREENSBORO,subset_multi_token,90.0,review
A9900007,ST JOHN PAUL II CATHOLIC HIGH SCHOOL,HUNTSVILLE,AL,private,011483,St John Paul Ii Catholic HS,Huntsville,ceeb_exact,100.0,high
00047854,CATHOLIC HIGH SCHOOL FOR BOYS,LITTLE ROCK,AR,private,041420,Catholic High School,LITTLE ROCK,subset_same_city,97.0,high
00047978,MT ST MARY ACADEMY,LITTLE ROCK,AR,private,041440,Mount Saint Mary Academy,Little Rock,ceeb_exact,100.0,high
A2390028,OUACHITA HILLS ACADEMY,AMITY,AR,private,040032,Ouachita Hills Academy,AMITY,exact_normalized_name,99.0,high
00048971,OZARK ADVENTIST ACADEMY,GENTRY,AR,private,040880,Ozark Adventist Academy,Gentry,ceeb_exact,100.0,high
01926277,ARIZONA LUTHERAN ACADEMY,PHOENIX,AZ,private,030262,Arizona Lutheran Academy,Phoenix,ceeb_exact,100.0,high
00031425,BOURGADE CATHOLIC HIGH SCHOOL,PHOENIX,AZ,private,030264,Bourgade Catholic High School,Phoenix,ceeb_exact,100.0,high
A2190036,JOHN PAUL II CATHOLIC HIGH SCHOOL,AVONDALE,AZ,private,030679,St John Paul II Catholic HS,AVONDALE,subset_same_city,97.0,high
A0300071,NOTRE DAME PREPARATORY,SCOTTSDALE,AZ,private,,,,unmatched,,
A0100609,PUSCH RIDGE CHRISTIAN ACADEMY UPPER SCHOOL,TUCSON,AZ,private,030492,Pusch Ridge Christian Academy,TUCSON,subset_same_city,97.0,high
00030942,SALPOINTE CATHOLIC HIGH SCHOOL,TUCSON,AZ,private,030510,Salpointe Catholic High School,Tucson,ceeb_exact,100.0,high
A0500087,SAN MIGUEL HIGH SCHOOL,TUCSON,AZ,private,030602,San Miguel High School,Tucson,ceeb_exact,100.0,high
A2100209,SAN PEDRO VALLEY ACADEMY,HUACHUCA CITY,AZ,private,030599,San Pedro Valley Academy,TUCSON,exact_normalized_name,99.0,high
00031491,SETON CATHOLIC PREPARATORY,CHANDLER,AZ,private,030047,Seton Catholic Preparatory,CHANDLER,exact_normalized_name,99.0,high
A1170278,SHEARIM TORAH HIGH SCHOOL,PHOENIX,AZ,private,030640,Shearim Torah High School,PHOENIX,exact_normalized_name,99.0,high
A0700055,ST AUGUSTINE CATHOLIC HIGH SCHOOL,TUCSON,AZ,private,,,,unmatched,,
00031301,ST MARY'S CATHOLIC HIGH SCHOOL,PHOENIX,AZ,private,,,,unmatched,,
00033331,THUNDERBIRD ADVENTIST ACADEMY,SCOTTSDALE,AZ,private,030405,Thunderbird Adventist Academy,SCOTTSDALE,exact_normalized_name,99.0,high
A9100470,VALLEY LUTHERAN HIGH SCHOOL,PHOENIX,AZ,private,030319,Valley Lutheran High School,PHOENIX,exact_normalized_name,99.0,high
00032156,VERDE VALLEY SCHOOL,SEDONA,AZ,private,030410,Verde Valley School,Sedona,ceeb_exact,100.0,high
00031265,XAVIER COLLEGE PREPARATORY,PHOENIX,AZ,private,030295,Xavier College Preparatory Sch,Phoenix,ceeb_exact,100.0,high
A1500117,YESHIVA HIGH SCHOOL OF ARIZONA,PHOENIX,AZ,private,030736,Yeshiva High School Of Arizona,PHOENIX,exact_normalized_name,99.0,high
A0300076,YUMA CATHOLIC HIGH SCHOOL,YUMA,AZ,private,030570,Yuma High School,Yuma,ceeb_exact,100.0,high
00077164,ACADEMY OF OUR LADY OF PEACE,SAN DIEGO,CA,private,052820,Academy Our Lady Of Peace,San Diego,ceeb_exact,100.0,high
A2300077,ALKAVAIN ACADEMY,SAN RAMON,CA,private,,,,unmatched,,
00076706,AQUINAS HIGH SCHOOL,SAN BERNARDINO,CA,private,052772,Aquinas High School,San Bernardino,ceeb_exact,100.0,high
01609418,ARCHBISHOP MITTY HIGH SCHOOL,SAN JOSE,CA,private,053078,Archbishop Mitty High School,San Jose,ceeb_exact,100.0,high
00072596,ARCHBISHOP RIORDAN HIGH SCHOOL,SAN FRANCISCO,CA,private,053000,Archbishop Riordan High School,San Francisco,ceeb_exact,100.0,high
BB220040,BAIS YAAKOV MACHON,LOS ANGELES,CA,private,052703,Machon,LOS ANGELES,subset_same_city,97.0,high
A9100696,BAKERSFIELD CHRISTIAN HIGH SCHOOL,BAKERSFIELD,CA,private,050205,Bakersfield High School,Bakersfield,ceeb_exact,100.0,high
A0900219,BAYHILL HIGH SCHOOL,BERKELEY,CA,private,054279,Bayhill High School,BERKELEY,exact_normalized_name,99.0,high
A1900237,BELLARMINE COLLEGE PREPARATORY,SAN JOSE,CA,private,053080,Bellarmine College Preparatory,SAN JOSE,exact_normalized_name,99.0,high
00081443,BEREAN CHRISTIAN HIGH SCHOOL,WALNUT CREEK,CA,private,053683,Berean Christian High School,Walnut Creek,ceeb_exact,100.0,high
A2100280,BESANT HILL SCHOOL OF HAPPY VALLEY,OJAI,CA,private,,,,unmatched,,
A9100516,BISHOP ALEMANY HIGH SCHOOL,MISSION HILLS,CA,private,052898,Bishop Alemany High School,Mission Hills,ceeb_exact,100.0,high
00071399,BISHOP AMAT MEMORIAL HIGH SCHOOL,LA PUENTE,CA,private,051362,Bishop Amat Memorial HS,LA Puente,ceeb_exact,100.0,high
A9300090,BISHOP CONATY-OUR LADY OF LORETTO HIGH SCHOOL,LOS ANGELES,CA,private,051552,Bishop Conaty Our Lady Loretto,LOS ANGELES,exact_normalized_name,99.0,high
00070012,BISHOP GARCIA DIEGO HIGH SCHOOL,SANTA BARBARA,CA,private,053245,Bishop Garcia Diego High Sch,Santa Barbara,ceeb_exact,100.0,high
A1900251,BISHOP MONTGOMERY HIGH,TORRANCE,CA,private,053512,Bishop Montgomery High School,TORRANCE,exact_normalized_name,99.0,high
00070792,BISHOP MORA SALESIAN,LOS ANGELES,CA,private,051554,Bishop Mora Salesian HS,LOS ANGELES,exact_normalized_name,99.0,high
00074833,BISHOP ODOWD HIGH SCHOOL,OAKLAND,CA,private,052185,Bishop Odowd High School,Oakland,ceeb_exact,100.0,high
A1700135,BNOS ESTHER H.S.,LOS ANGELES,CA,private,051657,Bnos Esther High School,LOS ANGELES,exact_normalized_name,99.0,high
A1300163,BROOKSHIRE INTERNATIONAL ACADEMY,LA MESA,CA,private,054443,Brookshire International Acad,SAN DIEGO,exact_normalized_name,99.0,high
A1700151,C4L ACADEMY,IRVINE,CA,private,,,,unmatched,,
A9500298,CALIFORNIA LUTHERAN HIGH SCHOOL,WILDOMAR,CA,private,053566,California Lutheran High Schl,WILDOMAR,exact_normalized_name,99.0,high
BB000071,CALIFORNIA UNIVERSITY PREPARATORY SCHOOL,ROWLAND HEIGHTS,CA,private,052941,California University Prep Sch,ROWLAND HGHTS,exact_normalized_name,99.0,high
00071468,CANTWELL SACRED HEART OF MARY,MONTEBELLO,CA,private,052020,Cantwell/Sacred Heart Mary HS,Montebello,ceeb_exact,100.0,high
00077721,CARDINAL NEWMAN HIGH SCHOOL,SANTA ROSA,CA,private,053326,Cardinal Newman High School,Santa Rosa,ceeb_exact,100.0,high
00074913,CARONDELET HIGH SCHOOL,CONCORD,CA,private,050656,Carondelet High School,Concord,ceeb_exact,100.0,high
A0900259,CATHEDRAL CATHOLIC HIGH SCHOOL,SAN DIEGO,CA,private,052896,Cathedral Catholic High School,San Diego,ceeb_exact,100.0,high
A2400017,CATHEDRAL HIGH SCHOOL,LOS ANGELES,CA,private,050508,Cathedral City High School,Cathedral City,ceeb_exact,100.0,high
00077798,CENTRAL CATHOLIC HIGH SCHOOL,MODESTO,CA,private,051982,Central Catholic High School,MODESTO,exact_normalized_name,99.0,high
A2300149,CHESTERTON ACADEMY OF SACRAMENTO,NORTH HIGHLANDS,CA,private,108244,Chesterton Academy of Sacramento,NORTH HIGHLANDS,exact_normalized_name,99.0,high
A2300151,CHESTERTON ACADEMY OF ST JAMES,MENLO PARK,CA,private,,,,unmatched,,
A2300153,CHESTERTON ACADEMY OF THE MOST HOLY EUCHARIST,YUBA CITY,CA,private,,,,unmatched,,
00076149,CHRISTIAN BROTHERS HIGH SCHOOL,SACRAMENTO,CA,private,052697,Christian Brothers High School,Sacramento,ceeb_exact,100.0,high
02009668,CHRISTIAN ENCOUNTER HIGH SCHOOL,GRASS VALLEY,CA,private,051094,Christian Encounter HS,GRASS VALLEY,exact_normalized_name,99.0,high
A2370251,COLEMA ACADEMY,SAN DIEGO,CA,private,,,,unmatched,,
A1500229,COMPASS HIGH SCHOOL,BELMONT,CA,private,054783,Compass High School,SAN MATEO,exact_normalized_name,99.0,high
BB080243,CREAN LUTHERAN HIGH SCHOOL,IRVINE,CA,private,051373,Lutheran High School,La Verne,ceeb_exact,100.0,high
00070577,CRESPI CARMELITE HIGH SCHOOL,ENCINO,CA,private,050867,Crespi Carmelite High School,Encino,ceeb_exact,100.0,high
A1900356,CRISTO REY DE LA SALLE EAST BAY HIGH SCHOOL,OAKLAND,CA,private,051666,Cristo Rey De La Salle E Bay,OAKLAND,subset_same_city,97.0,high
A0700154,CRISTO REY HIGH SCHOOL,SACRAMENTO,CA,private,054211,Cristo Rey HS-Sacramento,SACRAMENTO,subset_same_city,97.0,high
A2100335,CRISTO REY SAN DIEGO HIGH SCHOOL,SAN DIEGO,CA,private,052885,San Diego HS,San Diego,ceeb_exact,100.0,high
A1500243,CRISTO REY SAN JOSE JESUIT HIGH SCHOOL,SAN JOSE,CA,private,054860,Cristo Rey San Jose Jesuit HS,SAN JOSE,exact_normalized_name,99.0,high
00074902,DE LA SALLE HIGH SCHOOL,CONCORD,CA,private,050662,De La Salle High School,Concord,ceeb_exact,100.0,high
A2100345,DEWAY SCHOOL,CITY OF INDUSTRY,CA,private,055042,Deway School,CITY OF INDUSTRY,exact_normalized_name,99.0,high
00087944,EDGEWOOD CENTER FOR CHILDREN & FAMILIES,SAN FRANCISCO,CA,private,,,,unmatched,,
BB240226,EF ACADEMY,PASADENA,CA,private,055039,EF Academy Pasadena,PASADENA,subset_same_city,97.0,high
A2300193,EF ACADEMY PASADENA,PASADENA,CA,private,054579,Fusion Academy Pasadena,Los Angeles,ceeb_exact,100.0,high
BB060032,EXCELSIOR SCHOOL,ARCADIA,CA,private,051584,Excelsior School,ARCADIA,exact_normalized_name,99.0,high
00071854,FLINTRIDGE SACRED HEART ACADEMY,LA CANADA FLINTRIDGE,CA,private,052380,Flintridge Sacred Heart Acad,La Canada,ceeb_exact,100.0,high
BB980124,FOOTHILL PREPARATORY SCHOOL,TEMPLE CITY,CA,private,050132,Foothill Preparatory School,TEMPLE CITY,exact_normalized_name,99.0,high
A2370290,FOOTHILLS CHRISTIAN HIGH SCHOOL,EL CAJON,CA,private,051452,Foothills Christian High Schl,El Cajon,ceeb_exact,100.0,high
A2300217,FRANKLIN ACADEMY,IRVINE,CA,private,000182,Franklin Academy,IRVINE,exact_normalized_name,99.0,high
00074017,GARCES MEMORIAL HIGH SCHOOL,BAKERSFIELD,CA,private,050215,Garces Memorial High School,Bakersfield,ceeb_exact,100.0,high
A9500465,GATES OF LEARNING CENTER,ROSEVILLE,CA,private,,,,unmatched,,
00077663,HANNA ACADEMY,SONOMA,CA,private,,,,unmatched,,
A1300262,HIGH BLUFF ACADEMY,RANCHO SANTA FE,CA,private,,,,unmatched,,
00094973,HOLDEN HIGH SCHOOL,ORINDA,CA,private,052291,Holden High School,ORINDA,exact_normalized_name,99.0,high
00074822,HOLY NAMES HIGH SCHOOL,OAKLAND,CA,private,052200,Holy Names High School,Oakland,ceeb_exact,100.0,high
00072483,ICA CRISTO REY ACADEMY,SAN FRANCISCO,CA,private,,,,unmatched,,
AA890063,IDYLLWILD ARTS ACADEMY,IDYLLWILD,CA,private,051236,Idyllwild Arts Academy,Idyllwild,ceeb_exact,100.0,high
A2100413,IMMANUEL HOUSE INSTITUTE OF HIGHER LEARNING,MORENO VALLEY,CA,private,,,,unmatched,,
00075859,JESUIT HIGH SCHOOL,CARMICHAEL,CA,private,052714,Jesuit High School,Carmichael,ceeb_exact,100.0,high
A0500413,JEWISH COMMUNITY HIGH SCHOOL OF THE BAY,SAN FRANCISCO,CA,private,052984,Jewish Community HS Of The Bay,San Francisco,ceeb_exact,100.0,high
A2370334,JIM ELLIOT CHRISTIAN HIGH SCHOOL,LODI,CA,private,051444,Jim Elliot Christian HS,LODI,exact_normalized_name,99.0,high
A1100200,JOURNEY ACADEMY,SEBASTOPOL,CA,private,,,,unmatched,,
A0300335,JSERRA CATHOLIC HIGH SCHOOL,SAN JUAN CAPISTRANO,CA,private,053197,Jserra Catholic High School,SAN JUAN CAPISTR,exact_normalized_name,99.0,high
A2370335,JSERRA CATHOLIC HIGH SCHOOL,SAN MATEO,CA,private,053197,Jserra Catholic High School,SAN JUAN CAPISTR,exact_normalized_name,99.0,high
00073148,JUNIPERO SERRA HIGH SCHOOL,SAN MATEO,CA,private,052891,Canyon Hills High School,San Diego,ceeb_exact,100.0,high
00077539,JUSTIN-SIENA,NAPA,CA,private,052082,Justin Siena High School,Napa,ceeb_exact,100.0,high
A0500422,KEHILLAH JEWISH HIGH SCHOOL,PALO ALTO,CA,private,053173,Kehillah Jewish High School,Palo Alto,ceeb_exact,100.0,high
00071457,LA SALLE COLLEGE PREPARATORY,PASADENA,CA,private,052392,La Salle High School,PASADENA,subset_same_city,97.0,high
A2100435,LAKE TAHOE PREPARATORY SCHOOL,OLYMPIC VALLEY,CA,private,052264,Lake Tahoe Preparatory School,OLYMPIC VLY,exact_normalized_name,99.0,high
01613388,LAKE TAHOE PREPATORY SCHOOL,OLYMPIC VALLEY,CA,private,,,,unmatched,,
A1500366,LEGEND COLLEGE PREPARATORY,CUPERTINO,CA,private,054732,Legend College Preparatory,CUPERTINO,exact_normalized_name,99.0,high
BB200093,LIGHTHOUSE CHRISTIAN ACADEMY,SANTA MONICA,CA,private,052626,Lighthouse Christian Academy,RIALTO,exact_normalized_name,99.0,high
A1992094,LIVING WIDSOM HIGH SCHOOL,PALO ALTO,CA,private,,,,unmatched,,
00095489,LODI ACADEMY,LODI,CA,private,051435,Lodi Academy,LODI,exact_normalized_name,99.0,high
A0101086,LOS ANGELES COMPUTER SCIENCE ACADEMY,LOS ANGELES,CA,private,051680,Los Angeles Senior High School,LOS ANGELES,subset_same_city,97.0,high
00071107,LOUISVILLE HIGH SCHOOL,WOODLAND HILLS,CA,private,053802,Louisville High School,Woodland Hills,ceeb_exact,100.0,high
A0300412,MARANATHA HIGH SCHOOL,PASADENA,CA,private,052686,Maranatha High School,Pasadena,ceeb_exact,100.0,high
00083473,MARIN ACADEMY,SAN RAFAEL,CA,private,054841,Fusion Academy Marin,San Rafael,ceeb_exact,100.0,high
00073374,MARIN CATHOLIC HIGH SCHOOL,KENTFIELD,CA,private,053215,Marin Catholic High School,KENTFIELD,exact_normalized_name,99.0,high
00071912,MARYMOUNT HIGH SCHOOL LOS ANGELES,LOS ANGELES,CA,private,051680,Los Angeles Senior High School,LOS ANGELES,subset_same_city,97.0,high
A0900415,MATER DEI CATHOLIC H.S.,CHULA VISTA,CA,private,051244,Mater Dei Catholic High School,CHULA VISTA,exact_normalized_name,99.0,high
00088245,MAYBECK HIGH SCHOOL,BERKELEY,CA,private,052218,Maybeck High School,Berkeley,ceeb_exact,100.0,high
00071027,MAYFIELD SENIOR SCHOOL,PASADENA,CA,private,052395,Mayfield Senior School,Pasadena,ceeb_exact,100.0,high
A0500501,MERIT ACADEMY,SANTA CRUZ,CA,private,053269,Merit Academy Edu Excellence,SANTA CRUZ,subset_same_city,97.0,high
A1900550,MESIVTA BIRKAS YITZCHOK,LOS ANGELES,CA,private,054292,Mesivta Birkas Yitzchok,LOS ANGELES,exact_normalized_name,99.0,high
A9900526,MESIVTA OF GREATER LOS ANGELES,CALABASAS,CA,private,051680,Los Angeles Senior High School,LOS ANGELES,subset_multi_token,90.0,review
01900601,MID-PENINSULA HIGH SCHOOL,MENLO PARK,CA,private,052812,Peninsula Alternative HS,San Bruno,ceeb_exact,100.0,high
00083564,MIDLAND SCHOOL CORPORATION,LOS OLIVOS,CA,private,051865,Midland School,LOS OLIVOS,subset_same_city,97.0,high
00074265,MISSION COLLEGE PREP CATHOLIC HIGH SCHOOL,SAN LUIS OBISPO,CA,private,053140,Mission College Prep Cath HS,San Luis Obispo,ceeb_exact,100.0,high
00095671,MONTEREY BAY ACADEMY,LA SELVA BEACH,CA,private,053700,Monterey Bay Academy,LA Selva Beach,ceeb_exact,100.0,high
00074866,MOREAU CATHOLIC HIGH SCHOOL,HAYWARD,CA,private,051156,Moreau Catholic High School,HAYWARD,exact_normalized_name,99.0,high
00095707,MTN VIEW ACADEMY,MOUNTAIN VIEW,CA,private,,,,unmatched,,
00095751,NEWBURY PARK ADVENTIST ACADEMY,NEWBURY PARK,CA,private,052115,Newbury Park Adventist Acad,NEWBURY PARK,exact_normalized_name,99.0,high
A9100671,NORTH BAY CHRISTIAN ACADEMY,NOVATO,CA,private,052199,North Bay Christian Academy,NOVATO,exact_normalized_name,99.0,high
00090356,NORTHPOINT SCHOOL & INTENSIVE OUTPATIENT PROGRAM,NORTHRIDGE,CA,private,,,,unmatched,,
00070191,NOTRE DAME ACADEMY GIRLS HIGH SCHOOL,LOS ANGELES,CA,private,051730,Notre Dame Academy,LOS ANGELES,subset_same_city,97.0,high
00074276,NOTRE DAME HIGH SCHOOL,SALINAS,CA,private,052748,Notre Dame High School,Salinas,ceeb_exact,100.0,high
00071446,NOTRE DAME HIGH SCHOOL,SHERMAN OAKS,CA,private,052748,Notre Dame High School,Salinas,ceeb_exact,100.0,high
A1500426,NOTRE DAME HIGH SCHOOL,RIVERSIDE,CA,private,052748,Notre Dame High School,Salinas,ceeb_exact,100.0,high
A0700251,PACIFICA CHRISTIAN HIGH SCHOOL,SANTA MONICA,CA,private,054005,Pacifica Christian HS,SANTA MONICA,exact_normalized_name,99.0,high
A2300375,"PACIFICA CHRISTIAN HIGH SCHOOL, ORANGE COUNTY",NEWPORT BEACH,CA,private,054827,Pacifica Christian HS Orange,NEWPORT BEACH,subset_same_city,97.0,high
00070624,PARACLETE HIGH SCHOOL,LANCASTER,CA,private,051356,Paraclete High School,Lancaster,ceeb_exact,100.0,high
00095911,PARADISE ADVENTIST ELEMENTARY SCHOOL,PARADISE,CA,private,052361,Paradise Adventist Academy,Chico,ceeb_exact,100.0,high
A2370429,PIONEER PROGRAMS-COMMUNITY SCHOOL OF SAN DIEGO HIG,SAN DIEGO,CA,private,052885,San Diego HS,SAN DIEGO,subset_same_city,97.0,high
01609338,PRESENTATION HIGH SCHOOL,SAN JOSE,CA,private,053097,Presentation High School,San Jose,ceeb_exact,100.0,high
00071559,PROVIDENCE HIGH SCHOOL,BURBANK,CA,private,050402,Providence High School,Burbank,ceeb_exact,100.0,high
00094587,PUC PREPARATORY SCHOOL,ANGWIN,CA,private,,,,unmatched,,
A2190131,QUEST FORWARD HIGH SCHOOL,SANTA ROSA,CA,private,050405,Quest Forward Academy,SANTA ROSA,subset_same_city,97.0,high
BB910074,RAMONA CONVENT SECONDARY SCHOOL,ALHAMBRA,CA,private,050060,Ramona Convent Secondary Sch,Alhambra,ceeb_exact,100.0,high
00069437,RENAISSANCE ACADEMY,ARCADIA,CA,private,053895,RENAISSANCE ACADEMY,UNKNOWN,exact_normalized_name,99.0,high
00096008,RIO LINDO ADVENTIST ACADEMY,HEALDSBURG,CA,private,051155,Rio Lindo Academy,HEALDSBURG,subset_same_city,97.0,high
A1900672,RISE UNIVERSITY PREPARATORY,SAN FRANCISCO,CA,private,055017,Rise University Preparatory,SAN FRANCISCO,exact_normalized_name,99.0,high
00075484,ROSARY ACADEMY,FULLERTON,CA,private,051007,Rosary Academy,FULLERTON,exact_normalized_name,99.0,high
00074695,SALESIAN COLLEGE PREPARATORY,RICHMOND,CA,private,052637,Salesian College Preparatory,RICHMOND,exact_normalized_name,99.0,high
00083509,SAN FRANCISCO UNIVERSITY HIGH SCHOOL,SAN FRANCISCO,CA,private,053039,San Francisco University HS,SAN FRANCISCO,exact_normalized_name,99.0,high
00073942,SAN JOAQUIN MEMORIAL HIGH SCHOOL,FRESNO,CA,private,050990,San Joaquin Memorial HS,FRESNO,exact_normalized_name,99.0,high
A1900695,SANTA CLARA HIGH SCHOOL,OXNARD,CA,private,053280,Santa Clara High School,Santa Clara,ceeb_exact,100.0,high
A1392008,SCY HIGH (SOUTHERN CALIFORNIA YESHIVA HIGH SCHOOL),SAN DIEGO,CA,private,050096,Southern California HS,ORANGE,subset_multi_token,90.0,review
BB180115,SEQUOYAH SCHOOL (HIGH SCHOOL CAMPUS),GROVE,CA,private,,,,unmatched,,
01604147,SERVITE HIGH SCHOOL,ANAHEIM,CA,private,050088,Servite High School,Anaheim,ceeb_exact,100.0,high
BB944617,SHALHEVET HIGH SCHOOL,LOS ANGELES,CA,private,051792,Shalhevet High School,Los Angeles,ceeb_exact,100.0,high
A0500674,SONOMA ACADEMY,SANTA ROSA,CA,private,053626,Sonoma Academy,SANTA ROSA,exact_normalized_name,99.0,high
00070602,ST ANTHONY HIGH SCHOOL,LONG BEACH,CA,private,051500,Saint Anthony High School,Long Beach,ceeb_exact,100.0,high
00070034,ST ANTHONY SCHOOL,SAN GABRIEL,CA,private,051500,Saint Anthony High School,Long Beach,ceeb_exact,100.0,high
00076954,ST AUGUSTINE HIGH SCHOOL,SAN DIEGO,CA,private,052880,Saint Augustine High School,San Diego,ceeb_exact,100.0,high
00071151,ST BERNARD HIGH SCHOOL,PLAYA DEL REY,CA,private,050898,St Bernards Catholic HS,Eureka,ceeb_exact,100.0,high
00071129,ST BONAVENTURE HIGH SCHOOL,VENTURA,CA,private,053650,Saint Bonaventure High School,Ventura,ceeb_exact,100.0,high
00075906,ST FRANCIS CATHOLIC HIGH SCHOOL,SACRAMENTO,CA,private,052698,Saint Francis High School,SACRAMENTO,subset_same_city,97.0,high
00070974,ST FRANCIS HIGH SCHOOL,LA CANADA FLINTRIDGE,CA,private,051311,Saint Francis High School,LA Canada,ceeb_exact,100.0,high
01609203,ST FRANCIS HIGH SCHOOL,MOUNTAIN VIEW,CA,private,051311,Saint Francis High School,LA Canada,ceeb_exact,100.0,high
A0101292,ST FRANCIS HIGH SCHOOL SALESIAN COLLEGE PREP,WATSONVILLE,CA,private,052192,College Preparatory School,OAKLAND,subset_multi_token,90.0,review
00070103,ST GENEVIEVE HIGH SCHOOL,PANORAMA CITY,CA,private,053631,Saint Genevieve High School,Panorama City,ceeb_exact,100.0,high
A1992154,ST JOHN BOSCO,BELLFLOWER,CA,private,050260,Saint John Bosco High School,BELLFLOWER,exact_normalized_name,99.0,high
00070125,ST JOSEPH HIGH SCHOOL,SANTA MARIA,CA,private,051349,Saint Joseph High School,Lakewood,ceeb_exact,100.0,high
00071093,ST JOSEPH HIGH SCHOOL,LAKEWOOD,CA,private,051349,Saint Joseph High School,Lakewood,ceeb_exact,100.0,high
00070985,ST LUCYS PRIORY HIGH SCHOOL,GLENDORA,CA,private,051075,Saint Lucys Priory High School,Glendora,ceeb_exact,100.0,high
00070861,ST MARY'S ACADEMY,INGLEWOOD,CA,private,051780,Saint Marys Academy,INGLEWOOD,fuzzy90_same_city,97.0,high
00074924,ST MARY'S COLLEGE HIGH SCHOOL,BERKELEY,CA,private,050310,Saint Marys College HS,Berkeley,ceeb_exact,100.0,high
00077867,ST MARY'S HIGH SCHOOL,STOCKTON,CA,private,053435,Saint Marys High School,Stockton,ceeb_exact,100.0,high
BB240254,ST MARYS HIGH SCHOOL,STOCKTON,CA,private,053435,Saint Marys High School,Stockton,ceeb_exact,100.0,high
00076262,ST PATRICK-ST VINCENT HIGH SCHOOL,VALLEJO,CA,private,053604,Saint Patrick-Saint Vincent HS,Vallejo,ceeb_exact,100.0,high
00070147,ST PAUL HIGH SCHOOL,SANTA FE SPRINGS,CA,private,053761,Saint Paul High School,Santa Fe Springs,ceeb_exact,100.0,high
BB200080,ST PIUS X - ST. MATTHIAS HIGH SCHOOL,DOWNEY,CA,private,051232,Saint Pius X-St Matthias Acdmy,DOWNEY,subset_same_city,97.0,high
00077732,ST VINCENT DE PAUL HIGH SCHOOL,PETALUMA,CA,private,052455,Saint Vincent De Paul High Sch,PETALUMA,exact_normalized_name,99.0,high
A0500717,THE BAY SCHOOL OF SAN FRANCISCO,SAN FRANCISCO,CA,private,053985,Bay School Of San Francisco,San Francisco,ceeb_exact,100.0,high
AA001475,THE BRANSON SCHOOL,ROSS,CA,private,052695,Branson School,Ross,ceeb_exact,100.0,high
00083597,THE COLLEGE PREPARATORY SCHOOL,OAKLAND,CA,private,052192,College Preparatory School,Oakland,ceeb_exact,100.0,high
00080814,THE THACHER SCHOOL,OJAI,CA,private,052265,Thacher School The,Ojai,ceeb_exact,100.0,high
A1390051,THE UNIVERSITY OF AMERICA HIGH SCHOOL,TEMECULA,CA,private,,,,unmatched,,
00083484,THE WEBB SCHOOLS,CLAREMONT,CA,private,050600,Webb Schools,CLAREMONT,exact_normalized_name,99.0,high
A2100647,UNIVERSITY OF SILVANER,LOS ANGELES,CA,private,051825,University High School,LOS ANGELES,subset_same_city,97.0,high
A2100655,VALLEY CHRISTIAN HIGH SCHOOL,CERRITOS,CA,private,050787,Valley Christian High School,DUBLIN,exact_normalized_name,99.0,high
00081953,VALLEY TORAH HIGH SCHOOL,VALLEY VILLAGE,CA,private,050736,Valley High School,Delano,ceeb_exact,100.0,high
A1500569,VALLEY TORAH HIGH SCHOOL GIRLS' DIVISION,VALLEY VILLAGE,CA,private,052136,Valley Torah High School,NORTH HOLLYWOOD,subset_multi_token,90.0,review
00072086,VERBUM DEI JESUIT HIGH SCHOOL,LOS ANGELES,CA,private,051829,Verbum Dei High School,Los Angeles,ceeb_exact,100.0,high
BB120185,VILLAGE CHRISTIAN SCHOOL,SUN VALLEY,CA,private,053468,Village Christian High School,Sun Valley,ceeb_exact,100.0,high
00076987,VINCENT MEMORIAL CATHOLIC HIGH SCHOOL,CALEXICO,CA,private,050420,Vincent Memorial Catholic HS,Calexico,ceeb_exact,100.0,high
A2300521,WESLEY COLLEGE PREPARATORY SCHOOL,ONTARIO,CA,private,052192,College Preparatory School,Oakland,ceeb_exact,100.0,high
A0900624,XAVIER COLLEGE PREPARATORY HIGH SCHOOL,PALM DESERT,CA,private,054103,Xavier College Preparatory HS,PALM DESERT,exact_normalized_name,99.0,high
00094124,YESHIVA GEDOLAH LOS ANGELES,LOS ANGELES,CA,private,051842,Yeshiva Gedolah Of Los Angeles,LOS ANGELES,exact_normalized_name,99.0,high
A1500411,YESHIVA NER ARYEH,VALLEY VILLAGE,CA,private,,,,unmatched,,
01899004,YESHIVA UNIVERSITY OF LOS ANGELES YULU BOYS,LOS ANGELES,CA,private,051680,Los Angeles Senior High School,LOS ANGELES,subset_same_city,97.0,high
A9101504,YULA GIRLS HIGH SCHOOL,LOS ANGELES,CA,private,,,,unmatched,,
A0700349,ARRUPE JESUIT HIGH SCHOOL,DENVER,CO,private,060468,Arrupe Jesuit High School,Denver,ceeb_exact,100.0,high
