name,school_id,offers_pyp,offers_myp,offers_dp,offers_cp,programmes,offers_any_ib,languages,ibo_url
Durham Elementary IB World School,004221,true,false,false,false,PYP,true,"English, Spanish",https://ibo.org/school/004221/
Duval Charter School at Flagler Center,063526,false,true,false,false,MYP,true,English,https://ibo.org/school/063526/
Dwight D. Eisenhower High School,003043,false,false,true,false,DP,true,English,https://ibo.org/school/003043/
Dwight D. Eisenhower Middle School,004038,false,true,false,false,MYP,true,English,https://ibo.org/school/004038/
Dwight School,000058,true,true,true,false,"PYP, MYP, DP",true,English,https://ibo.org/school/000058/
E. K. Powe Elementary School,063181,true,false,false,false,PYP,true,"English, Spanish",https://ibo.org/school/063181/
E. Rivers Elementary School,002425,true,false,false,false,PYP,true,English,https://ibo.org/school/002425/
E.R. Martin School,060350,false,true,false,false,MYP,true,English,https://ibo.org/school/060350/
EA Murchison Middle School,002025,false,true,false,false,MYP,true,English,https://ibo.org/school/002025/
Eagle Hill School,051060,false,false,true,false,DP,true,English,https://ibo.org/school/051060/
Eagle Rock Junior/Senior High School,006464,false,true,true,true,"MYP, DP, CP",true,English,https://ibo.org/school/006464/
Eagle Valley Elementary School,004111,true,false,false,false,PYP,true,"English, Spanish",https://ibo.org/school/004111/
Eakin Elementary School,006018,true,false,false,false,PYP,true,English,https://ibo.org/school/006018/
Earl Wooster High School,000942,false,true,true,true,"MYP, DP, CP",true,English,https://ibo.org/school/000942/
Earlington Heights Elementary School,003728,true,false,false,false,PYP,true,English,https://ibo.org/school/003728/
East Bay German International School,061993,false,false,true,false,DP,true,"English, German, Other",https://ibo.org/school/061993/
East Garner Magnet Middle School,003189,false,true,false,false,MYP,true,English,https://ibo.org/school/003189/
East Grand Rapids High School,049221,false,false,true,false,DP,true,English,https://ibo.org/school/049221/
East High School,049837,false,false,true,false,DP,true,English,https://ibo.org/school/049837/
East Mecklenburg High School,001021,false,true,true,true,"MYP, DP, CP",true,English,https://ibo.org/school/001021/
East Middle School,006539,false,true,false,false,MYP,true,English,https://ibo.org/school/006539/
East Nashville Magnet High School,061668,false,true,true,false,"MYP, DP",true,"English, Spanish",https://ibo.org/school/061668/
East Nashville Magnet Middle School,061669,false,true,false,false,MYP,true,"English, Spanish",https://ibo.org/school/061669/
East Texas Montessori Prep Academy,061932,true,false,false,false,PYP,true,"English, Spanish",https://ibo.org/school/061932/
East Valley High School,062976,false,false,true,false,DP,true,English,https://ibo.org/school/062976/
Eastern Senior High School,049200,false,true,true,false,"MYP, DP",true,"English, Spanish",https://ibo.org/school/049200/
Eastport Elementary School,050827,true,false,false,false,PYP,true,English,https://ibo.org/school/050827/
Eastside High School,000262,false,false,true,false,DP,true,English,https://ibo.org/school/000262/
Edgar Allan Poe Elementary School,049497,true,false,false,false,PYP,true,English,https://ibo.org/school/049497/
Edgar Allan Poe Middle School,002240,false,true,false,false,MYP,true,English,https://ibo.org/school/002240/
Edgewood High School,003947,false,false,true,false,DP,true,English,https://ibo.org/school/003947/
Edgewood Schools,051896,false,true,false,false,MYP,true,English,https://ibo.org/school/051896/
Edgewood Schools,006916,false,true,true,true,"MYP, DP, CP",true,English,https://ibo.org/school/006916/
Edmonds-Woodway High School,000874,false,false,true,false,DP,true,English,https://ibo.org/school/000874/
Edward K. Duke Ellington,050928,false,true,false,false,MYP,true,English,https://ibo.org/school/050928/
EF Academy Pasadena,061787,false,false,true,false,DP,true,English,https://ibo.org/school/061787/
EF International Academy Inc,006047,false,false,true,false,DP,true,English,https://ibo.org/school/006047/
Eisenhower Elementary,062386,true,false,false,false,PYP,true,"English, Spanish",https://ibo.org/school/062386/
El Dorado High School,002819,false,false,true,false,DP,true,English,https://ibo.org/school/002819/
El Rancho High School,052286,false,false,true,false,DP,true,"English, Spanish",https://ibo.org/school/052286/
El Roble Intermediate School,061884,false,true,false,false,MYP,true,English,https://ibo.org/school/061884/
El Segundo Middle School,006919,false,true,false,false,MYP,true,"English, Spanish",https://ibo.org/school/006919/
El Sereno Middle School,006434,false,true,false,false,MYP,true,English,https://ibo.org/school/006434/
Elgin High School,050866,false,false,true,false,DP,true,"English, Spanish",https://ibo.org/school/050866/
Eliot-Hine Middle School,050164,false,true,false,false,MYP,true,English,https://ibo.org/school/050164/
Elizabeth Sutherland Elementary School,002031,false,true,false,false,MYP,true,English,https://ibo.org/school/002031/
Ellen Glasgow Middle School,002059,false,true,false,false,MYP,true,English,https://ibo.org/school/002059/
Ellis Elementary,006835,true,false,false,false,PYP,true,English,https://ibo.org/school/006835/
Elsie Whitlow Stokes Community Freedom Public Charter School,006771,true,false,false,false,PYP,true,English,https://ibo.org/school/006771/
Emerald Campus Dublin City Schools,003305,false,false,true,false,DP,true,English,https://ibo.org/school/003305/
Empowering Possibilities International Charter,051941,true,true,false,false,"PYP, MYP",true,"English, Russian, Other",https://ibo.org/school/051941/
Escuela Bilingüe Internacional,004749,true,true,false,false,"PYP, MYP",true,"English, Spanish",https://ibo.org/school/004749/
Esmond Elementary School,002034,false,true,false,false,MYP,true,English,https://ibo.org/school/002034/
Estrella Foothills Global Academy,061789,false,true,false,false,MYP,true,English,https://ibo.org/school/061789/
Eugene Field Elementary School,003184,true,false,false,false,PYP,true,English,https://ibo.org/school/003184/
Eugene International High School,000440,false,false,true,false,DP,true,English,https://ibo.org/school/000440/
Evans High School,003966,false,false,true,false,DP,true,English,https://ibo.org/school/003966/
Evergreen Middle School,006734,false,true,false,false,MYP,true,English,https://ibo.org/school/006734/
Fairfax Senior High School,060878,false,false,true,false,DP,true,"English, Spanish",https://ibo.org/school/060878/
Fairfield Middle School,006450,false,true,false,false,MYP,true,English,https://ibo.org/school/006450/
Fairhope High School,003347,false,false,true,false,DP,true,English,https://ibo.org/school/003347/
Fairmont High School,003287,false,false,true,false,DP,true,English,https://ibo.org/school/003287/
Fairmont Preparatory Academy,000842,false,false,true,false,DP,true,English,https://ibo.org/school/000842/
Fairmont Private School of Fresno,062008,true,false,false,false,PYP,true,"English, Spanish",https://ibo.org/school/062008/
"Fairmont Private Schools, Historic Anaheim Campus",060912,true,false,false,false,PYP,true,English,https://ibo.org/school/060912/
Fairview High School,000804,false,false,true,false,DP,true,English,https://ibo.org/school/000804/
Fallbrook Union High School,060844,false,false,true,true,"DP, CP",true,"English, Spanish",https://ibo.org/school/060844/
Falls Church City Elementary School,006105,true,false,false,false,PYP,true,English,https://ibo.org/school/006105/
Farmdale Elementary School,006442,true,false,false,false,PYP,true,English,https://ibo.org/school/006442/
Farmington High School,006933,false,false,true,true,"DP, CP",true,English,https://ibo.org/school/006933/
Farmington Woods Elementary School - International Baccalaureate®,001921,true,false,false,false,PYP,true,English,https://ibo.org/school/001921/
Fenton Senior High School,003948,false,false,true,false,DP,true,English,https://ibo.org/school/003948/
Fernbank Elementary School,002434,true,false,false,false,PYP,true,English,https://ibo.org/school/002434/
Fernway Elementary School,004838,true,false,false,false,PYP,true,English,https://ibo.org/school/004838/
Fienberg-Fisher K-8 Center,004356,true,true,false,false,"PYP, MYP",true,English,https://ibo.org/school/004356/
Fifth Avenue Upper Elementary,003461,true,false,false,false,PYP,true,English,https://ibo.org/school/003461/
Firestone High School,000805,false,false,true,false,DP,true,English,https://ibo.org/school/000805/
Fishers High School,002963,false,false,true,false,DP,true,English,https://ibo.org/school/002963/
Flagler Palm Coast High School,002312,false,false,true,false,DP,true,English,https://ibo.org/school/002312/
Flat Rock Middle School,062611,false,true,false,false,MYP,true,English,https://ibo.org/school/062611/
Flathead High School,001505,false,false,true,false,DP,true,English,https://ibo.org/school/001505/
Florence High School,006028,false,false,true,false,DP,true,English,https://ibo.org/school/006028/
Foothill High School,001160,false,false,true,false,DP,true,English,https://ibo.org/school/001160/
Foreign Language Academy,051562,true,true,false,false,"PYP, MYP",true,"English, Spanish",https://ibo.org/school/051562/
Forest Hill Community High School,002293,false,true,true,true,"MYP, DP, CP",true,English,https://ibo.org/school/002293/
Forest Park Elementary School,004116,true,false,false,false,PYP,true,English,https://ibo.org/school/004116/
Forest Park Magnet School,002498,false,true,false,false,MYP,true,English,https://ibo.org/school/002498/
Fork Shoals School,002249,true,false,false,false,PYP,true,English,https://ibo.org/school/002249/
Fort Couch Middle School,002045,false,true,false,false,MYP,true,English,https://ibo.org/school/002045/
Fort Lee High School,003950,false,false,true,false,DP,true,English,https://ibo.org/school/003950/
Fort Myers High School,000728,false,false,true,false,DP,true,English,https://ibo.org/school/000728/
Foster Middle School,061931,false,true,false,false,MYP,true,English,https://ibo.org/school/061931/
Fountain International Magnet School,004621,true,false,false,false,PYP,true,English,https://ibo.org/school/004621/
Fox Chapel Middle School,061784,false,true,false,false,MYP,true,English,https://ibo.org/school/061784/
Fox Road Magnet Elementary School,050452,true,false,false,false,PYP,true,English,https://ibo.org/school/050452/
Foxcroft Academy,052451,false,false,true,false,DP,true,English,https://ibo.org/school/052451/
Frances E. Willard Elementary School,002250,true,false,false,false,PYP,true,English,https://ibo.org/school/002250/
Francis Scott Key Middle School,003120,false,true,false,false,MYP,true,English,https://ibo.org/school/003120/
Francisco I. Madero Middle School,002242,false,true,false,false,MYP,true,English,https://ibo.org/school/002242/
Frank C. Martin International K-8 Center,001894,true,true,false,false,"PYP, MYP",true,English,https://ibo.org/school/001894/
Frank Guzick Elementary School,062809,true,false,false,false,PYP,true,"English, Spanish",https://ibo.org/school/062809/
Frank Hebron-Harman Elementary School,049774,true,false,false,false,PYP,true,English,https://ibo.org/school/049774/
Franklin Academy - Boynton Beach,052235,true,false,false,false,PYP,true,"English, Spanish",https://ibo.org/school/052235/
Franklin Academy - Cooper City,051073,false,true,false,false,MYP,true,English,https://ibo.org/school/051073/
Franklin Academy - Palm Beach Gardens,052155,true,true,false,false,"PYP, MYP",true,"English, Spanish",https://ibo.org/school/052155/
Franklin Academy - Pembroke Pines K-8,060030,false,true,false,false,MYP,true,"English, Spanish",https://ibo.org/school/060030/
Franklin Academy - Pembroke Pines MS/HS,060278,false,true,true,false,"MYP, DP",true,"English, Spanish",https://ibo.org/school/060278/
